id,kind,priority,status,scope,reviewerQuestion,evidenceRequired,acceptanceCriteria,linkedModuleIds,linkedSubModuleIds,linkedComponentWordIds,linkedRequirementIds,linkedInterfaceIds,linkedCalculationIds,blockers
assumption_resolution:component:environmental_interface_heat_transfer_heatsink_cold_plate,assumption_resolution,major,needs_review,Heatsink cold plate,"Can the Heatsink cold plate assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",environmental_interface,,heatsink_cold_plate,,,,
assumption_resolution:component:network_io_high_speed_network_high_speed_nic,assumption_resolution,major,needs_review,High-speed NIC,"Can the High-speed NIC assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",network_io,,high_speed_nic,,,,
assumption_resolution:component:power_distribution_ac_input_conversion_redundant_power_supply,assumption_resolution,major,needs_review,Redundant power supply,"Can the Redundant power supply assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",power_distribution,,redundant_power_supply,,,,
assumption_resolution:component:safety_protection_secure_boot_tpm_security_module,assumption_resolution,major,needs_review,TPM security module,"Can the TPM security module assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",safety_protection,,tpm_security_module,,,,
assumption_resolution:component:structure_containment_rack_chassis_1u_rack_chassis,assumption_resolution,major,needs_review,1U rack chassis,"Can the 1U rack chassis assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",structure_containment,,1u_rack_chassis,,,,
assumption_resolution:interface:control_compute_communication:compute_acceleration:pcie_fabric,assumption_resolution,major,needs_review,control_compute_communication -> compute_acceleration,"Can the control_compute_communication -> compute_acceleration assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,pcie_fabric,,
assumption_resolution:interface:data_storage:control_compute_communication:storage_bus,assumption_resolution,major,needs_review,data_storage -> control_compute_communication,"Can the data_storage -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,storage_bus,,
assumption_resolution:interface:environmental_interface:compute_acceleration:thermal_path,assumption_resolution,major,needs_review,environmental_interface -> compute_acceleration,"Can the environmental_interface -> compute_acceleration assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,thermal_path,,
assumption_resolution:interface:network_io:control_compute_communication:inference_network,assumption_resolution,major,needs_review,network_io -> control_compute_communication,"Can the network_io -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,inference_network,,
assumption_resolution:interface:power_distribution:compute_acceleration:gpu_power_bus,assumption_resolution,major,needs_review,power_distribution -> compute_acceleration,"Can the power_distribution -> compute_acceleration assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,gpu_power_bus,,
assumption_resolution:interface:safety_protection:power_distribution:hardwired_trip,assumption_resolution,major,needs_review,safety_protection -> power_distribution,"Can the safety_protection -> power_distribution assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,hardwired_trip,,
assumption_resolution:interface:sensing_instrumentation:control_compute_communication:sensor_bus,assumption_resolution,major,needs_review,sensing_instrumentation -> control_compute_communication,"Can the sensing_instrumentation -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,sensor_bus,,
assumption_resolution:interface:structure_containment:environmental_interface:airflow_path,assumption_resolution,major,needs_review,structure_containment -> environmental_interface,"Can the structure_containment -> environmental_interface assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,airflow_path,,
assumption_resolution:metric:capex_gbp,assumption_resolution,major,needs_review,Estimated CAPEX,"Can the Estimated CAPEX assumption be accepted for architecture review, or must it be replaced with evidence?",Admit source-backed BoM pricing before treating this cost metric as a claim.,"Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:metric:headline_output,assumption_resolution,major,needs_review,Inference throughput,"Can the Inference throughput assumption be accepted for architecture review, or must it be replaced with evidence?","Review the formula, input values and operating envelope before treating this metric as a performance claim.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:metric:opex_annual_gbp,assumption_resolution,major,needs_review,Estimated annual OPEX,"Can the Estimated annual OPEX assumption be accepted for architecture review, or must it be replaced with evidence?",Admit source-backed BoM pricing before treating this cost metric as a claim.,"Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:sanity:edgeai_compute_throughput,assumption_resolution,major,needs_review,Inference Throughput,"Can the Inference Throughput assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",compute_acceleration; environmental_interface; control_compute_communication,,,compute_tops,,,
assumption_resolution:sanity:edgeai_data_compute_closure,assumption_resolution,major,needs_review,Data/Compute Closure,"Can the Data/Compute Closure assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",compute_acceleration; environmental_interface; control_compute_communication,,,compute_tops,,,
assumption_resolution:sanity:edgeai_power_density,assumption_resolution,major,needs_review,Rack Power Density,"Can the Rack Power Density assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",structure_containment; environmental_interface; maintenance_serviceability; power_distribution; safety_protection,,,rack_units; power_budget_w,,,
assumption_resolution:sanity:edgeai_secure_management,assumption_resolution,major,needs_review,Secure Management,"Can the Secure Management assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:sanity:edgeai_thermal_power_safety,assumption_resolution,major,needs_review,Thermal/Power Safety,"Can the Thermal/Power Safety assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",compute_acceleration; environmental_interface; control_compute_communication; structure_containment; maintenance_serviceability; power_distribution; safety_protection,,,compute_tops; rack_units; power_budget_w,,,
calculation_envelope:edge_ai_power_density_w_per_u,calculation_envelope,major,ready_for_review,Rack power density,"Does the Rack power density calculation support the architecture envelope, or does the concept need revision?","Confirm inlet temperature, airflow, fan curve, acoustic limit, PSU derating and service clearance.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",structure_containment; environmental_interface; maintenance_serviceability; power_distribution; safety_protection,,,power_budget_w; rack_units,,edge_ai_power_density_w_per_u,
calculation_envelope:edge_ai_tops_per_watt,calculation_envelope,major,ready_for_review,Edge AI accelerator efficiency,"Does the Edge AI accelerator efficiency calculation support the architecture envelope, or does the concept need revision?","Confirm workload precision, sustained throughput, accelerator SKU, thermal derating and host overhead.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",compute_acceleration; environmental_interface; control_compute_communication; power_distribution; safety_protection,,,compute_tops; power_budget_w,,edge_ai_tops_per_watt,
interface_contract:control_compute_communication:compute_acceleration:pcie_fabric,interface_contract,major,ready_for_review,Control Compute Communication -> Compute Acceleration via pcie_fabric,Is the pcie_fabric interface between Control Compute Communication and Compute Acceleration correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",control_compute_communication; compute_acceleration,host_control; runtime_orchestration; accelerator_module; cpu_memory_complex; signal_power_integrity,bmc_management_controller; management_ethernet_phy; bios_firmware_image; platform_configuration_eeprom; inference_runtime_image; accelerator_driver_bundle; watchdog_service; configuration_manifest; ai_accelerator_module; accelerator_carrier_board; pcie_edge_connector; accelerator_retention_latch; cpu_module; ecc_memory; system_motherboard; boot_flash_device; high_current_vrm_module; pcie_retimer_set; clock_distribution_device; power_integrity_capacitor_bank,,pcie_fabric,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:data_storage:control_compute_communication:storage_bus,interface_contract,major,ready_for_review,Data Storage -> Control Compute Communication via storage_bus,Is the storage_bus interface between Data Storage and Control Compute Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",data_storage; control_compute_communication,nvme_storage; model_cache; log_buffer; host_control; runtime_orchestration,nvme_ssd; m_2_carrier_tray; drive_thermal_pad; drive_retention_screw_set; model_cache_partition; storage_health_monitor; secure_erase_controller; firmware_recovery_image; event_log_partition; write_endurance_counter; crash_dump_region; log_export_port; bmc_management_controller; management_ethernet_phy; bios_firmware_image; platform_configuration_eeprom; inference_runtime_image; accelerator_driver_bundle; watchdog_service; configuration_manifest,,storage_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:environmental_interface:compute_acceleration:thermal_path,interface_contract,major,ready_for_review,Thermal Airflow Interface -> Compute Acceleration via thermal_path,Is the thermal_path interface between Thermal Airflow Interface and Compute Acceleration correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",environmental_interface; compute_acceleration,heat_transfer; accelerator_module; signal_power_integrity,heatsink_cold_plate; thermal_interface_material_set; heatpipe_assembly; rear_exhaust_duct; ai_accelerator_module; accelerator_carrier_board; pcie_edge_connector; accelerator_retention_latch; high_current_vrm_module; pcie_retimer_set; clock_distribution_device; power_integrity_capacitor_bank,,thermal_path,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:network_io:control_compute_communication:inference_network,interface_contract,major,ready_for_review,Network IO -> Control Compute Communication via inference_network,Is the inference_network interface between Network IO and Control Compute Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",network_io; control_compute_communication,high_speed_network; timing_ingest; io_isolation_routing; runtime_orchestration,high_speed_nic; optical_transceiver_cage; nic_heatsink; network_link_led_board; ptp_timing_module; gpio_trigger_input; data_ingest_connector; network_bypass_relay; emi_gasket_strip; shielded_io_bracket; cable_strain_relief_comb; service_loop_tie_set; inference_runtime_image; accelerator_driver_bundle; watchdog_service; configuration_manifest,,inference_network,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:power_distribution:compute_acceleration:gpu_power_bus,interface_contract,major,ready_for_review,Power Distribution -> Compute Acceleration via gpu_power_bus,Is the gpu_power_bus interface between Power Distribution and Compute Acceleration correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",power_distribution; compute_acceleration,dc_rail_distribution; accelerator_module; signal_power_integrity,12_v_busbar; accelerator_power_harness; hot_swap_controller; fan_power_distribution_loom; ai_accelerator_module; accelerator_carrier_board; pcie_edge_connector; accelerator_retention_latch; high_current_vrm_module; pcie_retimer_set; clock_distribution_device; power_integrity_capacitor_bank,,gpu_power_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:safety_protection:power_distribution:hardwired_trip,interface_contract,major,ready_for_review,Security And Safety Protection -> Power Distribution via hardwired_trip,Is the hardwired_trip interface between Security And Safety Protection and Power Distribution correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",safety_protection; power_distribution,thermal_shutdown; electrical_safety; hold_up_protection,thermal_trip_relay; overtemperature_latch; fan_failure_interlock; hardwired_shutdown_line; protective_earth_stud; insulation_barrier_sheet; finger_safe_psu_cover; warning_label_set; hold_up_capacitor_module; brownout_detector; current_shunt_module; efuse_channel_set,,hardwired_trip,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:sensing_instrumentation:control_compute_communication:sensor_bus,interface_contract,major,ready_for_review,Telemetry Instrumentation -> Control Compute Communication via sensor_bus,Is the sensor_bus interface between Telemetry Instrumentation and Control Compute Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",sensing_instrumentation; control_compute_communication,thermal_sensors; power_fan_telemetry; front_panel_status; host_control,inlet_temperature_sensor; accelerator_hotspot_sensor; exhaust_temperature_sensor; board_humidity_sensor; psu_pmbus_monitor; rail_current_monitor; fan_tachometer_hub; chassis_intrusion_switch; front_status_led_board; uid_button; alarm_buzzer; lcd_status_panel; bmc_management_controller; management_ethernet_phy; bios_firmware_image; platform_configuration_eeprom,,sensor_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:structure_containment:environmental_interface:airflow_path,interface_contract,major,ready_for_review,Rack Structure Containment -> Thermal Airflow Interface via airflow_path,Is the airflow_path interface between Rack Structure Containment and Thermal Airflow Interface correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",structure_containment; environmental_interface,rack_chassis; accelerator_mounting; forced_air_cooling; heat_transfer; inlet_outlet_management,1u_rack_chassis; slide_rail_kit; internal_divider_panel; front_bezel_assembly; accelerator_retention_bracket; pcie_riser_support; card_stiffener_rail; gpu_airflow_baffle; fan_wall_assembly; pwm_fan_controller; airflow_straightener; replaceable_dust_filter; heatsink_cold_plate; thermal_interface_material_set; heatpipe_assembly; rear_exhaust_duct; front_inlet_grille; rear_exhaust_grille; air_seal_foam_kit; rack_pressure_map_label,,airflow_path,,Both endpoints expose the required interface through at least one submodule carrier.
module_allocation:compute_acceleration,module_allocation,major,ready_for_review,Compute Acceleration,"Does Compute Acceleration have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,compute_acceleration,accelerator_module; cpu_memory_complex; signal_power_integrity,ai_accelerator_module; accelerator_carrier_board; pcie_edge_connector; accelerator_retention_latch; cpu_module; ecc_memory; system_motherboard; boot_flash_device; high_current_vrm_module; pcie_retimer_set; clock_distribution_device; power_integrity_capacitor_bank,compute_tops,pcie_fabric; memory_bus; gpu_power_bus; thermal_path; sensor_bus; low_voltage_rail,edgeai_compute_throughput; edgeai_data_compute_closure; edgeai_thermal_power_safety,
module_allocation:control_compute_communication,module_allocation,major,ready_for_review,Control Compute Communication,"Does Control Compute Communication have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,control_compute_communication,host_control; runtime_orchestration; remote_management,bmc_management_controller; management_ethernet_phy; bios_firmware_image; platform_configuration_eeprom; inference_runtime_image; accelerator_driver_bundle; watchdog_service; configuration_manifest; out_of_band_management_port; serial_console_header; debug_access_lockout; firmware_signing_key_slot,compute_tops,pcie_fabric; storage_bus; management_network; inference_network; sensor_bus; thermal_alarm_bus; secure_boot_chain; service_access,edgeai_compute_throughput; edgeai_data_compute_closure; edgeai_thermal_power_safety,
module_allocation:data_storage,module_allocation,major,ready_for_review,Data Storage,"Does Data Storage have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,data_storage,nvme_storage; model_cache; log_buffer,nvme_ssd; m_2_carrier_tray; drive_thermal_pad; drive_retention_screw_set; model_cache_partition; storage_health_monitor; secure_erase_controller; firmware_recovery_image; event_log_partition; write_endurance_counter; crash_dump_region; log_export_port,,storage_bus; pcie_fabric; service_access; secure_boot_chain; management_network,,
module_allocation:environmental_interface,module_allocation,major,ready_for_review,Thermal Airflow Interface,"Does Thermal Airflow Interface have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,environmental_interface,forced_air_cooling; heat_transfer; inlet_outlet_management,fan_wall_assembly; pwm_fan_controller; airflow_straightener; replaceable_dust_filter; heatsink_cold_plate; thermal_interface_material_set; heatpipe_assembly; rear_exhaust_duct; front_inlet_grille; rear_exhaust_grille; air_seal_foam_kit; rack_pressure_map_label,compute_tops; rack_units; power_budget_w,airflow_path; thermal_path; fan_control_bus; sensor_bus; service_access,edgeai_compute_throughput; edgeai_data_compute_closure; edgeai_thermal_power_safety; edgeai_power_density,
module_allocation:maintenance_serviceability,module_allocation,major,ready_for_review,Field Maintenance Serviceability,"Does Field Maintenance Serviceability have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,maintenance_serviceability,field_replaceable_units; rack_installation; service_workflow,hot_swap_fan_carrier; drive_service_handle; psu_latch_mechanism; accelerator_extraction_handle; rack_rail_kit; rear_support_bracket; cable_retention_comb; airflow_blanking_panel; service_checklist_card; firmware_version_label; spare_screw_kit; diagnostics_usb_key,rack_units,service_access; rack_mount; management_network; airflow_path; secure_boot_chain,edgeai_power_density; edgeai_thermal_power_safety,
module_allocation:network_io,module_allocation,major,ready_for_review,Network IO,"Does Network IO have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,network_io,high_speed_network; timing_ingest; io_isolation_routing,high_speed_nic; optical_transceiver_cage; nic_heatsink; network_link_led_board; ptp_timing_module; gpio_trigger_input; data_ingest_connector; network_bypass_relay; emi_gasket_strip; shielded_io_bracket; cable_strain_relief_comb; service_loop_tie_set,,inference_network; management_network; pcie_fabric; service_access; protective_earth,,
