batchId,batchSequence,batchKind,batchTitle,batchStatus,itemId,closureRowId,action,priority,status,componentWordId,description,searchTerms,requiredEvidence,acceptanceCriteria,rejectionCriteria,targetOutcome,blocksProcurement,sourceArtifacts
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:2:magnetic_coupling_hub,bom-close:actuation_kinematics_agitation_drive_train_magnetic_coupling_hub,defer_candidate_sourcing,minor,deferred,magnetic_coupling_hub,magnetic coupling hub,magnetic coupling hub; magnetic coupling hub manufacturer part number; magnetic coupling hub catalogue price GBP; magnetic coupling hub datasheet; magnetic coupling hub single-use bioreactor; magnetic coupling hub GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:3:motor_mounting_plate,bom-close:actuation_kinematics_agitation_drive_train_motor_mounting_plate,defer_candidate_sourcing,minor,deferred,motor_mounting_plate,motor mounting plate,motor mounting plate; motor mounting plate manufacturer part number; motor mounting plate catalogue price GBP; motor mounting plate datasheet; motor mounting plate single-use bioreactor; motor mounting plate GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:4:drive_fault_relay,bom-close:actuation_kinematics_agitation_safety_feedback_drive_fault_relay,defer_candidate_sourcing,minor,deferred,drive_fault_relay,drive fault relay,drive fault relay; drive fault relay manufacturer part number; drive fault relay catalogue price GBP; drive fault relay datasheet; drive fault relay single-use bioreactor; drive fault relay GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:5:emergency_drive_stop_contactor,bom-close:actuation_kinematics_agitation_safety_feedback_emergency_drive_stop_contactor,defer_candidate_sourcing,minor,deferred,emergency_drive_stop_contactor,emergency drive stop contactor,emergency drive stop contactor; emergency drive stop contactor manufacturer part number; emergency drive stop contactor catalogue price GBP; emergency drive stop contactor datasheet; emergency drive stop contactor single-use bioreactor; emergency drive stop contactor GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:6:motor_current_sensor,bom-close:actuation_kinematics_agitation_safety_feedback_motor_current_sensor,defer_candidate_sourcing,minor,deferred,motor_current_sensor,motor current sensor,motor current sensor; motor current sensor manufacturer part number; motor current sensor catalogue price GBP; motor current sensor datasheet; motor current sensor single-use bioreactor; motor current sensor GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:7:overspeed_interlock_input,bom-close:actuation_kinematics_agitation_safety_feedback_overspeed_interlock_input,defer_candidate_sourcing,minor,deferred,overspeed_interlock_input,overspeed interlock input,overspeed interlock input; overspeed interlock input manufacturer part number; overspeed interlock input catalogue price GBP; overspeed interlock input datasheet; overspeed interlock input single-use bioreactor; overspeed interlock input GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:8:impeller_guard_insert,bom-close:actuation_kinematics_mixing_impeller_interface_impeller_guard_insert,defer_candidate_sourcing,minor,deferred,impeller_guard_insert,impeller guard insert,impeller guard insert; impeller guard insert manufacturer part number; impeller guard insert catalogue price GBP; impeller guard insert datasheet; impeller guard insert single-use bioreactor; impeller guard insert GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:9:mixing_validation_coupon,bom-close:actuation_kinematics_mixing_impeller_interface_mixing_validation_coupon,defer_candidate_sourcing,minor,deferred,mixing_validation_coupon,mixing validation coupon,mixing validation coupon; mixing validation coupon manufacturer part number; mixing validation coupon catalogue price GBP; mixing validation coupon datasheet; mixing validation coupon single-use bioreactor; mixing validation coupon GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:10:rocker_angle_stop,bom-close:actuation_kinematics_mixing_impeller_interface_rocker_angle_stop,defer_candidate_sourcing,minor,deferred,rocker_angle_stop,rocker angle stop,rocker angle stop; rocker angle stop manufacturer part number; rocker angle stop catalogue price GBP; rocker angle stop datasheet; rocker angle stop single-use bioreactor; rocker angle stop GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:11:single_use_impeller_coupling,bom-close:actuation_kinematics_mixing_impeller_interface_single_use_impeller_coupling,defer_candidate_sourcing,minor,deferred,single_use_impeller_coupling,single-use impeller coupling,single-use impeller coupling; single-use impeller coupling manufacturer part number; single-use impeller coupling catalogue price GBP; single-use impeller coupling datasheet; single-use impeller coupling single-use bioreactor; single-use impeller coupling GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:12:audit_trail_storage,bom-close:control_compute_communication_batch_record_gateway_audit_trail_storage,defer_candidate_sourcing,minor,deferred,audit_trail_storage,audit trail storage,audit trail storage; audit trail storage manufacturer part number; audit trail storage catalogue price GBP; audit trail storage datasheet; audit trail storage single-use bioreactor; audit trail storage GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:13:batch_historian_module,bom-close:control_compute_communication_batch_record_gateway_batch_historian_module,defer_candidate_sourcing,minor,deferred,batch_historian_module,batch historian module,batch historian module; batch historian module manufacturer part number; batch historian module catalogue price GBP; batch historian module datasheet; batch historian module single-use bioreactor; batch historian module GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:14:ethernet_switch,bom-close:control_compute_communication_batch_record_gateway_ethernet_switch,defer_candidate_sourcing,minor,deferred,ethernet_switch,ethernet switch,ethernet switch; ethernet switch manufacturer part number; ethernet switch catalogue price GBP; ethernet switch datasheet; ethernet switch single-use bioreactor; ethernet switch GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:15:secure_time_source,bom-close:control_compute_communication_batch_record_gateway_secure_time_source,defer_candidate_sourcing,minor,deferred,secure_time_source,secure time source,secure time source; secure time source manufacturer part number; secure time source catalogue price GBP; secure time source datasheet; secure time source single-use bioreactor; secure time source GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:16:alarm_annunciator,bom-close:control_compute_communication_operator_alarm_logic_alarm_annunciator,defer_candidate_sourcing,minor,deferred,alarm_annunciator,alarm annunciator,alarm annunciator; alarm annunciator manufacturer part number; alarm annunciator catalogue price GBP; alarm annunciator datasheet; alarm annunciator single-use bioreactor; alarm annunciator GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:17:batch_acknowledge_button,bom-close:control_compute_communication_operator_alarm_logic_batch_acknowledge_button,defer_candidate_sourcing,minor,deferred,batch_acknowledge_button,batch acknowledge button,batch acknowledge button; batch acknowledge button manufacturer part number; batch acknowledge button catalogue price GBP; batch acknowledge button datasheet; batch acknowledge button single-use bioreactor; batch acknowledge button GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:18:operator_hmi_panel,bom-close:control_compute_communication_operator_alarm_logic_operator_hmi_panel,defer_candidate_sourcing,minor,deferred,operator_hmi_panel,operator HMI panel,operator HMI panel; operator HMI panel manufacturer part number; operator HMI panel catalogue price GBP; operator HMI panel datasheet; operator HMI panel single-use bioreactor; operator HMI panel GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:19:role_access_key_switch,bom-close:control_compute_communication_operator_alarm_logic_role_access_key_switch,defer_candidate_sourcing,minor,deferred,role_access_key_switch,role access key switch,role access key switch; role access key switch manufacturer part number; role access key switch catalogue price GBP; role access key switch datasheet; role access key switch single-use bioreactor; role access key switch GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:20:control_enclosure,bom-close:control_compute_communication_process_controller_control_enclosure,defer_candidate_sourcing,minor,deferred,control_enclosure,control enclosure,control enclosure; control enclosure manufacturer part number; control enclosure catalogue price GBP; control enclosure datasheet; control enclosure single-use bioreactor; control enclosure GMP sterile bioprocess,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
