id,lineId,componentWordId,description,priority,quantity,unit,traceStatus,ledgerStatus,duplicateResolution,supplier,manufacturer,mpn,unitCostGbp,totalCostGbp,sourceRef,sourceReferenceClass,sourceReferenceStatus,sourceQualityIssues,supplierClaim,manufacturerClaim,mpnClaim,unitCostClaim,sourceBackedRequiredClaims,missingRequiredClaims,provenanceViolations,canDisplayCandidate,canDisplayPricedReview,canUseForProcurement,requiredAction
bom-trace:energy_conversion_transduction_refrigerant_manifold_brazed_joint_sleeve_set,energy_conversion_transduction_refrigerant_manifold_brazed_joint_sleeve_set,brazed_joint_sleeve_set,brazed joint sleeve set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_refrigerant_manifold_refrigerant_charge_label,energy_conversion_transduction_refrigerant_manifold_refrigerant_charge_label,refrigerant_charge_label,refrigerant charge label,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_condenser_coupling_boundary_refrigerant_stub_out_pair,energy_conversion_transduction_condenser_coupling_boundary_refrigerant_stub_out_pair,refrigerant_stub_out_pair,refrigerant stub-out pair,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_condenser_coupling_boundary_hydronic_stub_out_pair,energy_conversion_transduction_condenser_coupling_boundary_hydronic_stub_out_pair,hydronic_stub_out_pair,hydronic stub-out pair,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_condenser_coupling_boundary_plate_heat_exchanger_mounting_bracket,energy_conversion_transduction_condenser_coupling_boundary_plate_heat_exchanger_mounting_bracket,plate_heat_exchanger_mounting_bracket,plate heat exchanger mounting bracket,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_condenser_coupling_boundary_condenser_insulation_sleeve,energy_conversion_transduction_condenser_coupling_boundary_condenser_insulation_sleeve,condenser_insulation_sleeve,condenser insulation sleeve,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_outdoor_evaporator_outdoor_finned_evaporator_coil,environmental_interface_outdoor_evaporator_outdoor_finned_evaporator_coil,outdoor_finned_evaporator_coil,Outdoor finned evaporator coil,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:environmental_interface_outdoor_evaporator_coil_temperature_sensor,environmental_interface_outdoor_evaporator_coil_temperature_sensor,coil_temperature_sensor,coil temperature sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_outdoor_evaporator_coil_guard_grille,environmental_interface_outdoor_evaporator_coil_guard_grille,coil_guard_grille,coil guard grille,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_outdoor_evaporator_hydrophilic_fin_coating,environmental_interface_outdoor_evaporator_hydrophilic_fin_coating,hydrophilic_fin_coating,hydrophilic fin coating,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_fan_air_path_variable_speed_fan_assembly,environmental_interface_fan_air_path_variable_speed_fan_assembly,variable_speed_fan_assembly,Variable-speed fan assembly,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:environmental_interface_fan_air_path_ec_fan_motor_controller,environmental_interface_fan_air_path_ec_fan_motor_controller,ec_fan_motor_controller,EC fan motor controller,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_fan_air_path_fan_shroud,environmental_interface_fan_air_path_fan_shroud,fan_shroud,fan shroud,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_fan_air_path_inlet_debris_screen,environmental_interface_fan_air_path_inlet_debris_screen,inlet_debris_screen,inlet debris screen,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_defrost_condensate_condensate_drain_tray,environmental_interface_defrost_condensate_condensate_drain_tray,condensate_drain_tray,condensate drain tray,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_defrost_condensate_trace_heater_cable,environmental_interface_defrost_condensate_trace_heater_cable,trace_heater_cable,trace heater cable,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_defrost_condensate_defrost_temperature_probe,environmental_interface_defrost_condensate_defrost_temperature_probe,defrost_temperature_probe,defrost temperature probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_defrost_condensate_drain_hose_barb,environmental_interface_defrost_condensate_drain_hose_barb,drain_hose_barb,drain hose barb,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_condenser_heat_exchanger_brazed_plate_heat_exchanger,mass_fluid_transport_process_condenser_heat_exchanger_brazed_plate_heat_exchanger,brazed_plate_heat_exchanger,Brazed plate heat exchanger,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:mass_fluid_transport_process_condenser_heat_exchanger_plate_exchanger_insulation_jacket,mass_fluid_transport_process_condenser_heat_exchanger_plate_exchanger_insulation_jacket,plate_exchanger_insulation_jacket,plate exchanger insulation jacket,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_condenser_heat_exchanger_water_outlet_temperature_sensor,mass_fluid_transport_process_condenser_heat_exchanger_water_outlet_temperature_sensor,water_outlet_temperature_sensor,water outlet temperature sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_condenser_heat_exchanger_refrigerant_outlet_temperature_sensor,mass_fluid_transport_process_condenser_heat_exchanger_refrigerant_outlet_temperature_sensor,refrigerant_outlet_temperature_sensor,refrigerant outlet temperature sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_circulation_pump_group_hydronic_circulation_pump,mass_fluid_transport_process_circulation_pump_group_hydronic_circulation_pump,hydronic_circulation_pump,Hydronic circulation pump,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:mass_fluid_transport_process_circulation_pump_group_pump_isolation_valve_pair,mass_fluid_transport_process_circulation_pump_group_pump_isolation_valve_pair,pump_isolation_valve_pair,pump isolation valve pair,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_circulation_pump_group_flow_proving_switch,mass_fluid_transport_process_circulation_pump_group_flow_proving_switch,flow_proving_switch,flow proving switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_circulation_pump_group_strainer_filter,mass_fluid_transport_process_circulation_pump_group_strainer_filter,strainer_filter,strainer filter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_hydronic_safety_group_hydronic_safety_valve_kit,mass_fluid_transport_process_hydronic_safety_group_hydronic_safety_valve_kit,hydronic_safety_valve_kit,Hydronic safety valve kit,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:mass_fluid_transport_process_hydronic_safety_group_expansion_vessel,mass_fluid_transport_process_hydronic_safety_group_expansion_vessel,expansion_vessel,expansion vessel,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_hydronic_safety_group_automatic_air_vent,mass_fluid_transport_process_hydronic_safety_group_automatic_air_vent,automatic_air_vent,automatic air vent,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_hydronic_safety_group_fill_and_drain_valve_set,mass_fluid_transport_process_hydronic_safety_group_fill_and_drain_valve_set,fill_and_drain_valve_set,fill and drain valve set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_main_controller_heat_pump_controller_pcb,control_compute_communication_main_controller_heat_pump_controller_pcb,heat_pump_controller_pcb,Heat pump controller PCB,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:control_compute_communication_main_controller_controller_enclosure,control_compute_communication_main_controller_controller_enclosure,controller_enclosure,controller enclosure,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_main_controller_real_time_clock_module,control_compute_communication_main_controller_real_time_clock_module,real_time_clock_module,real-time clock module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_main_controller_non_volatile_fault_memory,control_compute_communication_main_controller_non_volatile_fault_memory,non_volatile_fault_memory,non-volatile fault memory,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_power_driver_io_compressor_contactor,control_compute_communication_power_driver_io_compressor_contactor,compressor_contactor,compressor contactor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_power_driver_io_pump_relay_output,control_compute_communication_power_driver_io_pump_relay_output,pump_relay_output,pump relay output,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_power_driver_io_fan_pwm_output_board,control_compute_communication_power_driver_io_fan_pwm_output_board,fan_pwm_output_board,fan PWM output board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_power_driver_io_safety_chain_input_terminal,control_compute_communication_power_driver_io_safety_chain_input_terminal,safety_chain_input_terminal,safety chain input terminal,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_service_communications_modbus_service_port,control_compute_communication_service_communications_modbus_service_port,modbus_service_port,Modbus service port,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_service_communications_usb_commissioning_adapter,control_compute_communication_service_communications_usb_commissioning_adapter,usb_commissioning_adapter,USB commissioning adapter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_service_communications_fault_led_stack,control_compute_communication_service_communications_fault_led_stack,fault_led_stack,fault LED stack,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_service_communications_installer_qr_code_label,control_compute_communication_service_communications_installer_qr_code_label,installer_qr_code_label,installer QR code label,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_refrigerant_sensing_refrigerant_sensor_and_pressure_transducers,sensing_instrumentation_refrigerant_sensing_refrigerant_sensor_and_pressure_transducers,refrigerant_sensor_and_pressure_transducers,Refrigerant sensor and pressure transducers,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:sensing_instrumentation_refrigerant_sensing_suction_temperature_probe,sensing_instrumentation_refrigerant_sensing_suction_temperature_probe,suction_temperature_probe,suction temperature probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_refrigerant_sensing_discharge_temperature_probe,sensing_instrumentation_refrigerant_sensing_discharge_temperature_probe,discharge_temperature_probe,discharge temperature probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_refrigerant_sensing_refrigerant_leak_sensor,sensing_instrumentation_refrigerant_sensing_refrigerant_leak_sensor,refrigerant_leak_sensor,refrigerant leak sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_water_sensing_flow_temperature_sensor,sensing_instrumentation_water_sensing_flow_temperature_sensor,flow_temperature_sensor,flow temperature sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_water_sensing_return_temperature_sensor,sensing_instrumentation_water_sensing_return_temperature_sensor,return_temperature_sensor,return temperature sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_water_sensing_flow_meter_cartridge,sensing_instrumentation_water_sensing_flow_meter_cartridge,flow_meter_cartridge,flow meter cartridge,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_water_sensing_water_pressure_transducer,sensing_instrumentation_water_sensing_water_pressure_transducer,water_pressure_transducer,water pressure transducer,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_ambient_sensing_ambient_temperature_sensor,sensing_instrumentation_ambient_sensing_ambient_temperature_sensor,ambient_temperature_sensor,ambient temperature sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_ambient_sensing_ambient_humidity_sensor,sensing_instrumentation_ambient_sensing_ambient_humidity_sensor,ambient_humidity_sensor,ambient humidity sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_ambient_sensing_air_pressure_switch,sensing_instrumentation_ambient_sensing_air_pressure_switch,air_pressure_switch,air pressure switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_ambient_sensing_rain_ingress_sensor,sensing_instrumentation_ambient_sensing_rain_ingress_sensor,rain_ingress_sensor,rain ingress sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_mains_input_protection_lockable_isolator_switch,power_distribution_mains_input_protection_lockable_isolator_switch,lockable_isolator_switch,lockable isolator switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_mains_input_protection_mcb_breaker_set,power_distribution_mains_input_protection_mcb_breaker_set,mcb_breaker_set,MCB breaker set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_mains_input_protection_rcd_protection_device,power_distribution_mains_input_protection_rcd_protection_device,rcd_protection_device,RCD protection device,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_mains_input_protection_surge_protection_device,power_distribution_mains_input_protection_surge_protection_device,surge_protection_device,surge protection device,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_internal_power_rails_24_v_dc_power_supply,power_distribution_internal_power_rails_24_v_dc_power_supply,24_v_dc_power_supply,24 V DC power supply,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_internal_power_rails_terminal_rail_assembly,power_distribution_internal_power_rails_terminal_rail_assembly,terminal_rail_assembly,terminal rail assembly,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
