id,lineId,componentWordId,description,priority,quantity,unit,traceStatus,ledgerStatus,duplicateResolution,supplier,manufacturer,mpn,unitCostGbp,totalCostGbp,sourceRef,sourceReferenceClass,sourceReferenceStatus,sourceQualityIssues,supplierClaim,manufacturerClaim,mpnClaim,unitCostClaim,sourceBackedRequiredClaims,missingRequiredClaims,provenanceViolations,canDisplayCandidate,canDisplayPricedReview,canUseForProcurement,requiredAction
bom-trace:structure_containment_enclosure_panels_washdown_side_panel,structure_containment_enclosure_panels_washdown_side_panel,washdown_side_panel,washdown side panel,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_enclosure_panels_clear_inspection_door,structure_containment_enclosure_panels_clear_inspection_door,clear_inspection_door,clear inspection door,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_enclosure_panels_epdm_door_gasket,structure_containment_enclosure_panels_epdm_door_gasket,epdm_door_gasket,EPDM door gasket,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_enclosure_panels_condensate_drip_channel,structure_containment_enclosure_panels_condensate_drip_channel,condensate_drip_channel,condensate drip channel,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_horticultural_lighting_led_grow_lights,environmental_interface_horticultural_lighting_led_grow_lights,led_grow_lights,LED grow lights,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:environmental_interface_horticultural_lighting_dimmable_led_driver,environmental_interface_horticultural_lighting_dimmable_led_driver,dimmable_led_driver,dimmable LED driver,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_horticultural_lighting_lighting_suspension_bracket,environmental_interface_horticultural_lighting_lighting_suspension_bracket,lighting_suspension_bracket,lighting suspension bracket,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_horticultural_lighting_ppfd_calibration_target,environmental_interface_horticultural_lighting_ppfd_calibration_target,ppfd_calibration_target,PPFD calibration target,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_horticultural_lighting_glare_shield,environmental_interface_horticultural_lighting_glare_shield,glare_shield,glare shield,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_canopy_air_mixing_air_circulation_fans,environmental_interface_canopy_air_mixing_air_circulation_fans,air_circulation_fans,Air circulation fans,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:environmental_interface_canopy_air_mixing_fan_guard_grille,environmental_interface_canopy_air_mixing_fan_guard_grille,fan_guard_grille,fan guard grille,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_canopy_air_mixing_airflow_baffle_plate,environmental_interface_canopy_air_mixing_airflow_baffle_plate,airflow_baffle_plate,airflow baffle plate,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_canopy_air_mixing_replaceable_intake_filter,environmental_interface_canopy_air_mixing_replaceable_intake_filter,replaceable_intake_filter,replaceable intake filter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_humidity_temperature_control_dehumidifier_module,environmental_interface_humidity_temperature_control_dehumidifier_module,dehumidifier_module,dehumidifier module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_humidity_temperature_control_heat_exchanger_coil,environmental_interface_humidity_temperature_control_heat_exchanger_coil,heat_exchanger_coil,heat exchanger coil,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_humidity_temperature_control_condensate_pump,environmental_interface_humidity_temperature_control_condensate_pump,condensate_pump,condensate pump,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_humidity_temperature_control_supply_air_temperature_probe,environmental_interface_humidity_temperature_control_supply_air_temperature_probe,supply_air_temperature_probe,supply air temperature probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_humidity_temperature_control_humidity_control_relay,environmental_interface_humidity_temperature_control_humidity_control_relay,humidity_control_relay,humidity control relay,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_co2_enrichment_co2_sensor_or_dosing,environmental_interface_co2_enrichment_co2_sensor_or_dosing,co2_sensor_or_dosing,CO2 sensor or dosing,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:environmental_interface_co2_enrichment_ndir_co2_sensor_head,environmental_interface_co2_enrichment_ndir_co2_sensor_head,ndir_co2_sensor_head,NDIR CO2 sensor head,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_co2_enrichment_co2_solenoid_valve,environmental_interface_co2_enrichment_co2_solenoid_valve,co2_solenoid_valve,CO2 solenoid valve,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_co2_enrichment_gas_regulator,environmental_interface_co2_enrichment_gas_regulator,gas_regulator,gas regulator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_co2_enrichment_co2_distribution_tube,environmental_interface_co2_enrichment_co2_distribution_tube,co2_distribution_tube,CO2 distribution tube,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_reservoir_plumbing_reservoir_and_plumbing_set,mass_fluid_transport_process_reservoir_plumbing_reservoir_and_plumbing_set,reservoir_and_plumbing_set,Reservoir and plumbing set,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:mass_fluid_transport_process_reservoir_plumbing_opaque_nutrient_reservoir,mass_fluid_transport_process_reservoir_plumbing_opaque_nutrient_reservoir,opaque_nutrient_reservoir,opaque nutrient reservoir,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_reservoir_plumbing_bulkhead_fitting_set,mass_fluid_transport_process_reservoir_plumbing_bulkhead_fitting_set,bulkhead_fitting_set,bulkhead fitting set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_reservoir_plumbing_pvc_u_manifold,mass_fluid_transport_process_reservoir_plumbing_pvc_u_manifold,pvc_u_manifold,PVC-U manifold,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_reservoir_plumbing_return_drain_header,mass_fluid_transport_process_reservoir_plumbing_return_drain_header,return_drain_header,return drain header,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_fertigation_pumping_nutrient_pump,mass_fluid_transport_process_fertigation_pumping_nutrient_pump,nutrient_pump,Nutrient pump,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:mass_fluid_transport_process_fertigation_pumping_pump_isolation_valve,mass_fluid_transport_process_fertigation_pumping_pump_isolation_valve,pump_isolation_valve,pump isolation valve,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_fertigation_pumping_check_valve,mass_fluid_transport_process_fertigation_pumping_check_valve,check_valve,check valve,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_fertigation_pumping_flow_meter,mass_fluid_transport_process_fertigation_pumping_flow_meter,flow_meter,flow meter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_fertigation_pumping_pump_vibration_mount,mass_fluid_transport_process_fertigation_pumping_pump_vibration_mount,pump_vibration_mount,pump vibration mount,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_nutrient_dosing_peristaltic_dosing_pump,mass_fluid_transport_process_nutrient_dosing_peristaltic_dosing_pump,peristaltic_dosing_pump,peristaltic dosing pump,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_nutrient_dosing_ph_dosing_pump,mass_fluid_transport_process_nutrient_dosing_ph_dosing_pump,ph_dosing_pump,pH dosing pump,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_nutrient_dosing_chemical_suction_lance,mass_fluid_transport_process_nutrient_dosing_chemical_suction_lance,chemical_suction_lance,chemical suction lance,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_nutrient_dosing_anti_siphon_valve,mass_fluid_transport_process_nutrient_dosing_anti_siphon_valve,anti_siphon_valve,anti-siphon valve,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_nutrient_dosing_mixing_eductor,mass_fluid_transport_process_nutrient_dosing_mixing_eductor,mixing_eductor,mixing eductor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_filtration_sanitation_inline_mesh_filter,mass_fluid_transport_process_filtration_sanitation_inline_mesh_filter,inline_mesh_filter,inline mesh filter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_filtration_sanitation_uv_steriliser,mass_fluid_transport_process_filtration_sanitation_uv_steriliser,uv_steriliser,UV steriliser,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_filtration_sanitation_drain_valve,mass_fluid_transport_process_filtration_sanitation_drain_valve,drain_valve,drain valve,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_filtration_sanitation_sample_port,mass_fluid_transport_process_filtration_sanitation_sample_port,sample_port,sample port,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_climate_sensors_temperature_humidity_probe,sensing_instrumentation_climate_sensors_temperature_humidity_probe,temperature_humidity_probe,temperature humidity probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_climate_sensors_par_light_sensor,sensing_instrumentation_climate_sensors_par_light_sensor,par_light_sensor,PAR light sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_climate_sensors_leaf_temperature_sensor,sensing_instrumentation_climate_sensors_leaf_temperature_sensor,leaf_temperature_sensor,leaf temperature sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_climate_sensors_differential_pressure_switch,sensing_instrumentation_climate_sensors_differential_pressure_switch,differential_pressure_switch,differential pressure switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_nutrient_sensors_ph_probe,sensing_instrumentation_nutrient_sensors_ph_probe,ph_probe,pH probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_nutrient_sensors_ec_probe,sensing_instrumentation_nutrient_sensors_ec_probe,ec_probe,EC probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_nutrient_sensors_reservoir_level_sensor,sensing_instrumentation_nutrient_sensors_reservoir_level_sensor,reservoir_level_sensor,reservoir level sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_nutrient_sensors_solution_temperature_probe,sensing_instrumentation_nutrient_sensors_solution_temperature_probe,solution_temperature_probe,solution temperature probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_crop_observation_rgb_crop_camera,sensing_instrumentation_crop_observation_rgb_crop_camera,rgb_crop_camera,RGB crop camera,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_crop_observation_camera_light_shield,sensing_instrumentation_crop_observation_camera_light_shield,camera_light_shield,camera light shield,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_crop_observation_time_lapse_controller,sensing_instrumentation_crop_observation_time_lapse_controller,time_lapse_controller,time-lapse controller,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_crop_observation_calibration_colour_card,sensing_instrumentation_crop_observation_calibration_colour_card,calibration_colour_card,calibration colour card,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_environmental_controller_environmental_controller,control_compute_communication_environmental_controller_environmental_controller,environmental_controller,Environmental controller,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:control_compute_communication_environmental_controller_din_rail_plc,control_compute_communication_environmental_controller_din_rail_plc,din_rail_plc,DIN-rail PLC,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_environmental_controller_analog_input_module,control_compute_communication_environmental_controller_analog_input_module,analog_input_module,analog input module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_environmental_controller_relay_output_module,control_compute_communication_environmental_controller_relay_output_module,relay_output_module,relay output module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_environmental_controller_real_time_clock_module,control_compute_communication_environmental_controller_real_time_clock_module,real_time_clock_module,real-time clock module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_recipe_management_recipe_database,control_compute_communication_recipe_management_recipe_database,recipe_database,recipe database,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_recipe_management_set_point_scheduler,control_compute_communication_recipe_management_set_point_scheduler,set_point_scheduler,set-point scheduler,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_recipe_management_alarm_historian,control_compute_communication_recipe_management_alarm_historian,alarm_historian,alarm historian,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_recipe_management_data_export_module,control_compute_communication_recipe_management_data_export_module,data_export_module,data export module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_remote_monitoring_industrial_ethernet_switch,control_compute_communication_remote_monitoring_industrial_ethernet_switch,industrial_ethernet_switch,industrial Ethernet switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
