rowType,id,moduleId,moduleName,subModuleId,subModuleName,componentWordId,label,status,interfaces,componentWordIds,criticalComponentWordIds,duplicateComponentWordIds,blockers,requiredAction
submodule,power_distribution:mains_panel,power_distribution,Wet-Zone Power Distribution,mains_panel,Mains isolation panel,,,ready,mains_supply; protective_earth; service_access,rcd_isolator_panel; lockable_main_isolator; rcbo_breaker_bank; protective_earth_bar; surge_protection_device,rcd_isolator_panel,,,Submodule has component candidates and no allocation blocker.
submodule,power_distribution:lighting_power,power_distribution,Wet-Zone Power Distribution,lighting_power,Lighting power distribution,,,ready,mains_supply; lighting_control,lighting_bus_trunk; ip65_cable_gland_set; driver_mounting_rail; fused_spur_module,,,,Submodule has component candidates and no allocation blocker.
submodule,power_distribution:low_voltage_power,power_distribution,Wet-Zone Power Distribution,low_voltage_power,Low-voltage control power,,,ready,actuator_bus; sensor_bus,24_v_dc_power_supply; dc_distribution_terminal; ups_buffer_module; control_cabinet_heater,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:leak_containment,safety_protection,Food-Safe Safety And Protection,leak_containment,Leak containment,,,ready,washdown_boundary; alarm_bus,leak_detection_rope; bunded_base_tray; overflow_standpipe; floor_drain_adapter,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:operator_interlocks,safety_protection,Food-Safe Safety And Protection,operator_interlocks,Operator interlocks,,,ready,service_access; alarm_bus,door_interlock_switch; lighting_inhibit_relay; chemical_storage_latch; emergency_stop_button,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:food_contact_controls,safety_protection,Food-Safe Safety And Protection,food_contact_controls,Food contact controls,,,ready,washdown_boundary; service_access,food_grade_tubing_set; cleaning_validation_swab_kit; material_traceability_label; washdown_sop_placard,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:harvest_access,maintenance_serviceability,Harvest Cleaning And Serviceability,harvest_access,Harvest access,,,ready,service_access; tray_support,slide_out_tray_handle; shelf_stop_latch; harvest_work_ledge; removable_seedling_cassette,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:cleaning_access,maintenance_serviceability,Harvest Cleaning And Serviceability,cleaning_access,Cleaning access,,,ready,washdown_boundary; service_access,quick_release_manifold_union; removable_sump_screen; washdown_hose_connection; drying_fan_mode_switch,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:consumable_service,maintenance_serviceability,Harvest Cleaning And Serviceability,consumable_service,Consumable service,,,ready,service_access; nutrient_loop,filter_service_hatch; probe_calibration_cup; dosing_bottle_tray; spare_gasket_kit,,,,Submodule has component candidates and no allocation blocker.
submodule,hmi_ergonomics:local_hmi,hmi_ergonomics,Operator HMI And Labelling,local_hmi,Local HMI,,,ready,operator_network; service_access,touchscreen_hmi; recipe_selector_control; alarm_buzzer_beacon; usb_data_export_port,,,,Submodule has component candidates and no allocation blocker.
submodule,hmi_ergonomics:labelling_workflows,hmi_ergonomics,Operator HMI And Labelling,labelling_workflows,Labelling and workflows,,,ready,service_access,crop_lot_label_holder; chemical_hazard_label_set; cleaning_checklist_card; electrical_isolation_placard,,,,Submodule has component candidates and no allocation blocker.
critical_part,led_grow_lights,environmental_interface,,horticultural_lighting,,led_grow_lights,LED grow lights,allocated,,,led_grow_lights,,,Critical part is allocated to at least one architecture submodule.
critical_part,nutrient_pump,mass_fluid_transport_process,,fertigation_pumping,,nutrient_pump,Nutrient pump,allocated,,,nutrient_pump,,,Critical part is allocated to at least one architecture submodule.
critical_part,co2_sensor_or_dosing,environmental_interface,,co2_enrichment,,co2_sensor_or_dosing,CO2 sensor or dosing,allocated,,,co2_sensor_or_dosing,,,Critical part is allocated to at least one architecture submodule.
critical_part,growing_rack_structure,structure_containment,,growing_rack_stack,,growing_rack_structure,Growing rack structure,allocated,,,growing_rack_structure,,,Critical part is allocated to at least one architecture submodule.
critical_part,air_circulation_fans,environmental_interface,,canopy_air_mixing,,air_circulation_fans,Air circulation fans,allocated,,,air_circulation_fans,,,Critical part is allocated to at least one architecture submodule.
critical_part,environmental_controller,control_compute_communication,,environmental_controller,,environmental_controller,Environmental controller,allocated,,,environmental_controller,,,Critical part is allocated to at least one architecture submodule.
critical_part,reservoir_and_plumbing_set,mass_fluid_transport_process,,reservoir_plumbing,,reservoir_and_plumbing_set,Reservoir and plumbing set,allocated,,,reservoir_and_plumbing_set,,,Critical part is allocated to at least one architecture submodule.
critical_part,rcd_isolator_panel,power_distribution,,mains_panel,,rcd_isolator_panel,RCD isolator panel,allocated,,,rcd_isolator_panel,,,Critical part is allocated to at least one architecture submodule.
