id,kind,priority,status,scope,issue,requiredEvidence,closurePath,blocks,linkedIds,source
assumption:compliance:WRAS,assumption_review,major,needs_review,WRAS,Water fittings compliance is relevant to this product class in UK.,Approved fittings or evidence for water-contact components.,engineering_review,publishable,,engineering_assumption_ledger
sourcing:growing_rack_structure,sourcing_evidence,blocker,ready_for_intake,Growing rack structure,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,growing_rack_structure,sourcing_worklist
sourcing:led_grow_lights,sourcing_evidence,blocker,ready_for_intake,LED grow lights,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,led_grow_lights,sourcing_worklist
sourcing:air_circulation_fans,sourcing_evidence,blocker,ready_for_intake,Air circulation fans,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,air_circulation_fans,sourcing_worklist
sourcing:co2_sensor_or_dosing,sourcing_evidence,blocker,ready_for_intake,CO2 sensor or dosing,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,co2_sensor_or_dosing,sourcing_worklist
sourcing:reservoir_and_plumbing_set,sourcing_evidence,blocker,ready_for_intake,Reservoir and plumbing set,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,reservoir_and_plumbing_set,sourcing_worklist
sourcing:nutrient_pump,sourcing_evidence,blocker,ready_for_intake,Nutrient pump,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,nutrient_pump,sourcing_worklist
sourcing:environmental_controller,sourcing_evidence,blocker,ready_for_intake,Environmental controller,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,environmental_controller,sourcing_worklist
sourcing:rcd_isolator_panel,sourcing_evidence,blocker,ready_for_intake,RCD isolator panel,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,rcd_isolator_panel,sourcing_worklist
verification:design_review:structure_containment,verification_evidence,major,ready_for_intake,Growing Structure And Containment,Review Growing Structure And Containment architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:structure_containment,verification_evidence_ledger
verification:calculation:structure_containment,verification_evidence,major,ready_for_intake,Growing Structure And Containment,Verify Growing Structure And Containment requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:structure_containment,verification_evidence_ledger
verification:design_review:environmental_interface,verification_evidence,major,ready_for_intake,Light Climate And Gas Environment,Review Light Climate And Gas Environment architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:environmental_interface,verification_evidence_ledger
verification:calculation:environmental_interface,verification_evidence,major,ready_for_intake,Light Climate And Gas Environment,Verify Light Climate And Gas Environment requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:environmental_interface,verification_evidence_ledger
verification:design_review:mass_fluid_transport_process,verification_evidence,major,ready_for_intake,Nutrient And Water Transport Process,Review Nutrient And Water Transport Process architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:mass_fluid_transport_process,verification_evidence_ledger
verification:design_review:sensing_instrumentation,verification_evidence,major,ready_for_intake,Crop And Process Instrumentation,Review Crop And Process Instrumentation architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:sensing_instrumentation,verification_evidence_ledger
verification:design_review:control_compute_communication,verification_evidence,major,ready_for_intake,Recipe Control And Communications,Review Recipe Control And Communications architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:control_compute_communication,verification_evidence_ledger
verification:design_review:power_distribution,verification_evidence,major,ready_for_intake,Wet-Zone Power Distribution,Review Wet-Zone Power Distribution architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:power_distribution,verification_evidence_ledger
verification:design_review:safety_protection,verification_evidence,major,ready_for_intake,Food-Safe Safety And Protection,Review Food-Safe Safety And Protection architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:safety_protection,verification_evidence_ledger
verification:design_review:maintenance_serviceability,verification_evidence,major,ready_for_intake,Harvest Cleaning And Serviceability,Review Harvest Cleaning And Serviceability architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:maintenance_serviceability,verification_evidence_ledger
verification:calculation:maintenance_serviceability,verification_evidence,major,ready_for_intake,Harvest Cleaning And Serviceability,Verify Harvest Cleaning And Serviceability requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:maintenance_serviceability,verification_evidence_ledger
verification:design_review:hmi_ergonomics,verification_evidence,major,ready_for_intake,Operator HMI And Labelling,Review Operator HMI And Labelling architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:hmi_ergonomics,verification_evidence_ledger
verification:interface_review:control_compute_communication:environmental_interface:actuator_bus,verification_evidence,major,ready_for_intake,Recipe Control And Communications -> Light Climate And Gas Environment,Verify actuator_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:control_compute_communication:environmental_interface:actuator_bus,verification_evidence_ledger
verification:interface_review:control_compute_communication:mass_fluid_transport_process:actuator_bus,verification_evidence,major,ready_for_intake,Recipe Control And Communications -> Nutrient And Water Transport Process,Verify actuator_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:control_compute_communication:mass_fluid_transport_process:actuator_bus,verification_evidence_ledger
verification:interface_review:environmental_interface:mass_fluid_transport_process:sensor_bus,verification_evidence,major,ready_for_intake,Light Climate And Gas Environment -> Nutrient And Water Transport Process,Verify sensor_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:environmental_interface:mass_fluid_transport_process:sensor_bus,verification_evidence_ledger
verification:compliance_review:CE-UKCA,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for CE-UKCA,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:CE-UKCA,verification_evidence_ledger
verification:compliance_review:WRAS,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for WRAS,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:WRAS,verification_evidence_ledger
verification:risk_review:1,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Crop loss from pump failure,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:1,verification_evidence_ledger
verification:risk_review:2,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Electrical fault in humid grow area,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:2,verification_evidence_ledger
