rowType,id,moduleId,moduleName,subModuleId,subModuleName,componentWordId,label,status,interfaces,componentWordIds,criticalComponentWordIds,duplicateComponentWordIds,blockers,requiredAction
submodule,safety_protection:leak_detection,safety_protection,Leak Abort And Recovery Safety,leak_detection,Leak detection,,,ready,leak_alarm_bus; alarm_bus; pressure_boundary,leak_detection_sensor; bilge_moisture_strip; leak_alarm_relay; absorbent_witness_pad,leak_detection_sensor,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:abort_recovery,safety_protection,Leak Abort And Recovery Safety,abort_recovery,Abort and recovery,,,ready,alarm_bus; service_access; acoustic_link,recovery_beacon; drop_weight_release; emergency_strobe; surface_flag_float,recovery_beacon,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:pressure_fail_safe,safety_protection,Leak Abort And Recovery Safety,pressure_fail_safe,Pressure fail-safe,,,ready,pressure_boundary; dc_power_bus; alarm_bus,over_depth_abort_switch; watchdog_kill_relay; battery_isolation_contactor; pressure_relief_service_plug,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:deck_recovery,maintenance_serviceability,Deck Recovery And Service,deck_recovery,Deck recovery,,,ready,mechanical_mounts; service_access,lifting_bridle; deck_recovery_handle; launch_cradle_interface; tow_point_fitting,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:service_access,maintenance_serviceability,Deck Recovery And Service,service_access,Service access,,,ready,service_access; pressure_boundary; dc_power_bus,o_ring_grease_kit; vacuum_leak_test_port; diagnostic_connector; service_checklist_card,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:field_transport,maintenance_serviceability,Deck Recovery And Service,field_transport,Field transport,,,ready,service_access; hydrodynamic_shell,transport_cradle; protective_nose_cover; desiccant_cartridge; maintenance_log_tag,,,,Submodule has component candidates and no allocation blocker.
critical_part,pressure_hull,structure_containment,,pressure_hull_shell,,pressure_hull,Pressure hull,allocated,,,pressure_hull,,,Critical part is allocated to at least one architecture submodule.
critical_part,thruster_set,actuation_kinematics,,thruster_array,,thruster_set,Thruster set,allocated,,,thruster_set,,,Critical part is allocated to at least one architecture submodule.
critical_part,dvl,sensing_instrumentation,,navigation_sensor_suite,,dvl,DVL,allocated,,,dvl,,,Critical part is allocated to at least one architecture submodule.
critical_part,battery_pack,energy_storage_source,,subsea_battery_pack,,battery_pack,Battery pack,allocated,,,battery_pack,,,Critical part is allocated to at least one architecture submodule.
critical_part,acoustic_modem,control_compute_communication,,acoustic_communications,,acoustic_modem,Acoustic modem,allocated,,,acoustic_modem,,,Critical part is allocated to at least one architecture submodule.
critical_part,inertial_navigation_unit,sensing_instrumentation,,navigation_sensor_suite,,inertial_navigation_unit,Inertial navigation unit,allocated,,,inertial_navigation_unit,,,Critical part is allocated to at least one architecture submodule.
critical_part,depth_and_pressure_sensor,sensing_instrumentation,,depth_environment_sensors,,depth_and_pressure_sensor,Depth and pressure sensor,allocated,,,depth_and_pressure_sensor,,,Critical part is allocated to at least one architecture submodule.
critical_part,leak_detection_sensor,safety_protection,,leak_detection,,leak_detection_sensor,Leak detection sensor,allocated,,,leak_detection_sensor,,,Critical part is allocated to at least one architecture submodule.
critical_part,mission_computer,control_compute_communication,,mission_computer_stack,,mission_computer,Mission computer,allocated,,,mission_computer,,,Critical part is allocated to at least one architecture submodule.
critical_part,forward_sonar_payload,sensing_instrumentation,,payload_sensor_bay,,forward_sonar_payload,Forward sonar payload,allocated,,,forward_sonar_payload,,,Critical part is allocated to at least one architecture submodule.
critical_part,recovery_beacon,safety_protection,,abort_recovery,,recovery_beacon,Recovery beacon,allocated,,,recovery_beacon,,,Critical part is allocated to at least one architecture submodule.
critical_part,wet_mate_connector_set,power_distribution,,dc_distribution,,wet_mate_connector_set,Wet-mate connector set,allocated,,,wet_mate_connector_set,,,Critical part is allocated to at least one architecture submodule.
