rowType,id,moduleId,moduleName,subModuleId,subModuleName,componentWordId,label,status,interfaces,componentWordIds,criticalComponentWordIds,duplicateComponentWordIds,blockers,requiredAction
submodule,actuation_kinematics:electric_propulsion_pods,actuation_kinematics,Propulsion And Control Surfaces,electric_propulsion_pods,Electric propulsion pods,,,ready,propulsion_power_bus; flight_control_bus; propulsion_mounts,electric_propulsion_pod; high_altitude_propeller_set; motor_controller_module; propulsion_pod_fairing,electric_propulsion_pod,,,Submodule has component candidates and no allocation blocker.
submodule,actuation_kinematics:control_surface_actuation,actuation_kinematics,Propulsion And Control Surfaces,control_surface_actuation,Control surface actuation,,,ready,flight_control_bus; aero_load_path; low_voltage_rail,low_temperature_servo_actuator; control_linkage_rod_set; surface_position_sensor; servo_heater_trace,,,,Submodule has component candidates and no allocation blocker.
submodule,actuation_kinematics:station_keeping_trim,actuation_kinematics,Propulsion And Control Surfaces,station_keeping_trim,Station-keeping trim,,,ready,flight_control_bus; sensor_bus; aero_load_path,trim_schedule_table; gust_load_estimator; airspeed_setpoint_manager; propulsion_calibration_record,,,,Submodule has component candidates and no allocation blocker.
submodule,control_compute_communication:flight_control_computer,control_compute_communication,Autonomy Control Communication,flight_control_computer,Flight control computer,,,ready,flight_control_bus; sensor_bus; battery_monitor_bus; hardwired_trip,flight_control_computer; autopilot_io_board; flight_software_image; watchdog_supervisor,flight_control_computer,,,Submodule has component candidates and no allocation blocker.
submodule,control_compute_communication:ground_command_link,control_compute_communication,Autonomy Control Communication,ground_command_link,Ground command link,,,ready,telemetry_link; payload_data_link; service_access,ground_control_link; telemetry_transceiver; command_authentication_module; mission_log_recorder,ground_control_link,,,Submodule has component candidates and no allocation blocker.
submodule,control_compute_communication:energy_aware_autonomy,control_compute_communication,Autonomy Control Communication,energy_aware_autonomy,Energy-aware autonomy,,,ready,battery_monitor_bus; payload_data_link; flight_control_bus,solar_forecast_model; wind_field_route_planner; payload_duty_cycle_controller; return_corridor_manager,,,,Submodule has component candidates and no allocation blocker.
submodule,sensing_instrumentation:navigation_suite,sensing_instrumentation,Navigation And Airdata Sensing,navigation_suite,Navigation suite,,,ready,sensor_bus; flight_control_bus; telemetry_link,gnss_ins_navigation_unit; barometric_altitude_sensor; sun_sensor_pair; precision_timebase_module,gnss_ins_navigation_unit,,,Submodule has component candidates and no allocation blocker.
submodule,sensing_instrumentation:airdata_weather_sensors,sensing_instrumentation,Navigation And Airdata Sensing,airdata_weather_sensors,Airdata and weather sensors,,,ready,sensor_bus; flight_control_bus,pitot_static_probe; outside_air_temperature_probe; wind_estimation_filter; humidity_frost_sensor,,,,Submodule has component candidates and no allocation blocker.
submodule,sensing_instrumentation:structural_health_sensing,sensing_instrumentation,Navigation And Airdata Sensing,structural_health_sensing,Structural health sensing,,,ready,sensor_bus; aero_load_path; telemetry_link,wing_strain_gauge_strip; spar_temperature_sensor; vibration_accelerometer; structural_health_recorder,,,,Submodule has component candidates and no allocation blocker.
submodule,payload_communication:payload_radio,payload_communication,Communications Payload,payload_radio,Payload radio,,,ready,payload_data_link; payload_power_bus; thermal_path,stratospheric_communications_payload; payload_modem_board; payload_rf_power_amplifier; payload_processor_module,stratospheric_communications_payload,,,Submodule has component candidates and no allocation blocker.
submodule,payload_communication:antenna_aperture,payload_communication,Communications Payload,antenna_aperture,Antenna aperture,,,ready,rf_aperture; payload_data_link; aero_load_path,payload_antenna_array; antenna_ground_plane_film; antenna_feed_harness; beam_pointing_calibration_target,payload_antenna_array,,,Submodule has component candidates and no allocation blocker.
submodule,payload_communication:payload_integration,payload_communication,Communications Payload,payload_integration,Payload integration,,,ready,payload_power_bus; thermal_path; service_access,payload_isolation_mount; payload_thermal_strap; payload_access_hatch; payload_configuration_tag,,,,Submodule has component candidates and no allocation blocker.
submodule,environmental_interface:thermal_protection,environmental_interface,Stratospheric Environmental Interface,thermal_protection,Thermal protection,,,ready,thermal_path; service_access,thermal_insulation_blanket; multi_layer_insulation_patch; lightweight_thermal_strap; thermal_witness_label,thermal_insulation_blanket,,,Submodule has component candidates and no allocation blocker.
submodule,environmental_interface:uv_surface_protection,environmental_interface,Stratospheric Environmental Interface,uv_surface_protection,UV and surface protection,,,ready,solar_mount; aero_load_path; service_access,uv_protective_film; leading_edge_erosion_tape; surface_contamination_wipe_kit; coating_inspection_marker,,,,Submodule has component candidates and no allocation blocker.
submodule,environmental_interface:low_pressure_management,environmental_interface,Stratospheric Environmental Interface,low_pressure_management,Low-pressure electronics management,,,ready,thermal_path; payload_power_bus; service_access,low_pressure_vent_path; conformal_coating_set; high_altitude_creepage_spacer; desiccant_cartridge,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:abort_recovery,safety_protection,Flight Safety And Recovery,abort_recovery,Abort and recovery,,,ready,hardwired_trip; telemetry_link; flight_control_bus,recovery_parachute_system; parachute_deployment_controller; recovery_beacon; safe_descent_mode_logic,recovery_parachute_system,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:airspace_safety,safety_protection,Flight Safety And Recovery,airspace_safety,Airspace safety,,,ready,flight_control_bus; telemetry_link; hardwired_trip,geofence_database; lost_link_failsafe; flight_termination_relay; airspace_transponder_module,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:ground_handling_safety,safety_protection,Flight Safety And Recovery,ground_handling_safety,Ground handling safety,,,ready,service_access; aero_load_path; battery_monitor_bus,launch_arming_interlock; propulsion_safety_pin_set; battery_handling_placard; recovery_inspection_checklist,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:wing_assembly_service,maintenance_serviceability,Ground Handling Serviceability,wing_assembly_service,Wing assembly service,,,ready,service_access; aero_load_path; solar_mount,wing_assembly_jig; spar_pin_torque_tool; solar_skin_protection_mat; assembly_witness_mark_set,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:launch_recovery_equipment,maintenance_serviceability,Ground Handling Serviceability,launch_recovery_equipment,Launch and recovery equipment,,,ready,service_access; aero_load_path; telemetry_link,launch_dolly_interface; wingtip_handling_fixture; recovery_cradle; ground_wind_limit_placard,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:payload_checkout,maintenance_serviceability,Ground Handling Serviceability,payload_checkout,Payload checkout,,,ready,service_access; payload_data_link; telemetry_link,payload_checkout_cable; rf_load_test_adapter; telemetry_ground_terminal; preflight_log_card,,,,Submodule has component candidates and no allocation blocker.
critical_part,high_aspect_ratio_wing_structure,structure_containment,,wing_primary_structure,,high_aspect_ratio_wing_structure,High-aspect-ratio wing structure,allocated,,,high_aspect_ratio_wing_structure,,,Critical part is allocated to at least one architecture submodule.
critical_part,solar_cell_array,energy_harvesting,,solar_skin_array,,solar_cell_array,Solar cell array,allocated,,,solar_cell_array,,,Critical part is allocated to at least one architecture submodule.
critical_part,mppt_power_tracker,energy_harvesting,,mppt_conversion,,mppt_power_tracker,MPPT power tracker,allocated,,,mppt_power_tracker,,,Critical part is allocated to at least one architecture submodule.
critical_part,stratospheric_battery_pack,energy_storage_source,,stratospheric_battery_pack,,stratospheric_battery_pack,Stratospheric battery pack,allocated,,,stratospheric_battery_pack,,,Critical part is allocated to at least one architecture submodule.
critical_part,electric_propulsion_pod,actuation_kinematics,,electric_propulsion_pods,,electric_propulsion_pod,Electric propulsion pod,allocated,,,electric_propulsion_pod,,,Critical part is allocated to at least one architecture submodule.
critical_part,flight_control_computer,control_compute_communication,,flight_control_computer,,flight_control_computer,Flight control computer,allocated,,,flight_control_computer,,,Critical part is allocated to at least one architecture submodule.
critical_part,gnss_ins_navigation_unit,sensing_instrumentation,,navigation_suite,,gnss_ins_navigation_unit,GNSS INS navigation unit,allocated,,,gnss_ins_navigation_unit,,,Critical part is allocated to at least one architecture submodule.
critical_part,stratospheric_communications_payload,payload_communication,,payload_radio,,stratospheric_communications_payload,Stratospheric communications payload,allocated,,,stratospheric_communications_payload,,,Critical part is allocated to at least one architecture submodule.
critical_part,payload_antenna_array,payload_communication,,antenna_aperture,,payload_antenna_array,Payload antenna array,allocated,,,payload_antenna_array,,,Critical part is allocated to at least one architecture submodule.
critical_part,thermal_insulation_blanket,environmental_interface,,thermal_protection,,thermal_insulation_blanket,Thermal insulation blanket,allocated,,,thermal_insulation_blanket,,,Critical part is allocated to at least one architecture submodule.
critical_part,recovery_parachute_system,safety_protection,,abort_recovery,,recovery_parachute_system,Recovery parachute system,allocated,,,recovery_parachute_system,,,Critical part is allocated to at least one architecture submodule.
critical_part,ground_control_link,control_compute_communication,,ground_command_link,,ground_control_link,Ground control link,allocated,,,ground_control_link,,,Critical part is allocated to at least one architecture submodule.
