id,sequence,action,status,priority,lineId,componentWordId,description,traceStatus,requiredEvidence,intakeArtifacts,acceptanceCriteria,rejectionCriteria,blocksCandidateDisplay,blocksPricedReview,blocksProcurement,requiredAction
bom-close:structure_containment_sterile_connector_panel_sterile_tubing_and_connector_set,11,collect_source_evidence,ready,blocker,structure_containment_sterile_connector_panel_sterile_tubing_and_connector_set,sterile_tubing_and_connector_set,Sterile tubing and connector set,critical_unsourced,supplierName; manufacturer; mpn; unitCostGbp; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.source-reference-quality-gate.csv; *.bom-evidence-trace.csv,"Sourcing admission accepts the row.; BoM provenance manifest shows supplier, manufacturer, MPN and unit cost as source_backed.; BoM evidence trace leaves critical_unsourced/rejected_evidence for this line.",LLM-estimated supplier/manufacturer/MPN/cost.; benchmark average without source evidence.; test-fixture:// source used as production evidence.; placeholder URL or stale retrieval timestamp.,no,yes,yes,Collect admissible source evidence for this critical line before BoM can pass.
bom-close:actuation_kinematics_agitation_drive_train_drive_encoder,12,defer_candidate_sourcing,deferred,minor,actuation_kinematics_agitation_drive_train_drive_encoder,drive_encoder,drive encoder,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:actuation_kinematics_agitation_drive_train_magnetic_coupling_hub,13,defer_candidate_sourcing,deferred,minor,actuation_kinematics_agitation_drive_train_magnetic_coupling_hub,magnetic_coupling_hub,magnetic coupling hub,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:actuation_kinematics_agitation_drive_train_motor_mounting_plate,14,defer_candidate_sourcing,deferred,minor,actuation_kinematics_agitation_drive_train_motor_mounting_plate,motor_mounting_plate,motor mounting plate,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:actuation_kinematics_agitation_safety_feedback_drive_fault_relay,15,defer_candidate_sourcing,deferred,minor,actuation_kinematics_agitation_safety_feedback_drive_fault_relay,drive_fault_relay,drive fault relay,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:actuation_kinematics_agitation_safety_feedback_emergency_drive_stop_contactor,16,defer_candidate_sourcing,deferred,minor,actuation_kinematics_agitation_safety_feedback_emergency_drive_stop_contactor,emergency_drive_stop_contactor,emergency drive stop contactor,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:actuation_kinematics_agitation_safety_feedback_motor_current_sensor,17,defer_candidate_sourcing,deferred,minor,actuation_kinematics_agitation_safety_feedback_motor_current_sensor,motor_current_sensor,motor current sensor,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:actuation_kinematics_agitation_safety_feedback_overspeed_interlock_input,18,defer_candidate_sourcing,deferred,minor,actuation_kinematics_agitation_safety_feedback_overspeed_interlock_input,overspeed_interlock_input,overspeed interlock input,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:actuation_kinematics_mixing_impeller_interface_impeller_guard_insert,19,defer_candidate_sourcing,deferred,minor,actuation_kinematics_mixing_impeller_interface_impeller_guard_insert,impeller_guard_insert,impeller guard insert,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:actuation_kinematics_mixing_impeller_interface_mixing_validation_coupon,20,defer_candidate_sourcing,deferred,minor,actuation_kinematics_mixing_impeller_interface_mixing_validation_coupon,mixing_validation_coupon,mixing validation coupon,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:actuation_kinematics_mixing_impeller_interface_rocker_angle_stop,21,defer_candidate_sourcing,deferred,minor,actuation_kinematics_mixing_impeller_interface_rocker_angle_stop,rocker_angle_stop,rocker angle stop,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:actuation_kinematics_mixing_impeller_interface_single_use_impeller_coupling,22,defer_candidate_sourcing,deferred,minor,actuation_kinematics_mixing_impeller_interface_single_use_impeller_coupling,single_use_impeller_coupling,single-use impeller coupling,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_batch_record_gateway_audit_trail_storage,23,defer_candidate_sourcing,deferred,minor,control_compute_communication_batch_record_gateway_audit_trail_storage,audit_trail_storage,audit trail storage,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_batch_record_gateway_batch_historian_module,24,defer_candidate_sourcing,deferred,minor,control_compute_communication_batch_record_gateway_batch_historian_module,batch_historian_module,batch historian module,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_batch_record_gateway_ethernet_switch,25,defer_candidate_sourcing,deferred,minor,control_compute_communication_batch_record_gateway_ethernet_switch,ethernet_switch,ethernet switch,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_batch_record_gateway_secure_time_source,26,defer_candidate_sourcing,deferred,minor,control_compute_communication_batch_record_gateway_secure_time_source,secure_time_source,secure time source,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_operator_alarm_logic_alarm_annunciator,27,defer_candidate_sourcing,deferred,minor,control_compute_communication_operator_alarm_logic_alarm_annunciator,alarm_annunciator,alarm annunciator,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_operator_alarm_logic_batch_acknowledge_button,28,defer_candidate_sourcing,deferred,minor,control_compute_communication_operator_alarm_logic_batch_acknowledge_button,batch_acknowledge_button,batch acknowledge button,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_operator_alarm_logic_operator_hmi_panel,29,defer_candidate_sourcing,deferred,minor,control_compute_communication_operator_alarm_logic_operator_hmi_panel,operator_hmi_panel,operator HMI panel,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_operator_alarm_logic_role_access_key_switch,30,defer_candidate_sourcing,deferred,minor,control_compute_communication_operator_alarm_logic_role_access_key_switch,role_access_key_switch,role access key switch,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_process_controller_control_enclosure,31,defer_candidate_sourcing,deferred,minor,control_compute_communication_process_controller_control_enclosure,control_enclosure,control enclosure,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_process_controller_i_o_terminal_slice_set,32,defer_candidate_sourcing,deferred,minor,control_compute_communication_process_controller_i_o_terminal_slice_set,i_o_terminal_slice_set,I/O terminal slice set,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_process_controller_recipe_execution_firmware,33,defer_candidate_sourcing,deferred,minor,control_compute_communication_process_controller_recipe_execution_firmware,recipe_execution_firmware,recipe execution firmware,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_ambient_enclosure_conditions_ambient_temperature_probe,34,defer_candidate_sourcing,deferred,minor,environmental_interface_ambient_enclosure_conditions_ambient_temperature_probe,ambient_temperature_probe,ambient temperature probe,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_ambient_enclosure_conditions_clean_zone_status_beacon,35,defer_candidate_sourcing,deferred,minor,environmental_interface_ambient_enclosure_conditions_clean_zone_status_beacon,clean_zone_status_beacon,clean-zone status beacon,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_ambient_enclosure_conditions_splash_guard_panel,36,defer_candidate_sourcing,deferred,minor,environmental_interface_ambient_enclosure_conditions_splash_guard_panel,splash_guard_panel,splash guard panel,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_ambient_enclosure_conditions_wipe_down_surface_kit,37,defer_candidate_sourcing,deferred,minor,environmental_interface_ambient_enclosure_conditions_wipe_down_surface_kit,wipe_down_surface_kit,wipe-down surface kit,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_exhaust_filter_train_condensate_knock_out_bottle,38,defer_candidate_sourcing,deferred,minor,environmental_interface_exhaust_filter_train_condensate_knock_out_bottle,condensate_knock_out_bottle,condensate knock-out bottle,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_exhaust_filter_train_exhaust_heater_sleeve,39,defer_candidate_sourcing,deferred,minor,environmental_interface_exhaust_filter_train_exhaust_heater_sleeve,exhaust_heater_sleeve,exhaust heater sleeve,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_exhaust_filter_train_pressure_relief_indicator,40,defer_candidate_sourcing,deferred,minor,environmental_interface_exhaust_filter_train_pressure_relief_indicator,pressure_relief_indicator,pressure relief indicator,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_temperature_control_loop_cooling_plate,41,defer_candidate_sourcing,deferred,minor,environmental_interface_temperature_control_loop_cooling_plate,cooling_plate,cooling plate,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_temperature_control_loop_heater_blanket,42,defer_candidate_sourcing,deferred,minor,environmental_interface_temperature_control_loop_heater_blanket,heater_blanket,heater blanket,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_temperature_control_loop_thermal_interface_mat,43,defer_candidate_sourcing,deferred,minor,environmental_interface_temperature_control_loop_thermal_interface_mat,thermal_interface_mat,thermal interface mat,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:maintenance_serviceability_cleaning_turnaround_spent_bag_removal_cart_interface,44,defer_candidate_sourcing,deferred,minor,maintenance_serviceability_cleaning_turnaround_spent_bag_removal_cart_interface,spent_bag_removal_cart_interface,spent bag removal cart interface,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:maintenance_serviceability_cleaning_turnaround_spill_tray_liner,45,defer_candidate_sourcing,deferred,minor,maintenance_serviceability_cleaning_turnaround_spill_tray_liner,spill_tray_liner,spill tray liner,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:maintenance_serviceability_cleaning_turnaround_turnaround_checklist_card,46,defer_candidate_sourcing,deferred,minor,maintenance_serviceability_cleaning_turnaround_turnaround_checklist_card,turnaround_checklist_card,turnaround checklist card,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:maintenance_serviceability_cleaning_turnaround_wipe_down_kit_holder,47,defer_candidate_sourcing,deferred,minor,maintenance_serviceability_cleaning_turnaround_wipe_down_kit_holder,wipe_down_kit_holder,wipe-down kit holder,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
