id,kind,priority,status,scope,reviewerQuestion,evidenceRequired,acceptanceCriteria,linkedModuleIds,linkedSubModuleIds,linkedComponentWordIds,linkedRequirementIds,linkedInterfaceIds,linkedCalculationIds,blockers
assumption_resolution:component:sensing_instrumentation_navigation_sensor_suite_dvl,assumption_resolution,major,needs_review,DVL,"Can the DVL assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",sensing_instrumentation,,dvl,,,,
assumption_resolution:component:sensing_instrumentation_navigation_sensor_suite_inertial_navigation_unit,assumption_resolution,major,needs_review,Inertial navigation unit,"Can the Inertial navigation unit assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",sensing_instrumentation,,inertial_navigation_unit,,,,
assumption_resolution:component:sensing_instrumentation_payload_sensor_bay_forward_sonar_payload,assumption_resolution,major,needs_review,Forward sonar payload,"Can the Forward sonar payload assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",sensing_instrumentation,,forward_sonar_payload,,,,
assumption_resolution:component:structure_containment_pressure_hull_shell_pressure_hull,assumption_resolution,major,needs_review,Pressure hull,"Can the Pressure hull assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",structure_containment,,pressure_hull,,,,
assumption_resolution:interface:control_compute_communication:actuation_kinematics:thrust_command_bus,assumption_resolution,major,needs_review,control_compute_communication -> actuation_kinematics,"Can the control_compute_communication -> actuation_kinematics assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,thrust_command_bus,,
assumption_resolution:interface:energy_storage_source:power_distribution:dc_power_bus,assumption_resolution,major,needs_review,energy_storage_source -> power_distribution,"Can the energy_storage_source -> power_distribution assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,dc_power_bus,,
assumption_resolution:interface:environmental_interface:structure_containment:pressure_boundary,assumption_resolution,major,needs_review,environmental_interface -> structure_containment,"Can the environmental_interface -> structure_containment assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,pressure_boundary,,
assumption_resolution:interface:power_distribution:actuation_kinematics:thruster_power_bus,assumption_resolution,major,needs_review,power_distribution -> actuation_kinematics,"Can the power_distribution -> actuation_kinematics assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,thruster_power_bus,,
assumption_resolution:interface:safety_protection:control_compute_communication:alarm_bus,assumption_resolution,major,needs_review,safety_protection -> control_compute_communication,"Can the safety_protection -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,alarm_bus,,
assumption_resolution:interface:safety_protection:structure_containment:pressure_boundary,assumption_resolution,major,needs_review,safety_protection -> structure_containment,"Can the safety_protection -> structure_containment assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,pressure_boundary,,
assumption_resolution:interface:sensing_instrumentation:control_compute_communication:navigation_sensor_bus,assumption_resolution,major,needs_review,sensing_instrumentation -> control_compute_communication,"Can the sensing_instrumentation -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,navigation_sensor_bus,,
assumption_resolution:interface:sensing_instrumentation:control_compute_communication:payload_data_bus,assumption_resolution,major,needs_review,sensing_instrumentation -> control_compute_communication,"Can the sensing_instrumentation -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,payload_data_bus,,
assumption_resolution:metric:capex_gbp,assumption_resolution,major,needs_review,Estimated CAPEX,"Can the Estimated CAPEX assumption be accepted for architecture review, or must it be replaced with evidence?",Admit source-backed BoM pricing before treating this cost metric as a claim.,"Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:metric:headline_output,assumption_resolution,major,needs_review,Survey endurance,"Can the Survey endurance assumption be accepted for architecture review, or must it be replaced with evidence?","Review the formula, input values and operating envelope before treating this metric as a performance claim.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:metric:opex_annual_gbp,assumption_resolution,major,needs_review,Estimated annual OPEX,"Can the Estimated annual OPEX assumption be accepted for architecture review, or must it be replaced with evidence?",Admit source-backed BoM pricing before treating this cost metric as a claim.,"Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:sanity:auv_depth_rating,assumption_resolution,major,needs_review,Depth Rating,"Can the Depth Rating assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",structure_containment; environmental_interface; safety_protection,,,depth_rating_m,,,
assumption_resolution:sanity:auv_endurance_target,assumption_resolution,major,needs_review,Survey Endurance Target,"Can the Survey Endurance Target assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",energy_storage_source; power_distribution; actuation_kinematics; control_compute_communication,,,endurance_hours,,,
assumption_resolution:sanity:auv_navigation_control_closure,assumption_resolution,major,needs_review,Navigation/Control Closure,"Can the Navigation/Control Closure assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",energy_storage_source; power_distribution; actuation_kinematics; control_compute_communication,,,endurance_hours,,,
assumption_resolution:sanity:auv_pressure_power_recovery_safety,assumption_resolution,major,needs_review,Pressure/Power/Recovery Safety,"Can the Pressure/Power/Recovery Safety assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",energy_storage_source; power_distribution; actuation_kinematics; control_compute_communication; structure_containment; environmental_interface; safety_protection,,,endurance_hours; depth_rating_m,,,
calculation_envelope:auv_endurance_minutes,calculation_envelope,major,needs_review,AUV endurance minutes,"Does the AUV endurance minutes calculation support the architecture envelope, or does the concept need revision?","Confirm speed profile, payload load, reserve margin, battery derating and recovery scenario.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",energy_storage_source; power_distribution; actuation_kinematics; control_compute_communication,,,endurance_hours,,auv_endurance_minutes,
calculation_envelope:auv_hydrostatic_pressure_bar,calculation_envelope,major,ready_for_review,AUV hydrostatic pressure,"Does the AUV hydrostatic pressure calculation support the architecture envelope, or does the concept need revision?","Confirm hull material, safety factor, penetrators, seals, buckling margin and test pressure.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",structure_containment; environmental_interface; safety_protection,,,depth_rating_m,,auv_hydrostatic_pressure_bar,
interface_contract:control_compute_communication:actuation_kinematics:thrust_command_bus,interface_contract,major,ready_for_review,Autonomy Compute Communication -> Thruster Actuation Kinematics via thrust_command_bus,Is the thrust_command_bus interface between Autonomy Compute Communication and Thruster Actuation Kinematics correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",control_compute_communication; actuation_kinematics,mission_computer_stack; thruster_array; drive_electronics,mission_computer; real_time_control_board; watchdog_supervisor_module; mission_data_recorder; thruster_set; thruster_nozzle_guard; thruster_mounting_bracket; motor_phase_harness; thruster_motor_controller_stack; current_sensor_channel_set; controller_heat_spreader; thrust_calibration_table,,thrust_command_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:energy_storage_source:power_distribution:dc_power_bus,interface_contract,major,ready_for_review,Subsea Energy Storage -> Subsea Power Distribution via dc_power_bus,Is the dc_power_bus interface between Subsea Energy Storage and Subsea Power Distribution correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",energy_storage_source; power_distribution,subsea_battery_pack; charging_interface; dc_distribution; isolation_grounding,battery_pack; battery_management_board; pack_isolation_fuse; pressure_rated_battery_enclosure; charge_interlock_plug; shore_charger_adapter; state_of_charge_display_puck; battery_vent_inspection_plug; fused_dc_distribution_board; wet_mate_connector_set; main_power_enable_relay; bus_voltage_monitor; ground_fault_monitor; chassis_bonding_strap; service_isolation_key; fault_annunciator_module,,dc_power_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:environmental_interface:structure_containment:pressure_boundary,interface_contract,major,ready_for_review,Pressure Thermal Buoyancy Interface -> Pressure Structure Containment via pressure_boundary,Is the pressure_boundary interface between Pressure Thermal Buoyancy Interface and Pressure Structure Containment correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",environmental_interface; structure_containment,pressure_boundary_management; thermal_path; pressure_hull_shell,cable_penetrator_seal; pressure_compensation_bladder; oil_fill_service_port; pressure_equalisation_valve; electronics_thermal_bridge; hull_heat_spreader_plate; battery_thermal_pad; thruster_heat_sink_collar; pressure_hull; endcap_clamp_ring; double_o_ring_gland_set; hull_proof_test_port,,pressure_boundary,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:power_distribution:actuation_kinematics:thruster_power_bus,interface_contract,major,ready_for_review,Subsea Power Distribution -> Thruster Actuation Kinematics via thruster_power_bus,Is the thruster_power_bus interface between Subsea Power Distribution and Thruster Actuation Kinematics correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",power_distribution; actuation_kinematics,dc_distribution; thruster_array; drive_electronics,fused_dc_distribution_board; wet_mate_connector_set; main_power_enable_relay; bus_voltage_monitor; thruster_set; thruster_nozzle_guard; thruster_mounting_bracket; motor_phase_harness; thruster_motor_controller_stack; current_sensor_channel_set; controller_heat_spreader; thrust_calibration_table,,thruster_power_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:safety_protection:control_compute_communication:alarm_bus,interface_contract,major,ready_for_review,Leak Abort And Recovery Safety -> Autonomy Compute Communication via alarm_bus,Is the alarm_bus interface between Leak Abort And Recovery Safety and Autonomy Compute Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",safety_protection; control_compute_communication,leak_detection; abort_recovery; pressure_fail_safe; mission_computer_stack; acoustic_communications; software_health_management,leak_detection_sensor; bilge_moisture_strip; leak_alarm_relay; absorbent_witness_pad; recovery_beacon; drop_weight_release; emergency_strobe; surface_flag_float; over_depth_abort_switch; watchdog_kill_relay; battery_isolation_contactor; pressure_relief_service_plug; mission_computer; real_time_control_board; watchdog_supervisor_module; mission_data_recorder; acoustic_modem; acoustic_transducer_mount; acoustic_isolation_pad; surface_command_protocol_adapter; failsafe_state_machine; time_sync_module; configuration_backup_storage; debug_service_port,,alarm_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:safety_protection:structure_containment:pressure_boundary,interface_contract,major,ready_for_review,Leak Abort And Recovery Safety -> Pressure Structure Containment via pressure_boundary,Is the pressure_boundary interface between Leak Abort And Recovery Safety and Pressure Structure Containment correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",safety_protection; structure_containment,leak_detection; pressure_fail_safe; pressure_hull_shell,leak_detection_sensor; bilge_moisture_strip; leak_alarm_relay; absorbent_witness_pad; over_depth_abort_switch; watchdog_kill_relay; battery_isolation_contactor; pressure_relief_service_plug; pressure_hull; endcap_clamp_ring; double_o_ring_gland_set; hull_proof_test_port,,pressure_boundary,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:sensing_instrumentation:control_compute_communication:navigation_sensor_bus,interface_contract,major,ready_for_review,Navigation And Payload Sensing -> Autonomy Compute Communication via navigation_sensor_bus,Is the navigation_sensor_bus interface between Navigation And Payload Sensing and Autonomy Compute Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",sensing_instrumentation; control_compute_communication,navigation_sensor_suite; depth_environment_sensors; payload_sensor_bay; mission_computer_stack,dvl; inertial_navigation_unit; magnetic_compass_module; gnss_surface_receiver; depth_and_pressure_sensor; water_temperature_probe; conductivity_sensor; internal_humidity_sensor; forward_sonar_payload; camera_viewport_window; payload_sync_trigger; payload_data_link_module; mission_computer; real_time_control_board; watchdog_supervisor_module; mission_data_recorder,,navigation_sensor_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:sensing_instrumentation:control_compute_communication:payload_data_bus,interface_contract,major,ready_for_review,Navigation And Payload Sensing -> Autonomy Compute Communication via payload_data_bus,Is the payload_data_bus interface between Navigation And Payload Sensing and Autonomy Compute Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",sensing_instrumentation; control_compute_communication,payload_sensor_bay; mission_computer_stack,forward_sonar_payload; camera_viewport_window; payload_sync_trigger; payload_data_link_module; mission_computer; real_time_control_board; watchdog_supervisor_module; mission_data_recorder,,payload_data_bus,,Both endpoints expose the required interface through at least one submodule carrier.
module_allocation:actuation_kinematics,module_allocation,major,ready_for_review,Thruster Actuation Kinematics,"Does Thruster Actuation Kinematics have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,actuation_kinematics,thruster_array; drive_electronics; trim_surfaces,thruster_set; thruster_nozzle_guard; thruster_mounting_bracket; motor_phase_harness; thruster_motor_controller_stack; current_sensor_channel_set; controller_heat_spreader; thrust_calibration_table; adjustable_trim_fin; ballast_trim_block; roll_trim_screw_set; tow_tank_trim_mark,endurance_hours,thruster_power_bus; thrust_command_bus; mechanical_mounts; hydrodynamic_shell; alarm_bus; service_access,auv_endurance_target; auv_navigation_control_closure; auv_pressure_power_recovery_safety,
module_allocation:control_compute_communication,module_allocation,major,ready_for_review,Autonomy Compute Communication,"Does Autonomy Compute Communication have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,control_compute_communication,mission_computer_stack; acoustic_communications; software_health_management,mission_computer; real_time_control_board; watchdog_supervisor_module; mission_data_recorder; acoustic_modem; acoustic_transducer_mount; acoustic_isolation_pad; surface_command_protocol_adapter; failsafe_state_machine; time_sync_module; configuration_backup_storage; debug_service_port,endurance_hours,navigation_sensor_bus; payload_data_bus; thrust_command_bus; acoustic_link; alarm_bus; service_access; battery_monitor_bus,auv_endurance_target; auv_navigation_control_closure; auv_pressure_power_recovery_safety,
module_allocation:energy_storage_source,module_allocation,major,ready_for_review,Subsea Energy Storage,"Does Subsea Energy Storage have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,energy_storage_source,subsea_battery_pack; charging_interface; energy_monitoring,battery_pack; battery_management_board; pack_isolation_fuse; pressure_rated_battery_enclosure; charge_interlock_plug; shore_charger_adapter; state_of_charge_display_puck; battery_vent_inspection_plug; coulomb_counter_module; pack_temperature_sensor_strip; energy_reserve_indicator; battery_telemetry_isolator,endurance_hours,dc_power_bus; battery_monitor_bus; service_access; thermal_path; alarm_bus,auv_endurance_target; auv_navigation_control_closure; auv_pressure_power_recovery_safety,
module_allocation:environmental_interface,module_allocation,major,ready_for_review,Pressure Thermal Buoyancy Interface,"Does Pressure Thermal Buoyancy Interface have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,environmental_interface,pressure_boundary_management; thermal_path; buoyancy_trim,cable_penetrator_seal; pressure_compensation_bladder; oil_fill_service_port; pressure_equalisation_valve; electronics_thermal_bridge; hull_heat_spreader_plate; battery_thermal_pad; thruster_heat_sink_collar; syntactic_foam_block_set; ballast_rail; buoyancy_calibration_tag; field_trim_worksheet,depth_rating_m,pressure_boundary; thermal_path; buoyancy_trim; service_access; hydrodynamic_shell; mechanical_mounts,auv_depth_rating; auv_pressure_power_recovery_safety,
module_allocation:maintenance_serviceability,module_allocation,major,ready_for_review,Deck Recovery And Service,"Does Deck Recovery And Service have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,maintenance_serviceability,deck_recovery; service_access; field_transport,lifting_bridle; deck_recovery_handle; launch_cradle_interface; tow_point_fitting; o_ring_grease_kit; vacuum_leak_test_port; diagnostic_connector; service_checklist_card; transport_cradle; protective_nose_cover; desiccant_cartridge; maintenance_log_tag,,service_access; mechanical_mounts; pressure_boundary; dc_power_bus; hydrodynamic_shell,,
