batchId,batchSequence,batchKind,batchTitle,batchStatus,itemId,closureRowId,action,priority,status,componentWordId,description,searchTerms,requiredEvidence,acceptanceCriteria,rejectionCriteria,targetOutcome,blocksProcurement,sourceArtifacts
sourcing-batch:2:critical_source_collection,2,critical_source_collection,Collect Critical Source Evidence,active,critical_source_collection:11:forward_sonar_payload,bom-close:sensing_instrumentation_payload_sensor_bay_forward_sonar_payload,collect_source_evidence,blocker,ready,forward_sonar_payload,Forward sonar payload,Forward sonar payload; Forward sonar payload manufacturer part number; Forward sonar payload catalogue price GBP; Forward sonar payload datasheet; Forward sonar payload AUV underwater; Forward sonar payload subsea pressure rated,supplierName; manufacturer; mpn; unitCostGbp; evidence.ref; evidence.quote; retrievedAt,"Sourcing admission accepts the row.; BoM provenance manifest shows supplier, manufacturer, MPN and unit cost as source_backed.; BoM evidence trace leaves critical_unsourced/rejected_evidence for this line.",LLM-estimated supplier/manufacturer/MPN/cost.; benchmark average without source evidence.; test-fixture:// source used as production evidence.; placeholder URL or stale retrieval timestamp.,source evidence admitted,yes,*.sourcing-intake-template.csv; *.sourcing-pack.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.source-reference-quality-gate.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:2:critical_source_collection,2,critical_source_collection,Collect Critical Source Evidence,active,critical_source_collection:12:pressure_hull,bom-close:structure_containment_pressure_hull_shell_pressure_hull,collect_source_evidence,blocker,ready,pressure_hull,Pressure hull,Pressure hull; Pressure hull manufacturer part number; Pressure hull catalogue price GBP; Pressure hull datasheet; Pressure hull AUV underwater; Pressure hull subsea pressure rated,supplierName; manufacturer; mpn; unitCostGbp; evidence.ref; evidence.quote; retrievedAt,"Sourcing admission accepts the row.; BoM provenance manifest shows supplier, manufacturer, MPN and unit cost as source_backed.; BoM evidence trace leaves critical_unsourced/rejected_evidence for this line.",LLM-estimated supplier/manufacturer/MPN/cost.; benchmark average without source evidence.; test-fixture:// source used as production evidence.; placeholder URL or stale retrieval timestamp.,source evidence admitted,yes,*.sourcing-intake-template.csv; *.sourcing-pack.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.source-reference-quality-gate.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:1:controller_heat_spreader,bom-close:actuation_kinematics_drive_electronics_controller_heat_spreader,defer_candidate_sourcing,minor,deferred,controller_heat_spreader,controller heat spreader,controller heat spreader; controller heat spreader manufacturer part number; controller heat spreader catalogue price GBP; controller heat spreader datasheet; controller heat spreader AUV underwater; controller heat spreader subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:2:current_sensor_channel_set,bom-close:actuation_kinematics_drive_electronics_current_sensor_channel_set,defer_candidate_sourcing,minor,deferred,current_sensor_channel_set,current sensor channel set,current sensor channel set; current sensor channel set manufacturer part number; current sensor channel set catalogue price GBP; current sensor channel set datasheet; current sensor channel set AUV underwater; current sensor channel set subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:3:thrust_calibration_table,bom-close:actuation_kinematics_drive_electronics_thrust_calibration_table,defer_candidate_sourcing,minor,deferred,thrust_calibration_table,thrust calibration table,thrust calibration table; thrust calibration table manufacturer part number; thrust calibration table catalogue price GBP; thrust calibration table datasheet; thrust calibration table AUV underwater; thrust calibration table subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:4:thruster_motor_controller_stack,bom-close:actuation_kinematics_drive_electronics_thruster_motor_controller_stack,defer_candidate_sourcing,minor,deferred,thruster_motor_controller_stack,thruster motor controller stack,thruster motor controller stack; thruster motor controller stack manufacturer part number; thruster motor controller stack catalogue price GBP; thruster motor controller stack datasheet; thruster motor controller stack AUV underwater; thruster motor controller stack subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:5:motor_phase_harness,bom-close:actuation_kinematics_thruster_array_motor_phase_harness,defer_candidate_sourcing,minor,deferred,motor_phase_harness,motor phase harness,motor phase harness; motor phase harness manufacturer part number; motor phase harness catalogue price GBP; motor phase harness datasheet; motor phase harness AUV underwater; motor phase harness subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:6:thruster_mounting_bracket,bom-close:actuation_kinematics_thruster_array_thruster_mounting_bracket,defer_candidate_sourcing,minor,deferred,thruster_mounting_bracket,thruster mounting bracket,thruster mounting bracket; thruster mounting bracket manufacturer part number; thruster mounting bracket catalogue price GBP; thruster mounting bracket datasheet; thruster mounting bracket AUV underwater; thruster mounting bracket subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:7:thruster_nozzle_guard,bom-close:actuation_kinematics_thruster_array_thruster_nozzle_guard,defer_candidate_sourcing,minor,deferred,thruster_nozzle_guard,thruster nozzle guard,thruster nozzle guard; thruster nozzle guard manufacturer part number; thruster nozzle guard catalogue price GBP; thruster nozzle guard datasheet; thruster nozzle guard AUV underwater; thruster nozzle guard subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:8:adjustable_trim_fin,bom-close:actuation_kinematics_trim_surfaces_adjustable_trim_fin,defer_candidate_sourcing,minor,deferred,adjustable_trim_fin,adjustable trim fin,adjustable trim fin; adjustable trim fin manufacturer part number; adjustable trim fin catalogue price GBP; adjustable trim fin datasheet; adjustable trim fin AUV underwater; adjustable trim fin subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:9:ballast_trim_block,bom-close:actuation_kinematics_trim_surfaces_ballast_trim_block,defer_candidate_sourcing,minor,deferred,ballast_trim_block,ballast trim block,ballast trim block; ballast trim block manufacturer part number; ballast trim block catalogue price GBP; ballast trim block datasheet; ballast trim block AUV underwater; ballast trim block subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:10:roll_trim_screw_set,bom-close:actuation_kinematics_trim_surfaces_roll_trim_screw_set,defer_candidate_sourcing,minor,deferred,roll_trim_screw_set,roll trim screw set,roll trim screw set; roll trim screw set manufacturer part number; roll trim screw set catalogue price GBP; roll trim screw set datasheet; roll trim screw set AUV underwater; roll trim screw set subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:11:tow_tank_trim_mark,bom-close:actuation_kinematics_trim_surfaces_tow_tank_trim_mark,defer_candidate_sourcing,minor,deferred,tow_tank_trim_mark,tow-tank trim mark,tow-tank trim mark; tow-tank trim mark manufacturer part number; tow-tank trim mark catalogue price GBP; tow-tank trim mark datasheet; tow-tank trim mark AUV underwater; tow-tank trim mark subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:12:acoustic_isolation_pad,bom-close:control_compute_communication_acoustic_communications_acoustic_isolation_pad,defer_candidate_sourcing,minor,deferred,acoustic_isolation_pad,acoustic isolation pad,acoustic isolation pad; acoustic isolation pad manufacturer part number; acoustic isolation pad catalogue price GBP; acoustic isolation pad datasheet; acoustic isolation pad AUV underwater; acoustic isolation pad subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:13:acoustic_transducer_mount,bom-close:control_compute_communication_acoustic_communications_acoustic_transducer_mount,defer_candidate_sourcing,minor,deferred,acoustic_transducer_mount,acoustic transducer mount,acoustic transducer mount; acoustic transducer mount manufacturer part number; acoustic transducer mount catalogue price GBP; acoustic transducer mount datasheet; acoustic transducer mount AUV underwater; acoustic transducer mount subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:14:surface_command_protocol_adapter,bom-close:control_compute_communication_acoustic_communications_surface_command_protocol_adapter,defer_candidate_sourcing,minor,deferred,surface_command_protocol_adapter,surface command protocol adapter,surface command protocol adapter; surface command protocol adapter manufacturer part number; surface command protocol adapter catalogue price GBP; surface command protocol adapter datasheet; surface command protocol adapter AUV underwater; surface command protocol adapter subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:15:mission_data_recorder,bom-close:control_compute_communication_mission_computer_stack_mission_data_recorder,defer_candidate_sourcing,minor,deferred,mission_data_recorder,mission data recorder,mission data recorder; mission data recorder manufacturer part number; mission data recorder catalogue price GBP; mission data recorder datasheet; mission data recorder AUV underwater; mission data recorder subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:16:real_time_control_board,bom-close:control_compute_communication_mission_computer_stack_real_time_control_board,defer_candidate_sourcing,minor,deferred,real_time_control_board,real-time control board,real-time control board; real-time control board manufacturer part number; real-time control board catalogue price GBP; real-time control board datasheet; real-time control board AUV underwater; real-time control board subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:17:watchdog_supervisor_module,bom-close:control_compute_communication_mission_computer_stack_watchdog_supervisor_module,defer_candidate_sourcing,minor,deferred,watchdog_supervisor_module,watchdog supervisor module,watchdog supervisor module; watchdog supervisor module manufacturer part number; watchdog supervisor module catalogue price GBP; watchdog supervisor module datasheet; watchdog supervisor module AUV underwater; watchdog supervisor module subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:18:configuration_backup_storage,bom-close:control_compute_communication_software_health_management_configuration_backup_storage,defer_candidate_sourcing,minor,deferred,configuration_backup_storage,configuration backup storage,configuration backup storage; configuration backup storage manufacturer part number; configuration backup storage catalogue price GBP; configuration backup storage datasheet; configuration backup storage AUV underwater; configuration backup storage subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:19:debug_service_port,bom-close:control_compute_communication_software_health_management_debug_service_port,defer_candidate_sourcing,minor,deferred,debug_service_port,debug service port,debug service port; debug service port manufacturer part number; debug service port catalogue price GBP; debug service port datasheet; debug service port AUV underwater; debug service port subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:20:failsafe_state_machine,bom-close:control_compute_communication_software_health_management_failsafe_state_machine,defer_candidate_sourcing,minor,deferred,failsafe_state_machine,failsafe state machine,failsafe state machine; failsafe state machine manufacturer part number; failsafe state machine catalogue price GBP; failsafe state machine datasheet; failsafe state machine AUV underwater; failsafe state machine subsea pressure rated,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
