id,kind,priority,status,scope,reviewerQuestion,evidenceRequired,acceptanceCriteria,linkedModuleIds,linkedSubModuleIds,linkedComponentWordIds,linkedRequirementIds,linkedInterfaceIds,linkedCalculationIds,blockers
interface_contract:control_compute_communication:environmental_interface:actuator_bus,interface_contract,major,ready_for_review,Recipe Control And Communications -> Light Climate And Gas Environment via actuator_bus,Is the actuator_bus interface between Recipe Control And Communications and Light Climate And Gas Environment correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",control_compute_communication; environmental_interface,environmental_controller; canopy_air_mixing; humidity_temperature_control; co2_enrichment,environmental_controller; din_rail_plc; analog_input_module; relay_output_module; real_time_clock_module; air_circulation_fans; fan_guard_grille; airflow_baffle_plate; replaceable_intake_filter; dehumidifier_module; heat_exchanger_coil; condensate_pump; supply_air_temperature_probe; humidity_control_relay; co2_sensor_or_dosing; ndir_co2_sensor_head; co2_solenoid_valve; gas_regulator; co2_distribution_tube,,actuator_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:control_compute_communication:mass_fluid_transport_process:actuator_bus,interface_contract,major,ready_for_review,Recipe Control And Communications -> Nutrient And Water Transport Process via actuator_bus,Is the actuator_bus interface between Recipe Control And Communications and Nutrient And Water Transport Process correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",control_compute_communication; mass_fluid_transport_process,environmental_controller; fertigation_pumping; nutrient_dosing,environmental_controller; din_rail_plc; analog_input_module; relay_output_module; real_time_clock_module; nutrient_pump; pump_isolation_valve; check_valve; flow_meter; pump_vibration_mount; peristaltic_dosing_pump; ph_dosing_pump; chemical_suction_lance; anti_siphon_valve; mixing_eductor,,actuator_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:environmental_interface:mass_fluid_transport_process:sensor_bus,interface_contract,major,ready_for_review,Light Climate And Gas Environment -> Nutrient And Water Transport Process via sensor_bus,Is the sensor_bus interface between Light Climate And Gas Environment and Nutrient And Water Transport Process correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",environmental_interface; mass_fluid_transport_process,humidity_temperature_control; co2_enrichment; fertigation_pumping; nutrient_dosing,dehumidifier_module; heat_exchanger_coil; condensate_pump; supply_air_temperature_probe; humidity_control_relay; co2_sensor_or_dosing; ndir_co2_sensor_head; co2_solenoid_valve; gas_regulator; co2_distribution_tube; nutrient_pump; pump_isolation_valve; check_valve; flow_meter; pump_vibration_mount; peristaltic_dosing_pump; ph_dosing_pump; chemical_suction_lance; anti_siphon_valve; mixing_eductor,,sensor_bus,,Both endpoints expose the required interface through at least one submodule carrier.
module_allocation:control_compute_communication,module_allocation,major,ready_for_review,Recipe Control And Communications,"Does Recipe Control And Communications have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,control_compute_communication,environmental_controller; recipe_management; remote_monitoring,environmental_controller; din_rail_plc; analog_input_module; relay_output_module; real_time_clock_module; recipe_database; set_point_scheduler; alarm_historian; data_export_module; industrial_ethernet_switch; wi_fi_gateway; mqtt_telemetry_bridge; sms_alarm_modem,,sensor_bus; actuator_bus; lighting_control; video_link; operator_network,,
module_allocation:environmental_interface,module_allocation,major,ready_for_review,Light Climate And Gas Environment,"Does Light Climate And Gas Environment have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,environmental_interface,horticultural_lighting; canopy_air_mixing; humidity_temperature_control; co2_enrichment,led_grow_lights; dimmable_led_driver; lighting_suspension_bracket; ppfd_calibration_target; glare_shield; air_circulation_fans; fan_guard_grille; airflow_baffle_plate; replaceable_intake_filter; dehumidifier_module; heat_exchanger_coil; condensate_pump; supply_air_temperature_probe; humidity_control_relay; co2_sensor_or_dosing; ndir_co2_sensor_head; co2_solenoid_valve; gas_regulator; co2_distribution_tube,envelope_length_m; envelope_width_m; footprint_m2,lighting_control; airflow; sensor_bus; actuator_bus; mains_supply; service_access,farm_footprint; farm_wet_electrical_separation; farm_process_closure,
module_allocation:hmi_ergonomics,module_allocation,major,ready_for_review,Operator HMI And Labelling,"Does Operator HMI And Labelling have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,hmi_ergonomics,local_hmi; labelling_workflows,touchscreen_hmi; recipe_selector_control; alarm_buzzer_beacon; usb_data_export_port; crop_lot_label_holder; chemical_hazard_label_set; cleaning_checklist_card; electrical_isolation_placard,,operator_network; service_access; alarm_bus,,
module_allocation:maintenance_serviceability,module_allocation,major,ready_for_review,Harvest Cleaning And Serviceability,"Does Harvest Cleaning And Serviceability have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,maintenance_serviceability,harvest_access; cleaning_access; consumable_service,slide_out_tray_handle; shelf_stop_latch; harvest_work_ledge; removable_seedling_cassette; quick_release_manifold_union; removable_sump_screen; washdown_hose_connection; drying_fan_mode_switch; filter_service_hatch; probe_calibration_cup; dosing_bottle_tray; spare_gasket_kit,envelope_length_m; envelope_width_m; footprint_m2,service_access; washdown_boundary; nutrient_loop; tray_support,farm_footprint; farm_wet_electrical_separation; farm_process_closure,
module_allocation:mass_fluid_transport_process,module_allocation,major,ready_for_review,Nutrient And Water Transport Process,"Does Nutrient And Water Transport Process have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,mass_fluid_transport_process,reservoir_plumbing; fertigation_pumping; nutrient_dosing; filtration_sanitation,reservoir_and_plumbing_set; opaque_nutrient_reservoir; bulkhead_fitting_set; pvc_u_manifold; return_drain_header; nutrient_pump; pump_isolation_valve; check_valve; flow_meter; pump_vibration_mount; peristaltic_dosing_pump; ph_dosing_pump; chemical_suction_lance; anti_siphon_valve; mixing_eductor; inline_mesh_filter; uv_steriliser; drain_valve; sample_port,,nutrient_loop; sensor_bus; actuator_bus; service_access; washdown_boundary,,
module_allocation:power_distribution,module_allocation,major,ready_for_review,Wet-Zone Power Distribution,"Does Wet-Zone Power Distribution have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,power_distribution,mains_panel; lighting_power; low_voltage_power,rcd_isolator_panel; lockable_main_isolator; rcbo_breaker_bank; protective_earth_bar; surge_protection_device; lighting_bus_trunk; ip65_cable_gland_set; driver_mounting_rail; fused_spur_module; 24_v_dc_power_supply; dc_distribution_terminal; ups_buffer_module; control_cabinet_heater,,mains_supply; lighting_control; actuator_bus; protective_earth; service_access; sensor_bus,,
module_allocation:safety_protection,module_allocation,major,ready_for_review,Food-Safe Safety And Protection,"Does Food-Safe Safety And Protection have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,safety_protection,leak_containment; operator_interlocks; food_contact_controls,leak_detection_rope; bunded_base_tray; overflow_standpipe; floor_drain_adapter; door_interlock_switch; lighting_inhibit_relay; chemical_storage_latch; emergency_stop_button; food_grade_tubing_set; cleaning_validation_swab_kit; material_traceability_label; washdown_sop_placard,,mains_supply; washdown_boundary; service_access; alarm_bus,,
module_allocation:sensing_instrumentation,module_allocation,major,ready_for_review,Crop And Process Instrumentation,"Does Crop And Process Instrumentation have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,sensing_instrumentation,climate_sensors; nutrient_sensors; crop_observation,temperature_humidity_probe; par_light_sensor; leaf_temperature_sensor; differential_pressure_switch; ph_probe; ec_probe; reservoir_level_sensor; solution_temperature_probe; rgb_crop_camera; camera_light_shield; time_lapse_controller; calibration_colour_card,,sensor_bus; video_link; nutrient_loop; airflow,,
module_allocation:structure_containment,module_allocation,major,ready_for_review,Growing Structure And Containment,"Does Growing Structure And Containment have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,structure_containment,growing_rack_stack; crop_tray_carriers; enclosure_panels,growing_rack_structure; aluminium_extrusion_upright; cross_brace_set; adjustable_levelling_foot; tray_slide_rail; food_safe_grow_tray; nft_channel_insert; seedling_raft; root_zone_cover; tray_drain_fitting; washdown_side_panel; clear_inspection_door; epdm_door_gasket; condensate_drip_channel,envelope_length_m; envelope_width_m; footprint_m2,service_access; tray_support; washdown_boundary; mains_supply; nutrient_loop; airflow,farm_footprint; farm_wet_electrical_separation; farm_process_closure,
submodule_allocation:control_compute_communication:environmental_controller,submodule_allocation,major,ready_for_review,Recipe Control And Communications / Environmental controller,Do the component candidates and interfaces assigned to Environmental controller make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,control_compute_communication,environmental_controller,environmental_controller; din_rail_plc; analog_input_module; relay_output_module; real_time_clock_module,,sensor_bus; actuator_bus; lighting_control,,
submodule_allocation:control_compute_communication:recipe_management,submodule_allocation,major,ready_for_review,Recipe Control And Communications / Recipe management,Do the component candidates and interfaces assigned to Recipe management make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,control_compute_communication,recipe_management,recipe_database; set_point_scheduler; alarm_historian; data_export_module,,operator_network; lighting_control,,
submodule_allocation:control_compute_communication:remote_monitoring,submodule_allocation,major,ready_for_review,Recipe Control And Communications / Remote monitoring,Do the component candidates and interfaces assigned to Remote monitoring make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,control_compute_communication,remote_monitoring,industrial_ethernet_switch; wi_fi_gateway; mqtt_telemetry_bridge; sms_alarm_modem,,operator_network; video_link,,
submodule_allocation:environmental_interface:canopy_air_mixing,submodule_allocation,major,ready_for_review,Light Climate And Gas Environment / Canopy air mixing,Do the component candidates and interfaces assigned to Canopy air mixing make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,environmental_interface,canopy_air_mixing,air_circulation_fans; fan_guard_grille; airflow_baffle_plate; replaceable_intake_filter,envelope_length_m; envelope_width_m; footprint_m2,airflow; actuator_bus,farm_footprint; farm_wet_electrical_separation; farm_process_closure,
submodule_allocation:environmental_interface:co2_enrichment,submodule_allocation,major,ready_for_review,Light Climate And Gas Environment / CO2 enrichment,Do the component candidates and interfaces assigned to CO2 enrichment make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,environmental_interface,co2_enrichment,co2_sensor_or_dosing; ndir_co2_sensor_head; co2_solenoid_valve; gas_regulator; co2_distribution_tube,envelope_length_m; envelope_width_m; footprint_m2,airflow; sensor_bus; actuator_bus,farm_footprint; farm_wet_electrical_separation; farm_process_closure,
submodule_allocation:environmental_interface:horticultural_lighting,submodule_allocation,major,ready_for_review,Light Climate And Gas Environment / Horticultural lighting,Do the component candidates and interfaces assigned to Horticultural lighting make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,environmental_interface,horticultural_lighting,led_grow_lights; dimmable_led_driver; lighting_suspension_bracket; ppfd_calibration_target; glare_shield,envelope_length_m; envelope_width_m; footprint_m2,lighting_control; mains_supply; service_access,farm_footprint; farm_wet_electrical_separation; farm_process_closure,
submodule_allocation:environmental_interface:humidity_temperature_control,submodule_allocation,major,ready_for_review,Light Climate And Gas Environment / Humidity and temperature control,Do the component candidates and interfaces assigned to Humidity and temperature control make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,environmental_interface,humidity_temperature_control,dehumidifier_module; heat_exchanger_coil; condensate_pump; supply_air_temperature_probe; humidity_control_relay,envelope_length_m; envelope_width_m; footprint_m2,airflow; sensor_bus; actuator_bus,farm_footprint; farm_wet_electrical_separation; farm_process_closure,
submodule_allocation:hmi_ergonomics:labelling_workflows,submodule_allocation,major,ready_for_review,Operator HMI And Labelling / Labelling and workflows,Do the component candidates and interfaces assigned to Labelling and workflows make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,hmi_ergonomics,labelling_workflows,crop_lot_label_holder; chemical_hazard_label_set; cleaning_checklist_card; electrical_isolation_placard,,service_access,,
submodule_allocation:hmi_ergonomics:local_hmi,submodule_allocation,major,ready_for_review,Operator HMI And Labelling / Local HMI,Do the component candidates and interfaces assigned to Local HMI make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,hmi_ergonomics,local_hmi,touchscreen_hmi; recipe_selector_control; alarm_buzzer_beacon; usb_data_export_port,,operator_network; service_access,,
submodule_allocation:maintenance_serviceability:cleaning_access,submodule_allocation,major,ready_for_review,Harvest Cleaning And Serviceability / Cleaning access,Do the component candidates and interfaces assigned to Cleaning access make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,maintenance_serviceability,cleaning_access,quick_release_manifold_union; removable_sump_screen; washdown_hose_connection; drying_fan_mode_switch,envelope_length_m; envelope_width_m; footprint_m2,washdown_boundary; service_access,farm_footprint; farm_wet_electrical_separation; farm_process_closure,
submodule_allocation:maintenance_serviceability:consumable_service,submodule_allocation,major,ready_for_review,Harvest Cleaning And Serviceability / Consumable service,Do the component candidates and interfaces assigned to Consumable service make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,maintenance_serviceability,consumable_service,filter_service_hatch; probe_calibration_cup; dosing_bottle_tray; spare_gasket_kit,envelope_length_m; envelope_width_m; footprint_m2,service_access; nutrient_loop,farm_footprint; farm_wet_electrical_separation; farm_process_closure,
submodule_allocation:maintenance_serviceability:harvest_access,submodule_allocation,major,ready_for_review,Harvest Cleaning And Serviceability / Harvest access,Do the component candidates and interfaces assigned to Harvest access make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,maintenance_serviceability,harvest_access,slide_out_tray_handle; shelf_stop_latch; harvest_work_ledge; removable_seedling_cassette,envelope_length_m; envelope_width_m; footprint_m2,service_access; tray_support,farm_footprint; farm_wet_electrical_separation; farm_process_closure,
