activityId,activity,status,evidenceKind,moduleId,moduleName,requirementIds,sanityCheckIds,interfaceIds,componentWordIds,acceptanceCriteria,blockers
source_evidence:control_compute_communication,Collect source-backed evidence for Control Compute Communication critical components,blocked,source_evidence,control_compute_communication,Control Compute Communication,,,,ocpp_communications_gateway; iso_15118_plc_modem,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",ocpp_communications_gateway iso_15118_plc_modem
design_review:sensing_instrumentation,Review Metering And Electrical Sensing architecture allocation,ready_for_review,design_review,sensing_instrumentation,Metering And Electrical Sensing,,,metering_bus; dc_output_bus; insulation_monitoring; sensor_bus; control_bus; alarm_bus; ccs2_vehicle_interface; control_pilot,mid_energy_meter; dc_voltage_transducer; dc_current_shunt; meter_pulse_output_isolator; insulation_monitoring_device; imd_coupling_network; fault_status_relay; test_resistor_plug; connector_latch_microswitch; handle_temperature_sensor; cable_identification_resistor_reader; holster_presence_switch,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
source_evidence:sensing_instrumentation,Collect source-backed evidence for Metering And Electrical Sensing critical components,blocked,source_evidence,sensing_instrumentation,Metering And Electrical Sensing,,,,mid_energy_meter; insulation_monitoring_device,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",mid_energy_meter insulation_monitoring_device
design_review:environmental_interface,Review Thermal And Environmental Interface architecture allocation,ready_for_review,design_review,environmental_interface,Thermal And Environmental Interface,dc_power_kw,evcharger_power_level; evcharger_power_safety_chain; evcharger_protocol_closure,coolant_loop; airflow_path; condensate_drain; service_access; protective_earth; sensor_bus,cooling_loop_assembly; coolant_pump; plate_radiator; coolant_reservoir; cabinet_fan_tray; inlet_filter_mat; exhaust_louvre_assembly; airflow_proving_switch; cabinet_drain_grommet; door_gasket_set; anti_condensation_heater; uv_rated_cable_cover,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:environmental_interface,Verify Thermal And Environmental Interface requirement calculations,ready_for_review,calculation,environmental_interface,Thermal And Environmental Interface,dc_power_kw,evcharger_power_level; evcharger_power_safety_chain; evcharger_protocol_closure,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
source_evidence:environmental_interface,Collect source-backed evidence for Thermal And Environmental Interface critical components,blocked,source_evidence,environmental_interface,Thermal And Environmental Interface,dc_power_kw,,,cooling_loop_assembly,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",cooling_loop_assembly
design_review:structure_containment,Review Cabinet Structure And Containment architecture allocation,ready_for_review,design_review,structure_containment,Cabinet Structure And Containment,,,mechanical_mounts; service_access; protective_earth; ccs2_vehicle_interface,powder_coated_steel_cabinet; front_service_door; anti_vandal_hinge_set; plinth_mounting_kit; connector_holster; cable_retractor_arm; cable_bend_limiter; parking_status_flag; segregated_ac_dc_barrier; control_compartment_shield; service_warning_placard; earthing_braid_set,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
design_review:safety_protection,Review Safety Protection architecture allocation,ready_for_review,design_review,safety_protection,Safety Protection,,,emergency_stop; insulation_monitoring; protective_earth; alarm_bus; dc_output_bus; control_bus; ccs2_vehicle_interface,emergency_stop_and_safety_interlock_set; e_stop_mushroom_button; door_interlock_switch; safety_relay_module; insulation_monitoring_device; dc_arc_detection_board; output_contactor_weld_check_circuit; fault_discharge_resistor; touch_safe_connector_shutter; protective_earth_continuity_strap; charging_status_beacon; safety_instruction_label,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
source_evidence:safety_protection,Collect source-backed evidence for Safety Protection critical components,blocked,source_evidence,safety_protection,Safety Protection,,,,emergency_stop_and_safety_interlock_set; insulation_monitoring_device,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",emergency_stop_and_safety_interlock_set insulation_monitoring_device
design_review:maintenance_serviceability,Review Maintenance And Commissioning architecture allocation,ready_for_review,design_review,maintenance_serviceability,Maintenance And Commissioning,,,service_access; service_port; ocpp_network; metering_bus; coolant_loop; control_bus,commissioning_terminal_block; meter_test_port; output_test_socket_cover; commissioning_checklist_card; slide_out_power_module_rail; quick_disconnect_coolant_fitting; gateway_din_rail_carrier; spare_fuse_and_link_kit; diagnostic_log_exporter; remote_firmware_update_agent; health_telemetry_packet_schema; service_vpn_profile,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
design_review:hmi_ergonomics,Review User Payment And HMI architecture allocation,ready_for_review,design_review,hmi_ergonomics,User Payment And HMI,,,ocpp_network; control_bus; ccs2_vehicle_interface; service_access,touchscreen_hmi_panel; status_led_light_bar; audio_buzzer; sunlight_readable_display_cover; rfid_reader_module; contactless_payment_terminal; receipt_qr_code_generator; privacy_label; connector_instruction_graphic; cable_park_indicator; accessibility_reach_label; session_stop_button,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
interface_review:power_distribution:energy_conversion_transduction:ac_input_bus,Verify ac_input_bus interface contract,ready_for_review,interface_review,power_distribution:energy_conversion_transduction,AC Input And DC Output Distribution -> Power Conversion Stack,,,ac_input_bus,ac_input_breaker_and_spd; lockable_ac_isolator; surge_arrestor_cartridge; input_terminal_shroud; power_module_stack; power_module_backplane; module_locking_rail; dc_link_capacitor_bank,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:energy_conversion_transduction:charging_connector_interface:dc_output_bus,Verify dc_output_bus interface contract,ready_for_review,interface_review,energy_conversion_transduction:charging_connector_interface,Power Conversion Stack -> Vehicle Charging Interface,,,dc_output_bus,power_module_stack; power_module_backplane; module_locking_rail; dc_link_capacitor_bank; dc_output_choke; emi_filter_assembly; snubber_network_board; thermal_interface_pad_set; ccs2_liquid_cooled_cable_and_connector; connector_temperature_sensor_pair; proximity_pilot_resistor_set; cable_strain_relief_boot,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:control_compute_communication:charging_connector_interface:iso15118_plc,Verify iso15118_plc interface contract,ready_for_review,interface_review,control_compute_communication:charging_connector_interface,Control Compute Communication -> Vehicle Charging Interface,,,iso15118_plc,iso_15118_plc_modem; plug_and_charge_certificate_store; charging_session_firmware_image; protocol_debug_header; iso_15118_plc_modem; control_pilot_interface_board; proximity_detection_input; vehicle_comms_isolation_transformer,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:control_compute_communication:energy_conversion_transduction:control_bus,Verify control_bus interface contract,ready_for_review,interface_review,control_compute_communication:energy_conversion_transduction,Control Compute Communication -> Power Conversion Stack,,,control_bus,charge_controller_pcb; safety_io_terminal_block; real_time_clock_module; nonvolatile_event_log_memory; iso_15118_plc_modem; plug_and_charge_certificate_store; charging_session_firmware_image; protocol_debug_header; power_module_stack; power_module_backplane; module_locking_rail; dc_link_capacitor_bank; module_health_monitor_board; heatsink_temperature_probe; fan_coolant_derating_table; firmware_recovery_jumper,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:sensing_instrumentation:control_compute_communication:metering_bus,Verify metering_bus interface contract,ready_for_review,interface_review,sensing_instrumentation:control_compute_communication,Metering And Electrical Sensing -> Control Compute Communication,,,metering_bus,mid_energy_meter; dc_voltage_transducer; dc_current_shunt; meter_pulse_output_isolator; charge_controller_pcb; safety_io_terminal_block; real_time_clock_module; nonvolatile_event_log_memory; iso_15118_plc_modem; plug_and_charge_certificate_store; charging_session_firmware_image; protocol_debug_header,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:environmental_interface:energy_conversion_transduction:coolant_loop,Verify coolant_loop interface contract,ready_for_review,interface_review,environmental_interface:energy_conversion_transduction,Thermal And Environmental Interface -> Power Conversion Stack,,,coolant_loop,cooling_loop_assembly; coolant_pump; plate_radiator; coolant_reservoir; cabinet_fan_tray; inlet_filter_mat; exhaust_louvre_assembly; airflow_proving_switch; power_module_stack; power_module_backplane; module_locking_rail; dc_link_capacitor_bank; module_health_monitor_board; heatsink_temperature_probe; fan_coolant_derating_table; firmware_recovery_jumper,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
compliance_review:IEC-61851,Plan evidence for IEC-61851,open,compliance_review,system_compliance,System Compliance,,,,,"Charging modes, control pilot and safety-function evidence.",Compliance evidence not yet collected in scratch prototype.
compliance_review:IEC-62196-3,Plan evidence for IEC-62196-3,open,compliance_review,system_compliance,System Compliance,,,,,"CCS2 connector rating, cable assembly and temperature evidence.",Compliance evidence not yet collected in scratch prototype.
compliance_review:ISO-15118,Plan evidence for ISO-15118,open,compliance_review,system_compliance,System Compliance,,,,,"PLC communication, Plug and Charge and session-state evidence where applicable.",Compliance evidence not yet collected in scratch prototype.
compliance_review:OCPP-1.6J/2.0.1,Plan evidence for OCPP-1.6J/2.0.1,open,compliance_review,system_compliance,System Compliance,,,,,"Backend session, metering, fault and firmware-management evidence.",Compliance evidence not yet collected in scratch prototype.
risk_review:1,Review risk control for DC output fault or insulation failure,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:2,Review risk control for Connector overheating at high current,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:3,Review risk control for Backend or payment outage stops sessions,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
