priority,componentWordId,description,quantity,unit,searchTerms,requiredEvidenceFields,acceptanceCriteria,rejectionCriteria
critical,heatsink_cold_plate,Heatsink cold plate,1,candidate,Heatsink cold plate | Heatsink cold plate manufacturer part number | Heatsink cold plate catalogue price GBP | Heatsink cold plate datasheet | Heatsink cold plate edge AI appliance | Heatsink cold plate rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
critical,tpm_security_module,TPM security module,1,candidate,TPM security module | TPM security module manufacturer part number | TPM security module catalogue price GBP | TPM security module datasheet | TPM security module edge AI appliance | TPM security module rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,slide_rail_kit,slide rail kit,1,candidate,slide rail kit | slide rail kit manufacturer part number | slide rail kit catalogue price GBP | slide rail kit datasheet | slide rail kit edge AI appliance | slide rail kit rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,internal_divider_panel,internal divider panel,1,candidate,internal divider panel | internal divider panel manufacturer part number | internal divider panel catalogue price GBP | internal divider panel datasheet | internal divider panel edge AI appliance | internal divider panel rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,front_bezel_assembly,front bezel assembly,1,candidate,front bezel assembly | front bezel assembly manufacturer part number | front bezel assembly catalogue price GBP | front bezel assembly datasheet | front bezel assembly edge AI appliance | front bezel assembly rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,accelerator_retention_bracket,accelerator retention bracket,1,candidate,accelerator retention bracket | accelerator retention bracket manufacturer part number | accelerator retention bracket catalogue price GBP | accelerator retention bracket datasheet | accelerator retention bracket edge AI appliance | accelerator retention bracket rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,pcie_riser_support,PCIe riser support,1,candidate,PCIe riser support | PCIe riser support manufacturer part number | PCIe riser support catalogue price GBP | PCIe riser support datasheet | PCIe riser support edge AI appliance | PCIe riser support rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,card_stiffener_rail,card stiffener rail,1,candidate,card stiffener rail | card stiffener rail manufacturer part number | card stiffener rail catalogue price GBP | card stiffener rail datasheet | card stiffener rail edge AI appliance | card stiffener rail rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,gpu_airflow_baffle,GPU airflow baffle,1,candidate,GPU airflow baffle | GPU airflow baffle manufacturer part number | GPU airflow baffle catalogue price GBP | GPU airflow baffle datasheet | GPU airflow baffle edge AI appliance | GPU airflow baffle rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,asset_label_plate,asset label plate,1,candidate,asset label plate | asset label plate manufacturer part number | asset label plate catalogue price GBP | asset label plate datasheet | asset label plate edge AI appliance | asset label plate rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,airflow_direction_label,airflow direction label,1,candidate,airflow direction label | airflow direction label manufacturer part number | airflow direction label catalogue price GBP | airflow direction label datasheet | airflow direction label edge AI appliance | airflow direction label rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,rack_ear_set,rack ear set,1,candidate,rack ear set | rack ear set manufacturer part number | rack ear set catalogue price GBP | rack ear set datasheet | rack ear set edge AI appliance | rack ear set rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,cable_management_arm,cable management arm,1,candidate,cable management arm | cable management arm manufacturer part number | cable management arm catalogue price GBP | cable management arm datasheet | cable management arm edge AI appliance | cable management arm rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,accelerator_carrier_board,accelerator carrier board,1,candidate,accelerator carrier board | accelerator carrier board manufacturer part number | accelerator carrier board catalogue price GBP | accelerator carrier board datasheet | accelerator carrier board edge AI appliance | accelerator carrier board rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,pcie_edge_connector,PCIe edge connector,1,candidate,PCIe edge connector | PCIe edge connector manufacturer part number | PCIe edge connector catalogue price GBP | PCIe edge connector datasheet | PCIe edge connector edge AI appliance | PCIe edge connector rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,accelerator_retention_latch,accelerator retention latch,1,candidate,accelerator retention latch | accelerator retention latch manufacturer part number | accelerator retention latch catalogue price GBP | accelerator retention latch datasheet | accelerator retention latch edge AI appliance | accelerator retention latch rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,boot_flash_device,boot flash device,1,candidate,boot flash device | boot flash device manufacturer part number | boot flash device catalogue price GBP | boot flash device datasheet | boot flash device edge AI appliance | boot flash device rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,high_current_vrm_module,high-current VRM module,1,candidate,high-current VRM module | high-current VRM module manufacturer part number | high-current VRM module catalogue price GBP | high-current VRM module datasheet | high-current VRM module edge AI appliance | high-current VRM module rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,pcie_retimer_set,PCIe retimer set,1,candidate,PCIe retimer set | PCIe retimer set manufacturer part number | PCIe retimer set catalogue price GBP | PCIe retimer set datasheet | PCIe retimer set edge AI appliance | PCIe retimer set rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,clock_distribution_device,clock distribution device,1,candidate,clock distribution device | clock distribution device manufacturer part number | clock distribution device catalogue price GBP | clock distribution device datasheet | clock distribution device edge AI appliance | clock distribution device rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
candidate,power_integrity_capacitor_bank,power integrity capacitor bank,1,candidate,power integrity capacitor bank | power integrity capacitor bank manufacturer part number | power integrity capacitor bank catalogue price GBP | power integrity capacitor bank datasheet | power integrity capacitor bank edge AI appliance | power integrity capacitor bank rack server,componentWordId | supplierName | manufacturer | mpn | unitCostGbp | leadTimeWeeks | sourceGrade | evidence.ref | evidence.quote | retrievedAt,"componentWordId exactly matches a candidate BoM line. | unitCostGbp is a positive GBP number with quantity basis clear enough to reproduce total cost. | evidence.kind is source, with a retrievable URL, quote reference, catalogue page, distributor listing, or quote file reference. | manufacturer and MPN are present unless the item is an engineered assembly; assemblies require a supplier quote or datasheet reference. | lead time is recorded when available; if unavailable, evidence quote must say it was unavailable.","No source reference, missing supplier name, missing quote/evidence note, or non-positive unit cost. | LLM-estimated prices, generic web snippets, benchmark averages, or class-pack defaults. | Manufacturer/MPN copied from an unsourced model output rather than the source evidence."
