id,sequence,kind,priority,status,subjectId,scope,issue,acquisitionTarget,requiredFields,disallowedEvidence,intakeArtifacts,acceptanceCriteria,blocksBom,blocksPublish
acquire:11:sourcing:acoustic_modem,11,sourcing,blocker,ready_for_intake,acoustic_modem,Acoustic modem,Required class-critical line must be sourced before BoM can pass.,supplier_catalogue_or_quote,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,LLM-estimated cost; benchmark average without supplier evidence; class-pack default; test-fixture:// source,*.sourcing-intake-template.csv; *.sourcing-pack.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv,Sourcing admission accepts the row.; BoM ledger carries supplier/manufacturer/MPN/cost only from admitted evidence.; BoM provenance manifest shows source_backed for claimed fields.,yes,yes
acquire:12:sourcing:dvl,12,sourcing,blocker,ready_for_intake,dvl,DVL,Required class-critical line must be sourced before BoM can pass.,supplier_catalogue_or_quote,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,LLM-estimated cost; benchmark average without supplier evidence; class-pack default; test-fixture:// source,*.sourcing-intake-template.csv; *.sourcing-pack.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv,Sourcing admission accepts the row.; BoM ledger carries supplier/manufacturer/MPN/cost only from admitted evidence.; BoM provenance manifest shows source_backed for claimed fields.,yes,yes
acquire:13:sourcing:inertial_navigation_unit,13,sourcing,blocker,ready_for_intake,inertial_navigation_unit,Inertial navigation unit,Required class-critical line must be sourced before BoM can pass.,supplier_catalogue_or_quote,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,LLM-estimated cost; benchmark average without supplier evidence; class-pack default; test-fixture:// source,*.sourcing-intake-template.csv; *.sourcing-pack.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv,Sourcing admission accepts the row.; BoM ledger carries supplier/manufacturer/MPN/cost only from admitted evidence.; BoM provenance manifest shows source_backed for claimed fields.,yes,yes
acquire:14:sourcing:depth_and_pressure_sensor,14,sourcing,blocker,ready_for_intake,depth_and_pressure_sensor,Depth and pressure sensor,Required class-critical line must be sourced before BoM can pass.,supplier_catalogue_or_quote,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,LLM-estimated cost; benchmark average without supplier evidence; class-pack default; test-fixture:// source,*.sourcing-intake-template.csv; *.sourcing-pack.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv,Sourcing admission accepts the row.; BoM ledger carries supplier/manufacturer/MPN/cost only from admitted evidence.; BoM provenance manifest shows source_backed for claimed fields.,yes,yes
acquire:15:sourcing:forward_sonar_payload,15,sourcing,blocker,ready_for_intake,forward_sonar_payload,Forward sonar payload,Required class-critical line must be sourced before BoM can pass.,supplier_catalogue_or_quote,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,LLM-estimated cost; benchmark average without supplier evidence; class-pack default; test-fixture:// source,*.sourcing-intake-template.csv; *.sourcing-pack.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv,Sourcing admission accepts the row.; BoM ledger carries supplier/manufacturer/MPN/cost only from admitted evidence.; BoM provenance manifest shows source_backed for claimed fields.,yes,yes
acquire:16:sourcing:leak_detection_sensor,16,sourcing,blocker,ready_for_intake,leak_detection_sensor,Leak detection sensor,Required class-critical line must be sourced before BoM can pass.,supplier_catalogue_or_quote,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,LLM-estimated cost; benchmark average without supplier evidence; class-pack default; test-fixture:// source,*.sourcing-intake-template.csv; *.sourcing-pack.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv,Sourcing admission accepts the row.; BoM ledger carries supplier/manufacturer/MPN/cost only from admitted evidence.; BoM provenance manifest shows source_backed for claimed fields.,yes,yes
acquire:17:sourcing:recovery_beacon,17,sourcing,blocker,ready_for_intake,recovery_beacon,Recovery beacon,Required class-critical line must be sourced before BoM can pass.,supplier_catalogue_or_quote,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,LLM-estimated cost; benchmark average without supplier evidence; class-pack default; test-fixture:// source,*.sourcing-intake-template.csv; *.sourcing-pack.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv,Sourcing admission accepts the row.; BoM ledger carries supplier/manufacturer/MPN/cost only from admitted evidence.; BoM provenance manifest shows source_backed for claimed fields.,yes,yes
acquire:18:verification:design_review:structure_containment,18,verification,major,ready_for_intake,design_review:structure_containment,Pressure Structure Containment,Review Pressure Structure Containment architecture allocation,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:19:verification:calculation:structure_containment,19,verification,major,ready_for_intake,calculation:structure_containment,Pressure Structure Containment,Verify Pressure Structure Containment requirement calculations,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:20:verification:design_review:energy_storage_source,20,verification,major,ready_for_intake,design_review:energy_storage_source,Subsea Energy Storage,Review Subsea Energy Storage architecture allocation,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:21:verification:calculation:energy_storage_source,21,verification,major,ready_for_intake,calculation:energy_storage_source,Subsea Energy Storage,Verify Subsea Energy Storage requirement calculations,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:22:verification:design_review:power_distribution,22,verification,major,ready_for_intake,design_review:power_distribution,Subsea Power Distribution,Review Subsea Power Distribution architecture allocation,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:23:verification:calculation:power_distribution,23,verification,major,ready_for_intake,calculation:power_distribution,Subsea Power Distribution,Verify Subsea Power Distribution requirement calculations,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:24:verification:design_review:actuation_kinematics,24,verification,major,ready_for_intake,design_review:actuation_kinematics,Thruster Actuation Kinematics,Review Thruster Actuation Kinematics architecture allocation,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:25:verification:calculation:actuation_kinematics,25,verification,major,ready_for_intake,calculation:actuation_kinematics,Thruster Actuation Kinematics,Verify Thruster Actuation Kinematics requirement calculations,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:26:verification:design_review:control_compute_communication,26,verification,major,ready_for_intake,design_review:control_compute_communication,Autonomy Compute Communication,Review Autonomy Compute Communication architecture allocation,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:27:verification:calculation:control_compute_communication,27,verification,major,ready_for_intake,calculation:control_compute_communication,Autonomy Compute Communication,Verify Autonomy Compute Communication requirement calculations,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:28:verification:design_review:sensing_instrumentation,28,verification,major,ready_for_intake,design_review:sensing_instrumentation,Navigation And Payload Sensing,Review Navigation And Payload Sensing architecture allocation,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:29:verification:design_review:environmental_interface,29,verification,major,ready_for_intake,design_review:environmental_interface,Pressure Thermal Buoyancy Interface,Review Pressure Thermal Buoyancy Interface architecture allocation,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:30:verification:calculation:environmental_interface,30,verification,major,ready_for_intake,calculation:environmental_interface,Pressure Thermal Buoyancy Interface,Verify Pressure Thermal Buoyancy Interface requirement calculations,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:31:verification:design_review:safety_protection,31,verification,major,ready_for_intake,design_review:safety_protection,Leak Abort And Recovery Safety,Review Leak Abort And Recovery Safety architecture allocation,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:32:verification:calculation:safety_protection,32,verification,major,ready_for_intake,calculation:safety_protection,Leak Abort And Recovery Safety,Verify Leak Abort And Recovery Safety requirement calculations,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:33:verification:design_review:maintenance_serviceability,33,verification,major,ready_for_intake,design_review:maintenance_serviceability,Deck Recovery And Service,Review Deck Recovery And Service architecture allocation,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:34:verification:interface_review:energy_storage_source:power_distribution:dc_power_bus,34,verification,major,ready_for_intake,interface_review:energy_storage_source:power_distribution:dc_power_bus,Subsea Energy Storage -> Subsea Power Distribution,Verify dc_power_bus interface contract,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:35:verification:interface_review:power_distribution:actuation_kinematics:thruster_power_bus,35,verification,major,ready_for_intake,interface_review:power_distribution:actuation_kinematics:thruster_power_bus,Subsea Power Distribution -> Thruster Actuation Kinematics,Verify thruster_power_bus interface contract,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:36:verification:interface_review:control_compute_communication:actuation_kinematics:thrust_command_bus,36,verification,major,ready_for_intake,interface_review:control_compute_communication:actuation_kinematics:thrust_command_bus,Autonomy Compute Communication -> Thruster Actuation Kinematics,Verify thrust_command_bus interface contract,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:37:verification:interface_review:sensing_instrumentation:control_compute_communication:navigation_sensor_bus,37,verification,major,ready_for_intake,interface_review:sensing_instrumentation:control_compute_communication:navigation_sensor_bus,Navigation And Payload Sensing -> Autonomy Compute Communication,Verify navigation_sensor_bus interface contract,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:38:verification:interface_review:sensing_instrumentation:control_compute_communication:payload_data_bus,38,verification,major,ready_for_intake,interface_review:sensing_instrumentation:control_compute_communication:payload_data_bus,Navigation And Payload Sensing -> Autonomy Compute Communication,Verify payload_data_bus interface contract,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:39:verification:interface_review:environmental_interface:structure_containment:pressure_boundary,39,verification,major,ready_for_intake,interface_review:environmental_interface:structure_containment:pressure_boundary,Pressure Thermal Buoyancy Interface -> Pressure Structure Containment,Verify pressure_boundary interface contract,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:40:verification:interface_review:safety_protection:control_compute_communication:alarm_bus,40,verification,major,ready_for_intake,interface_review:safety_protection:control_compute_communication:alarm_bus,Leak Abort And Recovery Safety -> Autonomy Compute Communication,Verify alarm_bus interface contract,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:41:verification:interface_review:safety_protection:structure_containment:pressure_boundary,41,verification,major,ready_for_intake,interface_review:safety_protection:structure_containment:pressure_boundary,Leak Abort And Recovery Safety -> Pressure Structure Containment,Verify pressure_boundary interface contract,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:42:verification:compliance_review:PRESSURE-BOUNDARY-REVIEW,42,verification,major,ready_for_intake,compliance_review:PRESSURE-BOUNDARY-REVIEW,System Compliance,Plan evidence for PRESSURE-BOUNDARY-REVIEW,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
acquire:43:verification:compliance_review:SUBSEA-LEAK-ABORT-REVIEW,43,verification,major,ready_for_intake,compliance_review:SUBSEA-LEAK-ABORT-REVIEW,System Compliance,Plan evidence for SUBSEA-LEAK-ABORT-REVIEW,named_engineering_review,activityId; evidenceKind; reviewerName; verdict; evidenceRef; evidenceNote; reviewedAt,anonymous reviewer; unchecked model assertion; test-fixture:// review; source-evidence claims that belong in sourcing intake,*.verification-intake-template.csv; *.verification-plan.csv; *.verification-ledger.csv; *.engineering-review-pack.csv,"Verification intake accepts the row.; Verification ledger status is accepted, rejected or deferred with named evidence.; Reviewer evidence can be traced back to the relevant architecture or calculation activity.",no,yes
