activityId,activity,status,evidenceKind,moduleId,moduleName,requirementIds,sanityCheckIds,interfaceIds,componentWordIds,acceptanceCriteria,blockers
calculation:environmental_interface,Verify Thermal Gas Exhaust Interface requirement calculations,ready_for_review,calculation,environmental_interface,Thermal Gas Exhaust Interface,working_volume_l,bioreactor_working_volume; bioreactor_process_closure; bioreactor_aseptic_pressure_safety,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
source_evidence:environmental_interface,Collect source-backed evidence for Thermal Gas Exhaust Interface critical components,blocked,source_evidence,environmental_interface,Thermal Gas Exhaust Interface,working_volume_l,,,temperature_control_loop; exhaust_filter_and_pressure_relief_set,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",temperature_control_loop exhaust_filter_and_pressure_relief_set
design_review:sensing_instrumentation,Review Process Sensing Instrumentation architecture allocation,ready_for_review,design_review,sensing_instrumentation,Process Sensing Instrumentation,,,sensor_bus; sterile_fluid_path; gas_path; thermal_loop; pressure_relief; mechanical_mounts; exhaust_path,dissolved_oxygen_optical_sensor; single_use_ph_sensor; sensor_patch_reader; sensor_calibration_record_card; load_cell_set; bag_pressure_transducer; culture_temperature_probe; foam_detection_probe; gas_flow_sensor_set; exhaust_pressure_sensor; oxygen_analyser_cell; co2_analyser_cell,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
source_evidence:sensing_instrumentation,Collect source-backed evidence for Process Sensing Instrumentation critical components,blocked,source_evidence,sensing_instrumentation,Process Sensing Instrumentation,,,,dissolved_oxygen_optical_sensor; single_use_ph_sensor; load_cell_set,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",dissolved_oxygen_optical_sensor single_use_ph_sensor load_cell_set
design_review:control_compute_communication,Review Control Compute Communication architecture allocation,ready_for_review,design_review,control_compute_communication,Control Compute Communication,,,control_bus; sensor_bus; pump_control; batch_record_network; alarm_bus; service_port,bioreactor_controller; i_o_terminal_slice_set; control_enclosure; recipe_execution_firmware; batch_historian_module; audit_trail_storage; ethernet_switch; secure_time_source; alarm_annunciator; operator_hmi_panel; role_access_key_switch; batch_acknowledge_button,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
source_evidence:control_compute_communication,Collect source-backed evidence for Control Compute Communication critical components,blocked,source_evidence,control_compute_communication,Control Compute Communication,,,,bioreactor_controller,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",bioreactor_controller
design_review:power_distribution,Review Power Distribution architecture allocation,ready_for_review,design_review,power_distribution,Power Distribution,,,mains_supply; protective_earth; control_bus; service_access; alarm_bus,rcd_mains_isolator; 24_v_dc_power_supply; terminal_block_rail; panel_earth_bar; pump_power_distribution_loom; agitation_drive_breaker; heater_output_relay; cable_gland_plate; ups_buffer_module; safe_shutdown_relay; power_fail_input_module; shutdown_status_lamp,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
design_review:safety_protection,Review Aseptic And Pressure Safety architecture allocation,ready_for_review,design_review,safety_protection,Aseptic And Pressure Safety,,,sterile_boundary; pressure_relief; exhaust_path; alarm_bus; protective_earth; service_access; mains_supply,single_use_pressure_relief_valve; vent_filter_integrity_tag; pressure_alarm_relay; bag_burst_shield; sterile_connection_checklist_card; connector_tamper_seal_set; pre_use_integrity_test_kit; operator_gowning_placard; emergency_stop_button; door_interlock_switch; leak_tray_float_switch; protective_earth_test_point,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
design_review:maintenance_serviceability,Review Setup Calibration And Service architecture allocation,ready_for_review,design_review,maintenance_serviceability,Setup Calibration And Service,,,service_access; sterile_fluid_path; sensor_bus; batch_record_network; sterile_boundary,bag_loading_fixture; tube_routing_template; connector_cap_organiser; setup_verification_barcode_sheet; ph_calibration_buffer_holder; do_zero_span_adapter; calibration_data_entry_hmi_page; sensor_replacement_guide_label; wipe_down_kit_holder; spill_tray_liner; spent_bag_removal_cart_interface; turnaround_checklist_card,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
interface_review:structure_containment:mass_fluid_transport_process:sterile_fluid_path,Verify sterile_fluid_path interface contract,ready_for_review,interface_review,structure_containment:mass_fluid_transport_process,Sterile Structure Containment -> Media Gas And Harvest Transport,,,sterile_fluid_path,single_use_bioreactor_bag; bag_support_tray; port_clamp_set; bag_integrity_test_label; sterile_tubing_and_connector_set; aseptic_sampling_port; clamp_rail; connector_parking_bracket; peristaltic_feed_pump; pump_tubing_cassette_set; media_bag_hanger; feed_line_pinch_clamp; harvest_transfer_tubing_set; single_use_sample_valve; waste_collection_bag; low_hold_up_connector; sparger_and_gas_mix_manifold; mass_flow_controller_bank; sterile_gas_filter_capsule; sparger_check_valve,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:actuation_kinematics:structure_containment:sterile_boundary,Verify sterile_boundary interface contract,ready_for_review,interface_review,actuation_kinematics:structure_containment,Mixing And Agitation -> Sterile Structure Containment,,,sterile_boundary,agitation_drive; magnetic_coupling_hub; drive_encoder; motor_mounting_plate; single_use_impeller_coupling; impeller_guard_insert; rocker_angle_stop; mixing_validation_coupon; single_use_bioreactor_bag; bag_support_tray; port_clamp_set; bag_integrity_test_label; sterile_tubing_and_connector_set; aseptic_sampling_port; clamp_rail; connector_parking_bracket,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:mass_fluid_transport_process:environmental_interface:gas_path,Verify gas_path interface contract,ready_for_review,interface_review,mass_fluid_transport_process:environmental_interface,Media Gas And Harvest Transport -> Thermal Gas Exhaust Interface,,,gas_path,sparger_and_gas_mix_manifold; mass_flow_controller_bank; sterile_gas_filter_capsule; sparger_check_valve; exhaust_filter_and_pressure_relief_set; condensate_knock_out_bottle; exhaust_heater_sleeve; pressure_relief_indicator,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:sensing_instrumentation:control_compute_communication:sensor_bus,Verify sensor_bus interface contract,ready_for_review,interface_review,sensing_instrumentation:control_compute_communication,Process Sensing Instrumentation -> Control Compute Communication,,,sensor_bus,dissolved_oxygen_optical_sensor; single_use_ph_sensor; sensor_patch_reader; sensor_calibration_record_card; load_cell_set; bag_pressure_transducer; culture_temperature_probe; foam_detection_probe; gas_flow_sensor_set; exhaust_pressure_sensor; oxygen_analyser_cell; co2_analyser_cell; bioreactor_controller; i_o_terminal_slice_set; control_enclosure; recipe_execution_firmware; batch_historian_module; audit_trail_storage; ethernet_switch; secure_time_source,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:control_compute_communication:mass_fluid_transport_process:pump_control,Verify pump_control interface contract,ready_for_review,interface_review,control_compute_communication:mass_fluid_transport_process,Control Compute Communication -> Media Gas And Harvest Transport,,,pump_control,bioreactor_controller; i_o_terminal_slice_set; control_enclosure; recipe_execution_firmware; peristaltic_feed_pump; pump_tubing_cassette_set; media_bag_hanger; feed_line_pinch_clamp,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:safety_protection:structure_containment:pressure_relief,Verify pressure_relief interface contract,ready_for_review,interface_review,safety_protection:structure_containment,Aseptic And Pressure Safety -> Sterile Structure Containment,,,pressure_relief,single_use_pressure_relief_valve; vent_filter_integrity_tag; pressure_alarm_relay; bag_burst_shield; single_use_bioreactor_bag; bag_support_tray; port_clamp_set; bag_integrity_test_label,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
compliance_review:ISO-13485,Plan evidence for ISO-13485,open,compliance_review,system_compliance,System Compliance,,,,,"Supplier quality evidence, change control and traceability where applicable.",Compliance evidence not yet collected in scratch prototype.
compliance_review:USP-CLASS-VI,Plan evidence for USP-CLASS-VI,open,compliance_review,system_compliance,System Compliance,,,,,Material certificates for single-use bag and tubing contact surfaces.,Compliance evidence not yet collected in scratch prototype.
compliance_review:IEC-61010,Plan evidence for IEC-61010,open,compliance_review,system_compliance,System Compliance,,,,,"Electrical safety design, protective earth and abnormal operation evidence.",Compliance evidence not yet collected in scratch prototype.
compliance_review:EU-GMP-ANNEX-11,Plan evidence for EU-GMP-ANNEX-11,open,compliance_review,system_compliance,System Compliance,,,,,"Batch record integrity, audit trail and access-control evidence.",Compliance evidence not yet collected in scratch prototype.
risk_review:1,Review risk control for Loss of sterility through connector or bag handling,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:2,Review risk control for Cell culture loss from DO or pH control failure,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:3,Review risk control for Disposable bag overpressure,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
