id,kind,priority,status,scope,reviewerQuestion,evidenceRequired,acceptanceCriteria,linkedModuleIds,linkedSubModuleIds,linkedComponentWordIds,linkedRequirementIds,linkedInterfaceIds,linkedCalculationIds,blockers
assumption_resolution:interface:control_compute_communication:actuation_kinematics:motor_drive,assumption_resolution,major,needs_review,control_compute_communication -> actuation_kinematics,"Can the control_compute_communication -> actuation_kinematics assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,motor_drive,,
assumption_resolution:interface:control_compute_communication:sensing_instrumentation:sensor_bus,assumption_resolution,major,needs_review,control_compute_communication -> sensing_instrumentation,"Can the control_compute_communication -> sensing_instrumentation assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,sensor_bus,,
assumption_resolution:interface:energy_storage_source:actuation_kinematics:power_bus,assumption_resolution,major,needs_review,energy_storage_source -> actuation_kinematics,"Can the energy_storage_source -> actuation_kinematics assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,power_bus,,
assumption_resolution:metric:capex_gbp,assumption_resolution,major,needs_review,Estimated CAPEX,"Can the Estimated CAPEX assumption be accepted for architecture review, or must it be replaced with evidence?",Admit source-backed BoM pricing before treating this cost metric as a claim.,"Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:metric:headline_output,assumption_resolution,major,needs_review,Flight endurance,"Can the Flight endurance assumption be accepted for architecture review, or must it be replaced with evidence?","Review the formula, input values and operating envelope before treating this metric as a performance claim.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:metric:opex_annual_gbp,assumption_resolution,major,needs_review,Estimated annual OPEX,"Can the Estimated annual OPEX assumption be accepted for architecture review, or must it be replaced with evidence?",Admit source-backed BoM pricing before treating this cost metric as a claim.,"Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:sanity:drone_control_power_chain,assumption_resolution,major,needs_review,Control/Power/Actuation Chain,"Can the Control/Power/Actuation Chain assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",energy_storage_source; actuation_kinematics; control_compute_communication,,,duration_minutes,,,
assumption_resolution:sanity:drone_endurance_target,assumption_resolution,major,needs_review,Endurance Target,"Can the Endurance Target assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",energy_storage_source; actuation_kinematics; control_compute_communication,,,duration_minutes,,,
assumption_resolution:sanity:drone_propulsion_quads,assumption_resolution,major,needs_review,Quad Propulsion Allocation,"Can the Quad Propulsion Allocation assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",energy_storage_source; actuation_kinematics; control_compute_communication,,,duration_minutes,,,
calculation_envelope:drone_reserve_time_minutes,calculation_envelope,major,needs_review,Drone 20% reserve time,"Does the Drone 20% reserve time calculation support the architecture envelope, or does the concept need revision?","Confirm return-to-home reserve, hover reserve, battery ageing, wind case and payload power.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",energy_storage_source; actuation_kinematics; control_compute_communication,,,duration_minutes,,drone_reserve_time_minutes,
calculation_envelope:drone_endurance_hours,calculation_envelope,major,ready_for_review,Drone endurance hours,"Does the Drone endurance hours calculation support the architecture envelope, or does the concept need revision?","Confirm payload mass, hover power, battery usable energy, reserve margin, wind and take-off weight.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",energy_storage_source; actuation_kinematics; control_compute_communication,,,duration_minutes,,drone_endurance_hours,
interface_contract:control_compute_communication:actuation_kinematics:motor_drive,interface_contract,major,ready_for_review,Flight Control Compute And Communications -> Propulsion And Flight Actuation via motor_drive,Is the motor_drive interface between Flight Control Compute And Communications and Propulsion And Flight Actuation correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",control_compute_communication; actuation_kinematics,flight_controller_stack; motor_sets; esc_stack,flight_controller; imu_vibration_isolation_mount; barometer_foam_cover; sd_card_flight_logger; failsafe_firmware_profile; brushless_motors; motor_mounting_screw_set; motor_phase_lead_set; motor_bearing_shield; esc; esc_cooling_plate; pwm_signal_harness; current_telemetry_line; esc_conformal_coating,,motor_drive,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:control_compute_communication:sensing_instrumentation:sensor_bus,interface_contract,major,ready_for_review,Flight Control Compute And Communications -> Navigation And Cinematography Sensing via sensor_bus,Is the sensor_bus interface between Flight Control Compute And Communications and Navigation And Cinematography Sensing correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",control_compute_communication; sensing_instrumentation,flight_controller_stack; radio_navigation_link; navigation_sensors; health_sensing,flight_controller; imu_vibration_isolation_mount; barometer_foam_cover; sd_card_flight_logger; failsafe_firmware_profile; radio_and_gnss_link; gnss_antenna_mast; rc_receiver; telemetry_radio_module; antenna_diversity_mount; magnetometer_module; rangefinder_altimeter; optical_flow_sensor; airspeed_estimate_port; vibration_monitor_pad; payload_presence_switch; avionics_temperature_probe; landing_contact_switch,,sensor_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:energy_storage_source:actuation_kinematics:power_bus,interface_contract,major,ready_for_review,Flight Energy Storage -> Propulsion And Flight Actuation via power_bus,Is the power_bus interface between Flight Energy Storage and Propulsion And Flight Actuation correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",energy_storage_source; actuation_kinematics,flight_battery_pack; power_monitoring; motor_sets; esc_stack,flight_battery_pack; high_discharge_cell_group; battery_management_pcb; xt90_anti_spark_connector; pack_temperature_sensor; power_module_shunt; voltage_divider_board; low_voltage_alarm_output; battery_telemetry_connector; brushless_motors; motor_mounting_screw_set; motor_phase_lead_set; motor_bearing_shield; esc; esc_cooling_plate; pwm_signal_harness; current_telemetry_line; esc_conformal_coating,,power_bus,,Both endpoints expose the required interface through at least one submodule carrier.
module_allocation:actuation_kinematics,module_allocation,major,ready_for_review,Propulsion And Flight Actuation,"Does Propulsion And Flight Actuation have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,actuation_kinematics,motor_sets; esc_stack; propeller_sets,brushless_motors; motor_mounting_screw_set; motor_phase_lead_set; motor_bearing_shield; esc; esc_cooling_plate; pwm_signal_harness; current_telemetry_line; esc_conformal_coating; propeller_set; propeller_hub_adapter; propeller_lock_nut; spare_propeller_pouch,duration_minutes,power_bus; motor_drive; motor_mounts; sensor_bus,drone_endurance_target; drone_propulsion_quads; drone_control_power_chain,
module_allocation:control_compute_communication,module_allocation,major,ready_for_review,Flight Control Compute And Communications,"Does Flight Control Compute And Communications have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,control_compute_communication,flight_controller_stack; radio_navigation_link; video_downlink,flight_controller; imu_vibration_isolation_mount; barometer_foam_cover; sd_card_flight_logger; failsafe_firmware_profile; radio_and_gnss_link; gnss_antenna_mast; rc_receiver; telemetry_radio_module; antenna_diversity_mount; low_latency_video_transmitter; video_antenna_pair; hdmi_micro_cable; video_power_filter,duration_minutes,sensor_bus; motor_drive; radio_link; video_link; power_bus,drone_endurance_target; drone_propulsion_quads; drone_control_power_chain,
module_allocation:energy_storage_source,module_allocation,major,ready_for_review,Flight Energy Storage,"Does Flight Energy Storage have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,energy_storage_source,flight_battery_pack; power_monitoring; charging_interface,flight_battery_pack; high_discharge_cell_group; battery_management_pcb; xt90_anti_spark_connector; pack_temperature_sensor; power_module_shunt; voltage_divider_board; low_voltage_alarm_output; battery_telemetry_connector; balance_charge_harness; charging_cradle; pack_id_label; transport_storage_case_insert,duration_minutes,power_bus; charger_interface; battery_mount; sensor_bus; service_access,drone_endurance_target; drone_propulsion_quads; drone_control_power_chain,
module_allocation:hmi_ergonomics,module_allocation,major,ready_for_review,Ground Operator Interface,"Does Ground Operator Interface have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,hmi_ergonomics,ground_controller; mission_labelling,handheld_transmitter; ground_station_tablet; sun_hood; controller_neck_strap; aircraft_id_label; propeller_rotation_label; payload_mass_placard; preflight_checklist_card,,radio_link; video_link; service_access,,
module_allocation:maintenance_serviceability,module_allocation,major,ready_for_review,Field Maintenance And Serviceability,"Does Field Maintenance And Serviceability have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,maintenance_serviceability,field_repair_access; inspection_points; transport_storage,spare_arm_clamp; motor_alignment_gauge; propeller_torque_tool; field_fastener_kit; crack_inspection_marker; fastener_witness_paint; battery_cycle_counter_label; payload_latch_witness_mark; foam_transport_case; propeller_guard_sleeve; gimbal_transport_lock; desiccant_storage_pouch,,service_access; motor_mounts; payload_mount,,
module_allocation:power_distribution,module_allocation,major,ready_for_review,Aircraft Power Distribution,"Does Aircraft Power Distribution have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,power_distribution,main_power_bus; voltage_regulation; wiring_harness,power_distribution_pcb; copper_bus_plane; main_fuse_link; anti_spark_loop_key; 5_v_bec_regulator; 12_v_payload_regulator; lc_noise_filter; rail_status_led; silicone_power_lead_set; jst_signal_harness; braided_cable_sleeve; strain_relief_clip_set,,power_bus; protective_earth; motor_drive; video_link; sensor_bus,,
module_allocation:safety_protection,module_allocation,major,ready_for_review,Flight Safety And Containment,"Does Flight Safety And Containment have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,safety_protection,arming_interlocks; lost_link_response; battery_safety,arming_switch; status_buzzer; motor_inhibit_logic; preflight_checklist_tag; return_to_home_failsafe; geofence_configuration; low_battery_landing_logic; flight_termination_setting; fire_resistant_battery_pouch; pack_swelling_gauge; charge_log_sheet; thermal_warning_label,,radio_link; power_bus; service_access; alarm_bus; sensor_bus,,
module_allocation:sensing_instrumentation,module_allocation,major,ready_for_review,Navigation And Cinematography Sensing,"Does Navigation And Cinematography Sensing have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,sensing_instrumentation,camera_payload; navigation_sensors; health_sensing,4k_camera_payload; three_axis_gimbal; camera_control_cable; lens_protection_hood; microsd_media_card; magnetometer_module; rangefinder_altimeter; optical_flow_sensor; airspeed_estimate_port; vibration_monitor_pad; payload_presence_switch; avionics_temperature_probe; landing_contact_switch,,sensor_bus; video_link; payload_mount,,
module_allocation:structure_containment,module_allocation,major,ready_for_review,Airframe Structure And Payload Mounting,"Does Airframe Structure And Payload Mounting have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,structure_containment,carbon_airframe; payload_mounting; battery_mounting,carbon_airframe; carbon_fibre_arm_tube; centre_plate_pair; arm_folding_hinge; landing_gear_strut; camera_gimbal_mount_plate; rubber_vibration_damper; payload_quick_release_latch; payload_cg_adjustment_rail; battery_tray; battery_retention_strap; anti_slip_battery_pad; pack_latch_sensor,,motor_mounts; payload_mount; battery_mount; service_access; video_link; power_bus,,
submodule_allocation:actuation_kinematics:esc_stack,submodule_allocation,major,ready_for_review,Propulsion And Flight Actuation / ESC stack,Do the component candidates and interfaces assigned to ESC stack make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,actuation_kinematics,esc_stack,esc; esc_cooling_plate; pwm_signal_harness; current_telemetry_line; esc_conformal_coating,duration_minutes,power_bus; motor_drive; sensor_bus,drone_endurance_target; drone_propulsion_quads; drone_control_power_chain,
submodule_allocation:actuation_kinematics:motor_sets,submodule_allocation,major,ready_for_review,Propulsion And Flight Actuation / Motor sets,Do the component candidates and interfaces assigned to Motor sets make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,actuation_kinematics,motor_sets,brushless_motors; motor_mounting_screw_set; motor_phase_lead_set; motor_bearing_shield,duration_minutes,power_bus; motor_drive; motor_mounts,drone_endurance_target; drone_propulsion_quads; drone_control_power_chain,
submodule_allocation:actuation_kinematics:propeller_sets,submodule_allocation,major,ready_for_review,Propulsion And Flight Actuation / Propeller sets,Do the component candidates and interfaces assigned to Propeller sets make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,actuation_kinematics,propeller_sets,propeller_set; propeller_hub_adapter; propeller_lock_nut; spare_propeller_pouch,duration_minutes,motor_mounts,drone_endurance_target; drone_propulsion_quads; drone_control_power_chain,
submodule_allocation:control_compute_communication:flight_controller_stack,submodule_allocation,major,ready_for_review,Flight Control Compute And Communications / Flight controller stack,Do the component candidates and interfaces assigned to Flight controller stack make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,control_compute_communication,flight_controller_stack,flight_controller; imu_vibration_isolation_mount; barometer_foam_cover; sd_card_flight_logger; failsafe_firmware_profile,duration_minutes,sensor_bus; motor_drive; power_bus,drone_endurance_target; drone_propulsion_quads; drone_control_power_chain,
submodule_allocation:control_compute_communication:radio_navigation_link,submodule_allocation,major,ready_for_review,Flight Control Compute And Communications / Radio and navigation link,Do the component candidates and interfaces assigned to Radio and navigation link make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,control_compute_communication,radio_navigation_link,radio_and_gnss_link; gnss_antenna_mast; rc_receiver; telemetry_radio_module; antenna_diversity_mount,duration_minutes,radio_link; sensor_bus,drone_endurance_target; drone_propulsion_quads; drone_control_power_chain,
submodule_allocation:control_compute_communication:video_downlink,submodule_allocation,major,ready_for_review,Flight Control Compute And Communications / Video downlink,Do the component candidates and interfaces assigned to Video downlink make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,control_compute_communication,video_downlink,low_latency_video_transmitter; video_antenna_pair; hdmi_micro_cable; video_power_filter,duration_minutes,video_link; power_bus,drone_endurance_target; drone_propulsion_quads; drone_control_power_chain,
submodule_allocation:energy_storage_source:charging_interface,submodule_allocation,major,ready_for_review,Flight Energy Storage / Charging interface,Do the component candidates and interfaces assigned to Charging interface make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,energy_storage_source,charging_interface,balance_charge_harness; charging_cradle; pack_id_label; transport_storage_case_insert,duration_minutes,charger_interface; service_access,drone_endurance_target; drone_propulsion_quads; drone_control_power_chain,
submodule_allocation:energy_storage_source:flight_battery_pack,submodule_allocation,major,ready_for_review,Flight Energy Storage / Flight battery pack,Do the component candidates and interfaces assigned to Flight battery pack make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,energy_storage_source,flight_battery_pack,flight_battery_pack; high_discharge_cell_group; battery_management_pcb; xt90_anti_spark_connector; pack_temperature_sensor,duration_minutes,power_bus; charger_interface; battery_mount,drone_endurance_target; drone_propulsion_quads; drone_control_power_chain,
submodule_allocation:energy_storage_source:power_monitoring,submodule_allocation,major,ready_for_review,Flight Energy Storage / Power monitoring,Do the component candidates and interfaces assigned to Power monitoring make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,energy_storage_source,power_monitoring,power_module_shunt; voltage_divider_board; low_voltage_alarm_output; battery_telemetry_connector,duration_minutes,power_bus; sensor_bus,drone_endurance_target; drone_propulsion_quads; drone_control_power_chain,
submodule_allocation:hmi_ergonomics:ground_controller,submodule_allocation,major,ready_for_review,Ground Operator Interface / Ground controller,Do the component candidates and interfaces assigned to Ground controller make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,hmi_ergonomics,ground_controller,handheld_transmitter; ground_station_tablet; sun_hood; controller_neck_strap,,radio_link; video_link,,
submodule_allocation:hmi_ergonomics:mission_labelling,submodule_allocation,major,ready_for_review,Ground Operator Interface / Mission labelling,Do the component candidates and interfaces assigned to Mission labelling make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,hmi_ergonomics,mission_labelling,aircraft_id_label; propeller_rotation_label; payload_mass_placard; preflight_checklist_card,,service_access,,
submodule_allocation:maintenance_serviceability:field_repair_access,submodule_allocation,major,ready_for_review,Field Maintenance And Serviceability / Field repair access,Do the component candidates and interfaces assigned to Field repair access make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,maintenance_serviceability,field_repair_access,spare_arm_clamp; motor_alignment_gauge; propeller_torque_tool; field_fastener_kit,,service_access; motor_mounts,,
submodule_allocation:maintenance_serviceability:inspection_points,submodule_allocation,major,ready_for_review,Field Maintenance And Serviceability / Inspection points,Do the component candidates and interfaces assigned to Inspection points make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,maintenance_serviceability,inspection_points,crack_inspection_marker; fastener_witness_paint; battery_cycle_counter_label; payload_latch_witness_mark,,service_access,,
submodule_allocation:maintenance_serviceability:transport_storage,submodule_allocation,major,ready_for_review,Field Maintenance And Serviceability / Transport and storage,Do the component candidates and interfaces assigned to Transport and storage make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,maintenance_serviceability,transport_storage,foam_transport_case; propeller_guard_sleeve; gimbal_transport_lock; desiccant_storage_pouch,,service_access; payload_mount,,
