id,kind,priority,status,scope,issue,requiredEvidence,closurePath,blocks,linkedIds,source
assumption:sanity:cgm_biofluid_signal_closure,assumption_review,major,needs_review,Biofluid/Signal Closure,"Biofluid/Signal Closure currently evaluates as pass against interstitial fluid path, electrode signal, sensor signal bus and calibration data bus present.","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.",engineering_review,publishable,reading_interval_minutes; mard_percent,engineering_assumption_ledger
assumption:sanity:cgm_patch_power_comms_safety,assumption_review,major,needs_review,Patch/Power/Comms/Safety Closure,"Patch/Power/Comms/Safety Closure currently evaluates as pass against adhesive skin boundary, sterile boundary, BLE link, low-power rail, alarm bus and disposable applicator present.","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.",engineering_review,publishable,wear_days; reading_interval_minutes,engineering_assumption_ledger
assumption:compliance:ISO-10993,assumption_review,major,needs_review,ISO-10993,Biological evaluation of patient-contacting materials is relevant to this product class in Global / medical device.,"Skin-contact material, adhesive and wear-duration biocompatibility evidence.",engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:ISO-14971,assumption_review,major,needs_review,ISO-14971,Medical-device risk management is relevant to this product class in Global / medical device.,"Hazard analysis, risk controls and residual-risk acceptability.",engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:IEC-62304,assumption_review,major,needs_review,IEC-62304,Medical-device software lifecycle is relevant to this product class in Global / medical device.,"Software architecture, risk class, verification and release evidence.",engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:IEC-60601-1,assumption_review,major,needs_review,IEC-60601-1,Medical electrical equipment safety reference is relevant to this product class in Global / medical device.,"Electrical safety, leakage, power source and abnormal-operation evidence tailored to wearable use.",engineering_review,publishable,,engineering_assumption_ledger
sourcing:adhesive_skin_patch,sourcing_evidence,blocker,ready_for_intake,Adhesive skin patch,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,adhesive_skin_patch,sourcing_worklist
sourcing:glucose_sensing_filament,sourcing_evidence,blocker,ready_for_intake,Glucose sensing filament,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,glucose_sensing_filament,sourcing_worklist
sourcing:enzyme_reagent_membrane,sourcing_evidence,blocker,ready_for_intake,Enzyme reagent membrane,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,enzyme_reagent_membrane,sourcing_worklist
sourcing:reference_electrode,sourcing_evidence,blocker,ready_for_intake,Reference electrode,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,reference_electrode,sourcing_worklist
sourcing:disposable_applicator,sourcing_evidence,blocker,ready_for_intake,Disposable applicator,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,disposable_applicator,sourcing_worklist
sourcing:protective_transmitter_housing,sourcing_evidence,blocker,ready_for_intake,Protective transmitter housing,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,protective_transmitter_housing,sourcing_worklist
sourcing:thin_film_battery,sourcing_evidence,blocker,ready_for_intake,Thin-film battery,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,thin_film_battery,sourcing_worklist
sourcing:low_power_microcontroller,sourcing_evidence,blocker,ready_for_intake,Low-power microcontroller,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,low_power_microcontroller,sourcing_worklist
sourcing:ble_radio_module,sourcing_evidence,blocker,ready_for_intake,BLE radio module,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,ble_radio_module,sourcing_worklist
sourcing:temperature_sensor,sourcing_evidence,blocker,ready_for_intake,Temperature sensor,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,temperature_sensor,sourcing_worklist
sourcing:sterile_barrier_pouch,sourcing_evidence,blocker,ready_for_intake,Sterile barrier pouch,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,sterile_barrier_pouch,sourcing_worklist
sourcing:udi_label_set,sourcing_evidence,blocker,ready_for_intake,UDI label set,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,udi_label_set,sourcing_worklist
verification:design_review:skin_patient_interface,verification_evidence,major,ready_for_intake,Skin Patient Interface,Review Skin Patient Interface architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:skin_patient_interface,verification_evidence_ledger
verification:calculation:skin_patient_interface,verification_evidence,major,ready_for_intake,Skin Patient Interface,Verify Skin Patient Interface requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:skin_patient_interface,verification_evidence_ledger
verification:design_review:sensing_instrumentation,verification_evidence,major,ready_for_intake,Glucose Sensing Instrumentation,Review Glucose Sensing Instrumentation architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:sensing_instrumentation,verification_evidence_ledger
verification:calculation:sensing_instrumentation,verification_evidence,major,ready_for_intake,Glucose Sensing Instrumentation,Verify Glucose Sensing Instrumentation requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:sensing_instrumentation,verification_evidence_ledger
verification:design_review:actuation_kinematics,verification_evidence,major,ready_for_intake,Applicator Insertion Mechanism,Review Applicator Insertion Mechanism architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:actuation_kinematics,verification_evidence_ledger
verification:design_review:structure_containment,verification_evidence,major,ready_for_intake,Transmitter Housing Structure,Review Transmitter Housing Structure architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:structure_containment,verification_evidence_ledger
verification:design_review:energy_storage_source,verification_evidence,major,ready_for_intake,Wearable Energy Source,Review Wearable Energy Source architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:energy_storage_source,verification_evidence_ledger
verification:calculation:energy_storage_source,verification_evidence,major,ready_for_intake,Wearable Energy Source,Verify Wearable Energy Source requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:energy_storage_source,verification_evidence_ledger
verification:design_review:power_distribution,verification_evidence,major,ready_for_intake,Low-Power Distribution,Review Low-Power Distribution architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:power_distribution,verification_evidence_ledger
verification:calculation:power_distribution,verification_evidence,major,ready_for_intake,Low-Power Distribution,Verify Low-Power Distribution requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:power_distribution,verification_evidence_ledger
verification:design_review:control_compute_communication,verification_evidence,major,ready_for_intake,Control Compute Communication,Review Control Compute Communication architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:control_compute_communication,verification_evidence_ledger
verification:calculation:control_compute_communication,verification_evidence,major,ready_for_intake,Control Compute Communication,Verify Control Compute Communication requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:control_compute_communication,verification_evidence_ledger
verification:design_review:environmental_interface,verification_evidence,major,ready_for_intake,Wear Environment Compensation,Review Wear Environment Compensation architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:environmental_interface,verification_evidence_ledger
verification:calculation:environmental_interface,verification_evidence,major,ready_for_intake,Wear Environment Compensation,Verify Wear Environment Compensation requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:environmental_interface,verification_evidence_ledger
verification:design_review:safety_protection,verification_evidence,major,ready_for_intake,Patient Safety Protection,Review Patient Safety Protection architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:safety_protection,verification_evidence_ledger
verification:calculation:safety_protection,verification_evidence,major,ready_for_intake,Patient Safety Protection,Verify Patient Safety Protection requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:safety_protection,verification_evidence_ledger
verification:design_review:maintenance_serviceability,verification_evidence,major,ready_for_intake,Packaging Traceability Serviceability,Review Packaging Traceability Serviceability architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:maintenance_serviceability,verification_evidence_ledger
verification:interface_review:skin_patient_interface:sensing_instrumentation:interstitial_fluid_path,verification_evidence,major,ready_for_intake,Skin Patient Interface -> Glucose Sensing Instrumentation,Verify interstitial_fluid_path interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:skin_patient_interface:sensing_instrumentation:interstitial_fluid_path,verification_evidence_ledger
verification:interface_review:actuation_kinematics:skin_patient_interface:insertion_path,verification_evidence,major,ready_for_intake,Applicator Insertion Mechanism -> Skin Patient Interface,Verify insertion_path interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:actuation_kinematics:skin_patient_interface:insertion_path,verification_evidence_ledger
verification:interface_review:sensing_instrumentation:control_compute_communication:sensor_signal_bus,verification_evidence,major,ready_for_intake,Glucose Sensing Instrumentation -> Control Compute Communication,Verify sensor_signal_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:sensing_instrumentation:control_compute_communication:sensor_signal_bus,verification_evidence_ledger
verification:interface_review:sensing_instrumentation:control_compute_communication:calibration_data_bus,verification_evidence,major,ready_for_intake,Glucose Sensing Instrumentation -> Control Compute Communication,Verify calibration_data_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:sensing_instrumentation:control_compute_communication:calibration_data_bus,verification_evidence_ledger
verification:interface_review:energy_storage_source:power_distribution:cell_power_bus,verification_evidence,major,ready_for_intake,Wearable Energy Source -> Low-Power Distribution,Verify cell_power_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:energy_storage_source:power_distribution:cell_power_bus,verification_evidence_ledger
verification:interface_review:power_distribution:sensing_instrumentation:analog_power_rail,verification_evidence,major,ready_for_intake,Low-Power Distribution -> Glucose Sensing Instrumentation,Verify analog_power_rail interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:power_distribution:sensing_instrumentation:analog_power_rail,verification_evidence_ledger
verification:interface_review:power_distribution:control_compute_communication:low_power_rail,verification_evidence,major,ready_for_intake,Low-Power Distribution -> Control Compute Communication,Verify low_power_rail interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:power_distribution:control_compute_communication:low_power_rail,verification_evidence_ledger
verification:interface_review:environmental_interface:control_compute_communication:temperature_compensation_bus,verification_evidence,major,ready_for_intake,Wear Environment Compensation -> Control Compute Communication,Verify temperature_compensation_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:environmental_interface:control_compute_communication:temperature_compensation_bus,verification_evidence_ledger
verification:interface_review:control_compute_communication:safety_protection:alarm_state_bus,verification_evidence,major,ready_for_intake,Control Compute Communication -> Patient Safety Protection,Verify alarm_state_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:control_compute_communication:safety_protection:alarm_state_bus,verification_evidence_ledger
verification:interface_review:maintenance_serviceability:skin_patient_interface:sterile_boundary,verification_evidence,major,ready_for_intake,Packaging Traceability Serviceability -> Skin Patient Interface,Verify sterile_boundary interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:maintenance_serviceability:skin_patient_interface:sterile_boundary,verification_evidence_ledger
verification:compliance_review:ISO-10993,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for ISO-10993,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:ISO-10993,verification_evidence_ledger
verification:compliance_review:ISO-14971,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for ISO-14971,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:ISO-14971,verification_evidence_ledger
verification:compliance_review:IEC-62304,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for IEC-62304,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:IEC-62304,verification_evidence_ledger
verification:compliance_review:IEC-60601-1,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for IEC-60601-1,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:IEC-60601-1,verification_evidence_ledger
verification:risk_review:1,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Incorrect glucose reading drives unsafe therapy decision,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:1,verification_evidence_ledger
verification:risk_review:2,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Skin irritation or adhesive injury during extended wear,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:2,verification_evidence_ledger
verification:risk_review:3,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Applicator needle or filament insertion injury,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:3,verification_evidence_ledger
verification:risk_review:4,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Telemetry or battery failure hides a clinically relevant trend,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:4,verification_evidence_ledger
