activityId,activity,evidenceKind,plannedStatus,ledgerStatus,moduleId,moduleName,reviewerName,evidenceRef,evidenceNote,reviewedAt,residualAction
calculation:environmental_interface,Verify Thermal Gas Exhaust Interface requirement calculations,calculation,ready_for_review,pending,environmental_interface,Thermal Gas Exhaust Interface,,,,,Collect reviewer evidence through the verification intake template.
source_evidence:environmental_interface,Collect source-backed evidence for Thermal Gas Exhaust Interface critical components,source_evidence,blocked,source_evidence_required,environmental_interface,Thermal Gas Exhaust Interface,,,,,"Use sourcing intake for supplier, manufacturer, MPN, cost and lead-time evidence."
design_review:sensing_instrumentation,Review Process Sensing Instrumentation architecture allocation,design_review,ready_for_review,pending,sensing_instrumentation,Process Sensing Instrumentation,,,,,Collect reviewer evidence through the verification intake template.
source_evidence:sensing_instrumentation,Collect source-backed evidence for Process Sensing Instrumentation critical components,source_evidence,blocked,source_evidence_required,sensing_instrumentation,Process Sensing Instrumentation,,,,,"Use sourcing intake for supplier, manufacturer, MPN, cost and lead-time evidence."
design_review:control_compute_communication,Review Control Compute Communication architecture allocation,design_review,ready_for_review,pending,control_compute_communication,Control Compute Communication,,,,,Collect reviewer evidence through the verification intake template.
source_evidence:control_compute_communication,Collect source-backed evidence for Control Compute Communication critical components,source_evidence,blocked,source_evidence_required,control_compute_communication,Control Compute Communication,,,,,"Use sourcing intake for supplier, manufacturer, MPN, cost and lead-time evidence."
design_review:power_distribution,Review Power Distribution architecture allocation,design_review,ready_for_review,pending,power_distribution,Power Distribution,,,,,Collect reviewer evidence through the verification intake template.
design_review:safety_protection,Review Aseptic And Pressure Safety architecture allocation,design_review,ready_for_review,pending,safety_protection,Aseptic And Pressure Safety,,,,,Collect reviewer evidence through the verification intake template.
design_review:maintenance_serviceability,Review Setup Calibration And Service architecture allocation,design_review,ready_for_review,pending,maintenance_serviceability,Setup Calibration And Service,,,,,Collect reviewer evidence through the verification intake template.
interface_review:structure_containment:mass_fluid_transport_process:sterile_fluid_path,Verify sterile_fluid_path interface contract,interface_review,ready_for_review,pending,structure_containment:mass_fluid_transport_process,Sterile Structure Containment -> Media Gas And Harvest Transport,,,,,Collect reviewer evidence through the verification intake template.
interface_review:actuation_kinematics:structure_containment:sterile_boundary,Verify sterile_boundary interface contract,interface_review,ready_for_review,pending,actuation_kinematics:structure_containment,Mixing And Agitation -> Sterile Structure Containment,,,,,Collect reviewer evidence through the verification intake template.
interface_review:mass_fluid_transport_process:environmental_interface:gas_path,Verify gas_path interface contract,interface_review,ready_for_review,pending,mass_fluid_transport_process:environmental_interface,Media Gas And Harvest Transport -> Thermal Gas Exhaust Interface,,,,,Collect reviewer evidence through the verification intake template.
interface_review:sensing_instrumentation:control_compute_communication:sensor_bus,Verify sensor_bus interface contract,interface_review,ready_for_review,pending,sensing_instrumentation:control_compute_communication,Process Sensing Instrumentation -> Control Compute Communication,,,,,Collect reviewer evidence through the verification intake template.
interface_review:control_compute_communication:mass_fluid_transport_process:pump_control,Verify pump_control interface contract,interface_review,ready_for_review,pending,control_compute_communication:mass_fluid_transport_process,Control Compute Communication -> Media Gas And Harvest Transport,,,,,Collect reviewer evidence through the verification intake template.
interface_review:safety_protection:structure_containment:pressure_relief,Verify pressure_relief interface contract,interface_review,ready_for_review,pending,safety_protection:structure_containment,Aseptic And Pressure Safety -> Sterile Structure Containment,,,,,Collect reviewer evidence through the verification intake template.
compliance_review:ISO-13485,Plan evidence for ISO-13485,compliance_review,open,pending,system_compliance,System Compliance,,,,,Collect reviewer evidence through the verification intake template.
compliance_review:USP-CLASS-VI,Plan evidence for USP-CLASS-VI,compliance_review,open,pending,system_compliance,System Compliance,,,,,Collect reviewer evidence through the verification intake template.
compliance_review:IEC-61010,Plan evidence for IEC-61010,compliance_review,open,pending,system_compliance,System Compliance,,,,,Collect reviewer evidence through the verification intake template.
compliance_review:EU-GMP-ANNEX-11,Plan evidence for EU-GMP-ANNEX-11,compliance_review,open,pending,system_compliance,System Compliance,,,,,Collect reviewer evidence through the verification intake template.
risk_review:1,Review risk control for Loss of sterility through connector or bag handling,compliance_review,open,pending,system_risk,System Risk Register,,,,,Collect reviewer evidence through the verification intake template.
risk_review:2,Review risk control for Cell culture loss from DO or pH control failure,compliance_review,open,pending,system_risk,System Risk Register,,,,,Collect reviewer evidence through the verification intake template.
risk_review:3,Review risk control for Disposable bag overpressure,compliance_review,open,pending,system_risk,System Risk Register,,,,,Collect reviewer evidence through the verification intake template.
