id,moduleId,moduleName,subModuleId,subModuleName,verdict,purposePresent,componentWordCount,interfaceCount,linkedRequirementCount,criticalComponentCount,duplicateComponentCount,carrierContractCount,missingCarrierContractCount,localOnlyInterfaceCount,reviewQuestions,acceptedReviewQuestions,blockedReviewQuestions,verificationActivities,acceptedVerificationActivities,blockedVerificationActivities,criticalUnpricedLines,passRatio,blockers,requiredAction
control_compute_communication:ground_command_link,control_compute_communication,Autonomy Control Communication,ground_command_link,Ground command link,review,yes,4,3,0,1,0,2,0,1,4,0,0,4,0,0,1,0.6667,,Review 1 local-only interface declaration(s): service_access. 4 engineering review question(s) await acceptance. 3 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence.
control_compute_communication:energy_aware_autonomy,control_compute_communication,Autonomy Control Communication,energy_aware_autonomy,Energy-aware autonomy,review,yes,4,3,0,0,0,2,0,1,4,0,0,3,0,0,0,0.6667,,Review 1 local-only interface declaration(s): battery_monitor_bus. 4 engineering review question(s) await acceptance. 3 verification activity row(s) await accepted evidence.
sensing_instrumentation:navigation_suite,sensing_instrumentation,Navigation And Airdata Sensing,navigation_suite,Navigation suite,review,yes,4,3,1,1,0,1,0,2,3,0,0,4,0,0,1,0.6667,,"Review 2 local-only interface declaration(s): flight_control_bus, telemetry_link. 3 engineering review question(s) await acceptance. 3 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence."
sensing_instrumentation:airdata_weather_sensors,sensing_instrumentation,Navigation And Airdata Sensing,airdata_weather_sensors,Airdata and weather sensors,review,yes,4,2,0,0,0,1,0,1,3,0,0,2,0,0,0,0.6667,,Review 1 local-only interface declaration(s): flight_control_bus. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence.
sensing_instrumentation:structural_health_sensing,sensing_instrumentation,Navigation And Airdata Sensing,structural_health_sensing,Structural health sensing,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): aero_load_path, telemetry_link. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
payload_communication:payload_radio,payload_communication,Communications Payload,payload_radio,Payload radio,review,yes,4,3,0,1,0,1,0,2,3,0,0,3,0,0,1,0.6667,,"Review 2 local-only interface declaration(s): payload_power_bus, thermal_path. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence."
payload_communication:antenna_aperture,payload_communication,Communications Payload,antenna_aperture,Antenna aperture,review,yes,4,3,0,1,0,1,0,2,3,0,0,3,0,0,1,0.6667,,"Review 2 local-only interface declaration(s): rf_aperture, aero_load_path. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence."
payload_communication:payload_integration,payload_communication,Communications Payload,payload_integration,Payload integration,review,yes,4,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0.6667,,"Review 3 local-only interface declaration(s): payload_power_bus, thermal_path, service_access. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
environmental_interface:thermal_protection,environmental_interface,Stratospheric Environmental Interface,thermal_protection,Thermal protection,review,yes,4,2,1,1,0,1,0,1,3,0,0,4,0,0,1,0.6667,,Review 1 local-only interface declaration(s): service_access. 3 engineering review question(s) await acceptance. 3 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence.
environmental_interface:uv_surface_protection,environmental_interface,Stratospheric Environmental Interface,uv_surface_protection,UV and surface protection,review,yes,4,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0.6667,,"Review 3 local-only interface declaration(s): solar_mount, aero_load_path, service_access. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
environmental_interface:low_pressure_management,environmental_interface,Stratospheric Environmental Interface,low_pressure_management,Low-pressure electronics management,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): payload_power_bus, service_access. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
safety_protection:abort_recovery,safety_protection,Flight Safety And Recovery,abort_recovery,Abort and recovery,review,yes,4,3,1,1,0,1,0,2,3,0,0,4,0,0,1,0.6667,,"Review 2 local-only interface declaration(s): hardwired_trip, flight_control_bus. 3 engineering review question(s) await acceptance. 3 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence."
safety_protection:airspace_safety,safety_protection,Flight Safety And Recovery,airspace_safety,Airspace safety,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): flight_control_bus, hardwired_trip. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
safety_protection:ground_handling_safety,safety_protection,Flight Safety And Recovery,ground_handling_safety,Ground handling safety,review,yes,4,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0.6667,,"Review 3 local-only interface declaration(s): service_access, aero_load_path, battery_monitor_bus. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
maintenance_serviceability:wing_assembly_service,maintenance_serviceability,Ground Handling Serviceability,wing_assembly_service,Wing assembly service,review,yes,4,3,1,0,0,0,0,3,2,0,0,2,0,0,0,0.6667,,"Review 3 local-only interface declaration(s): service_access, aero_load_path, solar_mount. 2 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
maintenance_serviceability:launch_recovery_equipment,maintenance_serviceability,Ground Handling Serviceability,launch_recovery_equipment,Launch and recovery equipment,review,yes,4,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0.6667,,"Review 3 local-only interface declaration(s): service_access, aero_load_path, telemetry_link. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
maintenance_serviceability:payload_checkout,maintenance_serviceability,Ground Handling Serviceability,payload_checkout,Payload checkout,review,yes,4,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0.6667,,"Review 3 local-only interface declaration(s): service_access, payload_data_link, telemetry_link. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
