rowType,id,moduleId,moduleName,subModuleId,subModuleName,componentWordId,label,status,interfaces,componentWordIds,criticalComponentWordIds,duplicateComponentWordIds,blockers,requiredAction
submodule,environmental_interface:ambient_enclosure_conditions,environmental_interface,Thermal Gas Exhaust Interface,ambient_enclosure_conditions,Ambient enclosure conditions,,,ready,service_access; sensor_bus; alarm_bus,ambient_temperature_probe; clean_zone_status_beacon; splash_guard_panel; wipe_down_surface_kit,,,,Submodule has component candidates and no allocation blocker.
submodule,sensing_instrumentation:do_ph_sensing,sensing_instrumentation,Process Sensing Instrumentation,do_ph_sensing,DO and pH sensing,,,ready,sensor_bus; sterile_fluid_path,dissolved_oxygen_optical_sensor; single_use_ph_sensor; sensor_patch_reader; sensor_calibration_record_card,dissolved_oxygen_optical_sensor; single_use_ph_sensor,,,Submodule has component candidates and no allocation blocker.
submodule,sensing_instrumentation:pressure_mass_temperature_sensing,sensing_instrumentation,Process Sensing Instrumentation,pressure_mass_temperature_sensing,"Pressure, mass and temperature sensing",,,ready,sensor_bus; thermal_loop; pressure_relief; mechanical_mounts,load_cell_set; bag_pressure_transducer; culture_temperature_probe; foam_detection_probe,load_cell_set,,,Submodule has component candidates and no allocation blocker.
submodule,sensing_instrumentation:gas_flow_sensing,sensing_instrumentation,Process Sensing Instrumentation,gas_flow_sensing,Gas flow sensing,,,ready,sensor_bus; gas_path; exhaust_path,gas_flow_sensor_set; exhaust_pressure_sensor; oxygen_analyser_cell; co2_analyser_cell,,,,Submodule has component candidates and no allocation blocker.
submodule,control_compute_communication:process_controller,control_compute_communication,Control Compute Communication,process_controller,Process controller,,,ready,control_bus; sensor_bus; pump_control; alarm_bus,bioreactor_controller; i_o_terminal_slice_set; control_enclosure; recipe_execution_firmware,bioreactor_controller,,,Submodule has component candidates and no allocation blocker.
submodule,control_compute_communication:batch_record_gateway,control_compute_communication,Control Compute Communication,batch_record_gateway,Batch record gateway,,,ready,batch_record_network; service_port; sensor_bus,batch_historian_module; audit_trail_storage; ethernet_switch; secure_time_source,,,,Submodule has component candidates and no allocation blocker.
submodule,control_compute_communication:operator_alarm_logic,control_compute_communication,Control Compute Communication,operator_alarm_logic,Operator and alarm logic,,,ready,alarm_bus; control_bus; service_port,alarm_annunciator; operator_hmi_panel; role_access_key_switch; batch_acknowledge_button,,,,Submodule has component candidates and no allocation blocker.
submodule,power_distribution:control_power_panel,power_distribution,Power Distribution,control_power_panel,Control power panel,,,ready,mains_supply; protective_earth; control_bus; service_access,rcd_mains_isolator; 24_v_dc_power_supply; terminal_block_rail; panel_earth_bar,,,,Submodule has component candidates and no allocation blocker.
submodule,power_distribution:actuator_power_feeds,power_distribution,Power Distribution,actuator_power_feeds,Actuator power feeds,,,ready,mains_supply; control_bus; protective_earth,pump_power_distribution_loom; agitation_drive_breaker; heater_output_relay; cable_gland_plate,,,,Submodule has component candidates and no allocation blocker.
submodule,power_distribution:backup_power_and_shutdown,power_distribution,Power Distribution,backup_power_and_shutdown,Backup power and shutdown,,,ready,mains_supply; alarm_bus; control_bus,ups_buffer_module; safe_shutdown_relay; power_fail_input_module; shutdown_status_lamp,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:sterile_pressure_safety,safety_protection,Aseptic And Pressure Safety,sterile_pressure_safety,Sterile pressure safety,,,ready,sterile_boundary; pressure_relief; exhaust_path; alarm_bus,single_use_pressure_relief_valve; vent_filter_integrity_tag; pressure_alarm_relay; bag_burst_shield,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:aseptic_setup_controls,safety_protection,Aseptic And Pressure Safety,aseptic_setup_controls,Aseptic setup controls,,,ready,sterile_boundary; service_access; alarm_bus,sterile_connection_checklist_card; connector_tamper_seal_set; pre_use_integrity_test_kit; operator_gowning_placard,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:operator_electrical_safety,safety_protection,Aseptic And Pressure Safety,operator_electrical_safety,Operator electrical safety,,,ready,protective_earth; mains_supply; service_access,emergency_stop_button; door_interlock_switch; leak_tray_float_switch; protective_earth_test_point,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:single_use_setup,maintenance_serviceability,Setup Calibration And Service,single_use_setup,Single-use setup,,,ready,service_access; sterile_fluid_path; sterile_boundary,bag_loading_fixture; tube_routing_template; connector_cap_organiser; setup_verification_barcode_sheet,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:sensor_calibration_access,maintenance_serviceability,Setup Calibration And Service,sensor_calibration_access,Sensor calibration access,,,ready,service_access; sensor_bus; sterile_fluid_path,ph_calibration_buffer_holder; do_zero_span_adapter; calibration_data_entry_hmi_page; sensor_replacement_guide_label,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:cleaning_turnaround,maintenance_serviceability,Setup Calibration And Service,cleaning_turnaround,Cleaning and turnaround,,,ready,service_access; batch_record_network,wipe_down_kit_holder; spill_tray_liner; spent_bag_removal_cart_interface; turnaround_checklist_card,,,,Submodule has component candidates and no allocation blocker.
critical_part,single_use_bioreactor_bag,structure_containment,,single_use_bag_chamber,,single_use_bioreactor_bag,Single-use bioreactor bag,allocated,,,single_use_bioreactor_bag,,,Critical part is allocated to at least one architecture submodule.
critical_part,agitation_drive,actuation_kinematics,,agitation_drive_train,,agitation_drive,Agitation drive,allocated,,,agitation_drive,,,Critical part is allocated to at least one architecture submodule.
critical_part,peristaltic_feed_pump,mass_fluid_transport_process,,feed_pump_manifold,,peristaltic_feed_pump,Peristaltic feed pump,allocated,,,peristaltic_feed_pump,,,Critical part is allocated to at least one architecture submodule.
critical_part,sparger_and_gas_mix_manifold,mass_fluid_transport_process,,sparger_gas_mixing,,sparger_and_gas_mix_manifold,Sparger and gas-mix manifold,allocated,,,sparger_and_gas_mix_manifold,,,Critical part is allocated to at least one architecture submodule.
critical_part,dissolved_oxygen_optical_sensor,sensing_instrumentation,,do_ph_sensing,,dissolved_oxygen_optical_sensor,Dissolved oxygen optical sensor,allocated,,,dissolved_oxygen_optical_sensor,,,Critical part is allocated to at least one architecture submodule.
critical_part,single_use_ph_sensor,sensing_instrumentation,,do_ph_sensing,,single_use_ph_sensor,Single-use pH sensor,allocated,,,single_use_ph_sensor,,,Critical part is allocated to at least one architecture submodule.
critical_part,temperature_control_loop,environmental_interface,,temperature_control_loop,,temperature_control_loop,Temperature control loop,allocated,,,temperature_control_loop,,,Critical part is allocated to at least one architecture submodule.
critical_part,bioreactor_controller,control_compute_communication,,process_controller,,bioreactor_controller,Bioreactor controller,allocated,,,bioreactor_controller,,,Critical part is allocated to at least one architecture submodule.
critical_part,sterile_tubing_and_connector_set,structure_containment,,sterile_connector_panel,,sterile_tubing_and_connector_set,Sterile tubing and connector set,allocated,,,sterile_tubing_and_connector_set,,,Critical part is allocated to at least one architecture submodule.
critical_part,exhaust_filter_and_pressure_relief_set,environmental_interface,,exhaust_filter_train,,exhaust_filter_and_pressure_relief_set,Exhaust filter and pressure relief set,allocated,,,exhaust_filter_and_pressure_relief_set,,,Critical part is allocated to at least one architecture submodule.
critical_part,load_cell_set,sensing_instrumentation,,pressure_mass_temperature_sensing,,load_cell_set,Load cell set,allocated,,,load_cell_set,,,Critical part is allocated to at least one architecture submodule.
