id,kind,status,basis,scope,claim,provenanceRefs,sourceRefs,reviewerEvidenceRefs,linkedRequirementIds,linkedModuleIds,linkedComponentWordIds,blocksBom,blocksPublish,nextAction
bom_source_field:environmental_interface_co2_enrichment_co2_sensor_or_dosing:supplier,bom_source_field,source_required,assumption,CO2 sensor or dosing / supplier,supplier is required but not source-backed.,,,,,environmental_interface,co2_sensor_or_dosing,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_co2_enrichment_co2_sensor_or_dosing:unit_cost_gbp,bom_source_field,source_required,assumption,CO2 sensor or dosing / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,environmental_interface,co2_sensor_or_dosing,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_horticultural_lighting_led_grow_lights:manufacturer,bom_source_field,source_required,assumption,LED grow lights / manufacturer,manufacturer is required but not source-backed.,,,,envelope_length_m; envelope_width_m; footprint_m2,environmental_interface,led_grow_lights,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_horticultural_lighting_led_grow_lights:mpn,bom_source_field,source_required,assumption,LED grow lights / mpn,mpn is required but not source-backed.,,,,envelope_length_m; envelope_width_m; footprint_m2,environmental_interface,led_grow_lights,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_horticultural_lighting_led_grow_lights:supplier,bom_source_field,source_required,assumption,LED grow lights / supplier,supplier is required but not source-backed.,,,,envelope_length_m; envelope_width_m; footprint_m2,environmental_interface,led_grow_lights,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_horticultural_lighting_led_grow_lights:unit_cost_gbp,bom_source_field,source_required,assumption,LED grow lights / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,envelope_length_m; envelope_width_m; footprint_m2,environmental_interface,led_grow_lights,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_fertigation_pumping_nutrient_pump:manufacturer,bom_source_field,source_required,assumption,Nutrient pump / manufacturer,manufacturer is required but not source-backed.,,,,,mass_fluid_transport_process,nutrient_pump,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_fertigation_pumping_nutrient_pump:mpn,bom_source_field,source_required,assumption,Nutrient pump / mpn,mpn is required but not source-backed.,,,,,mass_fluid_transport_process,nutrient_pump,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_fertigation_pumping_nutrient_pump:supplier,bom_source_field,source_required,assumption,Nutrient pump / supplier,supplier is required but not source-backed.,,,,,mass_fluid_transport_process,nutrient_pump,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_fertigation_pumping_nutrient_pump:unit_cost_gbp,bom_source_field,source_required,assumption,Nutrient pump / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,mass_fluid_transport_process,nutrient_pump,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_reservoir_plumbing_reservoir_and_plumbing_set:manufacturer,bom_source_field,source_required,assumption,Reservoir and plumbing set / manufacturer,manufacturer is required but not source-backed.,,,,,mass_fluid_transport_process,reservoir_and_plumbing_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_reservoir_plumbing_reservoir_and_plumbing_set:mpn,bom_source_field,source_required,assumption,Reservoir and plumbing set / mpn,mpn is required but not source-backed.,,,,,mass_fluid_transport_process,reservoir_and_plumbing_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_reservoir_plumbing_reservoir_and_plumbing_set:supplier,bom_source_field,source_required,assumption,Reservoir and plumbing set / supplier,supplier is required but not source-backed.,,,,,mass_fluid_transport_process,reservoir_and_plumbing_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_reservoir_plumbing_reservoir_and_plumbing_set:unit_cost_gbp,bom_source_field,source_required,assumption,Reservoir and plumbing set / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,mass_fluid_transport_process,reservoir_and_plumbing_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:power_distribution_mains_panel_rcd_isolator_panel:manufacturer,bom_source_field,source_required,assumption,RCD isolator panel / manufacturer,manufacturer is required but not source-backed.,,,,,power_distribution,rcd_isolator_panel,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:power_distribution_mains_panel_rcd_isolator_panel:mpn,bom_source_field,source_required,assumption,RCD isolator panel / mpn,mpn is required but not source-backed.,,,,,power_distribution,rcd_isolator_panel,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:power_distribution_mains_panel_rcd_isolator_panel:supplier,bom_source_field,source_required,assumption,RCD isolator panel / supplier,supplier is required but not source-backed.,,,,,power_distribution,rcd_isolator_panel,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:power_distribution_mains_panel_rcd_isolator_panel:unit_cost_gbp,bom_source_field,source_required,assumption,RCD isolator panel / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,power_distribution,rcd_isolator_panel,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_growing_rack_stack_growing_rack_structure:manufacturer,bom_source_field,source_required,assumption,Growing rack structure / manufacturer,manufacturer is required but not source-backed.,,,,envelope_length_m; envelope_width_m; footprint_m2,structure_containment,growing_rack_structure,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_growing_rack_stack_growing_rack_structure:mpn,bom_source_field,source_required,assumption,Growing rack structure / mpn,mpn is required but not source-backed.,,,,envelope_length_m; envelope_width_m; footprint_m2,structure_containment,growing_rack_structure,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_growing_rack_stack_growing_rack_structure:supplier,bom_source_field,source_required,assumption,Growing rack structure / supplier,supplier is required but not source-backed.,,,,envelope_length_m; envelope_width_m; footprint_m2,structure_containment,growing_rack_structure,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_growing_rack_stack_growing_rack_structure:unit_cost_gbp,bom_source_field,source_required,assumption,Growing rack structure / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,envelope_length_m; envelope_width_m; footprint_m2,structure_containment,growing_rack_structure,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
component_candidate:control_compute_communication_environmental_controller_environmental_controller,component_candidate,source_required,generated_model,Environmental controller,Environmental controller is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,environmental_controller,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:environmental_interface_canopy_air_mixing_air_circulation_fans,component_candidate,source_required,generated_model,Air circulation fans,Air circulation fans is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,air_circulation_fans,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:environmental_interface_co2_enrichment_co2_sensor_or_dosing,component_candidate,source_required,generated_model,CO2 sensor or dosing,CO2 sensor or dosing is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,co2_sensor_or_dosing,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:environmental_interface_horticultural_lighting_led_grow_lights,component_candidate,source_required,generated_model,LED grow lights,LED grow lights is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,envelope_length_m; envelope_width_m; footprint_m2,environmental_interface,led_grow_lights,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:mass_fluid_transport_process_fertigation_pumping_nutrient_pump,component_candidate,source_required,generated_model,Nutrient pump,Nutrient pump is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,mass_fluid_transport_process,nutrient_pump,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:mass_fluid_transport_process_reservoir_plumbing_reservoir_and_plumbing_set,component_candidate,source_required,generated_model,Reservoir and plumbing set,Reservoir and plumbing set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,mass_fluid_transport_process,reservoir_and_plumbing_set,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:power_distribution_mains_panel_rcd_isolator_panel,component_candidate,source_required,generated_model,RCD isolator panel,RCD isolator panel is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,power_distribution,rcd_isolator_panel,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:structure_containment_growing_rack_stack_growing_rack_structure,component_candidate,source_required,generated_model,Growing rack structure,Growing rack structure is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,envelope_length_m; envelope_width_m; footprint_m2,structure_containment,growing_rack_structure,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
headline_metric:capex_gbp,headline_metric,source_required,assumption,Estimated CAPEX,Estimated CAPEX = 0 GBP.,formula:capex=sum(bom.totalCostGbp); class_pack:vertical_farm.class_pack,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
headline_metric:opex_annual_gbp,headline_metric,source_required,assumption,Estimated annual OPEX,Estimated annual OPEX = 0 GBP/year.,formula:opex=capex*0.04,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
component_candidate:control_compute_communication_environmental_controller_analog_input_module,component_candidate,generated_needs_review,generated_model,analog input module,analog input module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,analog_input_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_environmental_controller_din_rail_plc,component_candidate,generated_needs_review,generated_model,DIN-rail PLC,DIN-rail PLC is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,din_rail_plc,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_environmental_controller_real_time_clock_module,component_candidate,generated_needs_review,generated_model,real-time clock module,real-time clock module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,real_time_clock_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_environmental_controller_relay_output_module,component_candidate,generated_needs_review,generated_model,relay output module,relay output module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,relay_output_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_recipe_management_alarm_historian,component_candidate,generated_needs_review,generated_model,alarm historian,alarm historian is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,alarm_historian,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_recipe_management_data_export_module,component_candidate,generated_needs_review,generated_model,data export module,data export module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,data_export_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_recipe_management_recipe_database,component_candidate,generated_needs_review,generated_model,recipe database,recipe database is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,recipe_database,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_recipe_management_set_point_scheduler,component_candidate,generated_needs_review,generated_model,set-point scheduler,set-point scheduler is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,set_point_scheduler,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_remote_monitoring_industrial_ethernet_switch,component_candidate,generated_needs_review,generated_model,industrial Ethernet switch,industrial Ethernet switch is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,industrial_ethernet_switch,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_remote_monitoring_mqtt_telemetry_bridge,component_candidate,generated_needs_review,generated_model,MQTT telemetry bridge,MQTT telemetry bridge is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,mqtt_telemetry_bridge,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_remote_monitoring_sms_alarm_modem,component_candidate,generated_needs_review,generated_model,SMS alarm modem,SMS alarm modem is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,sms_alarm_modem,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_remote_monitoring_wi_fi_gateway,component_candidate,generated_needs_review,generated_model,Wi-Fi gateway,Wi-Fi gateway is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,control_compute_communication,wi_fi_gateway,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_canopy_air_mixing_airflow_baffle_plate,component_candidate,generated_needs_review,generated_model,airflow baffle plate,airflow baffle plate is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,airflow_baffle_plate,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_canopy_air_mixing_fan_guard_grille,component_candidate,generated_needs_review,generated_model,fan guard grille,fan guard grille is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,fan_guard_grille,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_canopy_air_mixing_replaceable_intake_filter,component_candidate,generated_needs_review,generated_model,replaceable intake filter,replaceable intake filter is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,replaceable_intake_filter,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_co2_enrichment_co2_distribution_tube,component_candidate,generated_needs_review,generated_model,CO2 distribution tube,CO2 distribution tube is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,co2_distribution_tube,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_co2_enrichment_co2_solenoid_valve,component_candidate,generated_needs_review,generated_model,CO2 solenoid valve,CO2 solenoid valve is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,co2_solenoid_valve,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_co2_enrichment_gas_regulator,component_candidate,generated_needs_review,generated_model,gas regulator,gas regulator is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,gas_regulator,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_co2_enrichment_ndir_co2_sensor_head,component_candidate,generated_needs_review,generated_model,NDIR CO2 sensor head,NDIR CO2 sensor head is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,ndir_co2_sensor_head,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_horticultural_lighting_dimmable_led_driver,component_candidate,generated_needs_review,generated_model,dimmable LED driver,dimmable LED driver is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,dimmable_led_driver,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_horticultural_lighting_glare_shield,component_candidate,generated_needs_review,generated_model,glare shield,glare shield is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,glare_shield,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_horticultural_lighting_lighting_suspension_bracket,component_candidate,generated_needs_review,generated_model,lighting suspension bracket,lighting suspension bracket is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,lighting_suspension_bracket,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_horticultural_lighting_ppfd_calibration_target,component_candidate,generated_needs_review,generated_model,PPFD calibration target,PPFD calibration target is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,ppfd_calibration_target,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_humidity_temperature_control_condensate_pump,component_candidate,generated_needs_review,generated_model,condensate pump,condensate pump is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,condensate_pump,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_humidity_temperature_control_dehumidifier_module,component_candidate,generated_needs_review,generated_model,dehumidifier module,dehumidifier module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,dehumidifier_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_humidity_temperature_control_heat_exchanger_coil,component_candidate,generated_needs_review,generated_model,heat exchanger coil,heat exchanger coil is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,heat_exchanger_coil,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_humidity_temperature_control_humidity_control_relay,component_candidate,generated_needs_review,generated_model,humidity control relay,humidity control relay is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,humidity_control_relay,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_humidity_temperature_control_supply_air_temperature_probe,component_candidate,generated_needs_review,generated_model,supply air temperature probe,supply air temperature probe is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,environmental_interface,supply_air_temperature_probe,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_labelling_workflows_chemical_hazard_label_set,component_candidate,generated_needs_review,generated_model,chemical hazard label set,chemical hazard label set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,hmi_ergonomics,chemical_hazard_label_set,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_labelling_workflows_cleaning_checklist_card,component_candidate,generated_needs_review,generated_model,cleaning checklist card,cleaning checklist card is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,hmi_ergonomics,cleaning_checklist_card,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_labelling_workflows_crop_lot_label_holder,component_candidate,generated_needs_review,generated_model,crop lot label holder,crop lot label holder is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,hmi_ergonomics,crop_lot_label_holder,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_labelling_workflows_electrical_isolation_placard,component_candidate,generated_needs_review,generated_model,electrical isolation placard,electrical isolation placard is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,hmi_ergonomics,electrical_isolation_placard,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_local_hmi_alarm_buzzer_beacon,component_candidate,generated_needs_review,generated_model,alarm buzzer beacon,alarm buzzer beacon is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,hmi_ergonomics,alarm_buzzer_beacon,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_local_hmi_recipe_selector_control,component_candidate,generated_needs_review,generated_model,recipe selector control,recipe selector control is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,hmi_ergonomics,recipe_selector_control,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_local_hmi_touchscreen_hmi,component_candidate,generated_needs_review,generated_model,touchscreen HMI,touchscreen HMI is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,hmi_ergonomics,touchscreen_hmi,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_local_hmi_usb_data_export_port,component_candidate,generated_needs_review,generated_model,USB data export port,USB data export port is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,hmi_ergonomics,usb_data_export_port,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_cleaning_access_drying_fan_mode_switch,component_candidate,generated_needs_review,generated_model,drying fan mode switch,drying fan mode switch is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,maintenance_serviceability,drying_fan_mode_switch,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_cleaning_access_quick_release_manifold_union,component_candidate,generated_needs_review,generated_model,quick-release manifold union,quick-release manifold union is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,maintenance_serviceability,quick_release_manifold_union,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_cleaning_access_removable_sump_screen,component_candidate,generated_needs_review,generated_model,removable sump screen,removable sump screen is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,maintenance_serviceability,removable_sump_screen,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_cleaning_access_washdown_hose_connection,component_candidate,generated_needs_review,generated_model,washdown hose connection,washdown hose connection is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,maintenance_serviceability,washdown_hose_connection,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_consumable_service_dosing_bottle_tray,component_candidate,generated_needs_review,generated_model,dosing bottle tray,dosing bottle tray is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,maintenance_serviceability,dosing_bottle_tray,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_consumable_service_filter_service_hatch,component_candidate,generated_needs_review,generated_model,filter service hatch,filter service hatch is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,maintenance_serviceability,filter_service_hatch,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_consumable_service_probe_calibration_cup,component_candidate,generated_needs_review,generated_model,probe calibration cup,probe calibration cup is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,maintenance_serviceability,probe_calibration_cup,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_consumable_service_spare_gasket_kit,component_candidate,generated_needs_review,generated_model,spare gasket kit,spare gasket kit is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.vertical_farm,,,,maintenance_serviceability,spare_gasket_kit,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
