id,kind,priority,status,scope,issue,requiredEvidence,closurePath,blocks,linkedIds,source
assumption:sanity:haps_wingspan_envelope,assumption_review,major,needs_review,Wing Span Envelope,Wing Span Envelope currently evaluates as pass against 10 to 80 m for lightweight demonstrator-to-service HAPS concepts before aeroelastic proof.,"Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.",engineering_review,publishable,wingspan_m,engineering_assumption_ledger
assumption:sanity:haps_energy_flight_closure,assumption_review,major,needs_review,Solar/Energy/Flight Closure,"Solar/Energy/Flight Closure currently evaluates as pass against solar DC, battery DC, propulsion power, flight control and battery monitor paths present.","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.",engineering_review,publishable,wingspan_m; endurance_days; altitude_km,engineering_assumption_ledger
assumption:sanity:haps_payload_comms_safety,assumption_review,major,needs_review,Payload/Telemetry/Safety Closure,"Payload/Telemetry/Safety Closure currently evaluates as pass against payload data, payload power, telemetry, hardwired trip, thermal path and recovery parachute present.","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.",engineering_review,publishable,altitude_km,engineering_assumption_ledger
assumption:compliance:CAA-UAS-OPS,assumption_review,major,needs_review,CAA-UAS-OPS,High-altitude unmanned aircraft operational safety case is relevant to this product class in UK / aviation authority review.,"Airspace concept of operations, detect-and-avoid assumptions, command link and recovery evidence.",engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:DO-160-ENV,assumption_review,major,needs_review,DO-160-ENV,Airborne equipment environmental conditions is relevant to this product class in Aviation engineering reference.,"Temperature, vibration, electrical power and EMC environmental evidence tailored to stratospheric operation.",engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:SOLAR-ENERGY-BALANCE-REVIEW,assumption_review,major,needs_review,SOLAR-ENERGY-BALANCE-REVIEW,Solar day/night energy balance review is relevant to this product class in Project engineering gate.,"Solar collection, battery night-cycle, propulsion load and station-keeping wind model evidence.",engineering_review,publishable,,engineering_assumption_ledger
sourcing:high_aspect_ratio_wing_structure,sourcing_evidence,blocker,ready_for_intake,High-aspect-ratio wing structure,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,high_aspect_ratio_wing_structure,sourcing_worklist
sourcing:solar_cell_array,sourcing_evidence,blocker,ready_for_intake,Solar cell array,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,solar_cell_array,sourcing_worklist
sourcing:mppt_power_tracker,sourcing_evidence,blocker,ready_for_intake,MPPT power tracker,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,mppt_power_tracker,sourcing_worklist
sourcing:stratospheric_battery_pack,sourcing_evidence,blocker,ready_for_intake,Stratospheric battery pack,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,stratospheric_battery_pack,sourcing_worklist
sourcing:electric_propulsion_pod,sourcing_evidence,blocker,ready_for_intake,Electric propulsion pod,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,electric_propulsion_pod,sourcing_worklist
sourcing:flight_control_computer,sourcing_evidence,blocker,ready_for_intake,Flight control computer,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,flight_control_computer,sourcing_worklist
sourcing:ground_control_link,sourcing_evidence,blocker,ready_for_intake,Ground control link,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,ground_control_link,sourcing_worklist
sourcing:gnss_ins_navigation_unit,sourcing_evidence,blocker,ready_for_intake,GNSS INS navigation unit,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,gnss_ins_navigation_unit,sourcing_worklist
sourcing:stratospheric_communications_payload,sourcing_evidence,blocker,ready_for_intake,Stratospheric communications payload,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,stratospheric_communications_payload,sourcing_worklist
sourcing:payload_antenna_array,sourcing_evidence,blocker,ready_for_intake,Payload antenna array,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,payload_antenna_array,sourcing_worklist
sourcing:thermal_insulation_blanket,sourcing_evidence,blocker,ready_for_intake,Thermal insulation blanket,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,thermal_insulation_blanket,sourcing_worklist
sourcing:recovery_parachute_system,sourcing_evidence,blocker,ready_for_intake,Recovery parachute system,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,recovery_parachute_system,sourcing_worklist
verification:design_review:structure_containment,verification_evidence,major,ready_for_intake,Ultra-Light Wing Structure,Review Ultra-Light Wing Structure architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:structure_containment,verification_evidence_ledger
verification:calculation:structure_containment,verification_evidence,major,ready_for_intake,Ultra-Light Wing Structure,Verify Ultra-Light Wing Structure requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:structure_containment,verification_evidence_ledger
verification:design_review:energy_harvesting,verification_evidence,major,ready_for_intake,Solar Energy Harvesting,Review Solar Energy Harvesting architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:energy_harvesting,verification_evidence_ledger
verification:calculation:energy_harvesting,verification_evidence,major,ready_for_intake,Solar Energy Harvesting,Verify Solar Energy Harvesting requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:energy_harvesting,verification_evidence_ledger
verification:design_review:energy_storage_source,verification_evidence,major,ready_for_intake,Night-Cycle Energy Storage,Review Night-Cycle Energy Storage architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:energy_storage_source,verification_evidence_ledger
verification:calculation:energy_storage_source,verification_evidence,major,ready_for_intake,Night-Cycle Energy Storage,Verify Night-Cycle Energy Storage requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:energy_storage_source,verification_evidence_ledger
verification:design_review:power_distribution,verification_evidence,major,ready_for_intake,Flight Power Distribution,Review Flight Power Distribution architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:power_distribution,verification_evidence_ledger
verification:calculation:power_distribution,verification_evidence,major,ready_for_intake,Flight Power Distribution,Verify Flight Power Distribution requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:power_distribution,verification_evidence_ledger
verification:design_review:actuation_kinematics,verification_evidence,major,ready_for_intake,Propulsion And Control Surfaces,Review Propulsion And Control Surfaces architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:actuation_kinematics,verification_evidence_ledger
verification:calculation:actuation_kinematics,verification_evidence,major,ready_for_intake,Propulsion And Control Surfaces,Verify Propulsion And Control Surfaces requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:actuation_kinematics,verification_evidence_ledger
verification:design_review:control_compute_communication,verification_evidence,major,ready_for_intake,Autonomy Control Communication,Review Autonomy Control Communication architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:control_compute_communication,verification_evidence_ledger
verification:calculation:control_compute_communication,verification_evidence,major,ready_for_intake,Autonomy Control Communication,Verify Autonomy Control Communication requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:control_compute_communication,verification_evidence_ledger
verification:design_review:sensing_instrumentation,verification_evidence,major,ready_for_intake,Navigation And Airdata Sensing,Review Navigation And Airdata Sensing architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:sensing_instrumentation,verification_evidence_ledger
verification:calculation:sensing_instrumentation,verification_evidence,major,ready_for_intake,Navigation And Airdata Sensing,Verify Navigation And Airdata Sensing requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:sensing_instrumentation,verification_evidence_ledger
verification:design_review:payload_communication,verification_evidence,major,ready_for_intake,Communications Payload,Review Communications Payload architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:payload_communication,verification_evidence_ledger
verification:design_review:environmental_interface,verification_evidence,major,ready_for_intake,Stratospheric Environmental Interface,Review Stratospheric Environmental Interface architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:environmental_interface,verification_evidence_ledger
verification:calculation:environmental_interface,verification_evidence,major,ready_for_intake,Stratospheric Environmental Interface,Verify Stratospheric Environmental Interface requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:environmental_interface,verification_evidence_ledger
verification:design_review:safety_protection,verification_evidence,major,ready_for_intake,Flight Safety And Recovery,Review Flight Safety And Recovery architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:safety_protection,verification_evidence_ledger
verification:calculation:safety_protection,verification_evidence,major,ready_for_intake,Flight Safety And Recovery,Verify Flight Safety And Recovery requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:safety_protection,verification_evidence_ledger
verification:design_review:maintenance_serviceability,verification_evidence,major,ready_for_intake,Ground Handling Serviceability,Review Ground Handling Serviceability architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:maintenance_serviceability,verification_evidence_ledger
verification:calculation:maintenance_serviceability,verification_evidence,major,ready_for_intake,Ground Handling Serviceability,Verify Ground Handling Serviceability requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:maintenance_serviceability,verification_evidence_ledger
verification:interface_review:energy_harvesting:power_distribution:solar_dc_bus,verification_evidence,major,ready_for_intake,Solar Energy Harvesting -> Flight Power Distribution,Verify solar_dc_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:energy_harvesting:power_distribution:solar_dc_bus,verification_evidence_ledger
verification:interface_review:energy_storage_source:power_distribution:battery_dc_bus,verification_evidence,major,ready_for_intake,Night-Cycle Energy Storage -> Flight Power Distribution,Verify battery_dc_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:energy_storage_source:power_distribution:battery_dc_bus,verification_evidence_ledger
verification:interface_review:power_distribution:actuation_kinematics:propulsion_power_bus,verification_evidence,major,ready_for_intake,Flight Power Distribution -> Propulsion And Control Surfaces,Verify propulsion_power_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:power_distribution:actuation_kinematics:propulsion_power_bus,verification_evidence_ledger
verification:interface_review:control_compute_communication:actuation_kinematics:flight_control_bus,verification_evidence,major,ready_for_intake,Autonomy Control Communication -> Propulsion And Control Surfaces,Verify flight_control_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:control_compute_communication:actuation_kinematics:flight_control_bus,verification_evidence_ledger
verification:interface_review:sensing_instrumentation:control_compute_communication:sensor_bus,verification_evidence,major,ready_for_intake,Navigation And Airdata Sensing -> Autonomy Control Communication,Verify sensor_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:sensing_instrumentation:control_compute_communication:sensor_bus,verification_evidence_ledger
verification:interface_review:payload_communication:control_compute_communication:payload_data_link,verification_evidence,major,ready_for_intake,Communications Payload -> Autonomy Control Communication,Verify payload_data_link interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:payload_communication:control_compute_communication:payload_data_link,verification_evidence_ledger
verification:interface_review:environmental_interface:energy_storage_source:thermal_path,verification_evidence,major,ready_for_intake,Stratospheric Environmental Interface -> Night-Cycle Energy Storage,Verify thermal_path interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:environmental_interface:energy_storage_source:thermal_path,verification_evidence_ledger
verification:interface_review:safety_protection:control_compute_communication:telemetry_link,verification_evidence,major,ready_for_intake,Flight Safety And Recovery -> Autonomy Control Communication,Verify telemetry_link interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:safety_protection:control_compute_communication:telemetry_link,verification_evidence_ledger
verification:compliance_review:CAA-UAS-OPS,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for CAA-UAS-OPS,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:CAA-UAS-OPS,verification_evidence_ledger
verification:compliance_review:DO-160-ENV,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for DO-160-ENV,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:DO-160-ENV,verification_evidence_ledger
verification:compliance_review:SOLAR-ENERGY-BALANCE-REVIEW,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for SOLAR-ENERGY-BALANCE-REVIEW,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:SOLAR-ENERGY-BALANCE-REVIEW,verification_evidence_ledger
verification:risk_review:1,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Energy-negative overnight operation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:1,verification_evidence_ledger
verification:risk_review:2,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Wing structural failure in gust or launch handling,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:2,verification_evidence_ledger
verification:risk_review:3,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Lost command link or uncontrolled descent,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:3,verification_evidence_ledger
