id,lineId,componentWordId,description,priority,quantity,unit,traceStatus,ledgerStatus,duplicateResolution,supplier,manufacturer,mpn,unitCostGbp,totalCostGbp,sourceRef,sourceReferenceClass,sourceReferenceStatus,sourceQualityIssues,supplierClaim,manufacturerClaim,mpnClaim,unitCostClaim,sourceBackedRequiredClaims,missingRequiredClaims,provenanceViolations,canDisplayCandidate,canDisplayPricedReview,canUseForProcurement,requiredAction
bom-trace:energy_storage_source_stratospheric_battery_pack_stratospheric_battery_pack,energy_storage_source_stratospheric_battery_pack_stratospheric_battery_pack,stratospheric_battery_pack,Stratospheric battery pack,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:energy_storage_source_stratospheric_battery_pack_battery_management_board,energy_storage_source_stratospheric_battery_pack_battery_management_board,battery_management_board,battery management board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_stratospheric_battery_pack_lightweight_battery_enclosure,energy_storage_source_stratospheric_battery_pack_lightweight_battery_enclosure,lightweight_battery_enclosure,lightweight battery enclosure,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_stratospheric_battery_pack_cell_heater_film,energy_storage_source_stratospheric_battery_pack_cell_heater_film,cell_heater_film,cell heater film,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_battery_thermal_zone_battery_insulation_sleeve,energy_storage_source_battery_thermal_zone_battery_insulation_sleeve,battery_insulation_sleeve,battery insulation sleeve,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_battery_thermal_zone_phase_change_thermal_buffer,energy_storage_source_battery_thermal_zone_phase_change_thermal_buffer,phase_change_thermal_buffer,phase-change thermal buffer,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_battery_thermal_zone_battery_temperature_sensor_harness,energy_storage_source_battery_thermal_zone_battery_temperature_sensor_harness,battery_temperature_sensor_harness,battery temperature sensor harness,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_battery_thermal_zone_battery_vent_path,energy_storage_source_battery_thermal_zone_battery_vent_path,battery_vent_path,battery vent path,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_energy_reserve_monitoring_coulomb_counter_module,energy_storage_source_energy_reserve_monitoring_coulomb_counter_module,coulomb_counter_module,coulomb counter module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_energy_reserve_monitoring_reserve_energy_estimator,energy_storage_source_energy_reserve_monitoring_reserve_energy_estimator,reserve_energy_estimator,reserve energy estimator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_energy_reserve_monitoring_battery_isolation_contactor,energy_storage_source_energy_reserve_monitoring_battery_isolation_contactor,battery_isolation_contactor,battery isolation contactor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_energy_reserve_monitoring_night_cycle_test_connector,energy_storage_source_energy_reserve_monitoring_night_cycle_test_connector,night_cycle_test_connector,night-cycle test connector,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_solar_battery_power_management_solar_battery_charge_controller,power_distribution_solar_battery_power_management_solar_battery_charge_controller,solar_battery_charge_controller,solar battery charge controller,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_solar_battery_power_management_main_dc_bus_board,power_distribution_solar_battery_power_management_main_dc_bus_board,main_dc_bus_board,main DC bus board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_solar_battery_power_management_payload_power_switch,power_distribution_solar_battery_power_management_payload_power_switch,payload_power_switch,payload power switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_solar_battery_power_management_propulsion_bus_fuse_set,power_distribution_solar_battery_power_management_propulsion_bus_fuse_set,propulsion_bus_fuse_set,propulsion bus fuse set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_low_voltage_distribution_avionics_dc_converter,power_distribution_low_voltage_distribution_avionics_dc_converter,avionics_dc_converter,avionics DC converter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_low_voltage_distribution_servo_power_rail,power_distribution_low_voltage_distribution_servo_power_rail,servo_power_rail,servo power rail,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_low_voltage_distribution_communications_dc_converter,power_distribution_low_voltage_distribution_communications_dc_converter,communications_dc_converter,communications DC converter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_low_voltage_distribution_low_voltage_harness_loom,power_distribution_low_voltage_distribution_low_voltage_harness_loom,low_voltage_harness_loom,low-voltage harness loom,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_load_shed_protection_load_shed_relay_set,power_distribution_load_shed_protection_load_shed_relay_set,load_shed_relay_set,load shed relay set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_load_shed_protection_brownout_supervisor,power_distribution_load_shed_protection_brownout_supervisor,brownout_supervisor,brownout supervisor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_load_shed_protection_energy_priority_controller,power_distribution_load_shed_protection_energy_priority_controller,energy_priority_controller,energy priority controller,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_load_shed_protection_fault_latch_indicator,power_distribution_load_shed_protection_fault_latch_indicator,fault_latch_indicator,fault latch indicator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_electric_propulsion_pods_electric_propulsion_pod,actuation_kinematics_electric_propulsion_pods_electric_propulsion_pod,electric_propulsion_pod,Electric propulsion pod,critical,4,each,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:actuation_kinematics_electric_propulsion_pods_high_altitude_propeller_set,actuation_kinematics_electric_propulsion_pods_high_altitude_propeller_set,high_altitude_propeller_set,high-altitude propeller set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_electric_propulsion_pods_motor_controller_module,actuation_kinematics_electric_propulsion_pods_motor_controller_module,motor_controller_module,motor controller module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_electric_propulsion_pods_propulsion_pod_fairing,actuation_kinematics_electric_propulsion_pods_propulsion_pod_fairing,propulsion_pod_fairing,propulsion pod fairing,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_control_surface_actuation_low_temperature_servo_actuator,actuation_kinematics_control_surface_actuation_low_temperature_servo_actuator,low_temperature_servo_actuator,low-temperature servo actuator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_control_surface_actuation_control_linkage_rod_set,actuation_kinematics_control_surface_actuation_control_linkage_rod_set,control_linkage_rod_set,control linkage rod set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_control_surface_actuation_surface_position_sensor,actuation_kinematics_control_surface_actuation_surface_position_sensor,surface_position_sensor,surface position sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_control_surface_actuation_servo_heater_trace,actuation_kinematics_control_surface_actuation_servo_heater_trace,servo_heater_trace,servo heater trace,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_station_keeping_trim_trim_schedule_table,actuation_kinematics_station_keeping_trim_trim_schedule_table,trim_schedule_table,trim schedule table,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_station_keeping_trim_gust_load_estimator,actuation_kinematics_station_keeping_trim_gust_load_estimator,gust_load_estimator,gust load estimator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_station_keeping_trim_airspeed_setpoint_manager,actuation_kinematics_station_keeping_trim_airspeed_setpoint_manager,airspeed_setpoint_manager,airspeed setpoint manager,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_station_keeping_trim_propulsion_calibration_record,actuation_kinematics_station_keeping_trim_propulsion_calibration_record,propulsion_calibration_record,propulsion calibration record,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_flight_control_computer_flight_control_computer,control_compute_communication_flight_control_computer_flight_control_computer,flight_control_computer,Flight control computer,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:control_compute_communication_flight_control_computer_autopilot_io_board,control_compute_communication_flight_control_computer_autopilot_io_board,autopilot_io_board,autopilot IO board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_flight_control_computer_flight_software_image,control_compute_communication_flight_control_computer_flight_software_image,flight_software_image,flight software image,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_flight_control_computer_watchdog_supervisor,control_compute_communication_flight_control_computer_watchdog_supervisor,watchdog_supervisor,watchdog supervisor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_ground_command_link_ground_control_link,control_compute_communication_ground_command_link_ground_control_link,ground_control_link,Ground control link,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:control_compute_communication_ground_command_link_telemetry_transceiver,control_compute_communication_ground_command_link_telemetry_transceiver,telemetry_transceiver,telemetry transceiver,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_ground_command_link_command_authentication_module,control_compute_communication_ground_command_link_command_authentication_module,command_authentication_module,command authentication module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_ground_command_link_mission_log_recorder,control_compute_communication_ground_command_link_mission_log_recorder,mission_log_recorder,mission log recorder,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_energy_aware_autonomy_solar_forecast_model,control_compute_communication_energy_aware_autonomy_solar_forecast_model,solar_forecast_model,solar forecast model,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_energy_aware_autonomy_wind_field_route_planner,control_compute_communication_energy_aware_autonomy_wind_field_route_planner,wind_field_route_planner,wind field route planner,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_energy_aware_autonomy_payload_duty_cycle_controller,control_compute_communication_energy_aware_autonomy_payload_duty_cycle_controller,payload_duty_cycle_controller,payload duty-cycle controller,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_energy_aware_autonomy_return_corridor_manager,control_compute_communication_energy_aware_autonomy_return_corridor_manager,return_corridor_manager,return corridor manager,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_navigation_suite_gnss_ins_navigation_unit,sensing_instrumentation_navigation_suite_gnss_ins_navigation_unit,gnss_ins_navigation_unit,GNSS INS navigation unit,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
