id,lineId,componentWordId,description,priority,quantity,unit,traceStatus,ledgerStatus,duplicateResolution,supplier,manufacturer,mpn,unitCostGbp,totalCostGbp,sourceRef,sourceReferenceClass,sourceReferenceStatus,sourceQualityIssues,supplierClaim,manufacturerClaim,mpnClaim,unitCostClaim,sourceBackedRequiredClaims,missingRequiredClaims,provenanceViolations,canDisplayCandidate,canDisplayPricedReview,canUseForProcurement,requiredAction
bom-trace:energy_conversion_transduction_output_filtering_emi_filter_assembly,energy_conversion_transduction_output_filtering_emi_filter_assembly,emi_filter_assembly,EMI filter assembly,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_output_filtering_snubber_network_board,energy_conversion_transduction_output_filtering_snubber_network_board,snubber_network_board,snubber network board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_output_filtering_thermal_interface_pad_set,energy_conversion_transduction_output_filtering_thermal_interface_pad_set,thermal_interface_pad_set,thermal interface pad set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_converter_supervision_module_health_monitor_board,energy_conversion_transduction_converter_supervision_module_health_monitor_board,module_health_monitor_board,module health monitor board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_converter_supervision_heatsink_temperature_probe,energy_conversion_transduction_converter_supervision_heatsink_temperature_probe,heatsink_temperature_probe,heatsink temperature probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_converter_supervision_fan_coolant_derating_table,energy_conversion_transduction_converter_supervision_fan_coolant_derating_table,fan_coolant_derating_table,fan/coolant derating table,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_converter_supervision_firmware_recovery_jumper,energy_conversion_transduction_converter_supervision_firmware_recovery_jumper,firmware_recovery_jumper,firmware recovery jumper,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:charging_connector_interface_ccs2_cable_connector_ccs2_liquid_cooled_cable_and_connector,charging_connector_interface_ccs2_cable_connector_ccs2_liquid_cooled_cable_and_connector,ccs2_liquid_cooled_cable_and_connector,CCS2 liquid-cooled cable and connector,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:charging_connector_interface_ccs2_cable_connector_connector_temperature_sensor_pair,charging_connector_interface_ccs2_cable_connector_connector_temperature_sensor_pair,connector_temperature_sensor_pair,connector temperature sensor pair,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:charging_connector_interface_ccs2_cable_connector_proximity_pilot_resistor_set,charging_connector_interface_ccs2_cable_connector_proximity_pilot_resistor_set,proximity_pilot_resistor_set,proximity pilot resistor set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:charging_connector_interface_ccs2_cable_connector_cable_strain_relief_boot,charging_connector_interface_ccs2_cable_connector_cable_strain_relief_boot,cable_strain_relief_boot,cable strain relief boot,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:charging_connector_interface_connector_cooling_coupling_liquid_cooled_cable_manifold,charging_connector_interface_connector_cooling_coupling_liquid_cooled_cable_manifold,liquid_cooled_cable_manifold,liquid-cooled cable manifold,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:charging_connector_interface_connector_cooling_coupling_quick_connect_coolant_coupler,charging_connector_interface_connector_cooling_coupling_quick_connect_coolant_coupler,quick_connect_coolant_coupler,quick-connect coolant coupler,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:charging_connector_interface_connector_cooling_coupling_coolant_leak_catch_tray,charging_connector_interface_connector_cooling_coupling_coolant_leak_catch_tray,coolant_leak_catch_tray,coolant leak catch tray,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:charging_connector_interface_connector_cooling_coupling_cable_coolant_temperature_probe,charging_connector_interface_connector_cooling_coupling_cable_coolant_temperature_probe,cable_coolant_temperature_probe,cable coolant temperature probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:charging_connector_interface_vehicle_communication_frontend_iso_15118_plc_modem,charging_connector_interface_vehicle_communication_frontend_iso_15118_plc_modem,iso_15118_plc_modem,ISO 15118 PLC modem,critical,1,candidate,duplicate_identity_review_required,critical_unpriced,canonical_review_required,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Resolve duplicate component identity before pricing or using this line.
bom-trace:charging_connector_interface_vehicle_communication_frontend_control_pilot_interface_board,charging_connector_interface_vehicle_communication_frontend_control_pilot_interface_board,control_pilot_interface_board,control pilot interface board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:charging_connector_interface_vehicle_communication_frontend_proximity_detection_input,charging_connector_interface_vehicle_communication_frontend_proximity_detection_input,proximity_detection_input,proximity detection input,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:charging_connector_interface_vehicle_communication_frontend_vehicle_comms_isolation_transformer,charging_connector_interface_vehicle_communication_frontend_vehicle_comms_isolation_transformer,vehicle_comms_isolation_transformer,vehicle comms isolation transformer,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_charge_controller_charge_controller_pcb,control_compute_communication_charge_controller_charge_controller_pcb,charge_controller_pcb,charge controller PCB,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_charge_controller_safety_io_terminal_block,control_compute_communication_charge_controller_safety_io_terminal_block,safety_io_terminal_block,safety IO terminal block,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_charge_controller_real_time_clock_module,control_compute_communication_charge_controller_real_time_clock_module,real_time_clock_module,real-time clock module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_charge_controller_nonvolatile_event_log_memory,control_compute_communication_charge_controller_nonvolatile_event_log_memory,nonvolatile_event_log_memory,nonvolatile event log memory,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_backend_gateway_ocpp_communications_gateway,control_compute_communication_backend_gateway_ocpp_communications_gateway,ocpp_communications_gateway,OCPP communications gateway,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:control_compute_communication_backend_gateway_lte_router_module,control_compute_communication_backend_gateway_lte_router_module,lte_router_module,LTE router module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_backend_gateway_ethernet_surge_protector,control_compute_communication_backend_gateway_ethernet_surge_protector,ethernet_surge_protector,ethernet surge protector,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_backend_gateway_secure_element_module,control_compute_communication_backend_gateway_secure_element_module,secure_element_module,secure element module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_protocol_stack_iso_15118_plc_modem,control_compute_communication_protocol_stack_iso_15118_plc_modem,iso_15118_plc_modem,ISO 15118 PLC modem,critical,1,candidate,duplicate_identity_review_required,critical_unpriced,canonical_review_required,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Resolve duplicate component identity before pricing or using this line.
bom-trace:control_compute_communication_protocol_stack_plug_and_charge_certificate_store,control_compute_communication_protocol_stack_plug_and_charge_certificate_store,plug_and_charge_certificate_store,Plug and Charge certificate store,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_protocol_stack_charging_session_firmware_image,control_compute_communication_protocol_stack_charging_session_firmware_image,charging_session_firmware_image,charging session firmware image,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_protocol_stack_protocol_debug_header,control_compute_communication_protocol_stack_protocol_debug_header,protocol_debug_header,protocol debug header,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_energy_metering_mid_energy_meter,sensing_instrumentation_energy_metering_mid_energy_meter,mid_energy_meter,MID energy meter,critical,1,candidate,duplicate_identity_review_required,critical_unpriced,canonical_review_required,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Resolve duplicate component identity before pricing or using this line.
bom-trace:sensing_instrumentation_energy_metering_dc_voltage_transducer,sensing_instrumentation_energy_metering_dc_voltage_transducer,dc_voltage_transducer,DC voltage transducer,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_energy_metering_dc_current_shunt,sensing_instrumentation_energy_metering_dc_current_shunt,dc_current_shunt,DC current shunt,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_energy_metering_meter_pulse_output_isolator,sensing_instrumentation_energy_metering_meter_pulse_output_isolator,meter_pulse_output_isolator,meter pulse output isolator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_insulation_fault_detection_insulation_monitoring_device,sensing_instrumentation_insulation_fault_detection_insulation_monitoring_device,insulation_monitoring_device,Insulation monitoring device,critical,1,candidate,duplicate_identity_review_required,critical_unpriced,canonical_review_required,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Resolve duplicate component identity before pricing or using this line.
bom-trace:sensing_instrumentation_insulation_fault_detection_imd_coupling_network,sensing_instrumentation_insulation_fault_detection_imd_coupling_network,imd_coupling_network,IMD coupling network,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_insulation_fault_detection_fault_status_relay,sensing_instrumentation_insulation_fault_detection_fault_status_relay,fault_status_relay,fault status relay,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_insulation_fault_detection_test_resistor_plug,sensing_instrumentation_insulation_fault_detection_test_resistor_plug,test_resistor_plug,test resistor plug,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_connector_sensing_connector_latch_microswitch,sensing_instrumentation_connector_sensing_connector_latch_microswitch,connector_latch_microswitch,connector latch microswitch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_connector_sensing_handle_temperature_sensor,sensing_instrumentation_connector_sensing_handle_temperature_sensor,handle_temperature_sensor,handle temperature sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_connector_sensing_cable_identification_resistor_reader,sensing_instrumentation_connector_sensing_cable_identification_resistor_reader,cable_identification_resistor_reader,cable identification resistor reader,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_connector_sensing_holster_presence_switch,sensing_instrumentation_connector_sensing_holster_presence_switch,holster_presence_switch,holster presence switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_liquid_cooling_loop_cooling_loop_assembly,environmental_interface_liquid_cooling_loop_cooling_loop_assembly,cooling_loop_assembly,Cooling loop assembly,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:environmental_interface_liquid_cooling_loop_coolant_pump,environmental_interface_liquid_cooling_loop_coolant_pump,coolant_pump,coolant pump,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_liquid_cooling_loop_plate_radiator,environmental_interface_liquid_cooling_loop_plate_radiator,plate_radiator,plate radiator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_liquid_cooling_loop_coolant_reservoir,environmental_interface_liquid_cooling_loop_coolant_reservoir,coolant_reservoir,coolant reservoir,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_thermal_air_path_cabinet_fan_tray,environmental_interface_thermal_air_path_cabinet_fan_tray,cabinet_fan_tray,cabinet fan tray,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_thermal_air_path_inlet_filter_mat,environmental_interface_thermal_air_path_inlet_filter_mat,inlet_filter_mat,inlet filter mat,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_thermal_air_path_exhaust_louvre_assembly,environmental_interface_thermal_air_path_exhaust_louvre_assembly,exhaust_louvre_assembly,exhaust louvre assembly,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_thermal_air_path_airflow_proving_switch,environmental_interface_thermal_air_path_airflow_proving_switch,airflow_proving_switch,airflow proving switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_weatherproofing_cabinet_drain_grommet,environmental_interface_weatherproofing_cabinet_drain_grommet,cabinet_drain_grommet,cabinet drain grommet,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_weatherproofing_door_gasket_set,environmental_interface_weatherproofing_door_gasket_set,door_gasket_set,door gasket set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_weatherproofing_anti_condensation_heater,environmental_interface_weatherproofing_anti_condensation_heater,anti_condensation_heater,anti-condensation heater,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_weatherproofing_uv_rated_cable_cover,environmental_interface_weatherproofing_uv_rated_cable_cover,uv_rated_cable_cover,UV-rated cable cover,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
