id,kind,priority,status,scope,issue,requiredEvidence,closurePath,blocks,linkedIds,source
sourcing:carbon_airframe,sourcing_evidence,blocker,ready_for_intake,Carbon airframe,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,carbon_airframe,sourcing_worklist
sourcing:flight_battery_pack,sourcing_evidence,blocker,ready_for_intake,Flight battery pack,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,flight_battery_pack,sourcing_worklist
sourcing:brushless_motors,sourcing_evidence,blocker,ready_for_intake,Brushless motors,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,brushless_motors,sourcing_worklist
sourcing:esc,sourcing_evidence,blocker,ready_for_intake,ESC,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,esc,sourcing_worklist
sourcing:propeller_set,sourcing_evidence,blocker,ready_for_intake,Propeller set,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,propeller_set,sourcing_worklist
sourcing:flight_controller,sourcing_evidence,blocker,ready_for_intake,Flight controller,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,flight_controller,sourcing_worklist
sourcing:radio_and_gnss_link,sourcing_evidence,blocker,ready_for_intake,Radio and GNSS link,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,radio_and_gnss_link,sourcing_worklist
sourcing:4k_camera_payload,sourcing_evidence,blocker,ready_for_intake,4K camera payload,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,4k_camera_payload,sourcing_worklist
verification:design_review:structure_containment,verification_evidence,major,ready_for_intake,Airframe Structure And Payload Mounting,Review Airframe Structure And Payload Mounting architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:structure_containment,verification_evidence_ledger
verification:design_review:energy_storage_source,verification_evidence,major,ready_for_intake,Flight Energy Storage,Review Flight Energy Storage architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:energy_storage_source,verification_evidence_ledger
verification:calculation:energy_storage_source,verification_evidence,major,ready_for_intake,Flight Energy Storage,Verify Flight Energy Storage requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:energy_storage_source,verification_evidence_ledger
verification:design_review:actuation_kinematics,verification_evidence,major,ready_for_intake,Propulsion And Flight Actuation,Review Propulsion And Flight Actuation architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:actuation_kinematics,verification_evidence_ledger
verification:calculation:actuation_kinematics,verification_evidence,major,ready_for_intake,Propulsion And Flight Actuation,Verify Propulsion And Flight Actuation requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:actuation_kinematics,verification_evidence_ledger
verification:design_review:control_compute_communication,verification_evidence,major,ready_for_intake,Flight Control Compute And Communications,Review Flight Control Compute And Communications architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:control_compute_communication,verification_evidence_ledger
verification:calculation:control_compute_communication,verification_evidence,major,ready_for_intake,Flight Control Compute And Communications,Verify Flight Control Compute And Communications requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:control_compute_communication,verification_evidence_ledger
verification:design_review:sensing_instrumentation,verification_evidence,major,ready_for_intake,Navigation And Cinematography Sensing,Review Navigation And Cinematography Sensing architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:sensing_instrumentation,verification_evidence_ledger
verification:design_review:power_distribution,verification_evidence,major,ready_for_intake,Aircraft Power Distribution,Review Aircraft Power Distribution architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:power_distribution,verification_evidence_ledger
verification:design_review:safety_protection,verification_evidence,major,ready_for_intake,Flight Safety And Containment,Review Flight Safety And Containment architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:safety_protection,verification_evidence_ledger
verification:design_review:maintenance_serviceability,verification_evidence,major,ready_for_intake,Field Maintenance And Serviceability,Review Field Maintenance And Serviceability architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:maintenance_serviceability,verification_evidence_ledger
verification:design_review:hmi_ergonomics,verification_evidence,major,ready_for_intake,Ground Operator Interface,Review Ground Operator Interface architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:hmi_ergonomics,verification_evidence_ledger
verification:interface_review:energy_storage_source:actuation_kinematics:power_bus,verification_evidence,major,ready_for_intake,Flight Energy Storage -> Propulsion And Flight Actuation,Verify power_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:energy_storage_source:actuation_kinematics:power_bus,verification_evidence_ledger
verification:interface_review:control_compute_communication:actuation_kinematics:motor_drive,verification_evidence,major,ready_for_intake,Flight Control Compute And Communications -> Propulsion And Flight Actuation,Verify motor_drive interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:control_compute_communication:actuation_kinematics:motor_drive,verification_evidence_ledger
verification:interface_review:control_compute_communication:sensing_instrumentation:sensor_bus,verification_evidence,major,ready_for_intake,Flight Control Compute And Communications -> Navigation And Cinematography Sensing,Verify sensor_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:control_compute_communication:sensing_instrumentation:sensor_bus,verification_evidence_ledger
verification:compliance_review:UK-UAS,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for UK-UAS,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:UK-UAS,verification_evidence_ledger
verification:compliance_review:CE-EMC,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for CE-EMC,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:CE-EMC,verification_evidence_ledger
verification:risk_review:1,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Loss of propulsion,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:1,verification_evidence_ledger
verification:risk_review:2,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Battery thermal event,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:2,verification_evidence_ledger
