id,lineId,componentWordId,description,priority,quantity,unit,traceStatus,ledgerStatus,duplicateResolution,supplier,manufacturer,mpn,unitCostGbp,totalCostGbp,sourceRef,sourceReferenceClass,sourceReferenceStatus,sourceQualityIssues,supplierClaim,manufacturerClaim,mpnClaim,unitCostClaim,sourceBackedRequiredClaims,missingRequiredClaims,provenanceViolations,canDisplayCandidate,canDisplayPricedReview,canUseForProcurement,requiredAction
bom-trace:structure_containment_service_labelling_rack_ear_set,structure_containment_service_labelling_rack_ear_set,rack_ear_set,rack ear set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_service_labelling_cable_management_arm,structure_containment_service_labelling_cable_management_arm,cable_management_arm,cable management arm,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:compute_acceleration_accelerator_module_ai_accelerator_module,compute_acceleration_accelerator_module_ai_accelerator_module,ai_accelerator_module,AI accelerator module,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:compute_acceleration_accelerator_module_accelerator_carrier_board,compute_acceleration_accelerator_module_accelerator_carrier_board,accelerator_carrier_board,accelerator carrier board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:compute_acceleration_accelerator_module_pcie_edge_connector,compute_acceleration_accelerator_module_pcie_edge_connector,pcie_edge_connector,PCIe edge connector,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:compute_acceleration_accelerator_module_accelerator_retention_latch,compute_acceleration_accelerator_module_accelerator_retention_latch,accelerator_retention_latch,accelerator retention latch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:compute_acceleration_cpu_memory_complex_cpu_module,compute_acceleration_cpu_memory_complex_cpu_module,cpu_module,CPU module,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:compute_acceleration_cpu_memory_complex_ecc_memory,compute_acceleration_cpu_memory_complex_ecc_memory,ecc_memory,ECC memory,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:compute_acceleration_cpu_memory_complex_system_motherboard,compute_acceleration_cpu_memory_complex_system_motherboard,system_motherboard,System motherboard,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:compute_acceleration_cpu_memory_complex_boot_flash_device,compute_acceleration_cpu_memory_complex_boot_flash_device,boot_flash_device,boot flash device,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:compute_acceleration_signal_power_integrity_high_current_vrm_module,compute_acceleration_signal_power_integrity_high_current_vrm_module,high_current_vrm_module,high-current VRM module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:compute_acceleration_signal_power_integrity_pcie_retimer_set,compute_acceleration_signal_power_integrity_pcie_retimer_set,pcie_retimer_set,PCIe retimer set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:compute_acceleration_signal_power_integrity_clock_distribution_device,compute_acceleration_signal_power_integrity_clock_distribution_device,clock_distribution_device,clock distribution device,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:compute_acceleration_signal_power_integrity_power_integrity_capacitor_bank,compute_acceleration_signal_power_integrity_power_integrity_capacitor_bank,power_integrity_capacitor_bank,power integrity capacitor bank,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:network_io_high_speed_network_high_speed_nic,network_io_high_speed_network_high_speed_nic,high_speed_nic,High-speed NIC,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:network_io_high_speed_network_optical_transceiver_cage,network_io_high_speed_network_optical_transceiver_cage,optical_transceiver_cage,optical transceiver cage,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:network_io_high_speed_network_nic_heatsink,network_io_high_speed_network_nic_heatsink,nic_heatsink,NIC heatsink,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:network_io_high_speed_network_network_link_led_board,network_io_high_speed_network_network_link_led_board,network_link_led_board,network link LED board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:network_io_timing_ingest_ptp_timing_module,network_io_timing_ingest_ptp_timing_module,ptp_timing_module,PTP timing module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:network_io_timing_ingest_gpio_trigger_input,network_io_timing_ingest_gpio_trigger_input,gpio_trigger_input,GPIO trigger input,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:network_io_timing_ingest_data_ingest_connector,network_io_timing_ingest_data_ingest_connector,data_ingest_connector,data ingest connector,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:network_io_timing_ingest_network_bypass_relay,network_io_timing_ingest_network_bypass_relay,network_bypass_relay,network bypass relay,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:network_io_io_isolation_routing_emi_gasket_strip,network_io_io_isolation_routing_emi_gasket_strip,emi_gasket_strip,EMI gasket strip,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:network_io_io_isolation_routing_shielded_io_bracket,network_io_io_isolation_routing_shielded_io_bracket,shielded_io_bracket,shielded IO bracket,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:network_io_io_isolation_routing_cable_strain_relief_comb,network_io_io_isolation_routing_cable_strain_relief_comb,cable_strain_relief_comb,cable strain relief comb,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:network_io_io_isolation_routing_service_loop_tie_set,network_io_io_isolation_routing_service_loop_tie_set,service_loop_tie_set,service loop tie set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:data_storage_nvme_storage_nvme_ssd,data_storage_nvme_storage_nvme_ssd,nvme_ssd,NVMe SSD,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:data_storage_nvme_storage_m_2_carrier_tray,data_storage_nvme_storage_m_2_carrier_tray,m_2_carrier_tray,M.2 carrier tray,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:data_storage_nvme_storage_drive_thermal_pad,data_storage_nvme_storage_drive_thermal_pad,drive_thermal_pad,drive thermal pad,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:data_storage_nvme_storage_drive_retention_screw_set,data_storage_nvme_storage_drive_retention_screw_set,drive_retention_screw_set,drive retention screw set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:data_storage_model_cache_model_cache_partition,data_storage_model_cache_model_cache_partition,model_cache_partition,model cache partition,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:data_storage_model_cache_storage_health_monitor,data_storage_model_cache_storage_health_monitor,storage_health_monitor,storage health monitor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:data_storage_model_cache_secure_erase_controller,data_storage_model_cache_secure_erase_controller,secure_erase_controller,secure erase controller,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:data_storage_model_cache_firmware_recovery_image,data_storage_model_cache_firmware_recovery_image,firmware_recovery_image,firmware recovery image,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:data_storage_log_buffer_event_log_partition,data_storage_log_buffer_event_log_partition,event_log_partition,event log partition,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:data_storage_log_buffer_write_endurance_counter,data_storage_log_buffer_write_endurance_counter,write_endurance_counter,write endurance counter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:data_storage_log_buffer_crash_dump_region,data_storage_log_buffer_crash_dump_region,crash_dump_region,crash dump region,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:data_storage_log_buffer_log_export_port,data_storage_log_buffer_log_export_port,log_export_port,log export port,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_host_control_bmc_management_controller,control_compute_communication_host_control_bmc_management_controller,bmc_management_controller,BMC management controller,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:control_compute_communication_host_control_management_ethernet_phy,control_compute_communication_host_control_management_ethernet_phy,management_ethernet_phy,management Ethernet PHY,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_host_control_bios_firmware_image,control_compute_communication_host_control_bios_firmware_image,bios_firmware_image,BIOS firmware image,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_host_control_platform_configuration_eeprom,control_compute_communication_host_control_platform_configuration_eeprom,platform_configuration_eeprom,platform configuration EEPROM,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_runtime_orchestration_inference_runtime_image,control_compute_communication_runtime_orchestration_inference_runtime_image,inference_runtime_image,inference runtime image,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_runtime_orchestration_accelerator_driver_bundle,control_compute_communication_runtime_orchestration_accelerator_driver_bundle,accelerator_driver_bundle,accelerator driver bundle,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_runtime_orchestration_watchdog_service,control_compute_communication_runtime_orchestration_watchdog_service,watchdog_service,watchdog service,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_runtime_orchestration_configuration_manifest,control_compute_communication_runtime_orchestration_configuration_manifest,configuration_manifest,configuration manifest,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_remote_management_out_of_band_management_port,control_compute_communication_remote_management_out_of_band_management_port,out_of_band_management_port,out-of-band management port,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_remote_management_serial_console_header,control_compute_communication_remote_management_serial_console_header,serial_console_header,serial console header,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_remote_management_debug_access_lockout,control_compute_communication_remote_management_debug_access_lockout,debug_access_lockout,debug access lockout,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_remote_management_firmware_signing_key_slot,control_compute_communication_remote_management_firmware_signing_key_slot,firmware_signing_key_slot,firmware signing key slot,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_ac_input_conversion_redundant_power_supply,power_distribution_ac_input_conversion_redundant_power_supply,redundant_power_supply,Redundant power supply,critical,2,each,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:power_distribution_ac_input_conversion_ac_inlet_filter,power_distribution_ac_input_conversion_ac_inlet_filter,ac_inlet_filter,AC inlet filter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_ac_input_conversion_input_fuse_holder,power_distribution_ac_input_conversion_input_fuse_holder,input_fuse_holder,input fuse holder,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_ac_input_conversion_power_good_signal_harness,power_distribution_ac_input_conversion_power_good_signal_harness,power_good_signal_harness,power-good signal harness,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_dc_rail_distribution_12_v_busbar,power_distribution_dc_rail_distribution_12_v_busbar,12_v_busbar,12 V busbar,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_dc_rail_distribution_accelerator_power_harness,power_distribution_dc_rail_distribution_accelerator_power_harness,accelerator_power_harness,accelerator power harness,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_dc_rail_distribution_hot_swap_controller,power_distribution_dc_rail_distribution_hot_swap_controller,hot_swap_controller,hot-swap controller,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_dc_rail_distribution_fan_power_distribution_loom,power_distribution_dc_rail_distribution_fan_power_distribution_loom,fan_power_distribution_loom,fan power distribution loom,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_hold_up_protection_hold_up_capacitor_module,power_distribution_hold_up_protection_hold_up_capacitor_module,hold_up_capacitor_module,hold-up capacitor module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_hold_up_protection_brownout_detector,power_distribution_hold_up_protection_brownout_detector,brownout_detector,brownout detector,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_hold_up_protection_current_shunt_module,power_distribution_hold_up_protection_current_shunt_module,current_shunt_module,current shunt module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_hold_up_protection_efuse_channel_set,power_distribution_hold_up_protection_efuse_channel_set,efuse_channel_set,eFuse channel set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_forced_air_cooling_fan_wall_assembly,environmental_interface_forced_air_cooling_fan_wall_assembly,fan_wall_assembly,Fan wall assembly,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:environmental_interface_forced_air_cooling_pwm_fan_controller,environmental_interface_forced_air_cooling_pwm_fan_controller,pwm_fan_controller,PWM fan controller,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_forced_air_cooling_airflow_straightener,environmental_interface_forced_air_cooling_airflow_straightener,airflow_straightener,airflow straightener,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_forced_air_cooling_replaceable_dust_filter,environmental_interface_forced_air_cooling_replaceable_dust_filter,replaceable_dust_filter,replaceable dust filter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_heat_transfer_heatsink_cold_plate,environmental_interface_heat_transfer_heatsink_cold_plate,heatsink_cold_plate,Heatsink cold plate,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
