id,kind,status,basis,scope,claim,provenanceRefs,sourceRefs,reviewerEvidenceRefs,linkedRequirementIds,linkedModuleIds,linkedComponentWordIds,blocksBom,blocksPublish,nextAction
bom_source_field:control_compute_communication_ground_command_link_ground_control_link:supplier,bom_source_field,source_required,assumption,Ground control link / supplier,supplier is required but not source-backed.,,,,,control_compute_communication,ground_control_link,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:control_compute_communication_ground_command_link_ground_control_link:unit_cost_gbp,bom_source_field,source_required,assumption,Ground control link / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,control_compute_communication,ground_control_link,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_harvesting_mppt_conversion_mppt_power_tracker:manufacturer,bom_source_field,source_required,assumption,MPPT power tracker / manufacturer,manufacturer is required but not source-backed.,,,,,energy_harvesting,mppt_power_tracker,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_harvesting_mppt_conversion_mppt_power_tracker:mpn,bom_source_field,source_required,assumption,MPPT power tracker / mpn,mpn is required but not source-backed.,,,,,energy_harvesting,mppt_power_tracker,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_harvesting_mppt_conversion_mppt_power_tracker:supplier,bom_source_field,source_required,assumption,MPPT power tracker / supplier,supplier is required but not source-backed.,,,,,energy_harvesting,mppt_power_tracker,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_harvesting_mppt_conversion_mppt_power_tracker:unit_cost_gbp,bom_source_field,source_required,assumption,MPPT power tracker / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,energy_harvesting,mppt_power_tracker,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_harvesting_solar_skin_array_solar_cell_array:manufacturer,bom_source_field,source_required,assumption,Solar cell array / manufacturer,manufacturer is required but not source-backed.,,,,wingspan_m; endurance_days,energy_harvesting,solar_cell_array,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_harvesting_solar_skin_array_solar_cell_array:mpn,bom_source_field,source_required,assumption,Solar cell array / mpn,mpn is required but not source-backed.,,,,wingspan_m; endurance_days,energy_harvesting,solar_cell_array,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_harvesting_solar_skin_array_solar_cell_array:supplier,bom_source_field,source_required,assumption,Solar cell array / supplier,supplier is required but not source-backed.,,,,wingspan_m; endurance_days,energy_harvesting,solar_cell_array,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_harvesting_solar_skin_array_solar_cell_array:unit_cost_gbp,bom_source_field,source_required,assumption,Solar cell array / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,wingspan_m; endurance_days,energy_harvesting,solar_cell_array,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_storage_source_stratospheric_battery_pack_stratospheric_battery_pack:manufacturer,bom_source_field,source_required,assumption,Stratospheric battery pack / manufacturer,manufacturer is required but not source-backed.,,,,endurance_days,energy_storage_source,stratospheric_battery_pack,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_storage_source_stratospheric_battery_pack_stratospheric_battery_pack:mpn,bom_source_field,source_required,assumption,Stratospheric battery pack / mpn,mpn is required but not source-backed.,,,,endurance_days,energy_storage_source,stratospheric_battery_pack,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_storage_source_stratospheric_battery_pack_stratospheric_battery_pack:supplier,bom_source_field,source_required,assumption,Stratospheric battery pack / supplier,supplier is required but not source-backed.,,,,endurance_days,energy_storage_source,stratospheric_battery_pack,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_storage_source_stratospheric_battery_pack_stratospheric_battery_pack:unit_cost_gbp,bom_source_field,source_required,assumption,Stratospheric battery pack / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,endurance_days,energy_storage_source,stratospheric_battery_pack,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_thermal_protection_thermal_insulation_blanket:manufacturer,bom_source_field,source_required,assumption,Thermal insulation blanket / manufacturer,manufacturer is required but not source-backed.,,,,altitude_km,environmental_interface,thermal_insulation_blanket,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_thermal_protection_thermal_insulation_blanket:mpn,bom_source_field,source_required,assumption,Thermal insulation blanket / mpn,mpn is required but not source-backed.,,,,altitude_km,environmental_interface,thermal_insulation_blanket,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_thermal_protection_thermal_insulation_blanket:supplier,bom_source_field,source_required,assumption,Thermal insulation blanket / supplier,supplier is required but not source-backed.,,,,altitude_km,environmental_interface,thermal_insulation_blanket,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_thermal_protection_thermal_insulation_blanket:unit_cost_gbp,bom_source_field,source_required,assumption,Thermal insulation blanket / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,altitude_km,environmental_interface,thermal_insulation_blanket,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:payload_communication_antenna_aperture_payload_antenna_array:manufacturer,bom_source_field,source_required,assumption,Payload antenna array / manufacturer,manufacturer is required but not source-backed.,,,,,payload_communication,payload_antenna_array,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:payload_communication_antenna_aperture_payload_antenna_array:mpn,bom_source_field,source_required,assumption,Payload antenna array / mpn,mpn is required but not source-backed.,,,,,payload_communication,payload_antenna_array,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:payload_communication_antenna_aperture_payload_antenna_array:supplier,bom_source_field,source_required,assumption,Payload antenna array / supplier,supplier is required but not source-backed.,,,,,payload_communication,payload_antenna_array,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:payload_communication_antenna_aperture_payload_antenna_array:unit_cost_gbp,bom_source_field,source_required,assumption,Payload antenna array / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,payload_communication,payload_antenna_array,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:payload_communication_payload_radio_stratospheric_communications_payload:manufacturer,bom_source_field,source_required,assumption,Stratospheric communications payload / manufacturer,manufacturer is required but not source-backed.,,,,,payload_communication,stratospheric_communications_payload,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:payload_communication_payload_radio_stratospheric_communications_payload:mpn,bom_source_field,source_required,assumption,Stratospheric communications payload / mpn,mpn is required but not source-backed.,,,,,payload_communication,stratospheric_communications_payload,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:payload_communication_payload_radio_stratospheric_communications_payload:supplier,bom_source_field,source_required,assumption,Stratospheric communications payload / supplier,supplier is required but not source-backed.,,,,,payload_communication,stratospheric_communications_payload,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:payload_communication_payload_radio_stratospheric_communications_payload:unit_cost_gbp,bom_source_field,source_required,assumption,Stratospheric communications payload / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,payload_communication,stratospheric_communications_payload,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:safety_protection_abort_recovery_recovery_parachute_system:manufacturer,bom_source_field,source_required,assumption,Recovery parachute system / manufacturer,manufacturer is required but not source-backed.,,,,altitude_km,safety_protection,recovery_parachute_system,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:safety_protection_abort_recovery_recovery_parachute_system:mpn,bom_source_field,source_required,assumption,Recovery parachute system / mpn,mpn is required but not source-backed.,,,,altitude_km,safety_protection,recovery_parachute_system,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:safety_protection_abort_recovery_recovery_parachute_system:supplier,bom_source_field,source_required,assumption,Recovery parachute system / supplier,supplier is required but not source-backed.,,,,altitude_km,safety_protection,recovery_parachute_system,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:safety_protection_abort_recovery_recovery_parachute_system:unit_cost_gbp,bom_source_field,source_required,assumption,Recovery parachute system / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,altitude_km,safety_protection,recovery_parachute_system,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_navigation_suite_gnss_ins_navigation_unit:manufacturer,bom_source_field,source_required,assumption,GNSS INS navigation unit / manufacturer,manufacturer is required but not source-backed.,,,,altitude_km,sensing_instrumentation,gnss_ins_navigation_unit,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_navigation_suite_gnss_ins_navigation_unit:mpn,bom_source_field,source_required,assumption,GNSS INS navigation unit / mpn,mpn is required but not source-backed.,,,,altitude_km,sensing_instrumentation,gnss_ins_navigation_unit,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_navigation_suite_gnss_ins_navigation_unit:supplier,bom_source_field,source_required,assumption,GNSS INS navigation unit / supplier,supplier is required but not source-backed.,,,,altitude_km,sensing_instrumentation,gnss_ins_navigation_unit,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_navigation_suite_gnss_ins_navigation_unit:unit_cost_gbp,bom_source_field,source_required,assumption,GNSS INS navigation unit / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,altitude_km,sensing_instrumentation,gnss_ins_navigation_unit,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_wing_primary_structure_high_aspect_ratio_wing_structure:manufacturer,bom_source_field,source_required,assumption,High-aspect-ratio wing structure / manufacturer,manufacturer is required but not source-backed.,,,,wingspan_m,structure_containment,high_aspect_ratio_wing_structure,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_wing_primary_structure_high_aspect_ratio_wing_structure:mpn,bom_source_field,source_required,assumption,High-aspect-ratio wing structure / mpn,mpn is required but not source-backed.,,,,wingspan_m,structure_containment,high_aspect_ratio_wing_structure,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_wing_primary_structure_high_aspect_ratio_wing_structure:supplier,bom_source_field,source_required,assumption,High-aspect-ratio wing structure / supplier,supplier is required but not source-backed.,,,,wingspan_m,structure_containment,high_aspect_ratio_wing_structure,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_wing_primary_structure_high_aspect_ratio_wing_structure:unit_cost_gbp,bom_source_field,source_required,assumption,High-aspect-ratio wing structure / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,wingspan_m,structure_containment,high_aspect_ratio_wing_structure,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
component_candidate:actuation_kinematics_electric_propulsion_pods_electric_propulsion_pod,component_candidate,source_required,generated_model,Electric propulsion pod,Electric propulsion pod is an architecture-derived component candidate with quantity 4 each.,model:scratch_universal_architecture.haps,,,wingspan_m; endurance_days,actuation_kinematics,electric_propulsion_pod,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:control_compute_communication_flight_control_computer_flight_control_computer,component_candidate,source_required,generated_model,Flight control computer,Flight control computer is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,endurance_days; altitude_km,control_compute_communication,flight_control_computer,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:control_compute_communication_ground_command_link_ground_control_link,component_candidate,source_required,generated_model,Ground control link,Ground control link is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,control_compute_communication,ground_control_link,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:energy_harvesting_mppt_conversion_mppt_power_tracker,component_candidate,source_required,generated_model,MPPT power tracker,MPPT power tracker is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,energy_harvesting,mppt_power_tracker,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:energy_harvesting_solar_skin_array_solar_cell_array,component_candidate,source_required,generated_model,Solar cell array,Solar cell array is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,wingspan_m; endurance_days,energy_harvesting,solar_cell_array,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:energy_storage_source_stratospheric_battery_pack_stratospheric_battery_pack,component_candidate,source_required,generated_model,Stratospheric battery pack,Stratospheric battery pack is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,endurance_days,energy_storage_source,stratospheric_battery_pack,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:environmental_interface_thermal_protection_thermal_insulation_blanket,component_candidate,source_required,generated_model,Thermal insulation blanket,Thermal insulation blanket is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,altitude_km,environmental_interface,thermal_insulation_blanket,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:payload_communication_antenna_aperture_payload_antenna_array,component_candidate,source_required,generated_model,Payload antenna array,Payload antenna array is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,payload_communication,payload_antenna_array,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:payload_communication_payload_radio_stratospheric_communications_payload,component_candidate,source_required,generated_model,Stratospheric communications payload,Stratospheric communications payload is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,payload_communication,stratospheric_communications_payload,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:safety_protection_abort_recovery_recovery_parachute_system,component_candidate,source_required,generated_model,Recovery parachute system,Recovery parachute system is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,altitude_km,safety_protection,recovery_parachute_system,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:sensing_instrumentation_navigation_suite_gnss_ins_navigation_unit,component_candidate,source_required,generated_model,GNSS INS navigation unit,GNSS INS navigation unit is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,altitude_km,sensing_instrumentation,gnss_ins_navigation_unit,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:structure_containment_wing_primary_structure_high_aspect_ratio_wing_structure,component_candidate,source_required,generated_model,High-aspect-ratio wing structure,High-aspect-ratio wing structure is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,wingspan_m,structure_containment,high_aspect_ratio_wing_structure,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
headline_metric:capex_gbp,headline_metric,source_required,assumption,Estimated CAPEX,Estimated CAPEX = 0 GBP.,formula:capex=sum(bom.totalCostGbp); class_pack:haps.class_pack,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
headline_metric:opex_annual_gbp,headline_metric,source_required,assumption,Estimated annual OPEX,Estimated annual OPEX = 0 GBP/year.,formula:opex=capex*0.04,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
component_candidate:actuation_kinematics_control_surface_actuation_control_linkage_rod_set,component_candidate,generated_needs_review,generated_model,control linkage rod set,control linkage rod set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,actuation_kinematics,control_linkage_rod_set,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_control_surface_actuation_low_temperature_servo_actuator,component_candidate,generated_needs_review,generated_model,low-temperature servo actuator,low-temperature servo actuator is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,actuation_kinematics,low_temperature_servo_actuator,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_control_surface_actuation_servo_heater_trace,component_candidate,generated_needs_review,generated_model,servo heater trace,servo heater trace is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,actuation_kinematics,servo_heater_trace,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_control_surface_actuation_surface_position_sensor,component_candidate,generated_needs_review,generated_model,surface position sensor,surface position sensor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,actuation_kinematics,surface_position_sensor,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_electric_propulsion_pods_high_altitude_propeller_set,component_candidate,generated_needs_review,generated_model,high-altitude propeller set,high-altitude propeller set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,actuation_kinematics,high_altitude_propeller_set,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_electric_propulsion_pods_motor_controller_module,component_candidate,generated_needs_review,generated_model,motor controller module,motor controller module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,actuation_kinematics,motor_controller_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_electric_propulsion_pods_propulsion_pod_fairing,component_candidate,generated_needs_review,generated_model,propulsion pod fairing,propulsion pod fairing is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,actuation_kinematics,propulsion_pod_fairing,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_station_keeping_trim_airspeed_setpoint_manager,component_candidate,generated_needs_review,generated_model,airspeed setpoint manager,airspeed setpoint manager is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,actuation_kinematics,airspeed_setpoint_manager,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_station_keeping_trim_gust_load_estimator,component_candidate,generated_needs_review,generated_model,gust load estimator,gust load estimator is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,actuation_kinematics,gust_load_estimator,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_station_keeping_trim_propulsion_calibration_record,component_candidate,generated_needs_review,generated_model,propulsion calibration record,propulsion calibration record is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,actuation_kinematics,propulsion_calibration_record,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_station_keeping_trim_trim_schedule_table,component_candidate,generated_needs_review,generated_model,trim schedule table,trim schedule table is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,actuation_kinematics,trim_schedule_table,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_energy_aware_autonomy_payload_duty_cycle_controller,component_candidate,generated_needs_review,generated_model,payload duty-cycle controller,payload duty-cycle controller is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,control_compute_communication,payload_duty_cycle_controller,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_energy_aware_autonomy_return_corridor_manager,component_candidate,generated_needs_review,generated_model,return corridor manager,return corridor manager is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,control_compute_communication,return_corridor_manager,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_energy_aware_autonomy_solar_forecast_model,component_candidate,generated_needs_review,generated_model,solar forecast model,solar forecast model is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,control_compute_communication,solar_forecast_model,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_energy_aware_autonomy_wind_field_route_planner,component_candidate,generated_needs_review,generated_model,wind field route planner,wind field route planner is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,control_compute_communication,wind_field_route_planner,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_flight_control_computer_autopilot_io_board,component_candidate,generated_needs_review,generated_model,autopilot IO board,autopilot IO board is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,control_compute_communication,autopilot_io_board,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_flight_control_computer_flight_software_image,component_candidate,generated_needs_review,generated_model,flight software image,flight software image is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,control_compute_communication,flight_software_image,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_flight_control_computer_watchdog_supervisor,component_candidate,generated_needs_review,generated_model,watchdog supervisor,watchdog supervisor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,control_compute_communication,watchdog_supervisor,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_ground_command_link_command_authentication_module,component_candidate,generated_needs_review,generated_model,command authentication module,command authentication module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,control_compute_communication,command_authentication_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_ground_command_link_mission_log_recorder,component_candidate,generated_needs_review,generated_model,mission log recorder,mission log recorder is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,control_compute_communication,mission_log_recorder,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_ground_command_link_telemetry_transceiver,component_candidate,generated_needs_review,generated_model,telemetry transceiver,telemetry transceiver is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,control_compute_communication,telemetry_transceiver,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_harvesting_mppt_conversion_mppt_heat_spreader,component_candidate,generated_needs_review,generated_model,MPPT heat spreader,MPPT heat spreader is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,energy_harvesting,mppt_heat_spreader,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_harvesting_mppt_conversion_solar_input_current_sensor,component_candidate,generated_needs_review,generated_model,solar input current sensor,solar input current sensor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,energy_harvesting,solar_input_current_sensor,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_harvesting_mppt_conversion_solar_voltage_tap_loom,component_candidate,generated_needs_review,generated_model,solar voltage tap loom,solar voltage tap loom is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,energy_harvesting,solar_voltage_tap_loom,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_harvesting_solar_health_monitoring_solar_inspection_connector,component_candidate,generated_needs_review,generated_model,solar inspection connector,solar inspection connector is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.haps,,,,energy_harvesting,solar_inspection_connector,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
