id,lineId,componentWordId,description,priority,quantity,unit,traceStatus,ledgerStatus,duplicateResolution,supplier,manufacturer,mpn,unitCostGbp,totalCostGbp,sourceRef,sourceReferenceClass,sourceReferenceStatus,sourceQualityIssues,supplierClaim,manufacturerClaim,mpnClaim,unitCostClaim,sourceBackedRequiredClaims,missingRequiredClaims,provenanceViolations,canDisplayCandidate,canDisplayPricedReview,canUseForProcurement,requiredAction
bom-trace:structure_containment_sterile_connector_panel_clamp_rail,structure_containment_sterile_connector_panel_clamp_rail,clamp_rail,clamp rail,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_sterile_connector_panel_connector_parking_bracket,structure_containment_sterile_connector_panel_connector_parking_bracket,connector_parking_bracket,connector parking bracket,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_agitation_drive_train_agitation_drive,actuation_kinematics_agitation_drive_train_agitation_drive,agitation_drive,Agitation drive,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:actuation_kinematics_agitation_drive_train_magnetic_coupling_hub,actuation_kinematics_agitation_drive_train_magnetic_coupling_hub,magnetic_coupling_hub,magnetic coupling hub,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_agitation_drive_train_drive_encoder,actuation_kinematics_agitation_drive_train_drive_encoder,drive_encoder,drive encoder,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_agitation_drive_train_motor_mounting_plate,actuation_kinematics_agitation_drive_train_motor_mounting_plate,motor_mounting_plate,motor mounting plate,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_mixing_impeller_interface_single_use_impeller_coupling,actuation_kinematics_mixing_impeller_interface_single_use_impeller_coupling,single_use_impeller_coupling,single-use impeller coupling,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_mixing_impeller_interface_impeller_guard_insert,actuation_kinematics_mixing_impeller_interface_impeller_guard_insert,impeller_guard_insert,impeller guard insert,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_mixing_impeller_interface_rocker_angle_stop,actuation_kinematics_mixing_impeller_interface_rocker_angle_stop,rocker_angle_stop,rocker angle stop,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_mixing_impeller_interface_mixing_validation_coupon,actuation_kinematics_mixing_impeller_interface_mixing_validation_coupon,mixing_validation_coupon,mixing validation coupon,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_agitation_safety_feedback_motor_current_sensor,actuation_kinematics_agitation_safety_feedback_motor_current_sensor,motor_current_sensor,motor current sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_agitation_safety_feedback_overspeed_interlock_input,actuation_kinematics_agitation_safety_feedback_overspeed_interlock_input,overspeed_interlock_input,overspeed interlock input,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_agitation_safety_feedback_drive_fault_relay,actuation_kinematics_agitation_safety_feedback_drive_fault_relay,drive_fault_relay,drive fault relay,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_agitation_safety_feedback_emergency_drive_stop_contactor,actuation_kinematics_agitation_safety_feedback_emergency_drive_stop_contactor,emergency_drive_stop_contactor,emergency drive stop contactor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_feed_pump_manifold_peristaltic_feed_pump,mass_fluid_transport_process_feed_pump_manifold_peristaltic_feed_pump,peristaltic_feed_pump,Peristaltic feed pump,critical,3,each,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:mass_fluid_transport_process_feed_pump_manifold_pump_tubing_cassette_set,mass_fluid_transport_process_feed_pump_manifold_pump_tubing_cassette_set,pump_tubing_cassette_set,pump tubing cassette set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_feed_pump_manifold_media_bag_hanger,mass_fluid_transport_process_feed_pump_manifold_media_bag_hanger,media_bag_hanger,media bag hanger,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_feed_pump_manifold_feed_line_pinch_clamp,mass_fluid_transport_process_feed_pump_manifold_feed_line_pinch_clamp,feed_line_pinch_clamp,feed line pinch clamp,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_harvest_sampling_path_harvest_transfer_tubing_set,mass_fluid_transport_process_harvest_sampling_path_harvest_transfer_tubing_set,harvest_transfer_tubing_set,harvest transfer tubing set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_harvest_sampling_path_single_use_sample_valve,mass_fluid_transport_process_harvest_sampling_path_single_use_sample_valve,single_use_sample_valve,single-use sample valve,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_harvest_sampling_path_waste_collection_bag,mass_fluid_transport_process_harvest_sampling_path_waste_collection_bag,waste_collection_bag,waste collection bag,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_harvest_sampling_path_low_hold_up_connector,mass_fluid_transport_process_harvest_sampling_path_low_hold_up_connector,low_hold_up_connector,low-hold-up connector,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_sparger_gas_mixing_sparger_and_gas_mix_manifold,mass_fluid_transport_process_sparger_gas_mixing_sparger_and_gas_mix_manifold,sparger_and_gas_mix_manifold,Sparger and gas-mix manifold,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:mass_fluid_transport_process_sparger_gas_mixing_mass_flow_controller_bank,mass_fluid_transport_process_sparger_gas_mixing_mass_flow_controller_bank,mass_flow_controller_bank,mass-flow controller bank,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_sparger_gas_mixing_sterile_gas_filter_capsule,mass_fluid_transport_process_sparger_gas_mixing_sterile_gas_filter_capsule,sterile_gas_filter_capsule,sterile gas filter capsule,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:mass_fluid_transport_process_sparger_gas_mixing_sparger_check_valve,mass_fluid_transport_process_sparger_gas_mixing_sparger_check_valve,sparger_check_valve,sparger check valve,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_temperature_control_loop_temperature_control_loop,environmental_interface_temperature_control_loop_temperature_control_loop,temperature_control_loop,Temperature control loop,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:environmental_interface_temperature_control_loop_heater_blanket,environmental_interface_temperature_control_loop_heater_blanket,heater_blanket,heater blanket,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_temperature_control_loop_cooling_plate,environmental_interface_temperature_control_loop_cooling_plate,cooling_plate,cooling plate,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_temperature_control_loop_thermal_interface_mat,environmental_interface_temperature_control_loop_thermal_interface_mat,thermal_interface_mat,thermal interface mat,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_exhaust_filter_train_exhaust_filter_and_pressure_relief_set,environmental_interface_exhaust_filter_train_exhaust_filter_and_pressure_relief_set,exhaust_filter_and_pressure_relief_set,Exhaust filter and pressure relief set,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:environmental_interface_exhaust_filter_train_condensate_knock_out_bottle,environmental_interface_exhaust_filter_train_condensate_knock_out_bottle,condensate_knock_out_bottle,condensate knock-out bottle,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_exhaust_filter_train_exhaust_heater_sleeve,environmental_interface_exhaust_filter_train_exhaust_heater_sleeve,exhaust_heater_sleeve,exhaust heater sleeve,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_exhaust_filter_train_pressure_relief_indicator,environmental_interface_exhaust_filter_train_pressure_relief_indicator,pressure_relief_indicator,pressure relief indicator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_ambient_enclosure_conditions_ambient_temperature_probe,environmental_interface_ambient_enclosure_conditions_ambient_temperature_probe,ambient_temperature_probe,ambient temperature probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_ambient_enclosure_conditions_clean_zone_status_beacon,environmental_interface_ambient_enclosure_conditions_clean_zone_status_beacon,clean_zone_status_beacon,clean-zone status beacon,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_ambient_enclosure_conditions_splash_guard_panel,environmental_interface_ambient_enclosure_conditions_splash_guard_panel,splash_guard_panel,splash guard panel,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_ambient_enclosure_conditions_wipe_down_surface_kit,environmental_interface_ambient_enclosure_conditions_wipe_down_surface_kit,wipe_down_surface_kit,wipe-down surface kit,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_do_ph_sensing_dissolved_oxygen_optical_sensor,sensing_instrumentation_do_ph_sensing_dissolved_oxygen_optical_sensor,dissolved_oxygen_optical_sensor,Dissolved oxygen optical sensor,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:sensing_instrumentation_do_ph_sensing_single_use_ph_sensor,sensing_instrumentation_do_ph_sensing_single_use_ph_sensor,single_use_ph_sensor,Single-use pH sensor,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:sensing_instrumentation_do_ph_sensing_sensor_patch_reader,sensing_instrumentation_do_ph_sensing_sensor_patch_reader,sensor_patch_reader,sensor patch reader,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_do_ph_sensing_sensor_calibration_record_card,sensing_instrumentation_do_ph_sensing_sensor_calibration_record_card,sensor_calibration_record_card,sensor calibration record card,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_pressure_mass_temperature_sensing_load_cell_set,sensing_instrumentation_pressure_mass_temperature_sensing_load_cell_set,load_cell_set,Load cell set,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:sensing_instrumentation_pressure_mass_temperature_sensing_bag_pressure_transducer,sensing_instrumentation_pressure_mass_temperature_sensing_bag_pressure_transducer,bag_pressure_transducer,bag pressure transducer,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_pressure_mass_temperature_sensing_culture_temperature_probe,sensing_instrumentation_pressure_mass_temperature_sensing_culture_temperature_probe,culture_temperature_probe,culture temperature probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_pressure_mass_temperature_sensing_foam_detection_probe,sensing_instrumentation_pressure_mass_temperature_sensing_foam_detection_probe,foam_detection_probe,foam detection probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_gas_flow_sensing_gas_flow_sensor_set,sensing_instrumentation_gas_flow_sensing_gas_flow_sensor_set,gas_flow_sensor_set,gas flow sensor set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_gas_flow_sensing_exhaust_pressure_sensor,sensing_instrumentation_gas_flow_sensing_exhaust_pressure_sensor,exhaust_pressure_sensor,exhaust pressure sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_gas_flow_sensing_oxygen_analyser_cell,sensing_instrumentation_gas_flow_sensing_oxygen_analyser_cell,oxygen_analyser_cell,oxygen analyser cell,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_gas_flow_sensing_co2_analyser_cell,sensing_instrumentation_gas_flow_sensing_co2_analyser_cell,co2_analyser_cell,CO2 analyser cell,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_process_controller_bioreactor_controller,control_compute_communication_process_controller_bioreactor_controller,bioreactor_controller,Bioreactor controller,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:control_compute_communication_process_controller_i_o_terminal_slice_set,control_compute_communication_process_controller_i_o_terminal_slice_set,i_o_terminal_slice_set,I/O terminal slice set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_process_controller_control_enclosure,control_compute_communication_process_controller_control_enclosure,control_enclosure,control enclosure,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_process_controller_recipe_execution_firmware,control_compute_communication_process_controller_recipe_execution_firmware,recipe_execution_firmware,recipe execution firmware,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_batch_record_gateway_batch_historian_module,control_compute_communication_batch_record_gateway_batch_historian_module,batch_historian_module,batch historian module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_batch_record_gateway_audit_trail_storage,control_compute_communication_batch_record_gateway_audit_trail_storage,audit_trail_storage,audit trail storage,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_batch_record_gateway_ethernet_switch,control_compute_communication_batch_record_gateway_ethernet_switch,ethernet_switch,ethernet switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_batch_record_gateway_secure_time_source,control_compute_communication_batch_record_gateway_secure_time_source,secure_time_source,secure time source,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_operator_alarm_logic_alarm_annunciator,control_compute_communication_operator_alarm_logic_alarm_annunciator,alarm_annunciator,alarm annunciator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_operator_alarm_logic_operator_hmi_panel,control_compute_communication_operator_alarm_logic_operator_hmi_panel,operator_hmi_panel,operator HMI panel,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_operator_alarm_logic_role_access_key_switch,control_compute_communication_operator_alarm_logic_role_access_key_switch,role_access_key_switch,role access key switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
