id,kind,status,basis,scope,claim,provenanceRefs,sourceRefs,reviewerEvidenceRefs,linkedRequirementIds,linkedModuleIds,linkedComponentWordIds,blocksBom,blocksPublish,nextAction
bom_source_field:control_compute_communication_flight_controller_stack_flight_controller:mpn,bom_source_field,source_required,assumption,Flight controller / mpn,mpn is required but not source-backed.,,,,duration_minutes,control_compute_communication,flight_controller,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:control_compute_communication_flight_controller_stack_flight_controller:supplier,bom_source_field,source_required,assumption,Flight controller / supplier,supplier is required but not source-backed.,,,,duration_minutes,control_compute_communication,flight_controller,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:control_compute_communication_flight_controller_stack_flight_controller:unit_cost_gbp,bom_source_field,source_required,assumption,Flight controller / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,duration_minutes,control_compute_communication,flight_controller,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:control_compute_communication_radio_navigation_link_radio_and_gnss_link:manufacturer,bom_source_field,source_required,assumption,Radio and GNSS link / manufacturer,manufacturer is required but not source-backed.,,,,,control_compute_communication,radio_and_gnss_link,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:control_compute_communication_radio_navigation_link_radio_and_gnss_link:mpn,bom_source_field,source_required,assumption,Radio and GNSS link / mpn,mpn is required but not source-backed.,,,,,control_compute_communication,radio_and_gnss_link,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:control_compute_communication_radio_navigation_link_radio_and_gnss_link:supplier,bom_source_field,source_required,assumption,Radio and GNSS link / supplier,supplier is required but not source-backed.,,,,,control_compute_communication,radio_and_gnss_link,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:control_compute_communication_radio_navigation_link_radio_and_gnss_link:unit_cost_gbp,bom_source_field,source_required,assumption,Radio and GNSS link / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,control_compute_communication,radio_and_gnss_link,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_storage_source_flight_battery_pack_flight_battery_pack:manufacturer,bom_source_field,source_required,assumption,Flight battery pack / manufacturer,manufacturer is required but not source-backed.,,,,duration_minutes,energy_storage_source,flight_battery_pack,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_storage_source_flight_battery_pack_flight_battery_pack:mpn,bom_source_field,source_required,assumption,Flight battery pack / mpn,mpn is required but not source-backed.,,,,duration_minutes,energy_storage_source,flight_battery_pack,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_storage_source_flight_battery_pack_flight_battery_pack:supplier,bom_source_field,source_required,assumption,Flight battery pack / supplier,supplier is required but not source-backed.,,,,duration_minutes,energy_storage_source,flight_battery_pack,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:energy_storage_source_flight_battery_pack_flight_battery_pack:unit_cost_gbp,bom_source_field,source_required,assumption,Flight battery pack / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,duration_minutes,energy_storage_source,flight_battery_pack,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_camera_payload_4k_camera_payload:manufacturer,bom_source_field,source_required,assumption,4K camera payload / manufacturer,manufacturer is required but not source-backed.,,,,,sensing_instrumentation,4k_camera_payload,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_camera_payload_4k_camera_payload:mpn,bom_source_field,source_required,assumption,4K camera payload / mpn,mpn is required but not source-backed.,,,,,sensing_instrumentation,4k_camera_payload,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_camera_payload_4k_camera_payload:supplier,bom_source_field,source_required,assumption,4K camera payload / supplier,supplier is required but not source-backed.,,,,,sensing_instrumentation,4k_camera_payload,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_camera_payload_4k_camera_payload:unit_cost_gbp,bom_source_field,source_required,assumption,4K camera payload / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,sensing_instrumentation,4k_camera_payload,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_carbon_airframe_carbon_airframe:manufacturer,bom_source_field,source_required,assumption,Carbon airframe / manufacturer,manufacturer is required but not source-backed.,,,,,structure_containment,carbon_airframe,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_carbon_airframe_carbon_airframe:mpn,bom_source_field,source_required,assumption,Carbon airframe / mpn,mpn is required but not source-backed.,,,,,structure_containment,carbon_airframe,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_carbon_airframe_carbon_airframe:supplier,bom_source_field,source_required,assumption,Carbon airframe / supplier,supplier is required but not source-backed.,,,,,structure_containment,carbon_airframe,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_carbon_airframe_carbon_airframe:unit_cost_gbp,bom_source_field,source_required,assumption,Carbon airframe / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,structure_containment,carbon_airframe,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
component_candidate:actuation_kinematics_esc_stack_esc,component_candidate,source_required,generated_model,ESC,ESC is an architecture-derived component candidate with quantity 4 each.,model:scratch_universal_architecture.drone,,,,actuation_kinematics,esc,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:actuation_kinematics_motor_sets_brushless_motors,component_candidate,source_required,generated_model,Brushless motors,Brushless motors is an architecture-derived component candidate with quantity 4 each.,model:scratch_universal_architecture.drone,,,duration_minutes,actuation_kinematics,brushless_motors,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:actuation_kinematics_propeller_sets_propeller_set,component_candidate,source_required,generated_model,Propeller set,Propeller set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,actuation_kinematics,propeller_set,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:control_compute_communication_flight_controller_stack_flight_controller,component_candidate,source_required,generated_model,Flight controller,Flight controller is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,duration_minutes,control_compute_communication,flight_controller,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:control_compute_communication_radio_navigation_link_radio_and_gnss_link,component_candidate,source_required,generated_model,Radio and GNSS link,Radio and GNSS link is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,radio_and_gnss_link,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:energy_storage_source_flight_battery_pack_flight_battery_pack,component_candidate,source_required,generated_model,Flight battery pack,Flight battery pack is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,duration_minutes,energy_storage_source,flight_battery_pack,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:sensing_instrumentation_camera_payload_4k_camera_payload,component_candidate,source_required,generated_model,4K camera payload,4K camera payload is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,sensing_instrumentation,4k_camera_payload,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:structure_containment_carbon_airframe_carbon_airframe,component_candidate,source_required,generated_model,Carbon airframe,Carbon airframe is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,structure_containment,carbon_airframe,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
headline_metric:capex_gbp,headline_metric,source_required,assumption,Estimated CAPEX,Estimated CAPEX = 0 GBP.,formula:capex=sum(bom.totalCostGbp); class_pack:drone.class_pack,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
headline_metric:opex_annual_gbp,headline_metric,source_required,assumption,Estimated annual OPEX,Estimated annual OPEX = 0 GBP/year.,formula:opex=capex*0.04,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
component_candidate:actuation_kinematics_esc_stack_current_telemetry_line,component_candidate,generated_needs_review,generated_model,current telemetry line,current telemetry line is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,actuation_kinematics,current_telemetry_line,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_esc_stack_esc_conformal_coating,component_candidate,generated_needs_review,generated_model,ESC conformal coating,ESC conformal coating is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,actuation_kinematics,esc_conformal_coating,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_esc_stack_esc_cooling_plate,component_candidate,generated_needs_review,generated_model,ESC cooling plate,ESC cooling plate is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,actuation_kinematics,esc_cooling_plate,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_esc_stack_pwm_signal_harness,component_candidate,generated_needs_review,generated_model,PWM signal harness,PWM signal harness is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,actuation_kinematics,pwm_signal_harness,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_motor_sets_motor_bearing_shield,component_candidate,generated_needs_review,generated_model,motor bearing shield,motor bearing shield is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,actuation_kinematics,motor_bearing_shield,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_motor_sets_motor_mounting_screw_set,component_candidate,generated_needs_review,generated_model,motor mounting screw set,motor mounting screw set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,actuation_kinematics,motor_mounting_screw_set,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_motor_sets_motor_phase_lead_set,component_candidate,generated_needs_review,generated_model,motor phase lead set,motor phase lead set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,actuation_kinematics,motor_phase_lead_set,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_propeller_sets_propeller_hub_adapter,component_candidate,generated_needs_review,generated_model,propeller hub adapter,propeller hub adapter is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,actuation_kinematics,propeller_hub_adapter,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_propeller_sets_propeller_lock_nut,component_candidate,generated_needs_review,generated_model,propeller lock nut,propeller lock nut is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,actuation_kinematics,propeller_lock_nut,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_propeller_sets_spare_propeller_pouch,component_candidate,generated_needs_review,generated_model,spare propeller pouch,spare propeller pouch is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,actuation_kinematics,spare_propeller_pouch,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_flight_controller_stack_barometer_foam_cover,component_candidate,generated_needs_review,generated_model,barometer foam cover,barometer foam cover is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,barometer_foam_cover,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_flight_controller_stack_failsafe_firmware_profile,component_candidate,generated_needs_review,generated_model,failsafe firmware profile,failsafe firmware profile is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,failsafe_firmware_profile,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_flight_controller_stack_imu_vibration_isolation_mount,component_candidate,generated_needs_review,generated_model,IMU vibration isolation mount,IMU vibration isolation mount is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,imu_vibration_isolation_mount,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_flight_controller_stack_sd_card_flight_logger,component_candidate,generated_needs_review,generated_model,SD card flight logger,SD card flight logger is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,sd_card_flight_logger,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_radio_navigation_link_antenna_diversity_mount,component_candidate,generated_needs_review,generated_model,antenna diversity mount,antenna diversity mount is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,antenna_diversity_mount,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_radio_navigation_link_gnss_antenna_mast,component_candidate,generated_needs_review,generated_model,GNSS antenna mast,GNSS antenna mast is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,gnss_antenna_mast,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_radio_navigation_link_rc_receiver,component_candidate,generated_needs_review,generated_model,RC receiver,RC receiver is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,rc_receiver,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_radio_navigation_link_telemetry_radio_module,component_candidate,generated_needs_review,generated_model,telemetry radio module,telemetry radio module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,telemetry_radio_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_video_downlink_hdmi_micro_cable,component_candidate,generated_needs_review,generated_model,HDMI micro cable,HDMI micro cable is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,hdmi_micro_cable,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_video_downlink_low_latency_video_transmitter,component_candidate,generated_needs_review,generated_model,low-latency video transmitter,low-latency video transmitter is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,low_latency_video_transmitter,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_video_downlink_video_antenna_pair,component_candidate,generated_needs_review,generated_model,video antenna pair,video antenna pair is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,video_antenna_pair,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_video_downlink_video_power_filter,component_candidate,generated_needs_review,generated_model,video power filter,video power filter is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,control_compute_communication,video_power_filter,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_charging_interface_balance_charge_harness,component_candidate,generated_needs_review,generated_model,balance charge harness,balance charge harness is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,energy_storage_source,balance_charge_harness,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_charging_interface_charging_cradle,component_candidate,generated_needs_review,generated_model,charging cradle,charging cradle is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,energy_storage_source,charging_cradle,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_charging_interface_pack_id_label,component_candidate,generated_needs_review,generated_model,pack ID label,pack ID label is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,energy_storage_source,pack_id_label,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_charging_interface_transport_storage_case_insert,component_candidate,generated_needs_review,generated_model,transport storage case insert,transport storage case insert is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,energy_storage_source,transport_storage_case_insert,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_flight_battery_pack_battery_management_pcb,component_candidate,generated_needs_review,generated_model,battery management PCB,battery management PCB is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,energy_storage_source,battery_management_pcb,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_flight_battery_pack_high_discharge_cell_group,component_candidate,generated_needs_review,generated_model,high-discharge cell group,high-discharge cell group is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,energy_storage_source,high_discharge_cell_group,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_flight_battery_pack_pack_temperature_sensor,component_candidate,generated_needs_review,generated_model,pack temperature sensor,pack temperature sensor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,energy_storage_source,pack_temperature_sensor,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_flight_battery_pack_xt90_anti_spark_connector,component_candidate,generated_needs_review,generated_model,XT90 anti-spark connector,XT90 anti-spark connector is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,energy_storage_source,xt90_anti_spark_connector,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_power_monitoring_battery_telemetry_connector,component_candidate,generated_needs_review,generated_model,battery telemetry connector,battery telemetry connector is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,energy_storage_source,battery_telemetry_connector,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_power_monitoring_low_voltage_alarm_output,component_candidate,generated_needs_review,generated_model,low-voltage alarm output,low-voltage alarm output is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,energy_storage_source,low_voltage_alarm_output,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_power_monitoring_power_module_shunt,component_candidate,generated_needs_review,generated_model,power module shunt,power module shunt is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,energy_storage_source,power_module_shunt,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_power_monitoring_voltage_divider_board,component_candidate,generated_needs_review,generated_model,voltage divider board,voltage divider board is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,energy_storage_source,voltage_divider_board,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_ground_controller_controller_neck_strap,component_candidate,generated_needs_review,generated_model,controller neck strap,controller neck strap is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,hmi_ergonomics,controller_neck_strap,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_ground_controller_ground_station_tablet,component_candidate,generated_needs_review,generated_model,ground-station tablet,ground-station tablet is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,hmi_ergonomics,ground_station_tablet,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_ground_controller_handheld_transmitter,component_candidate,generated_needs_review,generated_model,handheld transmitter,handheld transmitter is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,hmi_ergonomics,handheld_transmitter,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_ground_controller_sun_hood,component_candidate,generated_needs_review,generated_model,sun hood,sun hood is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,hmi_ergonomics,sun_hood,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_mission_labelling_aircraft_id_label,component_candidate,generated_needs_review,generated_model,aircraft ID label,aircraft ID label is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,hmi_ergonomics,aircraft_id_label,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_mission_labelling_payload_mass_placard,component_candidate,generated_needs_review,generated_model,payload mass placard,payload mass placard is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,hmi_ergonomics,payload_mass_placard,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_mission_labelling_preflight_checklist_card,component_candidate,generated_needs_review,generated_model,preflight checklist card,preflight checklist card is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,hmi_ergonomics,preflight_checklist_card,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:hmi_ergonomics_mission_labelling_propeller_rotation_label,component_candidate,generated_needs_review,generated_model,propeller rotation label,propeller rotation label is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,hmi_ergonomics,propeller_rotation_label,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_field_repair_access_field_fastener_kit,component_candidate,generated_needs_review,generated_model,field fastener kit,field fastener kit is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,maintenance_serviceability,field_fastener_kit,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_field_repair_access_motor_alignment_gauge,component_candidate,generated_needs_review,generated_model,motor alignment gauge,motor alignment gauge is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,maintenance_serviceability,motor_alignment_gauge,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_field_repair_access_propeller_torque_tool,component_candidate,generated_needs_review,generated_model,propeller torque tool,propeller torque tool is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,maintenance_serviceability,propeller_torque_tool,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_field_repair_access_spare_arm_clamp,component_candidate,generated_needs_review,generated_model,spare arm clamp,spare arm clamp is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,maintenance_serviceability,spare_arm_clamp,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_inspection_points_battery_cycle_counter_label,component_candidate,generated_needs_review,generated_model,battery cycle counter label,battery cycle counter label is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,maintenance_serviceability,battery_cycle_counter_label,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:maintenance_serviceability_inspection_points_crack_inspection_marker,component_candidate,generated_needs_review,generated_model,crack inspection marker,crack inspection marker is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.drone,,,,maintenance_serviceability,crack_inspection_marker,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
