id,sequence,action,status,priority,lineId,componentWordId,description,traceStatus,requiredEvidence,intakeArtifacts,acceptanceCriteria,rejectionCriteria,blocksCandidateDisplay,blocksPricedReview,blocksProcurement,requiredAction
bom-close:safety_protection_dc_fault_protection_insulation_monitoring_device,11,resolve_component_identity,blocked,blocker,safety_protection_dc_fault_protection_insulation_monitoring_device,insulation_monitoring_device,Insulation monitoring device,duplicate_identity_review_required,canonical component identity decision; whether repeated allocations are one shared physical item or separate installed lines; updated componentWordId or quantity basis,*.component-identity.csv; *.bom-evidence-trace.csv; *.component-allocation-gate.csv,Component identity worklist no longer reports this component as duplicated.; Sourcing evidence is admitted only after the line identity is unambiguous.,Same componentWordId continues to represent ambiguous physical quantities.,no,yes,yes,Resolve duplicate component identity before pricing or using this line.
bom-close:sensing_instrumentation_energy_metering_mid_energy_meter,12,resolve_component_identity,blocked,blocker,sensing_instrumentation_energy_metering_mid_energy_meter,mid_energy_meter,MID energy meter,duplicate_identity_review_required,canonical component identity decision; whether repeated allocations are one shared physical item or separate installed lines; updated componentWordId or quantity basis,*.component-identity.csv; *.bom-evidence-trace.csv; *.component-allocation-gate.csv,Component identity worklist no longer reports this component as duplicated.; Sourcing evidence is admitted only after the line identity is unambiguous.,Same componentWordId continues to represent ambiguous physical quantities.,no,yes,yes,Resolve duplicate component identity before pricing or using this line.
bom-close:sensing_instrumentation_insulation_fault_detection_insulation_monitoring_device,13,resolve_component_identity,blocked,blocker,sensing_instrumentation_insulation_fault_detection_insulation_monitoring_device,insulation_monitoring_device,Insulation monitoring device,duplicate_identity_review_required,canonical component identity decision; whether repeated allocations are one shared physical item or separate installed lines; updated componentWordId or quantity basis,*.component-identity.csv; *.bom-evidence-trace.csv; *.component-allocation-gate.csv,Component identity worklist no longer reports this component as duplicated.; Sourcing evidence is admitted only after the line identity is unambiguous.,Same componentWordId continues to represent ambiguous physical quantities.,no,yes,yes,Resolve duplicate component identity before pricing or using this line.
bom-close:charging_connector_interface_ccs2_cable_connector_cable_strain_relief_boot,14,defer_candidate_sourcing,deferred,minor,charging_connector_interface_ccs2_cable_connector_cable_strain_relief_boot,cable_strain_relief_boot,cable strain relief boot,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:charging_connector_interface_ccs2_cable_connector_connector_temperature_sensor_pair,15,defer_candidate_sourcing,deferred,minor,charging_connector_interface_ccs2_cable_connector_connector_temperature_sensor_pair,connector_temperature_sensor_pair,connector temperature sensor pair,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:charging_connector_interface_ccs2_cable_connector_proximity_pilot_resistor_set,16,defer_candidate_sourcing,deferred,minor,charging_connector_interface_ccs2_cable_connector_proximity_pilot_resistor_set,proximity_pilot_resistor_set,proximity pilot resistor set,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:charging_connector_interface_connector_cooling_coupling_cable_coolant_temperature_probe,17,defer_candidate_sourcing,deferred,minor,charging_connector_interface_connector_cooling_coupling_cable_coolant_temperature_probe,cable_coolant_temperature_probe,cable coolant temperature probe,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:charging_connector_interface_connector_cooling_coupling_coolant_leak_catch_tray,18,defer_candidate_sourcing,deferred,minor,charging_connector_interface_connector_cooling_coupling_coolant_leak_catch_tray,coolant_leak_catch_tray,coolant leak catch tray,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:charging_connector_interface_connector_cooling_coupling_liquid_cooled_cable_manifold,19,defer_candidate_sourcing,deferred,minor,charging_connector_interface_connector_cooling_coupling_liquid_cooled_cable_manifold,liquid_cooled_cable_manifold,liquid-cooled cable manifold,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:charging_connector_interface_connector_cooling_coupling_quick_connect_coolant_coupler,20,defer_candidate_sourcing,deferred,minor,charging_connector_interface_connector_cooling_coupling_quick_connect_coolant_coupler,quick_connect_coolant_coupler,quick-connect coolant coupler,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:charging_connector_interface_vehicle_communication_frontend_control_pilot_interface_board,21,defer_candidate_sourcing,deferred,minor,charging_connector_interface_vehicle_communication_frontend_control_pilot_interface_board,control_pilot_interface_board,control pilot interface board,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:charging_connector_interface_vehicle_communication_frontend_proximity_detection_input,22,defer_candidate_sourcing,deferred,minor,charging_connector_interface_vehicle_communication_frontend_proximity_detection_input,proximity_detection_input,proximity detection input,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:charging_connector_interface_vehicle_communication_frontend_vehicle_comms_isolation_transformer,23,defer_candidate_sourcing,deferred,minor,charging_connector_interface_vehicle_communication_frontend_vehicle_comms_isolation_transformer,vehicle_comms_isolation_transformer,vehicle comms isolation transformer,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_backend_gateway_ethernet_surge_protector,24,defer_candidate_sourcing,deferred,minor,control_compute_communication_backend_gateway_ethernet_surge_protector,ethernet_surge_protector,ethernet surge protector,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_backend_gateway_lte_router_module,25,defer_candidate_sourcing,deferred,minor,control_compute_communication_backend_gateway_lte_router_module,lte_router_module,LTE router module,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_backend_gateway_secure_element_module,26,defer_candidate_sourcing,deferred,minor,control_compute_communication_backend_gateway_secure_element_module,secure_element_module,secure element module,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_charge_controller_charge_controller_pcb,27,defer_candidate_sourcing,deferred,minor,control_compute_communication_charge_controller_charge_controller_pcb,charge_controller_pcb,charge controller PCB,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_charge_controller_nonvolatile_event_log_memory,28,defer_candidate_sourcing,deferred,minor,control_compute_communication_charge_controller_nonvolatile_event_log_memory,nonvolatile_event_log_memory,nonvolatile event log memory,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_charge_controller_real_time_clock_module,29,defer_candidate_sourcing,deferred,minor,control_compute_communication_charge_controller_real_time_clock_module,real_time_clock_module,real-time clock module,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_charge_controller_safety_io_terminal_block,30,defer_candidate_sourcing,deferred,minor,control_compute_communication_charge_controller_safety_io_terminal_block,safety_io_terminal_block,safety IO terminal block,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_protocol_stack_charging_session_firmware_image,31,defer_candidate_sourcing,deferred,minor,control_compute_communication_protocol_stack_charging_session_firmware_image,charging_session_firmware_image,charging session firmware image,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_protocol_stack_plug_and_charge_certificate_store,32,defer_candidate_sourcing,deferred,minor,control_compute_communication_protocol_stack_plug_and_charge_certificate_store,plug_and_charge_certificate_store,Plug and Charge certificate store,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_protocol_stack_protocol_debug_header,33,defer_candidate_sourcing,deferred,minor,control_compute_communication_protocol_stack_protocol_debug_header,protocol_debug_header,protocol debug header,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_conversion_transduction_converter_supervision_fan_coolant_derating_table,34,defer_candidate_sourcing,deferred,minor,energy_conversion_transduction_converter_supervision_fan_coolant_derating_table,fan_coolant_derating_table,fan/coolant derating table,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_conversion_transduction_converter_supervision_firmware_recovery_jumper,35,defer_candidate_sourcing,deferred,minor,energy_conversion_transduction_converter_supervision_firmware_recovery_jumper,firmware_recovery_jumper,firmware recovery jumper,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_conversion_transduction_converter_supervision_heatsink_temperature_probe,36,defer_candidate_sourcing,deferred,minor,energy_conversion_transduction_converter_supervision_heatsink_temperature_probe,heatsink_temperature_probe,heatsink temperature probe,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_conversion_transduction_converter_supervision_module_health_monitor_board,37,defer_candidate_sourcing,deferred,minor,energy_conversion_transduction_converter_supervision_module_health_monitor_board,module_health_monitor_board,module health monitor board,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_conversion_transduction_output_filtering_dc_output_choke,38,defer_candidate_sourcing,deferred,minor,energy_conversion_transduction_output_filtering_dc_output_choke,dc_output_choke,DC output choke,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_conversion_transduction_output_filtering_emi_filter_assembly,39,defer_candidate_sourcing,deferred,minor,energy_conversion_transduction_output_filtering_emi_filter_assembly,emi_filter_assembly,EMI filter assembly,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_conversion_transduction_output_filtering_snubber_network_board,40,defer_candidate_sourcing,deferred,minor,energy_conversion_transduction_output_filtering_snubber_network_board,snubber_network_board,snubber network board,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_conversion_transduction_output_filtering_thermal_interface_pad_set,41,defer_candidate_sourcing,deferred,minor,energy_conversion_transduction_output_filtering_thermal_interface_pad_set,thermal_interface_pad_set,thermal interface pad set,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_conversion_transduction_rectifier_power_modules_dc_link_capacitor_bank,42,defer_candidate_sourcing,deferred,minor,energy_conversion_transduction_rectifier_power_modules_dc_link_capacitor_bank,dc_link_capacitor_bank,DC-link capacitor bank,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_conversion_transduction_rectifier_power_modules_module_locking_rail,43,defer_candidate_sourcing,deferred,minor,energy_conversion_transduction_rectifier_power_modules_module_locking_rail,module_locking_rail,module locking rail,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_conversion_transduction_rectifier_power_modules_power_module_backplane,44,defer_candidate_sourcing,deferred,minor,energy_conversion_transduction_rectifier_power_modules_power_module_backplane,power_module_backplane,power module backplane,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_liquid_cooling_loop_coolant_pump,45,defer_candidate_sourcing,deferred,minor,environmental_interface_liquid_cooling_loop_coolant_pump,coolant_pump,coolant pump,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_liquid_cooling_loop_coolant_reservoir,46,defer_candidate_sourcing,deferred,minor,environmental_interface_liquid_cooling_loop_coolant_reservoir,coolant_reservoir,coolant reservoir,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_liquid_cooling_loop_plate_radiator,47,defer_candidate_sourcing,deferred,minor,environmental_interface_liquid_cooling_loop_plate_radiator,plate_radiator,plate radiator,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_thermal_air_path_airflow_proving_switch,48,defer_candidate_sourcing,deferred,minor,environmental_interface_thermal_air_path_airflow_proving_switch,airflow_proving_switch,airflow proving switch,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
