id,lineId,componentWordId,description,priority,quantity,unit,traceStatus,ledgerStatus,duplicateResolution,supplier,manufacturer,mpn,unitCostGbp,totalCostGbp,sourceRef,sourceReferenceClass,sourceReferenceStatus,sourceQualityIssues,supplierClaim,manufacturerClaim,mpnClaim,unitCostClaim,sourceBackedRequiredClaims,missingRequiredClaims,provenanceViolations,canDisplayCandidate,canDisplayPricedReview,canUseForProcurement,requiredAction
bom-trace:structure_containment_hydrodynamic_fairing_stabilising_fin_set,structure_containment_hydrodynamic_fairing_stabilising_fin_set,stabilising_fin_set,stabilising fin set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_hydrodynamic_fairing_access_hatch_latch_set,structure_containment_hydrodynamic_fairing_access_hatch_latch_set,access_hatch_latch_set,access hatch latch set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_subsea_battery_pack_battery_pack,energy_storage_source_subsea_battery_pack_battery_pack,battery_pack,Battery pack,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:energy_storage_source_subsea_battery_pack_battery_management_board,energy_storage_source_subsea_battery_pack_battery_management_board,battery_management_board,battery management board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_subsea_battery_pack_pack_isolation_fuse,energy_storage_source_subsea_battery_pack_pack_isolation_fuse,pack_isolation_fuse,pack isolation fuse,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_subsea_battery_pack_pressure_rated_battery_enclosure,energy_storage_source_subsea_battery_pack_pressure_rated_battery_enclosure,pressure_rated_battery_enclosure,pressure-rated battery enclosure,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_charging_interface_charge_interlock_plug,energy_storage_source_charging_interface_charge_interlock_plug,charge_interlock_plug,charge interlock plug,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_charging_interface_shore_charger_adapter,energy_storage_source_charging_interface_shore_charger_adapter,shore_charger_adapter,shore charger adapter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_charging_interface_state_of_charge_display_puck,energy_storage_source_charging_interface_state_of_charge_display_puck,state_of_charge_display_puck,state-of-charge display puck,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_charging_interface_battery_vent_inspection_plug,energy_storage_source_charging_interface_battery_vent_inspection_plug,battery_vent_inspection_plug,battery vent inspection plug,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_energy_monitoring_coulomb_counter_module,energy_storage_source_energy_monitoring_coulomb_counter_module,coulomb_counter_module,coulomb counter module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_energy_monitoring_pack_temperature_sensor_strip,energy_storage_source_energy_monitoring_pack_temperature_sensor_strip,pack_temperature_sensor_strip,pack temperature sensor strip,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_energy_monitoring_energy_reserve_indicator,energy_storage_source_energy_monitoring_energy_reserve_indicator,energy_reserve_indicator,energy reserve indicator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_energy_monitoring_battery_telemetry_isolator,energy_storage_source_energy_monitoring_battery_telemetry_isolator,battery_telemetry_isolator,battery telemetry isolator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_dc_distribution_fused_dc_distribution_board,power_distribution_dc_distribution_fused_dc_distribution_board,fused_dc_distribution_board,fused DC distribution board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_dc_distribution_wet_mate_connector_set,power_distribution_dc_distribution_wet_mate_connector_set,wet_mate_connector_set,Wet-mate connector set,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:power_distribution_dc_distribution_main_power_enable_relay,power_distribution_dc_distribution_main_power_enable_relay,main_power_enable_relay,main power enable relay,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_dc_distribution_bus_voltage_monitor,power_distribution_dc_distribution_bus_voltage_monitor,bus_voltage_monitor,bus voltage monitor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_low_voltage_rails_24_v_dc_converter,power_distribution_low_voltage_rails_24_v_dc_converter,24_v_dc_converter,24 V DC converter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_low_voltage_rails_12_v_payload_converter,power_distribution_low_voltage_rails_12_v_payload_converter,12_v_payload_converter,12 V payload converter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_low_voltage_rails_5_v_avionics_converter,power_distribution_low_voltage_rails_5_v_avionics_converter,5_v_avionics_converter,5 V avionics converter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_low_voltage_rails_emi_power_filter,power_distribution_low_voltage_rails_emi_power_filter,emi_power_filter,EMI power filter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_isolation_grounding_ground_fault_monitor,power_distribution_isolation_grounding_ground_fault_monitor,ground_fault_monitor,ground fault monitor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_isolation_grounding_chassis_bonding_strap,power_distribution_isolation_grounding_chassis_bonding_strap,chassis_bonding_strap,chassis bonding strap,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_isolation_grounding_service_isolation_key,power_distribution_isolation_grounding_service_isolation_key,service_isolation_key,service isolation key,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:power_distribution_isolation_grounding_fault_annunciator_module,power_distribution_isolation_grounding_fault_annunciator_module,fault_annunciator_module,fault annunciator module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_thruster_array_thruster_set,actuation_kinematics_thruster_array_thruster_set,thruster_set,Thruster set,critical,6,each,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:actuation_kinematics_thruster_array_thruster_nozzle_guard,actuation_kinematics_thruster_array_thruster_nozzle_guard,thruster_nozzle_guard,thruster nozzle guard,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_thruster_array_thruster_mounting_bracket,actuation_kinematics_thruster_array_thruster_mounting_bracket,thruster_mounting_bracket,thruster mounting bracket,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_thruster_array_motor_phase_harness,actuation_kinematics_thruster_array_motor_phase_harness,motor_phase_harness,motor phase harness,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_drive_electronics_thruster_motor_controller_stack,actuation_kinematics_drive_electronics_thruster_motor_controller_stack,thruster_motor_controller_stack,thruster motor controller stack,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_drive_electronics_current_sensor_channel_set,actuation_kinematics_drive_electronics_current_sensor_channel_set,current_sensor_channel_set,current sensor channel set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_drive_electronics_controller_heat_spreader,actuation_kinematics_drive_electronics_controller_heat_spreader,controller_heat_spreader,controller heat spreader,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_drive_electronics_thrust_calibration_table,actuation_kinematics_drive_electronics_thrust_calibration_table,thrust_calibration_table,thrust calibration table,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_trim_surfaces_adjustable_trim_fin,actuation_kinematics_trim_surfaces_adjustable_trim_fin,adjustable_trim_fin,adjustable trim fin,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_trim_surfaces_ballast_trim_block,actuation_kinematics_trim_surfaces_ballast_trim_block,ballast_trim_block,ballast trim block,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_trim_surfaces_roll_trim_screw_set,actuation_kinematics_trim_surfaces_roll_trim_screw_set,roll_trim_screw_set,roll trim screw set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:actuation_kinematics_trim_surfaces_tow_tank_trim_mark,actuation_kinematics_trim_surfaces_tow_tank_trim_mark,tow_tank_trim_mark,tow-tank trim mark,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_mission_computer_stack_mission_computer,control_compute_communication_mission_computer_stack_mission_computer,mission_computer,Mission computer,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:control_compute_communication_mission_computer_stack_real_time_control_board,control_compute_communication_mission_computer_stack_real_time_control_board,real_time_control_board,real-time control board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_mission_computer_stack_watchdog_supervisor_module,control_compute_communication_mission_computer_stack_watchdog_supervisor_module,watchdog_supervisor_module,watchdog supervisor module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_mission_computer_stack_mission_data_recorder,control_compute_communication_mission_computer_stack_mission_data_recorder,mission_data_recorder,mission data recorder,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_acoustic_communications_acoustic_modem,control_compute_communication_acoustic_communications_acoustic_modem,acoustic_modem,Acoustic modem,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:control_compute_communication_acoustic_communications_acoustic_transducer_mount,control_compute_communication_acoustic_communications_acoustic_transducer_mount,acoustic_transducer_mount,acoustic transducer mount,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_acoustic_communications_acoustic_isolation_pad,control_compute_communication_acoustic_communications_acoustic_isolation_pad,acoustic_isolation_pad,acoustic isolation pad,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_acoustic_communications_surface_command_protocol_adapter,control_compute_communication_acoustic_communications_surface_command_protocol_adapter,surface_command_protocol_adapter,surface command protocol adapter,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_software_health_management_failsafe_state_machine,control_compute_communication_software_health_management_failsafe_state_machine,failsafe_state_machine,failsafe state machine,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_software_health_management_time_sync_module,control_compute_communication_software_health_management_time_sync_module,time_sync_module,time sync module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_software_health_management_configuration_backup_storage,control_compute_communication_software_health_management_configuration_backup_storage,configuration_backup_storage,configuration backup storage,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:control_compute_communication_software_health_management_debug_service_port,control_compute_communication_software_health_management_debug_service_port,debug_service_port,debug service port,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_navigation_sensor_suite_dvl,sensing_instrumentation_navigation_sensor_suite_dvl,dvl,DVL,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:sensing_instrumentation_navigation_sensor_suite_inertial_navigation_unit,sensing_instrumentation_navigation_sensor_suite_inertial_navigation_unit,inertial_navigation_unit,Inertial navigation unit,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:sensing_instrumentation_navigation_sensor_suite_magnetic_compass_module,sensing_instrumentation_navigation_sensor_suite_magnetic_compass_module,magnetic_compass_module,magnetic compass module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_navigation_sensor_suite_gnss_surface_receiver,sensing_instrumentation_navigation_sensor_suite_gnss_surface_receiver,gnss_surface_receiver,GNSS surface receiver,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_depth_environment_sensors_depth_and_pressure_sensor,sensing_instrumentation_depth_environment_sensors_depth_and_pressure_sensor,depth_and_pressure_sensor,Depth and pressure sensor,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:sensing_instrumentation_depth_environment_sensors_water_temperature_probe,sensing_instrumentation_depth_environment_sensors_water_temperature_probe,water_temperature_probe,water temperature probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_depth_environment_sensors_conductivity_sensor,sensing_instrumentation_depth_environment_sensors_conductivity_sensor,conductivity_sensor,conductivity sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_depth_environment_sensors_internal_humidity_sensor,sensing_instrumentation_depth_environment_sensors_internal_humidity_sensor,internal_humidity_sensor,internal humidity sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_payload_sensor_bay_forward_sonar_payload,sensing_instrumentation_payload_sensor_bay_forward_sonar_payload,forward_sonar_payload,Forward sonar payload,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:sensing_instrumentation_payload_sensor_bay_camera_viewport_window,sensing_instrumentation_payload_sensor_bay_camera_viewport_window,camera_viewport_window,camera viewport window,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_payload_sensor_bay_payload_sync_trigger,sensing_instrumentation_payload_sensor_bay_payload_sync_trigger,payload_sync_trigger,payload sync trigger,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_payload_sensor_bay_payload_data_link_module,sensing_instrumentation_payload_sensor_bay_payload_data_link_module,payload_data_link_module,payload data link module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_pressure_boundary_management_cable_penetrator_seal,environmental_interface_pressure_boundary_management_cable_penetrator_seal,cable_penetrator_seal,cable penetrator seal,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:environmental_interface_pressure_boundary_management_pressure_compensation_bladder,environmental_interface_pressure_boundary_management_pressure_compensation_bladder,pressure_compensation_bladder,pressure compensation bladder,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
