id,kind,priority,status,scope,reviewerQuestion,evidenceRequired,acceptanceCriteria,linkedModuleIds,linkedSubModuleIds,linkedComponentWordIds,linkedRequirementIds,linkedInterfaceIds,linkedCalculationIds,blockers
assumption_resolution:sanity:heatpump_refrigerant_hydronic_closure,assumption_resolution,major,needs_review,Refrigerant/Hydronic Closure,"Can the Refrigerant/Hydronic Closure assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",energy_conversion_transduction; environmental_interface; mass_fluid_transport_process; control_compute_communication; sensing_instrumentation,,,thermal_output_kw; cop,,,
assumption_resolution:sanity:heatpump_safety_serviceability,assumption_resolution,major,needs_review,Safety And Serviceability Interfaces,"Can the Safety And Serviceability Interfaces assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
calculation_envelope:heat_pump_cop_envelope,calculation_envelope,major,ready_for_review,Heat pump COP envelope,"Does the Heat pump COP envelope calculation support the architecture envelope, or does the concept need revision?","Confirm EN 14511 or local rating point, flow temperature, refrigerant and ambient condition.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",energy_conversion_transduction; control_compute_communication; sensing_instrumentation,,,cop,,heat_pump_cop_envelope,
calculation_envelope:heat_pump_electrical_input_kw,calculation_envelope,major,ready_for_review,Heat pump electrical input,"Does the Heat pump electrical input calculation support the architecture envelope, or does the concept need revision?","Confirm COP rating condition, compressor input power, pump/fan auxiliaries and defrost allowance.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",energy_conversion_transduction; environmental_interface; mass_fluid_transport_process; control_compute_communication; sensing_instrumentation,,,thermal_output_kw; cop,,heat_pump_electrical_input_kw,
interface_contract:control_compute_communication:energy_conversion_transduction:control_bus,interface_contract,major,ready_for_review,Control Compute Communication -> Refrigerant Energy Conversion via control_bus,Is the control_bus interface between Control Compute Communication and Refrigerant Energy Conversion correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",control_compute_communication; energy_conversion_transduction,main_controller; power_driver_io; compressor_inverter_stage; expansion_metering_stage,heat_pump_controller_pcb; controller_enclosure; real_time_clock_module; non_volatile_fault_memory; compressor_contactor; pump_relay_output; fan_pwm_output_board; safety_chain_input_terminal; inverter_scroll_compressor; compressor_inverter_drive; compressor_mounting_grommet_set; crankcase_heater_band; electronic_expansion_valve; eev_stepper_harness; liquid_line_filter_drier; sight_glass_indicator,,control_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:energy_conversion_transduction:mass_fluid_transport_process:hydronic_loop,interface_contract,major,ready_for_review,Refrigerant Energy Conversion -> Hydronic Heat Delivery via hydronic_loop,Is the hydronic_loop interface between Refrigerant Energy Conversion and Hydronic Heat Delivery correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",energy_conversion_transduction; mass_fluid_transport_process,condenser_coupling_boundary; condenser_heat_exchanger; circulation_pump_group; hydronic_safety_group,refrigerant_stub_out_pair; hydronic_stub_out_pair; plate_heat_exchanger_mounting_bracket; condenser_insulation_sleeve; brazed_plate_heat_exchanger; plate_exchanger_insulation_jacket; water_outlet_temperature_sensor; refrigerant_outlet_temperature_sensor; hydronic_circulation_pump; pump_isolation_valve_pair; flow_proving_switch; strainer_filter; hydronic_safety_valve_kit; expansion_vessel; automatic_air_vent; fill_and_drain_valve_set,,hydronic_loop,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:environmental_interface:energy_conversion_transduction:refrigerant_loop,interface_contract,major,ready_for_review,Outdoor Air Interface -> Refrigerant Energy Conversion via refrigerant_loop,Is the refrigerant_loop interface between Outdoor Air Interface and Refrigerant Energy Conversion correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",environmental_interface; energy_conversion_transduction,outdoor_evaporator; compressor_inverter_stage; expansion_metering_stage; refrigerant_manifold; condenser_coupling_boundary,outdoor_finned_evaporator_coil; coil_temperature_sensor; coil_guard_grille; hydrophilic_fin_coating; inverter_scroll_compressor; compressor_inverter_drive; compressor_mounting_grommet_set; crankcase_heater_band; electronic_expansion_valve; eev_stepper_harness; liquid_line_filter_drier; sight_glass_indicator; copper_refrigerant_tube_set; service_valve_pair; brazed_joint_sleeve_set; refrigerant_charge_label; refrigerant_stub_out_pair; hydronic_stub_out_pair; plate_heat_exchanger_mounting_bracket; condenser_insulation_sleeve,,refrigerant_loop,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:sensing_instrumentation:control_compute_communication:sensor_bus,interface_contract,major,ready_for_review,Sensing Instrumentation -> Control Compute Communication via sensor_bus,Is the sensor_bus interface between Sensing Instrumentation and Control Compute Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",sensing_instrumentation; control_compute_communication,refrigerant_sensing; water_sensing; ambient_sensing; main_controller; service_communications,refrigerant_sensor_and_pressure_transducers; suction_temperature_probe; discharge_temperature_probe; refrigerant_leak_sensor; flow_temperature_sensor; return_temperature_sensor; flow_meter_cartridge; water_pressure_transducer; ambient_temperature_sensor; ambient_humidity_sensor; air_pressure_switch; rain_ingress_sensor; heat_pump_controller_pcb; controller_enclosure; real_time_clock_module; non_volatile_fault_memory; modbus_service_port; usb_commissioning_adapter; fault_led_stack; installer_qr_code_label,,sensor_bus,,Both endpoints expose the required interface through at least one submodule carrier.
module_allocation:control_compute_communication,module_allocation,major,ready_for_review,Control Compute Communication,"Does Control Compute Communication have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,control_compute_communication,main_controller; power_driver_io; service_communications,heat_pump_controller_pcb; controller_enclosure; real_time_clock_module; non_volatile_fault_memory; compressor_contactor; pump_relay_output; fan_pwm_output_board; safety_chain_input_terminal; modbus_service_port; usb_commissioning_adapter; fault_led_stack; installer_qr_code_label,cop,control_bus; sensor_bus; service_port; alarm_bus; protective_earth,heatpump_cop_input_power; heatpump_refrigerant_hydronic_closure,
module_allocation:energy_conversion_transduction,module_allocation,major,ready_for_review,Refrigerant Energy Conversion,"Does Refrigerant Energy Conversion have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,energy_conversion_transduction,compressor_inverter_stage; expansion_metering_stage; refrigerant_manifold; condenser_coupling_boundary,inverter_scroll_compressor; compressor_inverter_drive; compressor_mounting_grommet_set; crankcase_heater_band; electronic_expansion_valve; eev_stepper_harness; liquid_line_filter_drier; sight_glass_indicator; copper_refrigerant_tube_set; service_valve_pair; brazed_joint_sleeve_set; refrigerant_charge_label; refrigerant_stub_out_pair; hydronic_stub_out_pair; plate_heat_exchanger_mounting_bracket; condenser_insulation_sleeve,thermal_output_kw; cop,refrigerant_loop; hydronic_loop; control_bus; protective_earth; service_access; sensor_bus,heatpump_cop_input_power; heatpump_refrigerant_hydronic_closure,
module_allocation:environmental_interface,module_allocation,major,ready_for_review,Outdoor Air Interface,"Does Outdoor Air Interface have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,environmental_interface,outdoor_evaporator; fan_air_path; defrost_condensate,outdoor_finned_evaporator_coil; coil_temperature_sensor; coil_guard_grille; hydrophilic_fin_coating; variable_speed_fan_assembly; ec_fan_motor_controller; fan_shroud; inlet_debris_screen; condensate_drain_tray; trace_heater_cable; defrost_temperature_probe; drain_hose_barb,thermal_output_kw,refrigerant_loop; airflow_path; condensate_drain; sensor_bus; control_bus; protective_earth; service_access,heatpump_cop_input_power; heatpump_refrigerant_hydronic_closure,
module_allocation:hmi_ergonomics,module_allocation,major,ready_for_review,User And Installer Interface,"Does User And Installer Interface have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,hmi_ergonomics,local_display; remote_thermostat_interface; alarm_and_user_guidance,lcd_status_display; menu_button_membrane; weatherproof_display_window; mode_indicator_led_set; thermostat_input_terminal; modbus_room_controller_link; demand_signal_opto_isolator; installer_wiring_label; alarm_relay_output; user_quick_start_label; fault_reset_button; qr_service_documentation_label,,service_port; alarm_bus; control_bus; service_access,,
module_allocation:maintenance_serviceability,module_allocation,major,ready_for_review,Maintenance And Commissioning,"Does Maintenance And Commissioning have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,maintenance_serviceability,commissioning_ports; filter_service; diagnostic_access,refrigerant_service_port_cap_set; hydronic_drain_cock; pressure_gauge_pocket; commissioning_checklist_card; cleanable_y_strainer_basket; coil_cleaning_access_cover; service_interval_label; spare_gasket_kit; diagnostic_test_header; fault_code_label; data_log_export_button; installer_handover_record,,service_access; service_port; refrigerant_loop; hydronic_loop; airflow_path; sensor_bus; control_bus,,
module_allocation:mass_fluid_transport_process,module_allocation,major,ready_for_review,Hydronic Heat Delivery,"Does Hydronic Heat Delivery have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,mass_fluid_transport_process,condenser_heat_exchanger; circulation_pump_group; hydronic_safety_group,brazed_plate_heat_exchanger; plate_exchanger_insulation_jacket; water_outlet_temperature_sensor; refrigerant_outlet_temperature_sensor; hydronic_circulation_pump; pump_isolation_valve_pair; flow_proving_switch; strainer_filter; hydronic_safety_valve_kit; expansion_vessel; automatic_air_vent; fill_and_drain_valve_set,thermal_output_kw,hydronic_loop; pressure_relief; sensor_bus; service_access; refrigerant_loop; control_bus; protective_earth,heatpump_cop_input_power; heatpump_refrigerant_hydronic_closure,
module_allocation:power_distribution,module_allocation,major,ready_for_review,Electrical Power Distribution,"Does Electrical Power Distribution have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,power_distribution,mains_input_protection; internal_power_rails; cable_management,lockable_isolator_switch; mcb_breaker_set; rcd_protection_device; surge_protection_device; 24_v_dc_power_supply; terminal_rail_assembly; fused_auxiliary_terminal; protective_earth_bar; segregated_cable_duct; ip_rated_cable_gland_set; emc_ferrite_clamp_set; wiring_diagram_label,,mains_supply; protective_earth; control_bus; service_access; sensor_bus,,
module_allocation:safety_protection,module_allocation,major,ready_for_review,Safety Protection,"Does Safety Protection have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,safety_protection,refrigerant_safety; hydronic_freeze_protection; electrical_safety,high_pressure_cut_out_switch; low_pressure_cut_out_switch; refrigerant_leak_alarm_output; refrigerant_warning_label; anti_freeze_thermostat; backup_immersion_heater_relay; drain_down_instruction_label; glycol_compatibility_tag; earth_continuity_test_point; touch_safe_terminal_cover; over_temperature_cut_out; safety_compliance_label,,pressure_relief; alarm_bus; protective_earth; sensor_bus; refrigerant_loop; hydronic_loop; control_bus; mains_supply,,
module_allocation:sensing_instrumentation,module_allocation,major,ready_for_review,Sensing Instrumentation,"Does Sensing Instrumentation have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,sensing_instrumentation,refrigerant_sensing; water_sensing; ambient_sensing,refrigerant_sensor_and_pressure_transducers; suction_temperature_probe; discharge_temperature_probe; refrigerant_leak_sensor; flow_temperature_sensor; return_temperature_sensor; flow_meter_cartridge; water_pressure_transducer; ambient_temperature_sensor; ambient_humidity_sensor; air_pressure_switch; rain_ingress_sensor,cop,sensor_bus; refrigerant_loop; hydronic_loop; airflow_path,heatpump_cop_input_power; heatpump_refrigerant_hydronic_closure,
module_allocation:structure_containment,module_allocation,major,ready_for_review,Monobloc Structure And Containment,"Does Monobloc Structure And Containment have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,structure_containment,weatherproof_cabinet; mounting_base; service_access_panels,galvanised_steel_cabinet; powder_coated_access_panel; epdm_door_gasket; ip_rated_fastener_set; anti_vibration_foot_set; base_rail_pair; condensate_fall_spacer; lifting_lug_set; removable_service_panel; hinged_controller_cover; quarter_turn_latch_set; service_clearance_label,,airflow_path; condensate_drain; service_access; mechanical_mounts; protective_earth,,
submodule_allocation:control_compute_communication:main_controller,submodule_allocation,major,ready_for_review,Control Compute Communication / Main controller,Do the component candidates and interfaces assigned to Main controller make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,control_compute_communication,main_controller,heat_pump_controller_pcb; controller_enclosure; real_time_clock_module; non_volatile_fault_memory,cop,control_bus; sensor_bus; service_port,heatpump_cop_input_power; heatpump_refrigerant_hydronic_closure,
submodule_allocation:control_compute_communication:power_driver_io,submodule_allocation,major,ready_for_review,Control Compute Communication / Power driver IO,Do the component candidates and interfaces assigned to Power driver IO make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,control_compute_communication,power_driver_io,compressor_contactor; pump_relay_output; fan_pwm_output_board; safety_chain_input_terminal,cop,control_bus; protective_earth; alarm_bus,heatpump_cop_input_power; heatpump_refrigerant_hydronic_closure,
submodule_allocation:control_compute_communication:service_communications,submodule_allocation,major,ready_for_review,Control Compute Communication / Service communications,Do the component candidates and interfaces assigned to Service communications make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,control_compute_communication,service_communications,modbus_service_port; usb_commissioning_adapter; fault_led_stack; installer_qr_code_label,cop,service_port; sensor_bus,heatpump_cop_input_power; heatpump_refrigerant_hydronic_closure,
submodule_allocation:energy_conversion_transduction:compressor_inverter_stage,submodule_allocation,major,ready_for_review,Refrigerant Energy Conversion / Compressor inverter stage,Do the component candidates and interfaces assigned to Compressor inverter stage make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,energy_conversion_transduction,compressor_inverter_stage,inverter_scroll_compressor; compressor_inverter_drive; compressor_mounting_grommet_set; crankcase_heater_band,thermal_output_kw; cop,refrigerant_loop; control_bus; protective_earth,heatpump_cop_input_power; heatpump_refrigerant_hydronic_closure,
submodule_allocation:energy_conversion_transduction:condenser_coupling_boundary,submodule_allocation,major,ready_for_review,Refrigerant Energy Conversion / Condenser coupling boundary,Do the component candidates and interfaces assigned to Condenser coupling boundary make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,energy_conversion_transduction,condenser_coupling_boundary,refrigerant_stub_out_pair; hydronic_stub_out_pair; plate_heat_exchanger_mounting_bracket; condenser_insulation_sleeve,thermal_output_kw; cop,refrigerant_loop; hydronic_loop; sensor_bus; service_access,heatpump_cop_input_power; heatpump_refrigerant_hydronic_closure,
