id,kind,status,basis,scope,claim,provenanceRefs,sourceRefs,reviewerEvidenceRefs,linkedRequirementIds,linkedModuleIds,linkedComponentWordIds,blocksBom,blocksPublish,nextAction
bom_source_field:environmental_interface_exhaust_filter_train_exhaust_filter_and_pressure_relief_set:supplier,bom_source_field,source_required,assumption,Exhaust filter and pressure relief set / supplier,supplier is required but not source-backed.,,,,,environmental_interface,exhaust_filter_and_pressure_relief_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_exhaust_filter_train_exhaust_filter_and_pressure_relief_set:unit_cost_gbp,bom_source_field,source_required,assumption,Exhaust filter and pressure relief set / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,environmental_interface,exhaust_filter_and_pressure_relief_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_temperature_control_loop_temperature_control_loop:manufacturer,bom_source_field,source_required,assumption,Temperature control loop / manufacturer,manufacturer is required but not source-backed.,,,,working_volume_l,environmental_interface,temperature_control_loop,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_temperature_control_loop_temperature_control_loop:mpn,bom_source_field,source_required,assumption,Temperature control loop / mpn,mpn is required but not source-backed.,,,,working_volume_l,environmental_interface,temperature_control_loop,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_temperature_control_loop_temperature_control_loop:supplier,bom_source_field,source_required,assumption,Temperature control loop / supplier,supplier is required but not source-backed.,,,,working_volume_l,environmental_interface,temperature_control_loop,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_temperature_control_loop_temperature_control_loop:unit_cost_gbp,bom_source_field,source_required,assumption,Temperature control loop / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,working_volume_l,environmental_interface,temperature_control_loop,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_feed_pump_manifold_peristaltic_feed_pump:manufacturer,bom_source_field,source_required,assumption,Peristaltic feed pump / manufacturer,manufacturer is required but not source-backed.,,,,working_volume_l,mass_fluid_transport_process,peristaltic_feed_pump,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_feed_pump_manifold_peristaltic_feed_pump:mpn,bom_source_field,source_required,assumption,Peristaltic feed pump / mpn,mpn is required but not source-backed.,,,,working_volume_l,mass_fluid_transport_process,peristaltic_feed_pump,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_feed_pump_manifold_peristaltic_feed_pump:supplier,bom_source_field,source_required,assumption,Peristaltic feed pump / supplier,supplier is required but not source-backed.,,,,working_volume_l,mass_fluid_transport_process,peristaltic_feed_pump,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_feed_pump_manifold_peristaltic_feed_pump:unit_cost_gbp,bom_source_field,source_required,assumption,Peristaltic feed pump / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,working_volume_l,mass_fluid_transport_process,peristaltic_feed_pump,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_sparger_gas_mixing_sparger_and_gas_mix_manifold:manufacturer,bom_source_field,source_required,assumption,Sparger and gas-mix manifold / manufacturer,manufacturer is required but not source-backed.,,,,,mass_fluid_transport_process,sparger_and_gas_mix_manifold,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_sparger_gas_mixing_sparger_and_gas_mix_manifold:mpn,bom_source_field,source_required,assumption,Sparger and gas-mix manifold / mpn,mpn is required but not source-backed.,,,,,mass_fluid_transport_process,sparger_and_gas_mix_manifold,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_sparger_gas_mixing_sparger_and_gas_mix_manifold:supplier,bom_source_field,source_required,assumption,Sparger and gas-mix manifold / supplier,supplier is required but not source-backed.,,,,,mass_fluid_transport_process,sparger_and_gas_mix_manifold,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:mass_fluid_transport_process_sparger_gas_mixing_sparger_and_gas_mix_manifold:unit_cost_gbp,bom_source_field,source_required,assumption,Sparger and gas-mix manifold / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,mass_fluid_transport_process,sparger_and_gas_mix_manifold,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_do_ph_sensing_dissolved_oxygen_optical_sensor:manufacturer,bom_source_field,source_required,assumption,Dissolved oxygen optical sensor / manufacturer,manufacturer is required but not source-backed.,,,,,sensing_instrumentation,dissolved_oxygen_optical_sensor,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_do_ph_sensing_dissolved_oxygen_optical_sensor:mpn,bom_source_field,source_required,assumption,Dissolved oxygen optical sensor / mpn,mpn is required but not source-backed.,,,,,sensing_instrumentation,dissolved_oxygen_optical_sensor,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_do_ph_sensing_dissolved_oxygen_optical_sensor:supplier,bom_source_field,source_required,assumption,Dissolved oxygen optical sensor / supplier,supplier is required but not source-backed.,,,,,sensing_instrumentation,dissolved_oxygen_optical_sensor,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_do_ph_sensing_dissolved_oxygen_optical_sensor:unit_cost_gbp,bom_source_field,source_required,assumption,Dissolved oxygen optical sensor / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,sensing_instrumentation,dissolved_oxygen_optical_sensor,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_do_ph_sensing_single_use_ph_sensor:manufacturer,bom_source_field,source_required,assumption,Single-use pH sensor / manufacturer,manufacturer is required but not source-backed.,,,,,sensing_instrumentation,single_use_ph_sensor,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_do_ph_sensing_single_use_ph_sensor:mpn,bom_source_field,source_required,assumption,Single-use pH sensor / mpn,mpn is required but not source-backed.,,,,,sensing_instrumentation,single_use_ph_sensor,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_do_ph_sensing_single_use_ph_sensor:supplier,bom_source_field,source_required,assumption,Single-use pH sensor / supplier,supplier is required but not source-backed.,,,,,sensing_instrumentation,single_use_ph_sensor,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_do_ph_sensing_single_use_ph_sensor:unit_cost_gbp,bom_source_field,source_required,assumption,Single-use pH sensor / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,sensing_instrumentation,single_use_ph_sensor,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_pressure_mass_temperature_sensing_load_cell_set:manufacturer,bom_source_field,source_required,assumption,Load cell set / manufacturer,manufacturer is required but not source-backed.,,,,,sensing_instrumentation,load_cell_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_pressure_mass_temperature_sensing_load_cell_set:mpn,bom_source_field,source_required,assumption,Load cell set / mpn,mpn is required but not source-backed.,,,,,sensing_instrumentation,load_cell_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_pressure_mass_temperature_sensing_load_cell_set:supplier,bom_source_field,source_required,assumption,Load cell set / supplier,supplier is required but not source-backed.,,,,,sensing_instrumentation,load_cell_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:sensing_instrumentation_pressure_mass_temperature_sensing_load_cell_set:unit_cost_gbp,bom_source_field,source_required,assumption,Load cell set / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,sensing_instrumentation,load_cell_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_single_use_bag_chamber_single_use_bioreactor_bag:manufacturer,bom_source_field,source_required,assumption,Single-use bioreactor bag / manufacturer,manufacturer is required but not source-backed.,,,,working_volume_l,structure_containment,single_use_bioreactor_bag,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_single_use_bag_chamber_single_use_bioreactor_bag:mpn,bom_source_field,source_required,assumption,Single-use bioreactor bag / mpn,mpn is required but not source-backed.,,,,working_volume_l,structure_containment,single_use_bioreactor_bag,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_single_use_bag_chamber_single_use_bioreactor_bag:supplier,bom_source_field,source_required,assumption,Single-use bioreactor bag / supplier,supplier is required but not source-backed.,,,,working_volume_l,structure_containment,single_use_bioreactor_bag,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_single_use_bag_chamber_single_use_bioreactor_bag:unit_cost_gbp,bom_source_field,source_required,assumption,Single-use bioreactor bag / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,working_volume_l,structure_containment,single_use_bioreactor_bag,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_sterile_connector_panel_sterile_tubing_and_connector_set:manufacturer,bom_source_field,source_required,assumption,Sterile tubing and connector set / manufacturer,manufacturer is required but not source-backed.,,,,,structure_containment,sterile_tubing_and_connector_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_sterile_connector_panel_sterile_tubing_and_connector_set:mpn,bom_source_field,source_required,assumption,Sterile tubing and connector set / mpn,mpn is required but not source-backed.,,,,,structure_containment,sterile_tubing_and_connector_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_sterile_connector_panel_sterile_tubing_and_connector_set:supplier,bom_source_field,source_required,assumption,Sterile tubing and connector set / supplier,supplier is required but not source-backed.,,,,,structure_containment,sterile_tubing_and_connector_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_sterile_connector_panel_sterile_tubing_and_connector_set:unit_cost_gbp,bom_source_field,source_required,assumption,Sterile tubing and connector set / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,structure_containment,sterile_tubing_and_connector_set,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
component_candidate:actuation_kinematics_agitation_drive_train_agitation_drive,component_candidate,source_required,generated_model,Agitation drive,Agitation drive is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,working_volume_l,actuation_kinematics,agitation_drive,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:control_compute_communication_process_controller_bioreactor_controller,component_candidate,source_required,generated_model,Bioreactor controller,Bioreactor controller is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,control_compute_communication,bioreactor_controller,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:environmental_interface_exhaust_filter_train_exhaust_filter_and_pressure_relief_set,component_candidate,source_required,generated_model,Exhaust filter and pressure relief set,Exhaust filter and pressure relief set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,environmental_interface,exhaust_filter_and_pressure_relief_set,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:environmental_interface_temperature_control_loop_temperature_control_loop,component_candidate,source_required,generated_model,Temperature control loop,Temperature control loop is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,working_volume_l,environmental_interface,temperature_control_loop,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:mass_fluid_transport_process_feed_pump_manifold_peristaltic_feed_pump,component_candidate,source_required,generated_model,Peristaltic feed pump,Peristaltic feed pump is an architecture-derived component candidate with quantity 3 each.,model:scratch_universal_architecture.bioreactor,,,working_volume_l,mass_fluid_transport_process,peristaltic_feed_pump,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:mass_fluid_transport_process_sparger_gas_mixing_sparger_and_gas_mix_manifold,component_candidate,source_required,generated_model,Sparger and gas-mix manifold,Sparger and gas-mix manifold is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,mass_fluid_transport_process,sparger_and_gas_mix_manifold,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:sensing_instrumentation_do_ph_sensing_dissolved_oxygen_optical_sensor,component_candidate,source_required,generated_model,Dissolved oxygen optical sensor,Dissolved oxygen optical sensor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,sensing_instrumentation,dissolved_oxygen_optical_sensor,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:sensing_instrumentation_do_ph_sensing_single_use_ph_sensor,component_candidate,source_required,generated_model,Single-use pH sensor,Single-use pH sensor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,sensing_instrumentation,single_use_ph_sensor,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:sensing_instrumentation_pressure_mass_temperature_sensing_load_cell_set,component_candidate,source_required,generated_model,Load cell set,Load cell set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,sensing_instrumentation,load_cell_set,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:structure_containment_single_use_bag_chamber_single_use_bioreactor_bag,component_candidate,source_required,generated_model,Single-use bioreactor bag,Single-use bioreactor bag is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,working_volume_l,structure_containment,single_use_bioreactor_bag,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:structure_containment_sterile_connector_panel_sterile_tubing_and_connector_set,component_candidate,source_required,generated_model,Sterile tubing and connector set,Sterile tubing and connector set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,structure_containment,sterile_tubing_and_connector_set,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
headline_metric:capex_gbp,headline_metric,source_required,assumption,Estimated CAPEX,Estimated CAPEX = 0 GBP.,formula:capex=sum(bom.totalCostGbp); class_pack:bioreactor.class_pack,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
headline_metric:opex_annual_gbp,headline_metric,source_required,assumption,Estimated annual OPEX,Estimated annual OPEX = 0 GBP/year.,formula:opex=capex*0.04,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
component_candidate:actuation_kinematics_agitation_drive_train_drive_encoder,component_candidate,generated_needs_review,generated_model,drive encoder,drive encoder is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,actuation_kinematics,drive_encoder,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_agitation_drive_train_magnetic_coupling_hub,component_candidate,generated_needs_review,generated_model,magnetic coupling hub,magnetic coupling hub is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,actuation_kinematics,magnetic_coupling_hub,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_agitation_drive_train_motor_mounting_plate,component_candidate,generated_needs_review,generated_model,motor mounting plate,motor mounting plate is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,actuation_kinematics,motor_mounting_plate,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_agitation_safety_feedback_drive_fault_relay,component_candidate,generated_needs_review,generated_model,drive fault relay,drive fault relay is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,actuation_kinematics,drive_fault_relay,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_agitation_safety_feedback_emergency_drive_stop_contactor,component_candidate,generated_needs_review,generated_model,emergency drive stop contactor,emergency drive stop contactor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,actuation_kinematics,emergency_drive_stop_contactor,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_agitation_safety_feedback_motor_current_sensor,component_candidate,generated_needs_review,generated_model,motor current sensor,motor current sensor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,actuation_kinematics,motor_current_sensor,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_agitation_safety_feedback_overspeed_interlock_input,component_candidate,generated_needs_review,generated_model,overspeed interlock input,overspeed interlock input is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,actuation_kinematics,overspeed_interlock_input,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_mixing_impeller_interface_impeller_guard_insert,component_candidate,generated_needs_review,generated_model,impeller guard insert,impeller guard insert is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,actuation_kinematics,impeller_guard_insert,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_mixing_impeller_interface_mixing_validation_coupon,component_candidate,generated_needs_review,generated_model,mixing validation coupon,mixing validation coupon is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,actuation_kinematics,mixing_validation_coupon,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_mixing_impeller_interface_rocker_angle_stop,component_candidate,generated_needs_review,generated_model,rocker angle stop,rocker angle stop is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,actuation_kinematics,rocker_angle_stop,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_mixing_impeller_interface_single_use_impeller_coupling,component_candidate,generated_needs_review,generated_model,single-use impeller coupling,single-use impeller coupling is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,actuation_kinematics,single_use_impeller_coupling,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_batch_record_gateway_audit_trail_storage,component_candidate,generated_needs_review,generated_model,audit trail storage,audit trail storage is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,control_compute_communication,audit_trail_storage,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_batch_record_gateway_batch_historian_module,component_candidate,generated_needs_review,generated_model,batch historian module,batch historian module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,control_compute_communication,batch_historian_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_batch_record_gateway_ethernet_switch,component_candidate,generated_needs_review,generated_model,ethernet switch,ethernet switch is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,control_compute_communication,ethernet_switch,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_batch_record_gateway_secure_time_source,component_candidate,generated_needs_review,generated_model,secure time source,secure time source is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,control_compute_communication,secure_time_source,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_operator_alarm_logic_alarm_annunciator,component_candidate,generated_needs_review,generated_model,alarm annunciator,alarm annunciator is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,control_compute_communication,alarm_annunciator,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_operator_alarm_logic_batch_acknowledge_button,component_candidate,generated_needs_review,generated_model,batch acknowledge button,batch acknowledge button is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,control_compute_communication,batch_acknowledge_button,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_operator_alarm_logic_operator_hmi_panel,component_candidate,generated_needs_review,generated_model,operator HMI panel,operator HMI panel is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,control_compute_communication,operator_hmi_panel,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_operator_alarm_logic_role_access_key_switch,component_candidate,generated_needs_review,generated_model,role access key switch,role access key switch is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,control_compute_communication,role_access_key_switch,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_process_controller_control_enclosure,component_candidate,generated_needs_review,generated_model,control enclosure,control enclosure is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,control_compute_communication,control_enclosure,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_process_controller_i_o_terminal_slice_set,component_candidate,generated_needs_review,generated_model,I/O terminal slice set,I/O terminal slice set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,control_compute_communication,i_o_terminal_slice_set,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_process_controller_recipe_execution_firmware,component_candidate,generated_needs_review,generated_model,recipe execution firmware,recipe execution firmware is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,control_compute_communication,recipe_execution_firmware,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_ambient_enclosure_conditions_ambient_temperature_probe,component_candidate,generated_needs_review,generated_model,ambient temperature probe,ambient temperature probe is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,environmental_interface,ambient_temperature_probe,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_ambient_enclosure_conditions_clean_zone_status_beacon,component_candidate,generated_needs_review,generated_model,clean-zone status beacon,clean-zone status beacon is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,environmental_interface,clean_zone_status_beacon,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_ambient_enclosure_conditions_splash_guard_panel,component_candidate,generated_needs_review,generated_model,splash guard panel,splash guard panel is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,environmental_interface,splash_guard_panel,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_ambient_enclosure_conditions_wipe_down_surface_kit,component_candidate,generated_needs_review,generated_model,wipe-down surface kit,wipe-down surface kit is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,environmental_interface,wipe_down_surface_kit,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:environmental_interface_exhaust_filter_train_condensate_knock_out_bottle,component_candidate,generated_needs_review,generated_model,condensate knock-out bottle,condensate knock-out bottle is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.bioreactor,,,,environmental_interface,condensate_knock_out_bottle,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
