id,sequence,action,status,priority,lineId,componentWordId,description,traceStatus,requiredEvidence,intakeArtifacts,acceptanceCriteria,rejectionCriteria,blocksCandidateDisplay,blocksPricedReview,blocksProcurement,requiredAction
bom-close:control_compute_communication_host_control_bios_firmware_image,21,defer_candidate_sourcing,deferred,minor,control_compute_communication_host_control_bios_firmware_image,bios_firmware_image,BIOS firmware image,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_host_control_management_ethernet_phy,22,defer_candidate_sourcing,deferred,minor,control_compute_communication_host_control_management_ethernet_phy,management_ethernet_phy,management Ethernet PHY,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_host_control_platform_configuration_eeprom,23,defer_candidate_sourcing,deferred,minor,control_compute_communication_host_control_platform_configuration_eeprom,platform_configuration_eeprom,platform configuration EEPROM,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_remote_management_debug_access_lockout,24,defer_candidate_sourcing,deferred,minor,control_compute_communication_remote_management_debug_access_lockout,debug_access_lockout,debug access lockout,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_remote_management_firmware_signing_key_slot,25,defer_candidate_sourcing,deferred,minor,control_compute_communication_remote_management_firmware_signing_key_slot,firmware_signing_key_slot,firmware signing key slot,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_remote_management_out_of_band_management_port,26,defer_candidate_sourcing,deferred,minor,control_compute_communication_remote_management_out_of_band_management_port,out_of_band_management_port,out-of-band management port,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_remote_management_serial_console_header,27,defer_candidate_sourcing,deferred,minor,control_compute_communication_remote_management_serial_console_header,serial_console_header,serial console header,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_runtime_orchestration_accelerator_driver_bundle,28,defer_candidate_sourcing,deferred,minor,control_compute_communication_runtime_orchestration_accelerator_driver_bundle,accelerator_driver_bundle,accelerator driver bundle,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_runtime_orchestration_configuration_manifest,29,defer_candidate_sourcing,deferred,minor,control_compute_communication_runtime_orchestration_configuration_manifest,configuration_manifest,configuration manifest,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_runtime_orchestration_inference_runtime_image,30,defer_candidate_sourcing,deferred,minor,control_compute_communication_runtime_orchestration_inference_runtime_image,inference_runtime_image,inference runtime image,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_runtime_orchestration_watchdog_service,31,defer_candidate_sourcing,deferred,minor,control_compute_communication_runtime_orchestration_watchdog_service,watchdog_service,watchdog service,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:data_storage_log_buffer_crash_dump_region,32,defer_candidate_sourcing,deferred,minor,data_storage_log_buffer_crash_dump_region,crash_dump_region,crash dump region,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:data_storage_log_buffer_event_log_partition,33,defer_candidate_sourcing,deferred,minor,data_storage_log_buffer_event_log_partition,event_log_partition,event log partition,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:data_storage_log_buffer_log_export_port,34,defer_candidate_sourcing,deferred,minor,data_storage_log_buffer_log_export_port,log_export_port,log export port,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:data_storage_log_buffer_write_endurance_counter,35,defer_candidate_sourcing,deferred,minor,data_storage_log_buffer_write_endurance_counter,write_endurance_counter,write endurance counter,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:data_storage_model_cache_firmware_recovery_image,36,defer_candidate_sourcing,deferred,minor,data_storage_model_cache_firmware_recovery_image,firmware_recovery_image,firmware recovery image,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:data_storage_model_cache_model_cache_partition,37,defer_candidate_sourcing,deferred,minor,data_storage_model_cache_model_cache_partition,model_cache_partition,model cache partition,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:data_storage_model_cache_secure_erase_controller,38,defer_candidate_sourcing,deferred,minor,data_storage_model_cache_secure_erase_controller,secure_erase_controller,secure erase controller,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:data_storage_model_cache_storage_health_monitor,39,defer_candidate_sourcing,deferred,minor,data_storage_model_cache_storage_health_monitor,storage_health_monitor,storage health monitor,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:data_storage_nvme_storage_drive_retention_screw_set,40,defer_candidate_sourcing,deferred,minor,data_storage_nvme_storage_drive_retention_screw_set,drive_retention_screw_set,drive retention screw set,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:data_storage_nvme_storage_drive_thermal_pad,41,defer_candidate_sourcing,deferred,minor,data_storage_nvme_storage_drive_thermal_pad,drive_thermal_pad,drive thermal pad,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:data_storage_nvme_storage_m_2_carrier_tray,42,defer_candidate_sourcing,deferred,minor,data_storage_nvme_storage_m_2_carrier_tray,m_2_carrier_tray,M.2 carrier tray,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_forced_air_cooling_airflow_straightener,43,defer_candidate_sourcing,deferred,minor,environmental_interface_forced_air_cooling_airflow_straightener,airflow_straightener,airflow straightener,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_forced_air_cooling_pwm_fan_controller,44,defer_candidate_sourcing,deferred,minor,environmental_interface_forced_air_cooling_pwm_fan_controller,pwm_fan_controller,PWM fan controller,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_forced_air_cooling_replaceable_dust_filter,45,defer_candidate_sourcing,deferred,minor,environmental_interface_forced_air_cooling_replaceable_dust_filter,replaceable_dust_filter,replaceable dust filter,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_heat_transfer_heatpipe_assembly,46,defer_candidate_sourcing,deferred,minor,environmental_interface_heat_transfer_heatpipe_assembly,heatpipe_assembly,heatpipe assembly,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_heat_transfer_rear_exhaust_duct,47,defer_candidate_sourcing,deferred,minor,environmental_interface_heat_transfer_rear_exhaust_duct,rear_exhaust_duct,rear exhaust duct,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_heat_transfer_thermal_interface_material_set,48,defer_candidate_sourcing,deferred,minor,environmental_interface_heat_transfer_thermal_interface_material_set,thermal_interface_material_set,thermal interface material set,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:environmental_interface_inlet_outlet_management_air_seal_foam_kit,49,defer_candidate_sourcing,deferred,minor,environmental_interface_inlet_outlet_management_air_seal_foam_kit,air_seal_foam_kit,air seal foam kit,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
