id,moduleId,moduleName,subModuleId,subModuleName,verdict,purposePresent,componentWordCount,interfaceCount,linkedRequirementCount,criticalComponentCount,duplicateComponentCount,carrierContractCount,missingCarrierContractCount,localOnlyInterfaceCount,reviewQuestions,acceptedReviewQuestions,blockedReviewQuestions,verificationActivities,acceptedVerificationActivities,blockedVerificationActivities,criticalUnpricedLines,passRatio,blockers,requiredAction
actuation_kinematics:drive_electronics,actuation_kinematics,Thruster Actuation Kinematics,drive_electronics,Drive electronics,review,yes,4,3,0,0,0,2,0,1,4,0,0,3,0,0,0,0.6667,,Review 1 local-only interface declaration(s): alarm_bus. 4 engineering review question(s) await acceptance. 3 verification activity row(s) await accepted evidence.
actuation_kinematics:trim_surfaces,actuation_kinematics,Thruster Actuation Kinematics,trim_surfaces,Trim and stability surfaces,review,yes,4,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0.6667,,"Review 3 local-only interface declaration(s): hydrodynamic_shell, mechanical_mounts, service_access. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
control_compute_communication:mission_computer_stack,control_compute_communication,Autonomy Compute Communication,mission_computer_stack,Mission computer stack,review,yes,4,4,1,1,0,4,0,0,6,0,0,7,0,0,1,0.6667,,6 engineering review question(s) await acceptance. 6 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence.
control_compute_communication:acoustic_communications,control_compute_communication,Autonomy Compute Communication,acoustic_communications,Acoustic communications,review,yes,4,3,0,1,0,1,0,2,3,0,0,3,0,0,1,0.6667,,"Review 2 local-only interface declaration(s): acoustic_link, service_access. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence."
control_compute_communication:software_health_management,control_compute_communication,Autonomy Compute Communication,software_health_management,Software health management,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): battery_monitor_bus, service_access. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
sensing_instrumentation:navigation_sensor_suite,sensing_instrumentation,Navigation And Payload Sensing,navigation_sensor_suite,Navigation sensor suite,review,yes,4,2,0,2,0,1,0,1,3,0,0,3,0,0,2,0.6667,,Review 1 local-only interface declaration(s): service_access. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence. 2 critical component line(s) still need source-backed cost/manufacturer/MPN evidence.
sensing_instrumentation:depth_environment_sensors,sensing_instrumentation,Navigation And Payload Sensing,depth_environment_sensors,Depth and environment sensors,review,yes,4,3,0,1,0,1,0,2,3,0,0,3,0,0,1,0.6667,,"Review 2 local-only interface declaration(s): pressure_boundary, alarm_bus. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence."
sensing_instrumentation:payload_sensor_bay,sensing_instrumentation,Navigation And Payload Sensing,payload_sensor_bay,Payload sensor bay,review,yes,4,3,0,1,0,2,0,1,4,0,0,4,0,0,1,0.6667,,Review 1 local-only interface declaration(s): pressure_boundary. 4 engineering review question(s) await acceptance. 3 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence.
environmental_interface:pressure_boundary_management,environmental_interface,Pressure Thermal Buoyancy Interface,pressure_boundary_management,Pressure boundary management,review,yes,4,2,1,0,0,1,0,1,3,0,0,3,0,0,0,0.6667,,Review 1 local-only interface declaration(s): service_access. 3 engineering review question(s) await acceptance. 3 verification activity row(s) await accepted evidence.
environmental_interface:thermal_path,environmental_interface,Pressure Thermal Buoyancy Interface,thermal_path,Thermal path,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): thermal_path, mechanical_mounts. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
environmental_interface:buoyancy_trim,environmental_interface,Pressure Thermal Buoyancy Interface,buoyancy_trim,Buoyancy and trim,review,yes,4,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0.6667,,"Review 3 local-only interface declaration(s): buoyancy_trim, hydrodynamic_shell, service_access. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
safety_protection:leak_detection,safety_protection,Leak Abort And Recovery Safety,leak_detection,Leak detection,review,yes,4,3,1,1,0,2,0,1,4,0,0,5,0,0,1,0.6667,,Review 1 local-only interface declaration(s): leak_alarm_bus. 4 engineering review question(s) await acceptance. 4 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence.
safety_protection:abort_recovery,safety_protection,Leak Abort And Recovery Safety,abort_recovery,Abort and recovery,review,yes,4,3,0,1,0,1,0,2,3,0,0,3,0,0,1,0.6667,,"Review 2 local-only interface declaration(s): service_access, acoustic_link. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence."
safety_protection:pressure_fail_safe,safety_protection,Leak Abort And Recovery Safety,pressure_fail_safe,Pressure fail-safe,review,yes,4,3,0,0,0,2,0,1,4,0,0,3,0,0,0,0.6667,,Review 1 local-only interface declaration(s): dc_power_bus. 4 engineering review question(s) await acceptance. 3 verification activity row(s) await accepted evidence.
maintenance_serviceability:deck_recovery,maintenance_serviceability,Deck Recovery And Service,deck_recovery,Deck recovery,review,yes,4,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): mechanical_mounts, service_access. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
maintenance_serviceability:service_access,maintenance_serviceability,Deck Recovery And Service,service_access,Service access,review,yes,4,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0.6667,,"Review 3 local-only interface declaration(s): service_access, pressure_boundary, dc_power_bus. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
maintenance_serviceability:field_transport,maintenance_serviceability,Deck Recovery And Service,field_transport,Field transport,review,yes,4,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): service_access, hydrodynamic_shell. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
