id,kind,priority,status,scope,reviewerQuestion,evidenceRequired,acceptanceCriteria,linkedModuleIds,linkedSubModuleIds,linkedComponentWordIds,linkedRequirementIds,linkedInterfaceIds,linkedCalculationIds,blockers
assumption_resolution:interface:mass_fluid_transport_process:environmental_interface:gas_path,assumption_resolution,major,needs_review,mass_fluid_transport_process -> environmental_interface,"Can the mass_fluid_transport_process -> environmental_interface assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,gas_path,,
assumption_resolution:interface:safety_protection:structure_containment:pressure_relief,assumption_resolution,major,needs_review,safety_protection -> structure_containment,"Can the safety_protection -> structure_containment assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,pressure_relief,,
assumption_resolution:interface:sensing_instrumentation:control_compute_communication:sensor_bus,assumption_resolution,major,needs_review,sensing_instrumentation -> control_compute_communication,"Can the sensing_instrumentation -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,sensor_bus,,
assumption_resolution:interface:structure_containment:mass_fluid_transport_process:sterile_fluid_path,assumption_resolution,major,needs_review,structure_containment -> mass_fluid_transport_process,"Can the structure_containment -> mass_fluid_transport_process assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,sterile_fluid_path,,
assumption_resolution:metric:capex_gbp,assumption_resolution,major,needs_review,Estimated CAPEX,"Can the Estimated CAPEX assumption be accepted for architecture review, or must it be replaced with evidence?",Admit source-backed BoM pricing before treating this cost metric as a claim.,"Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:metric:headline_output,assumption_resolution,major,needs_review,Annual culture volume,"Can the Annual culture volume assumption be accepted for architecture review, or must it be replaced with evidence?","Review the formula, input values and operating envelope before treating this metric as a performance claim.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:metric:opex_annual_gbp,assumption_resolution,major,needs_review,Estimated annual OPEX,"Can the Estimated annual OPEX assumption be accepted for architecture review, or must it be replaced with evidence?",Admit source-backed BoM pricing before treating this cost metric as a claim.,"Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:sanity:bioreactor_aseptic_pressure_safety,assumption_resolution,major,needs_review,Aseptic And Pressure Safety,"Can the Aseptic And Pressure Safety assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",structure_containment; mass_fluid_transport_process; actuation_kinematics; environmental_interface,,,working_volume_l,,,
assumption_resolution:sanity:bioreactor_process_closure,assumption_resolution,major,needs_review,Sterile Process Closure,"Can the Sterile Process Closure assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",structure_containment; mass_fluid_transport_process; actuation_kinematics; environmental_interface,,,working_volume_l,,,
assumption_resolution:sanity:bioreactor_working_volume,assumption_resolution,major,needs_review,Single-Use Working Volume,"Can the Single-Use Working Volume assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",structure_containment; mass_fluid_transport_process; actuation_kinematics; environmental_interface,,,working_volume_l,,,
calculation_envelope:bioreactor_annual_working_volume_l,calculation_envelope,major,needs_review,Bioreactor annual working volume,"Does the Bioreactor annual working volume calculation support the architecture envelope, or does the concept need revision?","Confirm batch duration, turnaround, cleaning/assembly time, hold steps and campaign model.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",structure_containment; mass_fluid_transport_process; actuation_kinematics; environmental_interface,,,working_volume_l,,bioreactor_annual_working_volume_l,
calculation_envelope:bioreactor_nominal_bag_volume_l,calculation_envelope,major,needs_review,Bioreactor nominal bag volume,"Does the Bioreactor nominal bag volume calculation support the architecture envelope, or does the concept need revision?","Confirm bag platform, mixing turndown, foam allowance, sparging rate and working-volume range.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",structure_containment; mass_fluid_transport_process; actuation_kinematics; environmental_interface,,,working_volume_l,,bioreactor_nominal_bag_volume_l,
interface_contract:actuation_kinematics:structure_containment:sterile_boundary,interface_contract,major,ready_for_review,Mixing And Agitation -> Sterile Structure Containment via sterile_boundary,Is the sterile_boundary interface between Mixing And Agitation and Sterile Structure Containment correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",actuation_kinematics; structure_containment,agitation_drive_train; mixing_impeller_interface; single_use_bag_chamber; sterile_connector_panel,agitation_drive; magnetic_coupling_hub; drive_encoder; motor_mounting_plate; single_use_impeller_coupling; impeller_guard_insert; rocker_angle_stop; mixing_validation_coupon; single_use_bioreactor_bag; bag_support_tray; port_clamp_set; bag_integrity_test_label; sterile_tubing_and_connector_set; aseptic_sampling_port; clamp_rail; connector_parking_bracket,,sterile_boundary,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:control_compute_communication:mass_fluid_transport_process:pump_control,interface_contract,major,ready_for_review,Control Compute Communication -> Media Gas And Harvest Transport via pump_control,Is the pump_control interface between Control Compute Communication and Media Gas And Harvest Transport correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",control_compute_communication; mass_fluid_transport_process,process_controller; feed_pump_manifold,bioreactor_controller; i_o_terminal_slice_set; control_enclosure; recipe_execution_firmware; peristaltic_feed_pump; pump_tubing_cassette_set; media_bag_hanger; feed_line_pinch_clamp,,pump_control,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:mass_fluid_transport_process:environmental_interface:gas_path,interface_contract,major,ready_for_review,Media Gas And Harvest Transport -> Thermal Gas Exhaust Interface via gas_path,Is the gas_path interface between Media Gas And Harvest Transport and Thermal Gas Exhaust Interface correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",mass_fluid_transport_process; environmental_interface,sparger_gas_mixing; exhaust_filter_train,sparger_and_gas_mix_manifold; mass_flow_controller_bank; sterile_gas_filter_capsule; sparger_check_valve; exhaust_filter_and_pressure_relief_set; condensate_knock_out_bottle; exhaust_heater_sleeve; pressure_relief_indicator,,gas_path,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:safety_protection:structure_containment:pressure_relief,interface_contract,major,ready_for_review,Aseptic And Pressure Safety -> Sterile Structure Containment via pressure_relief,Is the pressure_relief interface between Aseptic And Pressure Safety and Sterile Structure Containment correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",safety_protection; structure_containment,sterile_pressure_safety; single_use_bag_chamber,single_use_pressure_relief_valve; vent_filter_integrity_tag; pressure_alarm_relay; bag_burst_shield; single_use_bioreactor_bag; bag_support_tray; port_clamp_set; bag_integrity_test_label,,pressure_relief,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:sensing_instrumentation:control_compute_communication:sensor_bus,interface_contract,major,ready_for_review,Process Sensing Instrumentation -> Control Compute Communication via sensor_bus,Is the sensor_bus interface between Process Sensing Instrumentation and Control Compute Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",sensing_instrumentation; control_compute_communication,do_ph_sensing; pressure_mass_temperature_sensing; gas_flow_sensing; process_controller; batch_record_gateway,dissolved_oxygen_optical_sensor; single_use_ph_sensor; sensor_patch_reader; sensor_calibration_record_card; load_cell_set; bag_pressure_transducer; culture_temperature_probe; foam_detection_probe; gas_flow_sensor_set; exhaust_pressure_sensor; oxygen_analyser_cell; co2_analyser_cell; bioreactor_controller; i_o_terminal_slice_set; control_enclosure; recipe_execution_firmware; batch_historian_module; audit_trail_storage; ethernet_switch; secure_time_source,,sensor_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:structure_containment:mass_fluid_transport_process:sterile_fluid_path,interface_contract,major,ready_for_review,Sterile Structure Containment -> Media Gas And Harvest Transport via sterile_fluid_path,Is the sterile_fluid_path interface between Sterile Structure Containment and Media Gas And Harvest Transport correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",structure_containment; mass_fluid_transport_process,single_use_bag_chamber; sterile_connector_panel; feed_pump_manifold; harvest_sampling_path; sparger_gas_mixing,single_use_bioreactor_bag; bag_support_tray; port_clamp_set; bag_integrity_test_label; sterile_tubing_and_connector_set; aseptic_sampling_port; clamp_rail; connector_parking_bracket; peristaltic_feed_pump; pump_tubing_cassette_set; media_bag_hanger; feed_line_pinch_clamp; harvest_transfer_tubing_set; single_use_sample_valve; waste_collection_bag; low_hold_up_connector; sparger_and_gas_mix_manifold; mass_flow_controller_bank; sterile_gas_filter_capsule; sparger_check_valve,,sterile_fluid_path,,Both endpoints expose the required interface through at least one submodule carrier.
module_allocation:actuation_kinematics,module_allocation,major,ready_for_review,Mixing And Agitation,"Does Mixing And Agitation have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,actuation_kinematics,agitation_drive_train; mixing_impeller_interface; agitation_safety_feedback,agitation_drive; magnetic_coupling_hub; drive_encoder; motor_mounting_plate; single_use_impeller_coupling; impeller_guard_insert; rocker_angle_stop; mixing_validation_coupon; motor_current_sensor; overspeed_interlock_input; drive_fault_relay; emergency_drive_stop_contactor,working_volume_l,mixing_drive; control_bus; sterile_boundary; sensor_bus; service_access; alarm_bus,bioreactor_working_volume; bioreactor_process_closure; bioreactor_aseptic_pressure_safety,
module_allocation:control_compute_communication,module_allocation,major,ready_for_review,Control Compute Communication,"Does Control Compute Communication have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,control_compute_communication,process_controller; batch_record_gateway; operator_alarm_logic,bioreactor_controller; i_o_terminal_slice_set; control_enclosure; recipe_execution_firmware; batch_historian_module; audit_trail_storage; ethernet_switch; secure_time_source; alarm_annunciator; operator_hmi_panel; role_access_key_switch; batch_acknowledge_button,,control_bus; sensor_bus; pump_control; batch_record_network; alarm_bus; service_port,,
module_allocation:environmental_interface,module_allocation,major,ready_for_review,Thermal Gas Exhaust Interface,"Does Thermal Gas Exhaust Interface have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,environmental_interface,temperature_control_loop; exhaust_filter_train; ambient_enclosure_conditions,temperature_control_loop; heater_blanket; cooling_plate; thermal_interface_mat; exhaust_filter_and_pressure_relief_set; condensate_knock_out_bottle; exhaust_heater_sleeve; pressure_relief_indicator; ambient_temperature_probe; clean_zone_status_beacon; splash_guard_panel; wipe_down_surface_kit,working_volume_l,thermal_loop; gas_path; exhaust_path; sterile_boundary; sensor_bus; control_bus; pressure_relief; service_access; alarm_bus,bioreactor_working_volume; bioreactor_process_closure; bioreactor_aseptic_pressure_safety,
module_allocation:maintenance_serviceability,module_allocation,major,ready_for_review,Setup Calibration And Service,"Does Setup Calibration And Service have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,maintenance_serviceability,single_use_setup; sensor_calibration_access; cleaning_turnaround,bag_loading_fixture; tube_routing_template; connector_cap_organiser; setup_verification_barcode_sheet; ph_calibration_buffer_holder; do_zero_span_adapter; calibration_data_entry_hmi_page; sensor_replacement_guide_label; wipe_down_kit_holder; spill_tray_liner; spent_bag_removal_cart_interface; turnaround_checklist_card,,service_access; sterile_fluid_path; sensor_bus; batch_record_network; sterile_boundary,,
module_allocation:mass_fluid_transport_process,module_allocation,major,ready_for_review,Media Gas And Harvest Transport,"Does Media Gas And Harvest Transport have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,mass_fluid_transport_process,feed_pump_manifold; harvest_sampling_path; sparger_gas_mixing,peristaltic_feed_pump; pump_tubing_cassette_set; media_bag_hanger; feed_line_pinch_clamp; harvest_transfer_tubing_set; single_use_sample_valve; waste_collection_bag; low_hold_up_connector; sparger_and_gas_mix_manifold; mass_flow_controller_bank; sterile_gas_filter_capsule; sparger_check_valve,working_volume_l,sterile_fluid_path; gas_path; pump_control; control_bus; sensor_bus; service_access,bioreactor_working_volume; bioreactor_process_closure; bioreactor_aseptic_pressure_safety,
module_allocation:power_distribution,module_allocation,major,ready_for_review,Power Distribution,"Does Power Distribution have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,power_distribution,control_power_panel; actuator_power_feeds; backup_power_and_shutdown,rcd_mains_isolator; 24_v_dc_power_supply; terminal_block_rail; panel_earth_bar; pump_power_distribution_loom; agitation_drive_breaker; heater_output_relay; cable_gland_plate; ups_buffer_module; safe_shutdown_relay; power_fail_input_module; shutdown_status_lamp,,mains_supply; protective_earth; control_bus; service_access; alarm_bus,,
module_allocation:safety_protection,module_allocation,major,ready_for_review,Aseptic And Pressure Safety,"Does Aseptic And Pressure Safety have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,safety_protection,sterile_pressure_safety; aseptic_setup_controls; operator_electrical_safety,single_use_pressure_relief_valve; vent_filter_integrity_tag; pressure_alarm_relay; bag_burst_shield; sterile_connection_checklist_card; connector_tamper_seal_set; pre_use_integrity_test_kit; operator_gowning_placard; emergency_stop_button; door_interlock_switch; leak_tray_float_switch; protective_earth_test_point,,sterile_boundary; pressure_relief; exhaust_path; alarm_bus; protective_earth; service_access; mains_supply,,
module_allocation:sensing_instrumentation,module_allocation,major,ready_for_review,Process Sensing Instrumentation,"Does Process Sensing Instrumentation have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,sensing_instrumentation,do_ph_sensing; pressure_mass_temperature_sensing; gas_flow_sensing,dissolved_oxygen_optical_sensor; single_use_ph_sensor; sensor_patch_reader; sensor_calibration_record_card; load_cell_set; bag_pressure_transducer; culture_temperature_probe; foam_detection_probe; gas_flow_sensor_set; exhaust_pressure_sensor; oxygen_analyser_cell; co2_analyser_cell,,sensor_bus; sterile_fluid_path; gas_path; thermal_loop; pressure_relief; mechanical_mounts; exhaust_path,,
module_allocation:structure_containment,module_allocation,major,ready_for_review,Sterile Structure Containment,"Does Sterile Structure Containment have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,structure_containment,single_use_bag_chamber; support_frame_load_path; sterile_connector_panel,single_use_bioreactor_bag; bag_support_tray; port_clamp_set; bag_integrity_test_label; stainless_support_frame; load_cell_mounting_bracket_set; levelling_foot_set; lifting_eye_kit; sterile_tubing_and_connector_set; aseptic_sampling_port; clamp_rail; connector_parking_bracket,working_volume_l,sterile_boundary; sterile_fluid_path; mechanical_mounts; service_access; pressure_relief,bioreactor_working_volume; bioreactor_process_closure; bioreactor_aseptic_pressure_safety,
submodule_allocation:actuation_kinematics:agitation_drive_train,submodule_allocation,major,ready_for_review,Mixing And Agitation / Agitation drive train,Do the component candidates and interfaces assigned to Agitation drive train make engineering sense for its stated purpose?,"Reviewer note confirming the submodule role, component allocation and any missing carriers or capacity checks.",Submodule purpose is specific enough to guide detailed design. At least one component candidate is allocated where the submodule represents physical design content. Interface declarations match the component candidates that would carry them.,actuation_kinematics,agitation_drive_train,agitation_drive; magnetic_coupling_hub; drive_encoder; motor_mounting_plate,working_volume_l,mixing_drive; control_bus; sterile_boundary,bioreactor_working_volume; bioreactor_process_closure; bioreactor_aseptic_pressure_safety,
