batchId,batchSequence,batchKind,batchTitle,batchStatus,itemId,closureRowId,action,priority,status,componentWordId,description,searchTerms,requiredEvidence,acceptanceCriteria,rejectionCriteria,targetOutcome,blocksProcurement,sourceArtifacts
sourcing-batch:2:critical_source_collection,2,critical_source_collection,Collect Critical Source Evidence,active,critical_source_collection:5:ac_input_breaker_and_spd,bom-close:power_distribution_ac_input_switchgear_ac_input_breaker_and_spd,collect_source_evidence,blocker,ready,ac_input_breaker_and_spd,AC input breaker and SPD,AC input breaker and SPD; AC input breaker and SPD manufacturer part number; AC input breaker and SPD catalogue price GBP; AC input breaker and SPD datasheet,supplierName; manufacturer; mpn; unitCostGbp; evidence.ref; evidence.quote; retrievedAt,"Sourcing admission accepts the row.; BoM provenance manifest shows supplier, manufacturer, MPN and unit cost as source_backed.; BoM evidence trace leaves critical_unsourced/rejected_evidence for this line.",LLM-estimated supplier/manufacturer/MPN/cost.; benchmark average without source evidence.; test-fixture:// source used as production evidence.; placeholder URL or stale retrieval timestamp.,source evidence admitted,yes,*.sourcing-intake-template.csv; *.sourcing-pack.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.source-reference-quality-gate.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:2:critical_source_collection,2,critical_source_collection,Collect Critical Source Evidence,active,critical_source_collection:6:dc_output_contactor_set,bom-close:power_distribution_dc_output_switchgear_dc_output_contactor_set,collect_source_evidence,blocker,ready,dc_output_contactor_set,DC output contactor set,DC output contactor set; DC output contactor set manufacturer part number; DC output contactor set catalogue price GBP; DC output contactor set datasheet,supplierName; manufacturer; mpn; unitCostGbp; evidence.ref; evidence.quote; retrievedAt,"Sourcing admission accepts the row.; BoM provenance manifest shows supplier, manufacturer, MPN and unit cost as source_backed.; BoM evidence trace leaves critical_unsourced/rejected_evidence for this line.",LLM-estimated supplier/manufacturer/MPN/cost.; benchmark average without source evidence.; test-fixture:// source used as production evidence.; placeholder URL or stale retrieval timestamp.,source evidence admitted,yes,*.sourcing-intake-template.csv; *.sourcing-pack.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.source-reference-quality-gate.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:2:critical_source_collection,2,critical_source_collection,Collect Critical Source Evidence,active,critical_source_collection:7:emergency_stop_and_safety_interlock_set,bom-close:safety_protection_emergency_stop_chain_emergency_stop_and_safety_interlock_set,collect_source_evidence,blocker,ready,emergency_stop_and_safety_interlock_set,Emergency stop and safety interlock set,Emergency stop and safety interlock set; Emergency stop and safety interlock set manufacturer part number; Emergency stop and safety interlock set catalogue price GBP; Emergency stop and safety interlock set datasheet,supplierName; manufacturer; mpn; unitCostGbp; evidence.ref; evidence.quote; retrievedAt,"Sourcing admission accepts the row.; BoM provenance manifest shows supplier, manufacturer, MPN and unit cost as source_backed.; BoM evidence trace leaves critical_unsourced/rejected_evidence for this line.",LLM-estimated supplier/manufacturer/MPN/cost.; benchmark average without source evidence.; test-fixture:// source used as production evidence.; placeholder URL or stale retrieval timestamp.,source evidence admitted,yes,*.sourcing-intake-template.csv; *.sourcing-pack.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.source-reference-quality-gate.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:1:cable_strain_relief_boot,bom-close:charging_connector_interface_ccs2_cable_connector_cable_strain_relief_boot,defer_candidate_sourcing,minor,deferred,cable_strain_relief_boot,cable strain relief boot,cable strain relief boot; cable strain relief boot manufacturer part number; cable strain relief boot catalogue price GBP; cable strain relief boot datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:2:connector_temperature_sensor_pair,bom-close:charging_connector_interface_ccs2_cable_connector_connector_temperature_sensor_pair,defer_candidate_sourcing,minor,deferred,connector_temperature_sensor_pair,connector temperature sensor pair,connector temperature sensor pair; connector temperature sensor pair manufacturer part number; connector temperature sensor pair catalogue price GBP; connector temperature sensor pair datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:3:proximity_pilot_resistor_set,bom-close:charging_connector_interface_ccs2_cable_connector_proximity_pilot_resistor_set,defer_candidate_sourcing,minor,deferred,proximity_pilot_resistor_set,proximity pilot resistor set,proximity pilot resistor set; proximity pilot resistor set manufacturer part number; proximity pilot resistor set catalogue price GBP; proximity pilot resistor set datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:4:cable_coolant_temperature_probe,bom-close:charging_connector_interface_connector_cooling_coupling_cable_coolant_temperature_probe,defer_candidate_sourcing,minor,deferred,cable_coolant_temperature_probe,cable coolant temperature probe,cable coolant temperature probe; cable coolant temperature probe manufacturer part number; cable coolant temperature probe catalogue price GBP; cable coolant temperature probe datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:5:coolant_leak_catch_tray,bom-close:charging_connector_interface_connector_cooling_coupling_coolant_leak_catch_tray,defer_candidate_sourcing,minor,deferred,coolant_leak_catch_tray,coolant leak catch tray,coolant leak catch tray; coolant leak catch tray manufacturer part number; coolant leak catch tray catalogue price GBP; coolant leak catch tray datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:6:liquid_cooled_cable_manifold,bom-close:charging_connector_interface_connector_cooling_coupling_liquid_cooled_cable_manifold,defer_candidate_sourcing,minor,deferred,liquid_cooled_cable_manifold,liquid-cooled cable manifold,liquid-cooled cable manifold; liquid-cooled cable manifold manufacturer part number; liquid-cooled cable manifold catalogue price GBP; liquid-cooled cable manifold datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:7:quick_connect_coolant_coupler,bom-close:charging_connector_interface_connector_cooling_coupling_quick_connect_coolant_coupler,defer_candidate_sourcing,minor,deferred,quick_connect_coolant_coupler,quick-connect coolant coupler,quick-connect coolant coupler; quick-connect coolant coupler manufacturer part number; quick-connect coolant coupler catalogue price GBP; quick-connect coolant coupler datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:8:control_pilot_interface_board,bom-close:charging_connector_interface_vehicle_communication_frontend_control_pilot_interface_board,defer_candidate_sourcing,minor,deferred,control_pilot_interface_board,control pilot interface board,control pilot interface board; control pilot interface board manufacturer part number; control pilot interface board catalogue price GBP; control pilot interface board datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:9:proximity_detection_input,bom-close:charging_connector_interface_vehicle_communication_frontend_proximity_detection_input,defer_candidate_sourcing,minor,deferred,proximity_detection_input,proximity detection input,proximity detection input; proximity detection input manufacturer part number; proximity detection input catalogue price GBP; proximity detection input datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:10:vehicle_comms_isolation_transformer,bom-close:charging_connector_interface_vehicle_communication_frontend_vehicle_comms_isolation_transformer,defer_candidate_sourcing,minor,deferred,vehicle_comms_isolation_transformer,vehicle comms isolation transformer,vehicle comms isolation transformer; vehicle comms isolation transformer manufacturer part number; vehicle comms isolation transformer catalogue price GBP; vehicle comms isolation transformer datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:11:ethernet_surge_protector,bom-close:control_compute_communication_backend_gateway_ethernet_surge_protector,defer_candidate_sourcing,minor,deferred,ethernet_surge_protector,ethernet surge protector,ethernet surge protector; ethernet surge protector manufacturer part number; ethernet surge protector catalogue price GBP; ethernet surge protector datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:12:lte_router_module,bom-close:control_compute_communication_backend_gateway_lte_router_module,defer_candidate_sourcing,minor,deferred,lte_router_module,LTE router module,LTE router module; LTE router module manufacturer part number; LTE router module catalogue price GBP; LTE router module datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:13:secure_element_module,bom-close:control_compute_communication_backend_gateway_secure_element_module,defer_candidate_sourcing,minor,deferred,secure_element_module,secure element module,secure element module; secure element module manufacturer part number; secure element module catalogue price GBP; secure element module datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:14:charge_controller_pcb,bom-close:control_compute_communication_charge_controller_charge_controller_pcb,defer_candidate_sourcing,minor,deferred,charge_controller_pcb,charge controller PCB,charge controller PCB; charge controller PCB manufacturer part number; charge controller PCB catalogue price GBP; charge controller PCB datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:15:nonvolatile_event_log_memory,bom-close:control_compute_communication_charge_controller_nonvolatile_event_log_memory,defer_candidate_sourcing,minor,deferred,nonvolatile_event_log_memory,nonvolatile event log memory,nonvolatile event log memory; nonvolatile event log memory manufacturer part number; nonvolatile event log memory catalogue price GBP; nonvolatile event log memory datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:16:real_time_clock_module,bom-close:control_compute_communication_charge_controller_real_time_clock_module,defer_candidate_sourcing,minor,deferred,real_time_clock_module,real-time clock module,real-time clock module; real-time clock module manufacturer part number; real-time clock module catalogue price GBP; real-time clock module datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:17:safety_io_terminal_block,bom-close:control_compute_communication_charge_controller_safety_io_terminal_block,defer_candidate_sourcing,minor,deferred,safety_io_terminal_block,safety IO terminal block,safety IO terminal block; safety IO terminal block manufacturer part number; safety IO terminal block catalogue price GBP; safety IO terminal block datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:18:charging_session_firmware_image,bom-close:control_compute_communication_protocol_stack_charging_session_firmware_image,defer_candidate_sourcing,minor,deferred,charging_session_firmware_image,charging session firmware image,charging session firmware image; charging session firmware image manufacturer part number; charging session firmware image catalogue price GBP; charging session firmware image datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:19:plug_and_charge_certificate_store,bom-close:control_compute_communication_protocol_stack_plug_and_charge_certificate_store,defer_candidate_sourcing,minor,deferred,plug_and_charge_certificate_store,Plug and Charge certificate store,Plug and Charge certificate store; Plug and Charge certificate store manufacturer part number; Plug and Charge certificate store catalogue price GBP; Plug and Charge certificate store datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:20:protocol_debug_header,bom-close:control_compute_communication_protocol_stack_protocol_debug_header,defer_candidate_sourcing,minor,deferred,protocol_debug_header,protocol debug header,protocol debug header; protocol debug header manufacturer part number; protocol debug header catalogue price GBP; protocol debug header datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:21:fan_coolant_derating_table,bom-close:energy_conversion_transduction_converter_supervision_fan_coolant_derating_table,defer_candidate_sourcing,minor,deferred,fan_coolant_derating_table,fan/coolant derating table,fan/coolant derating table; fan/coolant derating table manufacturer part number; fan/coolant derating table catalogue price GBP; fan/coolant derating table datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
sourcing-batch:6:candidate_sourcing_deferred,6,candidate_sourcing_deferred,Defer Candidate-Only Sourcing,deferred,candidate_sourcing_deferred:22:firmware_recovery_jumper,bom-close:energy_conversion_transduction_converter_supervision_firmware_recovery_jumper,defer_candidate_sourcing,minor,deferred,firmware_recovery_jumper,firmware recovery jumper,firmware recovery jumper; firmware recovery jumper manufacturer part number; firmware recovery jumper catalogue price GBP; firmware recovery jumper datasheet,no immediate evidence required unless this candidate is promoted to procurement scope,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,candidate remains out of procurement totals,no,*.sourcing-pack.csv; *.bom-evidence-trace.csv; *.bom-evidence-closure-plan.csv
