activityId,activity,status,evidenceKind,moduleId,moduleName,requirementIds,sanityCheckIds,interfaceIds,componentWordIds,acceptanceCriteria,blockers
design_review:safety_protection,Review Flight Safety And Recovery architecture allocation,ready_for_review,design_review,safety_protection,Flight Safety And Recovery,altitude_km,haps_altitude_band; haps_energy_flight_closure; haps_payload_comms_safety,hardwired_trip; telemetry_link; flight_control_bus; service_access; aero_load_path; battery_monitor_bus,recovery_parachute_system; parachute_deployment_controller; recovery_beacon; safe_descent_mode_logic; geofence_database; lost_link_failsafe; flight_termination_relay; airspace_transponder_module; launch_arming_interlock; propulsion_safety_pin_set; battery_handling_placard; recovery_inspection_checklist,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:safety_protection,Verify Flight Safety And Recovery requirement calculations,ready_for_review,calculation,safety_protection,Flight Safety And Recovery,altitude_km,haps_altitude_band; haps_energy_flight_closure; haps_payload_comms_safety,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
source_evidence:safety_protection,Collect source-backed evidence for Flight Safety And Recovery critical components,blocked,source_evidence,safety_protection,Flight Safety And Recovery,altitude_km,,,recovery_parachute_system,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",recovery_parachute_system
design_review:maintenance_serviceability,Review Ground Handling Serviceability architecture allocation,ready_for_review,design_review,maintenance_serviceability,Ground Handling Serviceability,wingspan_m,haps_wingspan_envelope; haps_energy_flight_closure,service_access; aero_load_path; telemetry_link; solar_mount; payload_data_link,wing_assembly_jig; spar_pin_torque_tool; solar_skin_protection_mat; assembly_witness_mark_set; launch_dolly_interface; wingtip_handling_fixture; recovery_cradle; ground_wind_limit_placard; payload_checkout_cable; rf_load_test_adapter; telemetry_ground_terminal; preflight_log_card,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:maintenance_serviceability,Verify Ground Handling Serviceability requirement calculations,ready_for_review,calculation,maintenance_serviceability,Ground Handling Serviceability,wingspan_m,haps_wingspan_envelope; haps_energy_flight_closure,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
interface_review:energy_harvesting:power_distribution:solar_dc_bus,Verify solar_dc_bus interface contract,ready_for_review,interface_review,energy_harvesting:power_distribution,Solar Energy Harvesting -> Flight Power Distribution,,,solar_dc_bus,solar_cell_array; cell_interconnect_ribbon; transparent_encapsulation_film; solar_string_bypass_diode; mppt_power_tracker; solar_input_current_sensor; solar_voltage_tap_loom; mppt_heat_spreader; solar_string_monitor_board; uv_exposure_witness_coupon; wing_surface_temperature_sensor; solar_inspection_connector; solar_battery_charge_controller; main_dc_bus_board; payload_power_switch; propulsion_bus_fuse_set,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:energy_storage_source:power_distribution:battery_dc_bus,Verify battery_dc_bus interface contract,ready_for_review,interface_review,energy_storage_source:power_distribution,Night-Cycle Energy Storage -> Flight Power Distribution,,,battery_dc_bus,stratospheric_battery_pack; battery_management_board; lightweight_battery_enclosure; cell_heater_film; solar_battery_charge_controller; main_dc_bus_board; payload_power_switch; propulsion_bus_fuse_set,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:power_distribution:actuation_kinematics:propulsion_power_bus,Verify propulsion_power_bus interface contract,ready_for_review,interface_review,power_distribution:actuation_kinematics,Flight Power Distribution -> Propulsion And Control Surfaces,,,propulsion_power_bus,solar_battery_charge_controller; main_dc_bus_board; payload_power_switch; propulsion_bus_fuse_set; electric_propulsion_pod; high_altitude_propeller_set; motor_controller_module; propulsion_pod_fairing,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:control_compute_communication:actuation_kinematics:flight_control_bus,Verify flight_control_bus interface contract,ready_for_review,interface_review,control_compute_communication:actuation_kinematics,Autonomy Control Communication -> Propulsion And Control Surfaces,,,flight_control_bus,flight_control_computer; autopilot_io_board; flight_software_image; watchdog_supervisor; solar_forecast_model; wind_field_route_planner; payload_duty_cycle_controller; return_corridor_manager; electric_propulsion_pod; high_altitude_propeller_set; motor_controller_module; propulsion_pod_fairing; low_temperature_servo_actuator; control_linkage_rod_set; surface_position_sensor; servo_heater_trace; trim_schedule_table; gust_load_estimator; airspeed_setpoint_manager; propulsion_calibration_record,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:sensing_instrumentation:control_compute_communication:sensor_bus,Verify sensor_bus interface contract,ready_for_review,interface_review,sensing_instrumentation:control_compute_communication,Navigation And Airdata Sensing -> Autonomy Control Communication,,,sensor_bus,gnss_ins_navigation_unit; barometric_altitude_sensor; sun_sensor_pair; precision_timebase_module; pitot_static_probe; outside_air_temperature_probe; wind_estimation_filter; humidity_frost_sensor; wing_strain_gauge_strip; spar_temperature_sensor; vibration_accelerometer; structural_health_recorder; flight_control_computer; autopilot_io_board; flight_software_image; watchdog_supervisor,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:payload_communication:control_compute_communication:payload_data_link,Verify payload_data_link interface contract,ready_for_review,interface_review,payload_communication:control_compute_communication,Communications Payload -> Autonomy Control Communication,,,payload_data_link,stratospheric_communications_payload; payload_modem_board; payload_rf_power_amplifier; payload_processor_module; payload_antenna_array; antenna_ground_plane_film; antenna_feed_harness; beam_pointing_calibration_target; ground_control_link; telemetry_transceiver; command_authentication_module; mission_log_recorder; solar_forecast_model; wind_field_route_planner; payload_duty_cycle_controller; return_corridor_manager,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:environmental_interface:energy_storage_source:thermal_path,Verify thermal_path interface contract,ready_for_review,interface_review,environmental_interface:energy_storage_source,Stratospheric Environmental Interface -> Night-Cycle Energy Storage,,,thermal_path,thermal_insulation_blanket; multi_layer_insulation_patch; lightweight_thermal_strap; thermal_witness_label; low_pressure_vent_path; conformal_coating_set; high_altitude_creepage_spacer; desiccant_cartridge; stratospheric_battery_pack; battery_management_board; lightweight_battery_enclosure; cell_heater_film; battery_insulation_sleeve; phase_change_thermal_buffer; battery_temperature_sensor_harness; battery_vent_path,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:safety_protection:control_compute_communication:telemetry_link,Verify telemetry_link interface contract,ready_for_review,interface_review,safety_protection:control_compute_communication,Flight Safety And Recovery -> Autonomy Control Communication,,,telemetry_link,recovery_parachute_system; parachute_deployment_controller; recovery_beacon; safe_descent_mode_logic; geofence_database; lost_link_failsafe; flight_termination_relay; airspace_transponder_module; ground_control_link; telemetry_transceiver; command_authentication_module; mission_log_recorder,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
compliance_review:CAA-UAS-OPS,Plan evidence for CAA-UAS-OPS,open,compliance_review,system_compliance,System Compliance,,,,,"Airspace concept of operations, detect-and-avoid assumptions, command link and recovery evidence.",Compliance evidence not yet collected in scratch prototype.
compliance_review:DO-160-ENV,Plan evidence for DO-160-ENV,open,compliance_review,system_compliance,System Compliance,,,,,"Temperature, vibration, electrical power and EMC environmental evidence tailored to stratospheric operation.",Compliance evidence not yet collected in scratch prototype.
compliance_review:SOLAR-ENERGY-BALANCE-REVIEW,Plan evidence for SOLAR-ENERGY-BALANCE-REVIEW,open,compliance_review,system_compliance,System Compliance,,,,,"Solar collection, battery night-cycle, propulsion load and station-keeping wind model evidence.",Compliance evidence not yet collected in scratch prototype.
risk_review:1,Review risk control for Energy-negative overnight operation,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:2,Review risk control for Wing structural failure in gust or launch handling,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:3,Review risk control for Lost command link or uncontrolled descent,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
