activityId,activity,status,evidenceKind,moduleId,moduleName,requirementIds,sanityCheckIds,interfaceIds,componentWordIds,acceptanceCriteria,blockers
design_review:energy_storage_source,Review Wearable Energy Source architecture allocation,ready_for_review,design_review,energy_storage_source,Wearable Energy Source,wear_days,cgm_wear_duration; cgm_patch_power_comms_safety,cell_power_bus; service_access; lot_traceability,thin_film_battery; battery_weld_tab; battery_pouch_insulator; state_of_charge_witness_pad; brownout_hold_up_capacitor; battery_cut_off_tab; shelf_life_isolation_film; activation_pull_strip; battery_vent_clearance; reverse_polarity_fuse; pack_temperature_dot; battery_lot_barcode,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:energy_storage_source,Verify Wearable Energy Source requirement calculations,ready_for_review,calculation,energy_storage_source,Wearable Energy Source,wear_days,cgm_wear_duration; cgm_patch_power_comms_safety,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
source_evidence:energy_storage_source,Collect source-backed evidence for Wearable Energy Source critical components,blocked,source_evidence,energy_storage_source,Wearable Energy Source,wear_days,,,thin_film_battery,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",thin_film_battery
design_review:power_distribution,Review Low-Power Distribution architecture allocation,ready_for_review,design_review,power_distribution,Low-Power Distribution,reading_interval_minutes,cgm_reading_interval; cgm_biofluid_signal_closure; cgm_patch_power_comms_safety,cell_power_bus; low_power_rail; analog_power_rail; hardwired_trip; sensor_signal_bus,nanoamp_power_switch; digital_buck_regulator; rail_measurement_divider; wake_timer_oscillator; sensor_excitation_mux; analog_power_filter; electrode_guard_driver; afe_wake_timer; hardwired_reset_supervisor; overcurrent_limiter; load_gate_transistor; fault_latch,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:power_distribution,Verify Low-Power Distribution requirement calculations,ready_for_review,calculation,power_distribution,Low-Power Distribution,reading_interval_minutes,cgm_reading_interval; cgm_biofluid_signal_closure; cgm_patch_power_comms_safety,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
design_review:control_compute_communication,Review Control Compute Communication architecture allocation,ready_for_review,design_review,control_compute_communication,Control Compute Communication,reading_interval_minutes; mard_percent,cgm_reading_interval; cgm_biofluid_signal_closure; cgm_patch_power_comms_safety; cgm_accuracy_target,sensor_signal_bus; calibration_data_bus; ble_link; alarm_state_bus; low_power_rail; temperature_compensation_bus,low_power_microcontroller; firmware_image; secure_boot_key_store; real_time_clock; ble_radio_module; printed_antenna; pairing_button_pad; encrypted_session_counter; glucose_trend_buffer_flash; event_log_memory; calibration_data_bus_bridge; clock_drift_compensator,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:control_compute_communication,Verify Control Compute Communication requirement calculations,ready_for_review,calculation,control_compute_communication,Control Compute Communication,reading_interval_minutes; mard_percent,cgm_reading_interval; cgm_biofluid_signal_closure; cgm_patch_power_comms_safety; cgm_accuracy_target,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
source_evidence:control_compute_communication,Collect source-backed evidence for Control Compute Communication critical components,blocked,source_evidence,control_compute_communication,Control Compute Communication,reading_interval_minutes; mard_percent,,,low_power_microcontroller; ble_radio_module,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",low_power_microcontroller ble_radio_module
design_review:environmental_interface,Review Wear Environment Compensation architecture allocation,ready_for_review,design_review,environmental_interface,Wear Environment Compensation,wear_days; mard_percent,cgm_wear_duration; cgm_patch_power_comms_safety; cgm_accuracy_target; cgm_biofluid_signal_closure,temperature_compensation_bus; ingress_boundary; adhesive_skin_boundary; sensor_signal_bus,temperature_sensor; thermal_model_table; skin_temperature_flex_tail; cold_start_delay_flag; sweat_barrier_film; condensation_drain_groove; humidity_indicator_dot; ingress_exposure_witness; motion_artefact_filter_table; patch_pressure_relief_slot; compression_warning_marker; activity_context_accelerometer,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:environmental_interface,Verify Wear Environment Compensation requirement calculations,ready_for_review,calculation,environmental_interface,Wear Environment Compensation,wear_days; mard_percent,cgm_wear_duration; cgm_patch_power_comms_safety; cgm_accuracy_target; cgm_biofluid_signal_closure,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
source_evidence:environmental_interface,Collect source-backed evidence for Wear Environment Compensation critical components,blocked,source_evidence,environmental_interface,Wear Environment Compensation,wear_days; mard_percent,,,temperature_sensor,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",temperature_sensor
design_review:safety_protection,Review Patient Safety Protection architecture allocation,ready_for_review,design_review,safety_protection,Patient Safety Protection,wear_days,cgm_wear_duration; cgm_patch_power_comms_safety,alarm_state_bus; sterile_boundary; adhesive_skin_boundary; hardwired_trip; service_access; sensor_signal_bus,hypoglycaemia_alarm_state; hyperglycaemia_alarm_state; sensor_fault_classifier; stale_data_lockout; biocompatibility_material_record; adhesive_irritation_limit_tag; latex_free_label; skin_contact_change_log; sterile_boundary_indicator; sharps_injury_warning_label; applicator_disposal_instruction; tamper_evident_seal,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:safety_protection,Verify Patient Safety Protection requirement calculations,ready_for_review,calculation,safety_protection,Patient Safety Protection,wear_days,cgm_wear_duration; cgm_patch_power_comms_safety,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
design_review:maintenance_serviceability,Review Packaging Traceability Serviceability architecture allocation,ready_for_review,design_review,maintenance_serviceability,Packaging Traceability Serviceability,,,sterile_boundary; lot_traceability; service_access; ble_link,sterile_barrier_pouch; desiccant_sachet; pouch_seal_indicator; expiry_date_label; udi_label_set; ifu_leaflet; lot_traceability_barcode; release_inspection_stamp; phone_pairing_qr_card; applicator_instruction_card; sensor_warm_up_timer_label; adhesive_removal_wipe,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
source_evidence:maintenance_serviceability,Collect source-backed evidence for Packaging Traceability Serviceability critical components,blocked,source_evidence,maintenance_serviceability,Packaging Traceability Serviceability,,,,sterile_barrier_pouch; udi_label_set,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",sterile_barrier_pouch udi_label_set
interface_review:skin_patient_interface:sensing_instrumentation:interstitial_fluid_path,Verify interstitial_fluid_path interface contract,ready_for_review,interface_review,skin_patient_interface:sensing_instrumentation,Skin Patient Interface -> Glucose Sensing Instrumentation,,,interstitial_fluid_path,adhesive_skin_patch; hydrocolloid_edge_seal; breathable_backing_film; pull_tab_liner; skin_contact_gasket; filament_entry_seal; antimicrobial_contact_pad; insertion_site_spacing_ring; glucose_sensing_filament; enzyme_reagent_membrane; reference_electrode; diffusion_limiting_membrane,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:actuation_kinematics:skin_patient_interface:insertion_path,Verify insertion_path interface contract,ready_for_review,interface_review,actuation_kinematics:skin_patient_interface,Applicator Insertion Mechanism -> Skin Patient Interface,,,insertion_path,disposable_applicator; spring_insertion_driver; trigger_button; safety_cap; introducer_needle; filament_deployment_shuttle; depth_stop_collar; retraction_latch; skin_contact_gasket; filament_entry_seal; antimicrobial_contact_pad; insertion_site_spacing_ring,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:sensing_instrumentation:control_compute_communication:sensor_signal_bus,Verify sensor_signal_bus interface contract,ready_for_review,interface_review,sensing_instrumentation:control_compute_communication,Glucose Sensing Instrumentation -> Control Compute Communication,,,sensor_signal_bus,potentiostat_afe; low_leakage_input_guard; electrode_flex_tail; sensor_bias_resistor_network; calibration_data_eeprom; drift_estimator_firmware_table; factory_calibration_code; signal_integrity_test_pad; low_power_microcontroller; firmware_image; secure_boot_key_store; real_time_clock; glucose_trend_buffer_flash; event_log_memory; calibration_data_bus_bridge; clock_drift_compensator,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:sensing_instrumentation:control_compute_communication:calibration_data_bus,Verify calibration_data_bus interface contract,ready_for_review,interface_review,sensing_instrumentation:control_compute_communication,Glucose Sensing Instrumentation -> Control Compute Communication,,,calibration_data_bus,calibration_data_eeprom; drift_estimator_firmware_table; factory_calibration_code; signal_integrity_test_pad; low_power_microcontroller; firmware_image; secure_boot_key_store; real_time_clock; glucose_trend_buffer_flash; event_log_memory; calibration_data_bus_bridge; clock_drift_compensator,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:energy_storage_source:power_distribution:cell_power_bus,Verify cell_power_bus interface contract,ready_for_review,interface_review,energy_storage_source:power_distribution,Wearable Energy Source -> Low-Power Distribution,,,cell_power_bus,thin_film_battery; battery_weld_tab; battery_pouch_insulator; state_of_charge_witness_pad; brownout_hold_up_capacitor; battery_cut_off_tab; shelf_life_isolation_film; activation_pull_strip; battery_vent_clearance; reverse_polarity_fuse; pack_temperature_dot; battery_lot_barcode; nanoamp_power_switch; digital_buck_regulator; rail_measurement_divider; wake_timer_oscillator; sensor_excitation_mux; analog_power_filter; electrode_guard_driver; afe_wake_timer,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:power_distribution:sensing_instrumentation:analog_power_rail,Verify analog_power_rail interface contract,ready_for_review,interface_review,power_distribution:sensing_instrumentation,Low-Power Distribution -> Glucose Sensing Instrumentation,,,analog_power_rail,sensor_excitation_mux; analog_power_filter; electrode_guard_driver; afe_wake_timer; hardwired_reset_supervisor; overcurrent_limiter; load_gate_transistor; fault_latch; glucose_sensing_filament; enzyme_reagent_membrane; reference_electrode; diffusion_limiting_membrane; potentiostat_afe; low_leakage_input_guard; electrode_flex_tail; sensor_bias_resistor_network,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:power_distribution:control_compute_communication:low_power_rail,Verify low_power_rail interface contract,ready_for_review,interface_review,power_distribution:control_compute_communication,Low-Power Distribution -> Control Compute Communication,,,low_power_rail,nanoamp_power_switch; digital_buck_regulator; rail_measurement_divider; wake_timer_oscillator; hardwired_reset_supervisor; overcurrent_limiter; load_gate_transistor; fault_latch; low_power_microcontroller; firmware_image; secure_boot_key_store; real_time_clock; ble_radio_module; printed_antenna; pairing_button_pad; encrypted_session_counter,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:environmental_interface:control_compute_communication:temperature_compensation_bus,Verify temperature_compensation_bus interface contract,ready_for_review,interface_review,environmental_interface:control_compute_communication,Wear Environment Compensation -> Control Compute Communication,,,temperature_compensation_bus,temperature_sensor; thermal_model_table; skin_temperature_flex_tail; cold_start_delay_flag; low_power_microcontroller; firmware_image; secure_boot_key_store; real_time_clock,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:control_compute_communication:safety_protection:alarm_state_bus,Verify alarm_state_bus interface contract,ready_for_review,interface_review,control_compute_communication:safety_protection,Control Compute Communication -> Patient Safety Protection,,,alarm_state_bus,ble_radio_module; printed_antenna; pairing_button_pad; encrypted_session_counter; glucose_trend_buffer_flash; event_log_memory; calibration_data_bus_bridge; clock_drift_compensator; hypoglycaemia_alarm_state; hyperglycaemia_alarm_state; sensor_fault_classifier; stale_data_lockout,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:maintenance_serviceability:skin_patient_interface:sterile_boundary,Verify sterile_boundary interface contract,ready_for_review,interface_review,maintenance_serviceability:skin_patient_interface,Packaging Traceability Serviceability -> Skin Patient Interface,,,sterile_boundary,sterile_barrier_pouch; desiccant_sachet; pouch_seal_indicator; expiry_date_label; adhesive_skin_patch; hydrocolloid_edge_seal; breathable_backing_film; pull_tab_liner; skin_contact_gasket; filament_entry_seal; antimicrobial_contact_pad; insertion_site_spacing_ring,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
compliance_review:ISO-10993,Plan evidence for ISO-10993,open,compliance_review,system_compliance,System Compliance,,,,,"Skin-contact material, adhesive and wear-duration biocompatibility evidence.",Compliance evidence not yet collected in scratch prototype.
compliance_review:ISO-14971,Plan evidence for ISO-14971,open,compliance_review,system_compliance,System Compliance,,,,,"Hazard analysis, risk controls and residual-risk acceptability.",Compliance evidence not yet collected in scratch prototype.
compliance_review:IEC-62304,Plan evidence for IEC-62304,open,compliance_review,system_compliance,System Compliance,,,,,"Software architecture, risk class, verification and release evidence.",Compliance evidence not yet collected in scratch prototype.
compliance_review:IEC-60601-1,Plan evidence for IEC-60601-1,open,compliance_review,system_compliance,System Compliance,,,,,"Electrical safety, leakage, power source and abnormal-operation evidence tailored to wearable use.",Compliance evidence not yet collected in scratch prototype.
risk_review:1,Review risk control for Incorrect glucose reading drives unsafe therapy decision,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:2,Review risk control for Skin irritation or adhesive injury during extended wear,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:3,Review risk control for Applicator needle or filament insertion injury,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:4,Review risk control for Telemetry or battery failure hides a clinically relevant trend,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
