id,kind,status,basis,scope,claim,provenanceRefs,sourceRefs,reviewerEvidenceRefs,linkedRequirementIds,linkedModuleIds,linkedComponentWordIds,blocksBom,blocksPublish,nextAction
bom_source_field:sensing_instrumentation_glucose_filament_stack_reference_electrode:unit_cost_gbp,bom_source_field,source_required,assumption,Reference electrode / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,sensing_instrumentation,reference_electrode,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:skin_patient_interface_adhesive_patch_stack_adhesive_skin_patch:manufacturer,bom_source_field,source_required,assumption,Adhesive skin patch / manufacturer,manufacturer is required but not source-backed.,,,,wear_days,skin_patient_interface,adhesive_skin_patch,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:skin_patient_interface_adhesive_patch_stack_adhesive_skin_patch:mpn,bom_source_field,source_required,assumption,Adhesive skin patch / mpn,mpn is required but not source-backed.,,,,wear_days,skin_patient_interface,adhesive_skin_patch,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:skin_patient_interface_adhesive_patch_stack_adhesive_skin_patch:supplier,bom_source_field,source_required,assumption,Adhesive skin patch / supplier,supplier is required but not source-backed.,,,,wear_days,skin_patient_interface,adhesive_skin_patch,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:skin_patient_interface_adhesive_patch_stack_adhesive_skin_patch:unit_cost_gbp,bom_source_field,source_required,assumption,Adhesive skin patch / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,wear_days,skin_patient_interface,adhesive_skin_patch,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_transmitter_housing_protective_transmitter_housing:manufacturer,bom_source_field,source_required,assumption,Protective transmitter housing / manufacturer,manufacturer is required but not source-backed.,,,,,structure_containment,protective_transmitter_housing,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_transmitter_housing_protective_transmitter_housing:mpn,bom_source_field,source_required,assumption,Protective transmitter housing / mpn,mpn is required but not source-backed.,,,,,structure_containment,protective_transmitter_housing,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_transmitter_housing_protective_transmitter_housing:supplier,bom_source_field,source_required,assumption,Protective transmitter housing / supplier,supplier is required but not source-backed.,,,,,structure_containment,protective_transmitter_housing,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_transmitter_housing_protective_transmitter_housing:unit_cost_gbp,bom_source_field,source_required,assumption,Protective transmitter housing / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,structure_containment,protective_transmitter_housing,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
component_candidate:actuation_kinematics_disposable_applicator_disposable_applicator,component_candidate,source_required,generated_model,Disposable applicator,Disposable applicator is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,actuation_kinematics,disposable_applicator,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:control_compute_communication_ble_telemetry_ble_radio_module,component_candidate,source_required,generated_model,BLE radio module,BLE radio module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,control_compute_communication,ble_radio_module,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:control_compute_communication_mcu_firmware_low_power_microcontroller,component_candidate,source_required,generated_model,Low-power microcontroller,Low-power microcontroller is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,reading_interval_minutes; mard_percent,control_compute_communication,low_power_microcontroller,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:energy_storage_source_battery_cell_thin_film_battery,component_candidate,source_required,generated_model,Thin-film battery,Thin-film battery is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,wear_days,energy_storage_source,thin_film_battery,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:environmental_interface_temperature_compensation_temperature_sensor,component_candidate,source_required,generated_model,Temperature sensor,Temperature sensor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,wear_days; mard_percent,environmental_interface,temperature_sensor,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:maintenance_serviceability_lot_traceability_udi_label_set,component_candidate,source_required,generated_model,UDI label set,UDI label set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,maintenance_serviceability,udi_label_set,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:maintenance_serviceability_sterile_packaging_sterile_barrier_pouch,component_candidate,source_required,generated_model,Sterile barrier pouch,Sterile barrier pouch is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,maintenance_serviceability,sterile_barrier_pouch,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:sensing_instrumentation_glucose_filament_stack_enzyme_reagent_membrane,component_candidate,source_required,generated_model,Enzyme reagent membrane,Enzyme reagent membrane is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,sensing_instrumentation,enzyme_reagent_membrane,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:sensing_instrumentation_glucose_filament_stack_glucose_sensing_filament,component_candidate,source_required,generated_model,Glucose sensing filament,Glucose sensing filament is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,reading_interval_minutes; mard_percent,sensing_instrumentation,glucose_sensing_filament,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:sensing_instrumentation_glucose_filament_stack_reference_electrode,component_candidate,source_required,generated_model,Reference electrode,Reference electrode is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,sensing_instrumentation,reference_electrode,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:skin_patient_interface_adhesive_patch_stack_adhesive_skin_patch,component_candidate,source_required,generated_model,Adhesive skin patch,Adhesive skin patch is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,wear_days,skin_patient_interface,adhesive_skin_patch,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:structure_containment_transmitter_housing_protective_transmitter_housing,component_candidate,source_required,generated_model,Protective transmitter housing,Protective transmitter housing is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,structure_containment,protective_transmitter_housing,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
headline_metric:capex_gbp,headline_metric,source_required,assumption,Estimated CAPEX,Estimated CAPEX = 0 GBP.,formula:capex=sum(bom.totalCostGbp); class_pack:cgm.class_pack,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
headline_metric:opex_annual_gbp,headline_metric,source_required,assumption,Estimated annual OPEX,Estimated annual OPEX = 0 GBP/year.,formula:opex=capex*0.04,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
component_candidate:actuation_kinematics_disposable_applicator_safety_cap,component_candidate,generated_needs_review,generated_model,safety cap,safety cap is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,actuation_kinematics,safety_cap,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_disposable_applicator_spring_insertion_driver,component_candidate,generated_needs_review,generated_model,spring insertion driver,spring insertion driver is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,actuation_kinematics,spring_insertion_driver,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_disposable_applicator_trigger_button,component_candidate,generated_needs_review,generated_model,trigger button,trigger button is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,actuation_kinematics,trigger_button,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_insertion_mechanism_depth_stop_collar,component_candidate,generated_needs_review,generated_model,depth stop collar,depth stop collar is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,actuation_kinematics,depth_stop_collar,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_insertion_mechanism_filament_deployment_shuttle,component_candidate,generated_needs_review,generated_model,filament deployment shuttle,filament deployment shuttle is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,actuation_kinematics,filament_deployment_shuttle,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_insertion_mechanism_introducer_needle,component_candidate,generated_needs_review,generated_model,introducer needle,introducer needle is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,actuation_kinematics,introducer_needle,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_insertion_mechanism_retraction_latch,component_candidate,generated_needs_review,generated_model,retraction latch,retraction latch is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,actuation_kinematics,retraction_latch,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_sharps_lockout_applicator_status_window,component_candidate,generated_needs_review,generated_model,applicator status window,applicator status window is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,actuation_kinematics,applicator_status_window,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_sharps_lockout_needle_shield,component_candidate,generated_needs_review,generated_model,needle shield,needle shield is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,actuation_kinematics,needle_shield,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_sharps_lockout_post_use_lock_tab,component_candidate,generated_needs_review,generated_model,post-use lock tab,post-use lock tab is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,actuation_kinematics,post_use_lock_tab,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:actuation_kinematics_sharps_lockout_trigger_interlock_spring,component_candidate,generated_needs_review,generated_model,trigger interlock spring,trigger interlock spring is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,actuation_kinematics,trigger_interlock_spring,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_ble_telemetry_encrypted_session_counter,component_candidate,generated_needs_review,generated_model,encrypted session counter,encrypted session counter is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,control_compute_communication,encrypted_session_counter,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_ble_telemetry_pairing_button_pad,component_candidate,generated_needs_review,generated_model,pairing button pad,pairing button pad is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,control_compute_communication,pairing_button_pad,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_ble_telemetry_printed_antenna,component_candidate,generated_needs_review,generated_model,printed antenna,printed antenna is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,control_compute_communication,printed_antenna,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_data_buffering_calibration_data_bus_bridge,component_candidate,generated_needs_review,generated_model,calibration data bus bridge,calibration data bus bridge is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,control_compute_communication,calibration_data_bus_bridge,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_data_buffering_clock_drift_compensator,component_candidate,generated_needs_review,generated_model,clock drift compensator,clock drift compensator is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,control_compute_communication,clock_drift_compensator,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_data_buffering_event_log_memory,component_candidate,generated_needs_review,generated_model,event log memory,event log memory is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,control_compute_communication,event_log_memory,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_data_buffering_glucose_trend_buffer_flash,component_candidate,generated_needs_review,generated_model,glucose trend buffer flash,glucose trend buffer flash is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,control_compute_communication,glucose_trend_buffer_flash,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_mcu_firmware_firmware_image,component_candidate,generated_needs_review,generated_model,firmware image,firmware image is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,control_compute_communication,firmware_image,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_mcu_firmware_real_time_clock,component_candidate,generated_needs_review,generated_model,real-time clock,real-time clock is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,control_compute_communication,real_time_clock,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_mcu_firmware_secure_boot_key_store,component_candidate,generated_needs_review,generated_model,secure boot key store,secure boot key store is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,control_compute_communication,secure_boot_key_store,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_battery_cell_battery_pouch_insulator,component_candidate,generated_needs_review,generated_model,battery pouch insulator,battery pouch insulator is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,energy_storage_source,battery_pouch_insulator,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_battery_cell_battery_weld_tab,component_candidate,generated_needs_review,generated_model,battery weld tab,battery weld tab is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,energy_storage_source,battery_weld_tab,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_battery_cell_state_of_charge_witness_pad,component_candidate,generated_needs_review,generated_model,state-of-charge witness pad,state-of-charge witness pad is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,energy_storage_source,state_of_charge_witness_pad,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_battery_safety_battery_lot_barcode,component_candidate,generated_needs_review,generated_model,battery lot barcode,battery lot barcode is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,energy_storage_source,battery_lot_barcode,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_battery_safety_battery_vent_clearance,component_candidate,generated_needs_review,generated_model,battery vent clearance,battery vent clearance is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.cgm,,,,energy_storage_source,battery_vent_clearance,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
