id,kind,status,basis,scope,claim,provenanceRefs,sourceRefs,reviewerEvidenceRefs,linkedRequirementIds,linkedModuleIds,linkedComponentWordIds,blocksBom,blocksPublish,nextAction
bom_source_field:data_storage_nvme_storage_nvme_ssd:unit_cost_gbp,bom_source_field,source_required,assumption,NVMe SSD / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,data_storage,nvme_ssd,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_forced_air_cooling_fan_wall_assembly:manufacturer,bom_source_field,source_required,assumption,Fan wall assembly / manufacturer,manufacturer is required but not source-backed.,,,,compute_tops; rack_units; power_budget_w,environmental_interface,fan_wall_assembly,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_forced_air_cooling_fan_wall_assembly:mpn,bom_source_field,source_required,assumption,Fan wall assembly / mpn,mpn is required but not source-backed.,,,,compute_tops; rack_units; power_budget_w,environmental_interface,fan_wall_assembly,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_forced_air_cooling_fan_wall_assembly:supplier,bom_source_field,source_required,assumption,Fan wall assembly / supplier,supplier is required but not source-backed.,,,,compute_tops; rack_units; power_budget_w,environmental_interface,fan_wall_assembly,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_forced_air_cooling_fan_wall_assembly:unit_cost_gbp,bom_source_field,source_required,assumption,Fan wall assembly / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,compute_tops; rack_units; power_budget_w,environmental_interface,fan_wall_assembly,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_heat_transfer_heatsink_cold_plate:manufacturer,bom_source_field,source_required,assumption,Heatsink cold plate / manufacturer,manufacturer is required but not source-backed.,,,,,environmental_interface,heatsink_cold_plate,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_heat_transfer_heatsink_cold_plate:mpn,bom_source_field,source_required,assumption,Heatsink cold plate / mpn,mpn is required but not source-backed.,,,,,environmental_interface,heatsink_cold_plate,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_heat_transfer_heatsink_cold_plate:supplier,bom_source_field,source_required,assumption,Heatsink cold plate / supplier,supplier is required but not source-backed.,,,,,environmental_interface,heatsink_cold_plate,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:environmental_interface_heat_transfer_heatsink_cold_plate:unit_cost_gbp,bom_source_field,source_required,assumption,Heatsink cold plate / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,environmental_interface,heatsink_cold_plate,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:network_io_high_speed_network_high_speed_nic:manufacturer,bom_source_field,source_required,assumption,High-speed NIC / manufacturer,manufacturer is required but not source-backed.,,,,,network_io,high_speed_nic,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:network_io_high_speed_network_high_speed_nic:mpn,bom_source_field,source_required,assumption,High-speed NIC / mpn,mpn is required but not source-backed.,,,,,network_io,high_speed_nic,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:network_io_high_speed_network_high_speed_nic:supplier,bom_source_field,source_required,assumption,High-speed NIC / supplier,supplier is required but not source-backed.,,,,,network_io,high_speed_nic,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:network_io_high_speed_network_high_speed_nic:unit_cost_gbp,bom_source_field,source_required,assumption,High-speed NIC / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,,network_io,high_speed_nic,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:power_distribution_ac_input_conversion_redundant_power_supply:manufacturer,bom_source_field,source_required,assumption,Redundant power supply / manufacturer,manufacturer is required but not source-backed.,,,,power_budget_w,power_distribution,redundant_power_supply,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:power_distribution_ac_input_conversion_redundant_power_supply:mpn,bom_source_field,source_required,assumption,Redundant power supply / mpn,mpn is required but not source-backed.,,,,power_budget_w,power_distribution,redundant_power_supply,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:power_distribution_ac_input_conversion_redundant_power_supply:supplier,bom_source_field,source_required,assumption,Redundant power supply / supplier,supplier is required but not source-backed.,,,,power_budget_w,power_distribution,redundant_power_supply,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:power_distribution_ac_input_conversion_redundant_power_supply:unit_cost_gbp,bom_source_field,source_required,assumption,Redundant power supply / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,power_budget_w,power_distribution,redundant_power_supply,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:safety_protection_secure_boot_tpm_security_module:manufacturer,bom_source_field,source_required,assumption,TPM security module / manufacturer,manufacturer is required but not source-backed.,,,,power_budget_w,safety_protection,tpm_security_module,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:safety_protection_secure_boot_tpm_security_module:mpn,bom_source_field,source_required,assumption,TPM security module / mpn,mpn is required but not source-backed.,,,,power_budget_w,safety_protection,tpm_security_module,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:safety_protection_secure_boot_tpm_security_module:supplier,bom_source_field,source_required,assumption,TPM security module / supplier,supplier is required but not source-backed.,,,,power_budget_w,safety_protection,tpm_security_module,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:safety_protection_secure_boot_tpm_security_module:unit_cost_gbp,bom_source_field,source_required,assumption,TPM security module / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,power_budget_w,safety_protection,tpm_security_module,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_rack_chassis_1u_rack_chassis:manufacturer,bom_source_field,source_required,assumption,1U rack chassis / manufacturer,manufacturer is required but not source-backed.,,,,rack_units,structure_containment,1u_rack_chassis,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_rack_chassis_1u_rack_chassis:mpn,bom_source_field,source_required,assumption,1U rack chassis / mpn,mpn is required but not source-backed.,,,,rack_units,structure_containment,1u_rack_chassis,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_rack_chassis_1u_rack_chassis:supplier,bom_source_field,source_required,assumption,1U rack chassis / supplier,supplier is required but not source-backed.,,,,rack_units,structure_containment,1u_rack_chassis,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
bom_source_field:structure_containment_rack_chassis_1u_rack_chassis:unit_cost_gbp,bom_source_field,source_required,assumption,1U rack chassis / unit_cost_gbp,unit_cost_gbp is required but not source-backed.,,,,rack_units,structure_containment,1u_rack_chassis,true,true,Admit source-backed supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
component_candidate:compute_acceleration_accelerator_module_ai_accelerator_module,component_candidate,source_required,generated_model,AI accelerator module,AI accelerator module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,compute_tops,compute_acceleration,ai_accelerator_module,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:compute_acceleration_cpu_memory_complex_cpu_module,component_candidate,source_required,generated_model,CPU module,CPU module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,compute_acceleration,cpu_module,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:compute_acceleration_cpu_memory_complex_ecc_memory,component_candidate,source_required,generated_model,ECC memory,ECC memory is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,compute_acceleration,ecc_memory,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:compute_acceleration_cpu_memory_complex_system_motherboard,component_candidate,source_required,generated_model,System motherboard,System motherboard is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,compute_acceleration,system_motherboard,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:control_compute_communication_host_control_bmc_management_controller,component_candidate,source_required,generated_model,BMC management controller,BMC management controller is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,compute_tops,control_compute_communication,bmc_management_controller,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:data_storage_nvme_storage_nvme_ssd,component_candidate,source_required,generated_model,NVMe SSD,NVMe SSD is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,data_storage,nvme_ssd,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:environmental_interface_forced_air_cooling_fan_wall_assembly,component_candidate,source_required,generated_model,Fan wall assembly,Fan wall assembly is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,compute_tops; rack_units; power_budget_w,environmental_interface,fan_wall_assembly,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:environmental_interface_heat_transfer_heatsink_cold_plate,component_candidate,source_required,generated_model,Heatsink cold plate,Heatsink cold plate is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,environmental_interface,heatsink_cold_plate,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:network_io_high_speed_network_high_speed_nic,component_candidate,source_required,generated_model,High-speed NIC,High-speed NIC is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,network_io,high_speed_nic,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:power_distribution_ac_input_conversion_redundant_power_supply,component_candidate,source_required,generated_model,Redundant power supply,Redundant power supply is an architecture-derived component candidate with quantity 2 each.,model:scratch_universal_architecture.edge_ai,,,power_budget_w,power_distribution,redundant_power_supply,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:safety_protection_secure_boot_tpm_security_module,component_candidate,source_required,generated_model,TPM security module,TPM security module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,power_budget_w,safety_protection,tpm_security_module,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
component_candidate:structure_containment_rack_chassis_1u_rack_chassis,component_candidate,source_required,generated_model,1U rack chassis,1U rack chassis is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,rack_units,structure_containment,1u_rack_chassis,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
headline_metric:capex_gbp,headline_metric,source_required,assumption,Estimated CAPEX,Estimated CAPEX = 0 GBP.,formula:capex=sum(bom.totalCostGbp); class_pack:edge_ai.class_pack,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
headline_metric:opex_annual_gbp,headline_metric,source_required,assumption,Estimated annual OPEX,Estimated annual OPEX = 0 GBP/year.,formula:opex=capex*0.04,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
component_candidate:compute_acceleration_accelerator_module_accelerator_carrier_board,component_candidate,generated_needs_review,generated_model,accelerator carrier board,accelerator carrier board is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,compute_acceleration,accelerator_carrier_board,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:compute_acceleration_accelerator_module_accelerator_retention_latch,component_candidate,generated_needs_review,generated_model,accelerator retention latch,accelerator retention latch is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,compute_acceleration,accelerator_retention_latch,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:compute_acceleration_accelerator_module_pcie_edge_connector,component_candidate,generated_needs_review,generated_model,PCIe edge connector,PCIe edge connector is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,compute_acceleration,pcie_edge_connector,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:compute_acceleration_cpu_memory_complex_boot_flash_device,component_candidate,generated_needs_review,generated_model,boot flash device,boot flash device is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,compute_acceleration,boot_flash_device,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:compute_acceleration_signal_power_integrity_clock_distribution_device,component_candidate,generated_needs_review,generated_model,clock distribution device,clock distribution device is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,compute_acceleration,clock_distribution_device,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:compute_acceleration_signal_power_integrity_high_current_vrm_module,component_candidate,generated_needs_review,generated_model,high-current VRM module,high-current VRM module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,compute_acceleration,high_current_vrm_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:compute_acceleration_signal_power_integrity_pcie_retimer_set,component_candidate,generated_needs_review,generated_model,PCIe retimer set,PCIe retimer set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,compute_acceleration,pcie_retimer_set,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:compute_acceleration_signal_power_integrity_power_integrity_capacitor_bank,component_candidate,generated_needs_review,generated_model,power integrity capacitor bank,power integrity capacitor bank is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,compute_acceleration,power_integrity_capacitor_bank,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_host_control_bios_firmware_image,component_candidate,generated_needs_review,generated_model,BIOS firmware image,BIOS firmware image is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,control_compute_communication,bios_firmware_image,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_host_control_management_ethernet_phy,component_candidate,generated_needs_review,generated_model,management Ethernet PHY,management Ethernet PHY is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,control_compute_communication,management_ethernet_phy,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_host_control_platform_configuration_eeprom,component_candidate,generated_needs_review,generated_model,platform configuration EEPROM,platform configuration EEPROM is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,control_compute_communication,platform_configuration_eeprom,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_remote_management_debug_access_lockout,component_candidate,generated_needs_review,generated_model,debug access lockout,debug access lockout is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,control_compute_communication,debug_access_lockout,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_remote_management_firmware_signing_key_slot,component_candidate,generated_needs_review,generated_model,firmware signing key slot,firmware signing key slot is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,control_compute_communication,firmware_signing_key_slot,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_remote_management_out_of_band_management_port,component_candidate,generated_needs_review,generated_model,out-of-band management port,out-of-band management port is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,control_compute_communication,out_of_band_management_port,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_remote_management_serial_console_header,component_candidate,generated_needs_review,generated_model,serial console header,serial console header is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,control_compute_communication,serial_console_header,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_runtime_orchestration_accelerator_driver_bundle,component_candidate,generated_needs_review,generated_model,accelerator driver bundle,accelerator driver bundle is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,control_compute_communication,accelerator_driver_bundle,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_runtime_orchestration_configuration_manifest,component_candidate,generated_needs_review,generated_model,configuration manifest,configuration manifest is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,control_compute_communication,configuration_manifest,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_runtime_orchestration_inference_runtime_image,component_candidate,generated_needs_review,generated_model,inference runtime image,inference runtime image is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,control_compute_communication,inference_runtime_image,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_runtime_orchestration_watchdog_service,component_candidate,generated_needs_review,generated_model,watchdog service,watchdog service is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,control_compute_communication,watchdog_service,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:data_storage_log_buffer_crash_dump_region,component_candidate,generated_needs_review,generated_model,crash dump region,crash dump region is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,data_storage,crash_dump_region,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:data_storage_log_buffer_event_log_partition,component_candidate,generated_needs_review,generated_model,event log partition,event log partition is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,data_storage,event_log_partition,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:data_storage_log_buffer_log_export_port,component_candidate,generated_needs_review,generated_model,log export port,log export port is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,data_storage,log_export_port,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:data_storage_log_buffer_write_endurance_counter,component_candidate,generated_needs_review,generated_model,write endurance counter,write endurance counter is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,data_storage,write_endurance_counter,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:data_storage_model_cache_firmware_recovery_image,component_candidate,generated_needs_review,generated_model,firmware recovery image,firmware recovery image is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,data_storage,firmware_recovery_image,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:data_storage_model_cache_model_cache_partition,component_candidate,generated_needs_review,generated_model,model cache partition,model cache partition is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,data_storage,model_cache_partition,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:data_storage_model_cache_secure_erase_controller,component_candidate,generated_needs_review,generated_model,secure erase controller,secure erase controller is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,data_storage,secure_erase_controller,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:data_storage_model_cache_storage_health_monitor,component_candidate,generated_needs_review,generated_model,storage health monitor,storage health monitor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,data_storage,storage_health_monitor,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:data_storage_nvme_storage_drive_retention_screw_set,component_candidate,generated_needs_review,generated_model,drive retention screw set,drive retention screw set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,data_storage,drive_retention_screw_set,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:data_storage_nvme_storage_drive_thermal_pad,component_candidate,generated_needs_review,generated_model,drive thermal pad,drive thermal pad is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.edge_ai,,,,data_storage,drive_thermal_pad,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
