id,kind,priority,status,scope,issue,requiredEvidence,closurePath,blocks,linkedIds,source
assumption:sanity:bioreactor_aseptic_pressure_safety,assumption_review,major,needs_review,Aseptic And Pressure Safety,"Aseptic And Pressure Safety currently evaluates as pass against sterile boundary, pressure relief, exhaust path, alarm bus and service access present.","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.",engineering_review,publishable,working_volume_l,engineering_assumption_ledger
assumption:compliance:ISO-13485,assumption_review,major,needs_review,ISO-13485,Quality management for medical-device-adjacent manufacturing systems is relevant to this product class in Global / supplier quality.,"Supplier quality evidence, change control and traceability where applicable.",engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:USP-CLASS-VI,assumption_review,major,needs_review,USP-CLASS-VI,Biocompatibility for polymer contact materials is relevant to this product class in US / global supplier evidence.,Material certificates for single-use bag and tubing contact surfaces.,engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:IEC-61010,assumption_review,major,needs_review,IEC-61010,Electrical safety for laboratory control equipment is relevant to this product class in UK/EU/global.,"Electrical safety design, protective earth and abnormal operation evidence.",engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:EU-GMP-ANNEX-11,assumption_review,major,needs_review,EU-GMP-ANNEX-11,Computerised systems for GMP records is relevant to this product class in EU / pharma operations.,"Batch record integrity, audit trail and access-control evidence.",engineering_review,publishable,,engineering_assumption_ledger
sourcing:single_use_bioreactor_bag,sourcing_evidence,blocker,ready_for_intake,Single-use bioreactor bag,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,single_use_bioreactor_bag,sourcing_worklist
sourcing:sterile_tubing_and_connector_set,sourcing_evidence,blocker,ready_for_intake,Sterile tubing and connector set,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,sterile_tubing_and_connector_set,sourcing_worklist
sourcing:agitation_drive,sourcing_evidence,blocker,ready_for_intake,Agitation drive,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,agitation_drive,sourcing_worklist
sourcing:peristaltic_feed_pump,sourcing_evidence,blocker,ready_for_intake,Peristaltic feed pump,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,peristaltic_feed_pump,sourcing_worklist
sourcing:sparger_and_gas_mix_manifold,sourcing_evidence,blocker,ready_for_intake,Sparger and gas-mix manifold,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,sparger_and_gas_mix_manifold,sourcing_worklist
sourcing:temperature_control_loop,sourcing_evidence,blocker,ready_for_intake,Temperature control loop,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,temperature_control_loop,sourcing_worklist
sourcing:exhaust_filter_and_pressure_relief_set,sourcing_evidence,blocker,ready_for_intake,Exhaust filter and pressure relief set,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,exhaust_filter_and_pressure_relief_set,sourcing_worklist
sourcing:dissolved_oxygen_optical_sensor,sourcing_evidence,blocker,ready_for_intake,Dissolved oxygen optical sensor,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,dissolved_oxygen_optical_sensor,sourcing_worklist
sourcing:single_use_ph_sensor,sourcing_evidence,blocker,ready_for_intake,Single-use pH sensor,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,single_use_ph_sensor,sourcing_worklist
sourcing:load_cell_set,sourcing_evidence,blocker,ready_for_intake,Load cell set,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,load_cell_set,sourcing_worklist
sourcing:bioreactor_controller,sourcing_evidence,blocker,ready_for_intake,Bioreactor controller,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,bioreactor_controller,sourcing_worklist
verification:design_review:structure_containment,verification_evidence,major,ready_for_intake,Sterile Structure Containment,Review Sterile Structure Containment architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:structure_containment,verification_evidence_ledger
verification:calculation:structure_containment,verification_evidence,major,ready_for_intake,Sterile Structure Containment,Verify Sterile Structure Containment requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:structure_containment,verification_evidence_ledger
verification:design_review:actuation_kinematics,verification_evidence,major,ready_for_intake,Mixing And Agitation,Review Mixing And Agitation architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:actuation_kinematics,verification_evidence_ledger
verification:calculation:actuation_kinematics,verification_evidence,major,ready_for_intake,Mixing And Agitation,Verify Mixing And Agitation requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:actuation_kinematics,verification_evidence_ledger
verification:design_review:mass_fluid_transport_process,verification_evidence,major,ready_for_intake,Media Gas And Harvest Transport,Review Media Gas And Harvest Transport architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:mass_fluid_transport_process,verification_evidence_ledger
verification:calculation:mass_fluid_transport_process,verification_evidence,major,ready_for_intake,Media Gas And Harvest Transport,Verify Media Gas And Harvest Transport requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:mass_fluid_transport_process,verification_evidence_ledger
verification:design_review:environmental_interface,verification_evidence,major,ready_for_intake,Thermal Gas Exhaust Interface,Review Thermal Gas Exhaust Interface architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:environmental_interface,verification_evidence_ledger
verification:calculation:environmental_interface,verification_evidence,major,ready_for_intake,Thermal Gas Exhaust Interface,Verify Thermal Gas Exhaust Interface requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:environmental_interface,verification_evidence_ledger
verification:design_review:sensing_instrumentation,verification_evidence,major,ready_for_intake,Process Sensing Instrumentation,Review Process Sensing Instrumentation architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:sensing_instrumentation,verification_evidence_ledger
verification:design_review:control_compute_communication,verification_evidence,major,ready_for_intake,Control Compute Communication,Review Control Compute Communication architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:control_compute_communication,verification_evidence_ledger
verification:design_review:power_distribution,verification_evidence,major,ready_for_intake,Power Distribution,Review Power Distribution architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:power_distribution,verification_evidence_ledger
verification:design_review:safety_protection,verification_evidence,major,ready_for_intake,Aseptic And Pressure Safety,Review Aseptic And Pressure Safety architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:safety_protection,verification_evidence_ledger
verification:design_review:maintenance_serviceability,verification_evidence,major,ready_for_intake,Setup Calibration And Service,Review Setup Calibration And Service architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:maintenance_serviceability,verification_evidence_ledger
verification:interface_review:structure_containment:mass_fluid_transport_process:sterile_fluid_path,verification_evidence,major,ready_for_intake,Sterile Structure Containment -> Media Gas And Harvest Transport,Verify sterile_fluid_path interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:structure_containment:mass_fluid_transport_process:sterile_fluid_path,verification_evidence_ledger
verification:interface_review:actuation_kinematics:structure_containment:sterile_boundary,verification_evidence,major,ready_for_intake,Mixing And Agitation -> Sterile Structure Containment,Verify sterile_boundary interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:actuation_kinematics:structure_containment:sterile_boundary,verification_evidence_ledger
verification:interface_review:mass_fluid_transport_process:environmental_interface:gas_path,verification_evidence,major,ready_for_intake,Media Gas And Harvest Transport -> Thermal Gas Exhaust Interface,Verify gas_path interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:mass_fluid_transport_process:environmental_interface:gas_path,verification_evidence_ledger
verification:interface_review:sensing_instrumentation:control_compute_communication:sensor_bus,verification_evidence,major,ready_for_intake,Process Sensing Instrumentation -> Control Compute Communication,Verify sensor_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:sensing_instrumentation:control_compute_communication:sensor_bus,verification_evidence_ledger
verification:interface_review:control_compute_communication:mass_fluid_transport_process:pump_control,verification_evidence,major,ready_for_intake,Control Compute Communication -> Media Gas And Harvest Transport,Verify pump_control interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:control_compute_communication:mass_fluid_transport_process:pump_control,verification_evidence_ledger
verification:interface_review:safety_protection:structure_containment:pressure_relief,verification_evidence,major,ready_for_intake,Aseptic And Pressure Safety -> Sterile Structure Containment,Verify pressure_relief interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:safety_protection:structure_containment:pressure_relief,verification_evidence_ledger
verification:compliance_review:ISO-13485,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for ISO-13485,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:ISO-13485,verification_evidence_ledger
verification:compliance_review:USP-CLASS-VI,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for USP-CLASS-VI,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:USP-CLASS-VI,verification_evidence_ledger
verification:compliance_review:IEC-61010,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for IEC-61010,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:IEC-61010,verification_evidence_ledger
verification:compliance_review:EU-GMP-ANNEX-11,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for EU-GMP-ANNEX-11,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:EU-GMP-ANNEX-11,verification_evidence_ledger
verification:risk_review:1,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Loss of sterility through connector or bag handling,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:1,verification_evidence_ledger
verification:risk_review:2,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Cell culture loss from DO or pH control failure,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:2,verification_evidence_ledger
verification:risk_review:3,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Disposable bag overpressure,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:3,verification_evidence_ledger
