id,moduleId,moduleName,subModuleId,subModuleName,verdict,purposePresent,componentWordCount,interfaceCount,linkedRequirementCount,criticalComponentCount,duplicateComponentCount,carrierContractCount,missingCarrierContractCount,localOnlyInterfaceCount,reviewQuestions,acceptedReviewQuestions,blockedReviewQuestions,verificationActivities,acceptedVerificationActivities,blockedVerificationActivities,criticalUnpricedLines,passRatio,blockers,requiredAction
data_storage:model_cache,data_storage,Data Storage,model_cache,Model cache and recovery,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): secure_boot_chain, management_network. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
data_storage:log_buffer,data_storage,Data Storage,log_buffer,Log and evidence buffer,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): management_network, service_access. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
control_compute_communication:host_control,control_compute_communication,Control Compute Communication,host_control,Host control,review,yes,4,4,1,1,0,3,0,1,5,0,0,6,0,0,1,0.6667,,Review 1 local-only interface declaration(s): management_network. 5 engineering review question(s) await acceptance. 5 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence.
control_compute_communication:runtime_orchestration,control_compute_communication,Control Compute Communication,runtime_orchestration,Runtime orchestration,review,yes,4,4,0,0,0,3,0,1,5,0,0,4,0,0,0,0.6667,,Review 1 local-only interface declaration(s): secure_boot_chain. 5 engineering review question(s) await acceptance. 4 verification activity row(s) await accepted evidence.
control_compute_communication:remote_management,control_compute_communication,Control Compute Communication,remote_management,Remote management,review,yes,4,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0.6667,,"Review 3 local-only interface declaration(s): management_network, service_access, secure_boot_chain. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
power_distribution:ac_input_conversion,power_distribution,Power Distribution,ac_input_conversion,AC input conversion,review,yes,4,3,1,1,0,0,0,3,2,0,0,3,0,0,1,0.6667,,"Review 3 local-only interface declaration(s): ac_input_bus, protective_earth, sensor_bus. 2 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence."
power_distribution:dc_rail_distribution,power_distribution,Power Distribution,dc_rail_distribution,DC rail distribution,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): low_voltage_rail, service_access. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
power_distribution:hold_up_protection,power_distribution,Power Distribution,hold_up_protection,Hold-up and protection,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): low_voltage_rail, sensor_bus. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
environmental_interface:forced_air_cooling,environmental_interface,Thermal Airflow Interface,forced_air_cooling,Forced-air cooling,review,yes,4,3,3,1,0,1,0,2,3,0,0,4,0,0,1,0.6667,,"Review 2 local-only interface declaration(s): fan_control_bus, sensor_bus. 3 engineering review question(s) await acceptance. 3 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence."
environmental_interface:heat_transfer,environmental_interface,Thermal Airflow Interface,heat_transfer,Heat transfer path,review,yes,4,3,0,1,0,2,0,1,4,0,0,4,0,0,1,0.6667,,Review 1 local-only interface declaration(s): service_access. 4 engineering review question(s) await acceptance. 3 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence.
environmental_interface:inlet_outlet_management,environmental_interface,Thermal Airflow Interface,inlet_outlet_management,Inlet and outlet management,review,yes,4,2,0,0,0,1,0,1,3,0,0,2,0,0,0,0.6667,,Review 1 local-only interface declaration(s): service_access. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence.
sensing_instrumentation:thermal_sensors,sensing_instrumentation,Telemetry Instrumentation,thermal_sensors,Thermal sensors,review,yes,4,2,0,0,0,1,0,1,3,0,0,2,0,0,0,0.6667,,Review 1 local-only interface declaration(s): thermal_alarm_bus. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence.
sensing_instrumentation:power_fan_telemetry,sensing_instrumentation,Telemetry Instrumentation,power_fan_telemetry,Power and fan telemetry,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): fan_control_bus, management_network. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
sensing_instrumentation:front_panel_status,sensing_instrumentation,Telemetry Instrumentation,front_panel_status,Front panel status,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): management_network, service_access. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
safety_protection:secure_boot,safety_protection,Security And Safety Protection,secure_boot,Secure boot,review,yes,4,3,1,1,0,0,0,3,2,0,0,3,0,0,1,0.6667,,"Review 3 local-only interface declaration(s): secure_boot_chain, management_network, service_access. 2 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence."
safety_protection:thermal_shutdown,safety_protection,Security And Safety Protection,thermal_shutdown,Thermal shutdown,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): thermal_alarm_bus, fan_control_bus. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
safety_protection:electrical_safety,safety_protection,Security And Safety Protection,electrical_safety,Electrical safety,review,yes,4,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): protective_earth, service_access. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
maintenance_serviceability:field_replaceable_units,maintenance_serviceability,Field Maintenance Serviceability,field_replaceable_units,Field-replaceable units,review,yes,4,2,1,0,0,0,0,2,2,0,0,2,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): service_access, airflow_path. 2 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence."
maintenance_serviceability:rack_installation,maintenance_serviceability,Field Maintenance Serviceability,rack_installation,Rack installation,review,yes,4,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): rack_mount, service_access. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
maintenance_serviceability:service_workflow,maintenance_serviceability,Field Maintenance Serviceability,service_workflow,Service workflow,review,yes,4,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0.6667,,"Review 3 local-only interface declaration(s): service_access, management_network, secure_boot_chain. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
