id,kind,priority,status,scope,issue,requiredEvidence,closurePath,blocks,linkedIds,source
sourcing:heat_pump_controller_pcb,sourcing_evidence,blocker,ready_for_intake,Heat pump controller PCB,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,heat_pump_controller_pcb,sourcing_worklist
sourcing:refrigerant_sensor_and_pressure_transducers,sourcing_evidence,blocker,ready_for_intake,Refrigerant sensor and pressure transducers,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,refrigerant_sensor_and_pressure_transducers,sourcing_worklist
verification:design_review:energy_conversion_transduction,verification_evidence,major,ready_for_intake,Refrigerant Energy Conversion,Review Refrigerant Energy Conversion architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:energy_conversion_transduction,verification_evidence_ledger
verification:calculation:energy_conversion_transduction,verification_evidence,major,ready_for_intake,Refrigerant Energy Conversion,Verify Refrigerant Energy Conversion requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:energy_conversion_transduction,verification_evidence_ledger
verification:design_review:environmental_interface,verification_evidence,major,ready_for_intake,Outdoor Air Interface,Review Outdoor Air Interface architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:environmental_interface,verification_evidence_ledger
verification:calculation:environmental_interface,verification_evidence,major,ready_for_intake,Outdoor Air Interface,Verify Outdoor Air Interface requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:environmental_interface,verification_evidence_ledger
verification:design_review:mass_fluid_transport_process,verification_evidence,major,ready_for_intake,Hydronic Heat Delivery,Review Hydronic Heat Delivery architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:mass_fluid_transport_process,verification_evidence_ledger
verification:calculation:mass_fluid_transport_process,verification_evidence,major,ready_for_intake,Hydronic Heat Delivery,Verify Hydronic Heat Delivery requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:mass_fluid_transport_process,verification_evidence_ledger
verification:design_review:control_compute_communication,verification_evidence,major,ready_for_intake,Control Compute Communication,Review Control Compute Communication architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:control_compute_communication,verification_evidence_ledger
verification:calculation:control_compute_communication,verification_evidence,major,ready_for_intake,Control Compute Communication,Verify Control Compute Communication requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:control_compute_communication,verification_evidence_ledger
verification:design_review:sensing_instrumentation,verification_evidence,major,ready_for_intake,Sensing Instrumentation,Review Sensing Instrumentation architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:sensing_instrumentation,verification_evidence_ledger
verification:calculation:sensing_instrumentation,verification_evidence,major,ready_for_intake,Sensing Instrumentation,Verify Sensing Instrumentation requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:sensing_instrumentation,verification_evidence_ledger
verification:design_review:power_distribution,verification_evidence,major,ready_for_intake,Electrical Power Distribution,Review Electrical Power Distribution architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:power_distribution,verification_evidence_ledger
verification:design_review:structure_containment,verification_evidence,major,ready_for_intake,Monobloc Structure And Containment,Review Monobloc Structure And Containment architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:structure_containment,verification_evidence_ledger
verification:design_review:safety_protection,verification_evidence,major,ready_for_intake,Safety Protection,Review Safety Protection architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:safety_protection,verification_evidence_ledger
verification:design_review:maintenance_serviceability,verification_evidence,major,ready_for_intake,Maintenance And Commissioning,Review Maintenance And Commissioning architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:maintenance_serviceability,verification_evidence_ledger
verification:design_review:hmi_ergonomics,verification_evidence,major,ready_for_intake,User And Installer Interface,Review User And Installer Interface architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:hmi_ergonomics,verification_evidence_ledger
verification:interface_review:environmental_interface:energy_conversion_transduction:refrigerant_loop,verification_evidence,major,ready_for_intake,Outdoor Air Interface -> Refrigerant Energy Conversion,Verify refrigerant_loop interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:environmental_interface:energy_conversion_transduction:refrigerant_loop,verification_evidence_ledger
verification:interface_review:energy_conversion_transduction:mass_fluid_transport_process:hydronic_loop,verification_evidence,major,ready_for_intake,Refrigerant Energy Conversion -> Hydronic Heat Delivery,Verify hydronic_loop interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:energy_conversion_transduction:mass_fluid_transport_process:hydronic_loop,verification_evidence_ledger
verification:interface_review:control_compute_communication:energy_conversion_transduction:control_bus,verification_evidence,major,ready_for_intake,Control Compute Communication -> Refrigerant Energy Conversion,Verify control_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:control_compute_communication:energy_conversion_transduction:control_bus,verification_evidence_ledger
verification:interface_review:sensing_instrumentation:control_compute_communication:sensor_bus,verification_evidence,major,ready_for_intake,Sensing Instrumentation -> Control Compute Communication,Verify sensor_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:sensing_instrumentation:control_compute_communication:sensor_bus,verification_evidence_ledger
verification:compliance_review:EN-14511,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for EN-14511,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:EN-14511,verification_evidence_ledger
verification:compliance_review:EN-378,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for EN-378,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:EN-378,verification_evidence_ledger
verification:compliance_review:EN-60335-2-40,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for EN-60335-2-40,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:EN-60335-2-40,verification_evidence_ledger
verification:risk_review:1,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Refrigerant leak or flammability hazard,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:1,verification_evidence_ledger
verification:risk_review:2,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Frozen outdoor coil reduces capacity,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:2,verification_evidence_ledger
verification:risk_review:3,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Hydronic overpressure or low flow,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:3,verification_evidence_ledger
