id,kind,priority,status,scope,reviewerQuestion,evidenceRequired,acceptanceCriteria,linkedModuleIds,linkedSubModuleIds,linkedComponentWordIds,linkedRequirementIds,linkedInterfaceIds,linkedCalculationIds,blockers
assumption_resolution:component:sensing_instrumentation_glucose_filament_stack_reference_electrode,assumption_resolution,major,needs_review,Reference electrode,"Can the Reference electrode assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",sensing_instrumentation,,reference_electrode,,,,
assumption_resolution:component:skin_patient_interface_adhesive_patch_stack_adhesive_skin_patch,assumption_resolution,major,needs_review,Adhesive skin patch,"Can the Adhesive skin patch assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",skin_patient_interface,,adhesive_skin_patch,,,,
assumption_resolution:component:structure_containment_transmitter_housing_protective_transmitter_housing,assumption_resolution,major,needs_review,Protective transmitter housing,"Can the Protective transmitter housing assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",structure_containment,,protective_transmitter_housing,,,,
assumption_resolution:interface:actuation_kinematics:skin_patient_interface:insertion_path,assumption_resolution,major,needs_review,actuation_kinematics -> skin_patient_interface,"Can the actuation_kinematics -> skin_patient_interface assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,insertion_path,,
assumption_resolution:interface:control_compute_communication:safety_protection:alarm_state_bus,assumption_resolution,major,needs_review,control_compute_communication -> safety_protection,"Can the control_compute_communication -> safety_protection assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,alarm_state_bus,,
assumption_resolution:interface:energy_storage_source:power_distribution:cell_power_bus,assumption_resolution,major,needs_review,energy_storage_source -> power_distribution,"Can the energy_storage_source -> power_distribution assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,cell_power_bus,,
assumption_resolution:interface:environmental_interface:control_compute_communication:temperature_compensation_bus,assumption_resolution,major,needs_review,environmental_interface -> control_compute_communication,"Can the environmental_interface -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,temperature_compensation_bus,,
assumption_resolution:interface:maintenance_serviceability:skin_patient_interface:sterile_boundary,assumption_resolution,major,needs_review,maintenance_serviceability -> skin_patient_interface,"Can the maintenance_serviceability -> skin_patient_interface assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,sterile_boundary,,
assumption_resolution:interface:power_distribution:control_compute_communication:low_power_rail,assumption_resolution,major,needs_review,power_distribution -> control_compute_communication,"Can the power_distribution -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,low_power_rail,,
assumption_resolution:interface:power_distribution:sensing_instrumentation:analog_power_rail,assumption_resolution,major,needs_review,power_distribution -> sensing_instrumentation,"Can the power_distribution -> sensing_instrumentation assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,analog_power_rail,,
assumption_resolution:interface:sensing_instrumentation:control_compute_communication:calibration_data_bus,assumption_resolution,major,needs_review,sensing_instrumentation -> control_compute_communication,"Can the sensing_instrumentation -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,calibration_data_bus,,
assumption_resolution:interface:sensing_instrumentation:control_compute_communication:sensor_signal_bus,assumption_resolution,major,needs_review,sensing_instrumentation -> control_compute_communication,"Can the sensing_instrumentation -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,sensor_signal_bus,,
assumption_resolution:interface:skin_patient_interface:sensing_instrumentation:interstitial_fluid_path,assumption_resolution,major,needs_review,skin_patient_interface -> sensing_instrumentation,"Can the skin_patient_interface -> sensing_instrumentation assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,interstitial_fluid_path,,
assumption_resolution:metric:capex_gbp,assumption_resolution,major,needs_review,Estimated CAPEX,"Can the Estimated CAPEX assumption be accepted for architecture review, or must it be replaced with evidence?",Admit source-backed BoM pricing before treating this cost metric as a claim.,"Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:metric:headline_output,assumption_resolution,major,needs_review,Sensor wear duration,"Can the Sensor wear duration assumption be accepted for architecture review, or must it be replaced with evidence?","Review the formula, input values and operating envelope before treating this metric as a performance claim.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:metric:opex_annual_gbp,assumption_resolution,major,needs_review,Estimated annual OPEX,"Can the Estimated annual OPEX assumption be accepted for architecture review, or must it be replaced with evidence?",Admit source-backed BoM pricing before treating this cost metric as a claim.,"Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:sanity:cgm_accuracy_target,assumption_resolution,major,needs_review,MARD Accuracy Target,"Can the MARD Accuracy Target assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",sensing_instrumentation; environmental_interface; control_compute_communication,,,mard_percent,,,
assumption_resolution:sanity:cgm_biofluid_signal_closure,assumption_resolution,major,needs_review,Biofluid/Signal Closure,"Can the Biofluid/Signal Closure assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",sensing_instrumentation; control_compute_communication; power_distribution; environmental_interface,,,reading_interval_minutes; mard_percent,,,
assumption_resolution:sanity:cgm_patch_power_comms_safety,assumption_resolution,major,needs_review,Patch/Power/Comms/Safety Closure,"Can the Patch/Power/Comms/Safety Closure assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",skin_patient_interface; energy_storage_source; environmental_interface; safety_protection; sensing_instrumentation; control_compute_communication; power_distribution,,,wear_days; reading_interval_minutes,,,
assumption_resolution:sanity:cgm_reading_interval,assumption_resolution,major,needs_review,Reading Interval,"Can the Reading Interval assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",sensing_instrumentation; control_compute_communication; power_distribution,,,reading_interval_minutes,,,
assumption_resolution:sanity:cgm_wear_duration,assumption_resolution,major,needs_review,Wear Duration,"Can the Wear Duration assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",skin_patient_interface; energy_storage_source; environmental_interface; safety_protection,,,wear_days,,,
calculation_envelope:cgm_total_wear_readings,calculation_envelope,major,needs_review,CGM total wear readings,"Does the CGM total wear readings calculation support the architecture envelope, or does the concept need revision?","Confirm memory, telemetry retries, battery capacity, sensor drift and calibration strategy.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",skin_patient_interface; energy_storage_source; environmental_interface; safety_protection; sensing_instrumentation; control_compute_communication; power_distribution,,,wear_days; reading_interval_minutes,,cgm_total_wear_readings,
calculation_envelope:cgm_mard_margin_to_10_percent,calculation_envelope,major,ready_for_review,CGM MARD margin to 10%,"Does the CGM MARD margin to 10% calculation support the architecture envelope, or does the concept need revision?","Confirm clinical protocol, comparator, calibration method, population mix and error-grid analysis.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",sensing_instrumentation; environmental_interface; control_compute_communication,,,mard_percent,,cgm_mard_margin_to_10_percent,
calculation_envelope:cgm_readings_per_day,calculation_envelope,major,ready_for_review,CGM readings per day,"Does the CGM readings per day calculation support the architecture envelope, or does the concept need revision?","Confirm sensor settling, BLE duty cycle, local buffering, timestamping and battery budget.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",sensing_instrumentation; control_compute_communication; power_distribution,,,reading_interval_minutes,,cgm_readings_per_day,
interface_contract:actuation_kinematics:skin_patient_interface:insertion_path,interface_contract,major,ready_for_review,Applicator Insertion Mechanism -> Skin Patient Interface via insertion_path,Is the insertion_path interface between Applicator Insertion Mechanism and Skin Patient Interface correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",actuation_kinematics; skin_patient_interface,disposable_applicator; insertion_mechanism; cannula_skin_contact,disposable_applicator; spring_insertion_driver; trigger_button; safety_cap; introducer_needle; filament_deployment_shuttle; depth_stop_collar; retraction_latch; skin_contact_gasket; filament_entry_seal; antimicrobial_contact_pad; insertion_site_spacing_ring,,insertion_path,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:control_compute_communication:safety_protection:alarm_state_bus,interface_contract,major,ready_for_review,Control Compute Communication -> Patient Safety Protection via alarm_state_bus,Is the alarm_state_bus interface between Control Compute Communication and Patient Safety Protection correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",control_compute_communication; safety_protection,ble_telemetry; data_buffering; patient_alarm_logic,ble_radio_module; printed_antenna; pairing_button_pad; encrypted_session_counter; glucose_trend_buffer_flash; event_log_memory; calibration_data_bus_bridge; clock_drift_compensator; hypoglycaemia_alarm_state; hyperglycaemia_alarm_state; sensor_fault_classifier; stale_data_lockout,,alarm_state_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:energy_storage_source:power_distribution:cell_power_bus,interface_contract,major,ready_for_review,Wearable Energy Source -> Low-Power Distribution via cell_power_bus,Is the cell_power_bus interface between Wearable Energy Source and Low-Power Distribution correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",energy_storage_source; power_distribution,battery_cell; power_reserve; battery_safety; low_power_rails; analog_excitation,thin_film_battery; battery_weld_tab; battery_pouch_insulator; state_of_charge_witness_pad; brownout_hold_up_capacitor; battery_cut_off_tab; shelf_life_isolation_film; activation_pull_strip; battery_vent_clearance; reverse_polarity_fuse; pack_temperature_dot; battery_lot_barcode; nanoamp_power_switch; digital_buck_regulator; rail_measurement_divider; wake_timer_oscillator; sensor_excitation_mux; analog_power_filter; electrode_guard_driver; afe_wake_timer,,cell_power_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:environmental_interface:control_compute_communication:temperature_compensation_bus,interface_contract,major,ready_for_review,Wear Environment Compensation -> Control Compute Communication via temperature_compensation_bus,Is the temperature_compensation_bus interface between Wear Environment Compensation and Control Compute Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",environmental_interface; control_compute_communication,temperature_compensation; mcu_firmware,temperature_sensor; thermal_model_table; skin_temperature_flex_tail; cold_start_delay_flag; low_power_microcontroller; firmware_image; secure_boot_key_store; real_time_clock,,temperature_compensation_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:maintenance_serviceability:skin_patient_interface:sterile_boundary,interface_contract,major,ready_for_review,Packaging Traceability Serviceability -> Skin Patient Interface via sterile_boundary,Is the sterile_boundary interface between Packaging Traceability Serviceability and Skin Patient Interface correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",maintenance_serviceability; skin_patient_interface,sterile_packaging; adhesive_patch_stack; cannula_skin_contact,sterile_barrier_pouch; desiccant_sachet; pouch_seal_indicator; expiry_date_label; adhesive_skin_patch; hydrocolloid_edge_seal; breathable_backing_film; pull_tab_liner; skin_contact_gasket; filament_entry_seal; antimicrobial_contact_pad; insertion_site_spacing_ring,,sterile_boundary,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:power_distribution:control_compute_communication:low_power_rail,interface_contract,major,ready_for_review,Low-Power Distribution -> Control Compute Communication via low_power_rail,Is the low_power_rail interface between Low-Power Distribution and Control Compute Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",power_distribution; control_compute_communication,low_power_rails; power_fault_handling; mcu_firmware; ble_telemetry,nanoamp_power_switch; digital_buck_regulator; rail_measurement_divider; wake_timer_oscillator; hardwired_reset_supervisor; overcurrent_limiter; load_gate_transistor; fault_latch; low_power_microcontroller; firmware_image; secure_boot_key_store; real_time_clock; ble_radio_module; printed_antenna; pairing_button_pad; encrypted_session_counter,,low_power_rail,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:power_distribution:sensing_instrumentation:analog_power_rail,interface_contract,major,ready_for_review,Low-Power Distribution -> Glucose Sensing Instrumentation via analog_power_rail,Is the analog_power_rail interface between Low-Power Distribution and Glucose Sensing Instrumentation correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",power_distribution; sensing_instrumentation,analog_excitation; power_fault_handling; glucose_filament_stack; analog_front_end,sensor_excitation_mux; analog_power_filter; electrode_guard_driver; afe_wake_timer; hardwired_reset_supervisor; overcurrent_limiter; load_gate_transistor; fault_latch; glucose_sensing_filament; enzyme_reagent_membrane; reference_electrode; diffusion_limiting_membrane; potentiostat_afe; low_leakage_input_guard; electrode_flex_tail; sensor_bias_resistor_network,,analog_power_rail,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:sensing_instrumentation:control_compute_communication:calibration_data_bus,interface_contract,major,ready_for_review,Glucose Sensing Instrumentation -> Control Compute Communication via calibration_data_bus,Is the calibration_data_bus interface between Glucose Sensing Instrumentation and Control Compute Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",sensing_instrumentation; control_compute_communication,calibration_drift_monitoring; mcu_firmware; data_buffering,calibration_data_eeprom; drift_estimator_firmware_table; factory_calibration_code; signal_integrity_test_pad; low_power_microcontroller; firmware_image; secure_boot_key_store; real_time_clock; glucose_trend_buffer_flash; event_log_memory; calibration_data_bus_bridge; clock_drift_compensator,,calibration_data_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:sensing_instrumentation:control_compute_communication:sensor_signal_bus,interface_contract,major,ready_for_review,Glucose Sensing Instrumentation -> Control Compute Communication via sensor_signal_bus,Is the sensor_signal_bus interface between Glucose Sensing Instrumentation and Control Compute Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",sensing_instrumentation; control_compute_communication,analog_front_end; calibration_drift_monitoring; mcu_firmware; data_buffering,potentiostat_afe; low_leakage_input_guard; electrode_flex_tail; sensor_bias_resistor_network; calibration_data_eeprom; drift_estimator_firmware_table; factory_calibration_code; signal_integrity_test_pad; low_power_microcontroller; firmware_image; secure_boot_key_store; real_time_clock; glucose_trend_buffer_flash; event_log_memory; calibration_data_bus_bridge; clock_drift_compensator,,sensor_signal_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:skin_patient_interface:sensing_instrumentation:interstitial_fluid_path,interface_contract,major,ready_for_review,Skin Patient Interface -> Glucose Sensing Instrumentation via interstitial_fluid_path,Is the interstitial_fluid_path interface between Skin Patient Interface and Glucose Sensing Instrumentation correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",skin_patient_interface; sensing_instrumentation,adhesive_patch_stack; cannula_skin_contact; glucose_filament_stack,adhesive_skin_patch; hydrocolloid_edge_seal; breathable_backing_film; pull_tab_liner; skin_contact_gasket; filament_entry_seal; antimicrobial_contact_pad; insertion_site_spacing_ring; glucose_sensing_filament; enzyme_reagent_membrane; reference_electrode; diffusion_limiting_membrane,,interstitial_fluid_path,,Both endpoints expose the required interface through at least one submodule carrier.
