rowType,id,moduleId,moduleName,subModuleId,subModuleName,componentWordId,label,status,interfaces,componentWordIds,criticalComponentWordIds,duplicateComponentWordIds,blockers,requiredAction
submodule,maintenance_serviceability:rack_installation,maintenance_serviceability,Field Maintenance Serviceability,rack_installation,Rack installation,,,ready,rack_mount; service_access,rack_rail_kit; rear_support_bracket; cable_retention_comb; airflow_blanking_panel,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:service_workflow,maintenance_serviceability,Field Maintenance Serviceability,service_workflow,Service workflow,,,ready,service_access; management_network; secure_boot_chain,service_checklist_card; firmware_version_label; spare_screw_kit; diagnostics_usb_key,,,,Submodule has component candidates and no allocation blocker.
critical_part,ai_accelerator_module,compute_acceleration,,accelerator_module,,ai_accelerator_module,AI accelerator module,allocated,,,ai_accelerator_module,,,Critical part is allocated to at least one architecture submodule.
critical_part,cpu_module,compute_acceleration,,cpu_memory_complex,,cpu_module,CPU module,allocated,,,cpu_module,,,Critical part is allocated to at least one architecture submodule.
critical_part,system_motherboard,compute_acceleration,,cpu_memory_complex,,system_motherboard,System motherboard,allocated,,,system_motherboard,,,Critical part is allocated to at least one architecture submodule.
critical_part,ecc_memory,compute_acceleration,,cpu_memory_complex,,ecc_memory,ECC memory,allocated,,,ecc_memory,,,Critical part is allocated to at least one architecture submodule.
critical_part,nvme_ssd,data_storage,,nvme_storage,,nvme_ssd,NVMe SSD,allocated,,,nvme_ssd,,,Critical part is allocated to at least one architecture submodule.
critical_part,redundant_power_supply,power_distribution,,ac_input_conversion,,redundant_power_supply,Redundant power supply,allocated,,,redundant_power_supply,,,Critical part is allocated to at least one architecture submodule.
critical_part,fan_wall_assembly,environmental_interface,,forced_air_cooling,,fan_wall_assembly,Fan wall assembly,allocated,,,fan_wall_assembly,,,Critical part is allocated to at least one architecture submodule.
critical_part,heatsink_cold_plate,environmental_interface,,heat_transfer,,heatsink_cold_plate,Heatsink cold plate,allocated,,,heatsink_cold_plate,,,Critical part is allocated to at least one architecture submodule.
critical_part,high_speed_nic,network_io,,high_speed_network,,high_speed_nic,High-speed NIC,allocated,,,high_speed_nic,,,Critical part is allocated to at least one architecture submodule.
critical_part,bmc_management_controller,control_compute_communication,,host_control,,bmc_management_controller,BMC management controller,allocated,,,bmc_management_controller,,,Critical part is allocated to at least one architecture submodule.
critical_part,tpm_security_module,safety_protection,,secure_boot,,tpm_security_module,TPM security module,allocated,,,tpm_security_module,,,Critical part is allocated to at least one architecture submodule.
critical_part,1u_rack_chassis,structure_containment,,rack_chassis,,1u_rack_chassis,1U rack chassis,allocated,,,1u_rack_chassis,,,Critical part is allocated to at least one architecture submodule.
