activityId,activity,status,evidenceKind,moduleId,moduleName,requirementIds,sanityCheckIds,interfaceIds,componentWordIds,acceptanceCriteria,blockers
source_evidence:environmental_interface,Collect source-backed evidence for Thermal Airflow Interface critical components,blocked,source_evidence,environmental_interface,Thermal Airflow Interface,compute_tops; rack_units; power_budget_w,,,fan_wall_assembly; heatsink_cold_plate,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",fan_wall_assembly heatsink_cold_plate
design_review:sensing_instrumentation,Review Telemetry Instrumentation architecture allocation,ready_for_review,design_review,sensing_instrumentation,Telemetry Instrumentation,,,sensor_bus; management_network; thermal_alarm_bus; fan_control_bus; service_access,inlet_temperature_sensor; accelerator_hotspot_sensor; exhaust_temperature_sensor; board_humidity_sensor; psu_pmbus_monitor; rail_current_monitor; fan_tachometer_hub; chassis_intrusion_switch; front_status_led_board; uid_button; alarm_buzzer; lcd_status_panel,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
design_review:safety_protection,Review Security And Safety Protection architecture allocation,ready_for_review,design_review,safety_protection,Security And Safety Protection,power_budget_w,edgeai_power_density; edgeai_thermal_power_safety,secure_boot_chain; thermal_alarm_bus; hardwired_trip; protective_earth; service_access; management_network; fan_control_bus,tpm_security_module; secure_boot_policy; chassis_tamper_switch; recovery_jumper_cover; thermal_trip_relay; overtemperature_latch; fan_failure_interlock; hardwired_shutdown_line; protective_earth_stud; insulation_barrier_sheet; finger_safe_psu_cover; warning_label_set,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:safety_protection,Verify Security And Safety Protection requirement calculations,ready_for_review,calculation,safety_protection,Security And Safety Protection,power_budget_w,edgeai_power_density; edgeai_thermal_power_safety,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
source_evidence:safety_protection,Collect source-backed evidence for Security And Safety Protection critical components,blocked,source_evidence,safety_protection,Security And Safety Protection,power_budget_w,,,tpm_security_module,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",tpm_security_module
design_review:maintenance_serviceability,Review Field Maintenance Serviceability architecture allocation,ready_for_review,design_review,maintenance_serviceability,Field Maintenance Serviceability,rack_units,edgeai_power_density; edgeai_thermal_power_safety,service_access; rack_mount; management_network; airflow_path; secure_boot_chain,hot_swap_fan_carrier; drive_service_handle; psu_latch_mechanism; accelerator_extraction_handle; rack_rail_kit; rear_support_bracket; cable_retention_comb; airflow_blanking_panel; service_checklist_card; firmware_version_label; spare_screw_kit; diagnostics_usb_key,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:maintenance_serviceability,Verify Field Maintenance Serviceability requirement calculations,ready_for_review,calculation,maintenance_serviceability,Field Maintenance Serviceability,rack_units,edgeai_power_density; edgeai_thermal_power_safety,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
interface_review:control_compute_communication:compute_acceleration:pcie_fabric,Verify pcie_fabric interface contract,ready_for_review,interface_review,control_compute_communication:compute_acceleration,Control Compute Communication -> Compute Acceleration,,,pcie_fabric,bmc_management_controller; management_ethernet_phy; bios_firmware_image; platform_configuration_eeprom; inference_runtime_image; accelerator_driver_bundle; watchdog_service; configuration_manifest; ai_accelerator_module; accelerator_carrier_board; pcie_edge_connector; accelerator_retention_latch; cpu_module; ecc_memory; system_motherboard; boot_flash_device; high_current_vrm_module; pcie_retimer_set; clock_distribution_device; power_integrity_capacitor_bank,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:power_distribution:compute_acceleration:gpu_power_bus,Verify gpu_power_bus interface contract,ready_for_review,interface_review,power_distribution:compute_acceleration,Power Distribution -> Compute Acceleration,,,gpu_power_bus,12_v_busbar; accelerator_power_harness; hot_swap_controller; fan_power_distribution_loom; ai_accelerator_module; accelerator_carrier_board; pcie_edge_connector; accelerator_retention_latch; high_current_vrm_module; pcie_retimer_set; clock_distribution_device; power_integrity_capacitor_bank,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:network_io:control_compute_communication:inference_network,Verify inference_network interface contract,ready_for_review,interface_review,network_io:control_compute_communication,Network IO -> Control Compute Communication,,,inference_network,high_speed_nic; optical_transceiver_cage; nic_heatsink; network_link_led_board; ptp_timing_module; gpio_trigger_input; data_ingest_connector; network_bypass_relay; emi_gasket_strip; shielded_io_bracket; cable_strain_relief_comb; service_loop_tie_set; inference_runtime_image; accelerator_driver_bundle; watchdog_service; configuration_manifest,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:data_storage:control_compute_communication:storage_bus,Verify storage_bus interface contract,ready_for_review,interface_review,data_storage:control_compute_communication,Data Storage -> Control Compute Communication,,,storage_bus,nvme_ssd; m_2_carrier_tray; drive_thermal_pad; drive_retention_screw_set; model_cache_partition; storage_health_monitor; secure_erase_controller; firmware_recovery_image; event_log_partition; write_endurance_counter; crash_dump_region; log_export_port; bmc_management_controller; management_ethernet_phy; bios_firmware_image; platform_configuration_eeprom; inference_runtime_image; accelerator_driver_bundle; watchdog_service; configuration_manifest,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:environmental_interface:compute_acceleration:thermal_path,Verify thermal_path interface contract,ready_for_review,interface_review,environmental_interface:compute_acceleration,Thermal Airflow Interface -> Compute Acceleration,,,thermal_path,heatsink_cold_plate; thermal_interface_material_set; heatpipe_assembly; rear_exhaust_duct; ai_accelerator_module; accelerator_carrier_board; pcie_edge_connector; accelerator_retention_latch; high_current_vrm_module; pcie_retimer_set; clock_distribution_device; power_integrity_capacitor_bank,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:sensing_instrumentation:control_compute_communication:sensor_bus,Verify sensor_bus interface contract,ready_for_review,interface_review,sensing_instrumentation:control_compute_communication,Telemetry Instrumentation -> Control Compute Communication,,,sensor_bus,inlet_temperature_sensor; accelerator_hotspot_sensor; exhaust_temperature_sensor; board_humidity_sensor; psu_pmbus_monitor; rail_current_monitor; fan_tachometer_hub; chassis_intrusion_switch; front_status_led_board; uid_button; alarm_buzzer; lcd_status_panel; bmc_management_controller; management_ethernet_phy; bios_firmware_image; platform_configuration_eeprom,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:safety_protection:power_distribution:hardwired_trip,Verify hardwired_trip interface contract,ready_for_review,interface_review,safety_protection:power_distribution,Security And Safety Protection -> Power Distribution,,,hardwired_trip,thermal_trip_relay; overtemperature_latch; fan_failure_interlock; hardwired_shutdown_line; protective_earth_stud; insulation_barrier_sheet; finger_safe_psu_cover; warning_label_set; hold_up_capacitor_module; brownout_detector; current_shunt_module; efuse_channel_set,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:structure_containment:environmental_interface:airflow_path,Verify airflow_path interface contract,ready_for_review,interface_review,structure_containment:environmental_interface,Rack Structure Containment -> Thermal Airflow Interface,,,airflow_path,1u_rack_chassis; slide_rail_kit; internal_divider_panel; front_bezel_assembly; accelerator_retention_bracket; pcie_riser_support; card_stiffener_rail; gpu_airflow_baffle; fan_wall_assembly; pwm_fan_controller; airflow_straightener; replaceable_dust_filter; heatsink_cold_plate; thermal_interface_material_set; heatpipe_assembly; rear_exhaust_duct; front_inlet_grille; rear_exhaust_grille; air_seal_foam_kit; rack_pressure_map_label,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
compliance_review:IEC-62368-1,Plan evidence for IEC-62368-1,open,compliance_review,system_compliance,System Compliance,,,,,"Electrical safety, enclosure, temperature and abnormal-operation evidence.",Compliance evidence not yet collected in scratch prototype.
compliance_review:CE-EMC,Plan evidence for CE-EMC,open,compliance_review,system_compliance,System Compliance,,,,,"EMC design review, pre-compliance or test evidence for rack appliance.",Compliance evidence not yet collected in scratch prototype.
compliance_review:SECURE-BOOT-REVIEW,Plan evidence for SECURE-BOOT-REVIEW,open,compliance_review,system_compliance,System Compliance,,,,,"TPM, measured boot, firmware signing, recovery and management-access evidence.",Compliance evidence not yet collected in scratch prototype.
risk_review:1,Review risk control for Accelerator thermal throttling or shutdown under rack inlet conditions,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:2,Review risk control for Insecure firmware or management interface compromise,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:3,"Review risk control for Inference outage from PSU, fan or SSD failure",open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
