id,kind,priority,status,scope,reviewerQuestion,evidenceRequired,acceptanceCriteria,linkedModuleIds,linkedSubModuleIds,linkedComponentWordIds,linkedRequirementIds,linkedInterfaceIds,linkedCalculationIds,blockers
assumption_resolution:component:payload_communication_antenna_aperture_payload_antenna_array,assumption_resolution,major,needs_review,Payload antenna array,"Can the Payload antenna array assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",payload_communication,,payload_antenna_array,,,,
assumption_resolution:component:payload_communication_payload_radio_stratospheric_communications_payload,assumption_resolution,major,needs_review,Stratospheric communications payload,"Can the Stratospheric communications payload assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",payload_communication,,stratospheric_communications_payload,,,,
assumption_resolution:component:safety_protection_abort_recovery_recovery_parachute_system,assumption_resolution,major,needs_review,Recovery parachute system,"Can the Recovery parachute system assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",safety_protection,,recovery_parachute_system,,,,
assumption_resolution:component:sensing_instrumentation_navigation_suite_gnss_ins_navigation_unit,assumption_resolution,major,needs_review,GNSS INS navigation unit,"Can the GNSS INS navigation unit assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",sensing_instrumentation,,gnss_ins_navigation_unit,,,,
assumption_resolution:component:structure_containment_wing_primary_structure_high_aspect_ratio_wing_structure,assumption_resolution,major,needs_review,High-aspect-ratio wing structure,"Can the High-aspect-ratio wing structure assumption be accepted for architecture review, or must it be replaced with evidence?","Admit supplier, manufacturer, MPN where applicable, unit cost, lead time and evidence reference through sourcing intake.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",structure_containment,,high_aspect_ratio_wing_structure,,,,
assumption_resolution:interface:control_compute_communication:actuation_kinematics:flight_control_bus,assumption_resolution,major,needs_review,control_compute_communication -> actuation_kinematics,"Can the control_compute_communication -> actuation_kinematics assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,flight_control_bus,,
assumption_resolution:interface:energy_harvesting:power_distribution:solar_dc_bus,assumption_resolution,major,needs_review,energy_harvesting -> power_distribution,"Can the energy_harvesting -> power_distribution assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,solar_dc_bus,,
assumption_resolution:interface:energy_storage_source:power_distribution:battery_dc_bus,assumption_resolution,major,needs_review,energy_storage_source -> power_distribution,"Can the energy_storage_source -> power_distribution assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,battery_dc_bus,,
assumption_resolution:interface:environmental_interface:energy_storage_source:thermal_path,assumption_resolution,major,needs_review,environmental_interface -> energy_storage_source,"Can the environmental_interface -> energy_storage_source assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,thermal_path,,
assumption_resolution:interface:payload_communication:control_compute_communication:payload_data_link,assumption_resolution,major,needs_review,payload_communication -> control_compute_communication,"Can the payload_communication -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,payload_data_link,,
assumption_resolution:interface:power_distribution:actuation_kinematics:propulsion_power_bus,assumption_resolution,major,needs_review,power_distribution -> actuation_kinematics,"Can the power_distribution -> actuation_kinematics assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,propulsion_power_bus,,
assumption_resolution:interface:safety_protection:control_compute_communication:telemetry_link,assumption_resolution,major,needs_review,safety_protection -> control_compute_communication,"Can the safety_protection -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,telemetry_link,,
assumption_resolution:interface:sensing_instrumentation:control_compute_communication:sensor_bus,assumption_resolution,major,needs_review,sensing_instrumentation -> control_compute_communication,"Can the sensing_instrumentation -> control_compute_communication assumption be accepted for architecture review, or must it be replaced with evidence?","Review the interface carrier, direction, capacity, safety margin and failure mode before detailed design or sourcing.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,sensor_bus,,
assumption_resolution:metric:capex_gbp,assumption_resolution,major,needs_review,Estimated CAPEX,"Can the Estimated CAPEX assumption be accepted for architecture review, or must it be replaced with evidence?",Admit source-backed BoM pricing before treating this cost metric as a claim.,"Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:metric:headline_output,assumption_resolution,major,needs_review,Station-keeping endurance,"Can the Station-keeping endurance assumption be accepted for architecture review, or must it be replaced with evidence?","Review the formula, input values and operating envelope before treating this metric as a performance claim.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:metric:opex_annual_gbp,assumption_resolution,major,needs_review,Estimated annual OPEX,"Can the Estimated annual OPEX assumption be accepted for architecture review, or must it be replaced with evidence?",Admit source-backed BoM pricing before treating this cost metric as a claim.,"Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",,,,,,,
assumption_resolution:sanity:haps_altitude_band,assumption_resolution,major,needs_review,Stratospheric Altitude Band,"Can the Stratospheric Altitude Band assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",environmental_interface; sensing_instrumentation; control_compute_communication; safety_protection,,,altitude_km,,,
assumption_resolution:sanity:haps_endurance_target,assumption_resolution,major,needs_review,Station-Keeping Endurance,"Can the Station-Keeping Endurance assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",energy_harvesting; energy_storage_source; power_distribution; actuation_kinematics; control_compute_communication,,,endurance_days,,,
assumption_resolution:sanity:haps_energy_flight_closure,assumption_resolution,major,needs_review,Solar/Energy/Flight Closure,"Can the Solar/Energy/Flight Closure assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",structure_containment; energy_harvesting; actuation_kinematics; maintenance_serviceability; energy_storage_source; power_distribution; control_compute_communication; environmental_interface; sensing_instrumentation; safety_protection,,,wingspan_m; endurance_days; altitude_km,,,
assumption_resolution:sanity:haps_payload_comms_safety,assumption_resolution,major,needs_review,Payload/Telemetry/Safety Closure,"Can the Payload/Telemetry/Safety Closure assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",environmental_interface; sensing_instrumentation; control_compute_communication; safety_protection,,,altitude_km,,,
assumption_resolution:sanity:haps_wingspan_envelope,assumption_resolution,major,needs_review,Wing Span Envelope,"Can the Wing Span Envelope assumption be accepted for architecture review, or must it be replaced with evidence?","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.","Assumption is explicitly accepted, corrected or rejected by an engineering reviewer. Any rejected assumption creates a design-change action before BoM or cost review. Any sourcing-only assumption remains outside engineering sign-off until source evidence is admitted.",structure_containment; energy_harvesting; actuation_kinematics; maintenance_serviceability,,,wingspan_m,,,
calculation_envelope:haps_endurance_hours,calculation_envelope,major,needs_review,HAPS endurance hours,"Does the HAPS endurance hours calculation support the architecture envelope, or does the concept need revision?","Confirm solar resource, battery reserve, wind field, degradation, payload power and recovery plan.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",energy_harvesting; energy_storage_source; power_distribution; actuation_kinematics; control_compute_communication,,,endurance_days,,haps_endurance_hours,
calculation_envelope:haps_wingspan_to_altitude_ratio,calculation_envelope,major,needs_review,HAPS wingspan-to-altitude marker,"Does the HAPS wingspan-to-altitude marker calculation support the architecture envelope, or does the concept need revision?","Confirm wing area, mass budget, airfoil, aeroelastic margin, launch loads and transport constraints.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",structure_containment; energy_harvesting; actuation_kinematics; maintenance_serviceability; environmental_interface; sensing_instrumentation; control_compute_communication; safety_protection,,,wingspan_m; altitude_km,,haps_wingspan_to_altitude_ratio,
calculation_envelope:haps_altitude_ft,calculation_envelope,major,ready_for_review,HAPS altitude conversion,"Does the HAPS altitude conversion calculation support the architecture envelope, or does the concept need revision?","Confirm operating altitude, airspace permissions, atmospheric density, thermal envelope and wind model.","Inputs match the parsed brief or a named assumption. Formula is appropriate for a first-pass engineering screen. Reviewer either accepts the envelope, supplies corrected inputs or marks the concept for revision.",environmental_interface; sensing_instrumentation; control_compute_communication; safety_protection,,,altitude_km,,haps_altitude_ft,
interface_contract:control_compute_communication:actuation_kinematics:flight_control_bus,interface_contract,major,ready_for_review,Autonomy Control Communication -> Propulsion And Control Surfaces via flight_control_bus,Is the flight_control_bus interface between Autonomy Control Communication and Propulsion And Control Surfaces correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",control_compute_communication; actuation_kinematics,flight_control_computer; energy_aware_autonomy; electric_propulsion_pods; control_surface_actuation; station_keeping_trim,flight_control_computer; autopilot_io_board; flight_software_image; watchdog_supervisor; solar_forecast_model; wind_field_route_planner; payload_duty_cycle_controller; return_corridor_manager; electric_propulsion_pod; high_altitude_propeller_set; motor_controller_module; propulsion_pod_fairing; low_temperature_servo_actuator; control_linkage_rod_set; surface_position_sensor; servo_heater_trace; trim_schedule_table; gust_load_estimator; airspeed_setpoint_manager; propulsion_calibration_record,,flight_control_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:energy_harvesting:power_distribution:solar_dc_bus,interface_contract,major,ready_for_review,Solar Energy Harvesting -> Flight Power Distribution via solar_dc_bus,Is the solar_dc_bus interface between Solar Energy Harvesting and Flight Power Distribution correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",energy_harvesting; power_distribution,solar_skin_array; mppt_conversion; solar_health_monitoring; solar_battery_power_management,solar_cell_array; cell_interconnect_ribbon; transparent_encapsulation_film; solar_string_bypass_diode; mppt_power_tracker; solar_input_current_sensor; solar_voltage_tap_loom; mppt_heat_spreader; solar_string_monitor_board; uv_exposure_witness_coupon; wing_surface_temperature_sensor; solar_inspection_connector; solar_battery_charge_controller; main_dc_bus_board; payload_power_switch; propulsion_bus_fuse_set,,solar_dc_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:energy_storage_source:power_distribution:battery_dc_bus,interface_contract,major,ready_for_review,Night-Cycle Energy Storage -> Flight Power Distribution via battery_dc_bus,Is the battery_dc_bus interface between Night-Cycle Energy Storage and Flight Power Distribution correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",energy_storage_source; power_distribution,stratospheric_battery_pack; solar_battery_power_management,stratospheric_battery_pack; battery_management_board; lightweight_battery_enclosure; cell_heater_film; solar_battery_charge_controller; main_dc_bus_board; payload_power_switch; propulsion_bus_fuse_set,,battery_dc_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:environmental_interface:energy_storage_source:thermal_path,interface_contract,major,ready_for_review,Stratospheric Environmental Interface -> Night-Cycle Energy Storage via thermal_path,Is the thermal_path interface between Stratospheric Environmental Interface and Night-Cycle Energy Storage correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",environmental_interface; energy_storage_source,thermal_protection; low_pressure_management; stratospheric_battery_pack; battery_thermal_zone,thermal_insulation_blanket; multi_layer_insulation_patch; lightweight_thermal_strap; thermal_witness_label; low_pressure_vent_path; conformal_coating_set; high_altitude_creepage_spacer; desiccant_cartridge; stratospheric_battery_pack; battery_management_board; lightweight_battery_enclosure; cell_heater_film; battery_insulation_sleeve; phase_change_thermal_buffer; battery_temperature_sensor_harness; battery_vent_path,,thermal_path,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:payload_communication:control_compute_communication:payload_data_link,interface_contract,major,ready_for_review,Communications Payload -> Autonomy Control Communication via payload_data_link,Is the payload_data_link interface between Communications Payload and Autonomy Control Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",payload_communication; control_compute_communication,payload_radio; antenna_aperture; ground_command_link; energy_aware_autonomy,stratospheric_communications_payload; payload_modem_board; payload_rf_power_amplifier; payload_processor_module; payload_antenna_array; antenna_ground_plane_film; antenna_feed_harness; beam_pointing_calibration_target; ground_control_link; telemetry_transceiver; command_authentication_module; mission_log_recorder; solar_forecast_model; wind_field_route_planner; payload_duty_cycle_controller; return_corridor_manager,,payload_data_link,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:power_distribution:actuation_kinematics:propulsion_power_bus,interface_contract,major,ready_for_review,Flight Power Distribution -> Propulsion And Control Surfaces via propulsion_power_bus,Is the propulsion_power_bus interface between Flight Power Distribution and Propulsion And Control Surfaces correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",power_distribution; actuation_kinematics,solar_battery_power_management; electric_propulsion_pods,solar_battery_charge_controller; main_dc_bus_board; payload_power_switch; propulsion_bus_fuse_set; electric_propulsion_pod; high_altitude_propeller_set; motor_controller_module; propulsion_pod_fairing,,propulsion_power_bus,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:safety_protection:control_compute_communication:telemetry_link,interface_contract,major,ready_for_review,Flight Safety And Recovery -> Autonomy Control Communication via telemetry_link,Is the telemetry_link interface between Flight Safety And Recovery and Autonomy Control Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",safety_protection; control_compute_communication,abort_recovery; airspace_safety; ground_command_link,recovery_parachute_system; parachute_deployment_controller; recovery_beacon; safe_descent_mode_logic; geofence_database; lost_link_failsafe; flight_termination_relay; airspace_transponder_module; ground_control_link; telemetry_transceiver; command_authentication_module; mission_log_recorder,,telemetry_link,,Both endpoints expose the required interface through at least one submodule carrier.
interface_contract:sensing_instrumentation:control_compute_communication:sensor_bus,interface_contract,major,ready_for_review,Navigation And Airdata Sensing -> Autonomy Control Communication via sensor_bus,Is the sensor_bus interface between Navigation And Airdata Sensing and Autonomy Control Communication correctly owned and physically carried?,"Interface-review evidence naming both endpoint owners, carrier submodules, capacity limits and any deferred checks.","Both endpoint modules declare the interface. At least one carrier submodule is named on each endpoint. Capacity, media, protocol or mechanical constraints are identified for the next design pass.",sensing_instrumentation; control_compute_communication,navigation_suite; airdata_weather_sensors; structural_health_sensing; flight_control_computer,gnss_ins_navigation_unit; barometric_altitude_sensor; sun_sensor_pair; precision_timebase_module; pitot_static_probe; outside_air_temperature_probe; wind_estimation_filter; humidity_frost_sensor; wing_strain_gauge_strip; spar_temperature_sensor; vibration_accelerometer; structural_health_recorder; flight_control_computer; autopilot_io_board; flight_software_image; watchdog_supervisor,,sensor_bus,,Both endpoints expose the required interface through at least one submodule carrier.
module_allocation:actuation_kinematics,module_allocation,major,ready_for_review,Propulsion And Control Surfaces,"Does Propulsion And Control Surfaces have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,actuation_kinematics,electric_propulsion_pods; control_surface_actuation; station_keeping_trim,electric_propulsion_pod; high_altitude_propeller_set; motor_controller_module; propulsion_pod_fairing; low_temperature_servo_actuator; control_linkage_rod_set; surface_position_sensor; servo_heater_trace; trim_schedule_table; gust_load_estimator; airspeed_setpoint_manager; propulsion_calibration_record,wingspan_m; endurance_days,propulsion_power_bus; flight_control_bus; propulsion_mounts; aero_load_path; low_voltage_rail; sensor_bus,haps_wingspan_envelope; haps_energy_flight_closure; haps_endurance_target,
module_allocation:control_compute_communication,module_allocation,major,ready_for_review,Autonomy Control Communication,"Does Autonomy Control Communication have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,control_compute_communication,flight_control_computer; ground_command_link; energy_aware_autonomy,flight_control_computer; autopilot_io_board; flight_software_image; watchdog_supervisor; ground_control_link; telemetry_transceiver; command_authentication_module; mission_log_recorder; solar_forecast_model; wind_field_route_planner; payload_duty_cycle_controller; return_corridor_manager,endurance_days; altitude_km,flight_control_bus; sensor_bus; telemetry_link; battery_monitor_bus; payload_data_link; hardwired_trip; service_access,haps_endurance_target; haps_energy_flight_closure; haps_altitude_band; haps_payload_comms_safety,
module_allocation:energy_harvesting,module_allocation,major,ready_for_review,Solar Energy Harvesting,"Does Solar Energy Harvesting have the right responsibility boundary, submodule split and interface ownership for this concept?","Named engineering reviewer sign-off, change request or deferral note against the module allocation.",Module purpose is coherent and not duplicating another module. All submodules have a clear engineering role. Required interfaces are owned by the module or explicitly delegated to submodules.,energy_harvesting,solar_skin_array; mppt_conversion; solar_health_monitoring,solar_cell_array; cell_interconnect_ribbon; transparent_encapsulation_film; solar_string_bypass_diode; mppt_power_tracker; solar_input_current_sensor; solar_voltage_tap_loom; mppt_heat_spreader; solar_string_monitor_board; uv_exposure_witness_coupon; wing_surface_temperature_sensor; solar_inspection_connector,wingspan_m; endurance_days,solar_dc_bus; solar_mount; sensor_bus; thermal_path; service_access,haps_wingspan_envelope; haps_energy_flight_closure; haps_endurance_target,
