lineId,componentWordId,description,duplicateGroupSize,duplicatePeerLineIds,duplicateResolution,priority,ledgerStatus,quantity,unit,unitCostGbp,totalCostGbp,supplier,manufacturer,mpn,leadTimeWeeks,sourceGrade,evidenceRef,evidenceQuote,retrievedAt,rejectionReasons,nextAction
structure_containment_enclosure_panels_epdm_door_gasket,epdm_door_gasket,EPDM door gasket,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
structure_containment_enclosure_panels_condensate_drip_channel,condensate_drip_channel,condensate drip channel,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_horticultural_lighting_led_grow_lights,led_grow_lights,LED grow lights,1,,unique_allocation,critical,critical_unpriced,1,candidate,,,,,,,assumption,,,,,Collect admissible supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
environmental_interface_horticultural_lighting_dimmable_led_driver,dimmable_led_driver,dimmable LED driver,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_horticultural_lighting_lighting_suspension_bracket,lighting_suspension_bracket,lighting suspension bracket,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_horticultural_lighting_ppfd_calibration_target,ppfd_calibration_target,PPFD calibration target,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_horticultural_lighting_glare_shield,glare_shield,glare shield,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_canopy_air_mixing_air_circulation_fans,air_circulation_fans,Air circulation fans,1,,unique_allocation,critical,critical_unpriced,1,candidate,,,,,,,assumption,,,,,Collect admissible supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
environmental_interface_canopy_air_mixing_fan_guard_grille,fan_guard_grille,fan guard grille,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_canopy_air_mixing_airflow_baffle_plate,airflow_baffle_plate,airflow baffle plate,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_canopy_air_mixing_replaceable_intake_filter,replaceable_intake_filter,replaceable intake filter,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_humidity_temperature_control_dehumidifier_module,dehumidifier_module,dehumidifier module,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_humidity_temperature_control_heat_exchanger_coil,heat_exchanger_coil,heat exchanger coil,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_humidity_temperature_control_condensate_pump,condensate_pump,condensate pump,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_humidity_temperature_control_supply_air_temperature_probe,supply_air_temperature_probe,supply air temperature probe,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_humidity_temperature_control_humidity_control_relay,humidity_control_relay,humidity control relay,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_co2_enrichment_co2_sensor_or_dosing,co2_sensor_or_dosing,CO2 sensor or dosing,1,,unique_allocation,critical,critical_unpriced,1,candidate,,,,,,,assumption,,,,,Collect admissible supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
environmental_interface_co2_enrichment_ndir_co2_sensor_head,ndir_co2_sensor_head,NDIR CO2 sensor head,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_co2_enrichment_co2_solenoid_valve,co2_solenoid_valve,CO2 solenoid valve,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_co2_enrichment_gas_regulator,gas_regulator,gas regulator,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
environmental_interface_co2_enrichment_co2_distribution_tube,co2_distribution_tube,CO2 distribution tube,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_reservoir_plumbing_reservoir_and_plumbing_set,reservoir_and_plumbing_set,Reservoir and plumbing set,1,,unique_allocation,critical,critical_unpriced,1,candidate,,,,,,,assumption,,,,,Collect admissible supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
mass_fluid_transport_process_reservoir_plumbing_opaque_nutrient_reservoir,opaque_nutrient_reservoir,opaque nutrient reservoir,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_reservoir_plumbing_bulkhead_fitting_set,bulkhead_fitting_set,bulkhead fitting set,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_reservoir_plumbing_pvc_u_manifold,pvc_u_manifold,PVC-U manifold,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_reservoir_plumbing_return_drain_header,return_drain_header,return drain header,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_fertigation_pumping_nutrient_pump,nutrient_pump,Nutrient pump,1,,unique_allocation,critical,critical_unpriced,1,candidate,,,,,,,assumption,,,,,Collect admissible supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
mass_fluid_transport_process_fertigation_pumping_pump_isolation_valve,pump_isolation_valve,pump isolation valve,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_fertigation_pumping_check_valve,check_valve,check valve,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_fertigation_pumping_flow_meter,flow_meter,flow meter,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_fertigation_pumping_pump_vibration_mount,pump_vibration_mount,pump vibration mount,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_nutrient_dosing_peristaltic_dosing_pump,peristaltic_dosing_pump,peristaltic dosing pump,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_nutrient_dosing_ph_dosing_pump,ph_dosing_pump,pH dosing pump,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_nutrient_dosing_chemical_suction_lance,chemical_suction_lance,chemical suction lance,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_nutrient_dosing_anti_siphon_valve,anti_siphon_valve,anti-siphon valve,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_nutrient_dosing_mixing_eductor,mixing_eductor,mixing eductor,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_filtration_sanitation_inline_mesh_filter,inline_mesh_filter,inline mesh filter,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_filtration_sanitation_uv_steriliser,uv_steriliser,UV steriliser,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_filtration_sanitation_drain_valve,drain_valve,drain valve,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
mass_fluid_transport_process_filtration_sanitation_sample_port,sample_port,sample port,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
sensing_instrumentation_climate_sensors_temperature_humidity_probe,temperature_humidity_probe,temperature humidity probe,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
sensing_instrumentation_climate_sensors_par_light_sensor,par_light_sensor,PAR light sensor,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
sensing_instrumentation_climate_sensors_leaf_temperature_sensor,leaf_temperature_sensor,leaf temperature sensor,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
sensing_instrumentation_climate_sensors_differential_pressure_switch,differential_pressure_switch,differential pressure switch,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
sensing_instrumentation_nutrient_sensors_ph_probe,ph_probe,pH probe,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
sensing_instrumentation_nutrient_sensors_ec_probe,ec_probe,EC probe,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
sensing_instrumentation_nutrient_sensors_reservoir_level_sensor,reservoir_level_sensor,reservoir level sensor,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
sensing_instrumentation_nutrient_sensors_solution_temperature_probe,solution_temperature_probe,solution temperature probe,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
sensing_instrumentation_crop_observation_rgb_crop_camera,rgb_crop_camera,RGB crop camera,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
sensing_instrumentation_crop_observation_camera_light_shield,camera_light_shield,camera light shield,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
sensing_instrumentation_crop_observation_time_lapse_controller,time_lapse_controller,time-lapse controller,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
sensing_instrumentation_crop_observation_calibration_colour_card,calibration_colour_card,calibration colour card,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
control_compute_communication_environmental_controller_environmental_controller,environmental_controller,Environmental controller,1,,unique_allocation,critical,critical_unpriced,1,candidate,,,,,,,assumption,,,,,Collect admissible supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
control_compute_communication_environmental_controller_din_rail_plc,din_rail_plc,DIN-rail PLC,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
control_compute_communication_environmental_controller_analog_input_module,analog_input_module,analog input module,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
control_compute_communication_environmental_controller_relay_output_module,relay_output_module,relay output module,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
control_compute_communication_environmental_controller_real_time_clock_module,real_time_clock_module,real-time clock module,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
control_compute_communication_recipe_management_recipe_database,recipe_database,recipe database,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
control_compute_communication_recipe_management_set_point_scheduler,set_point_scheduler,set-point scheduler,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
control_compute_communication_recipe_management_alarm_historian,alarm_historian,alarm historian,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
control_compute_communication_recipe_management_data_export_module,data_export_module,data export module,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
control_compute_communication_remote_monitoring_industrial_ethernet_switch,industrial_ethernet_switch,industrial Ethernet switch,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
control_compute_communication_remote_monitoring_wi_fi_gateway,wi_fi_gateway,Wi-Fi gateway,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
control_compute_communication_remote_monitoring_mqtt_telemetry_bridge,mqtt_telemetry_bridge,MQTT telemetry bridge,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
control_compute_communication_remote_monitoring_sms_alarm_modem,sms_alarm_modem,SMS alarm modem,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
power_distribution_mains_panel_rcd_isolator_panel,rcd_isolator_panel,RCD isolator panel,1,,unique_allocation,critical,critical_unpriced,1,candidate,,,,,,,assumption,,,,,Collect admissible supplier/manufacturer/MPN/unit-cost evidence before BoM can pass.
power_distribution_mains_panel_lockable_main_isolator,lockable_main_isolator,lockable main isolator,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
power_distribution_mains_panel_rcbo_breaker_bank,rcbo_breaker_bank,RCBO breaker bank,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
power_distribution_mains_panel_protective_earth_bar,protective_earth_bar,protective earth bar,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
power_distribution_mains_panel_surge_protection_device,surge_protection_device,surge protection device,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
power_distribution_lighting_power_lighting_bus_trunk,lighting_bus_trunk,lighting bus trunk,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
power_distribution_lighting_power_ip65_cable_gland_set,ip65_cable_gland_set,IP65 cable gland set,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
power_distribution_lighting_power_driver_mounting_rail,driver_mounting_rail,driver mounting rail,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
power_distribution_lighting_power_fused_spur_module,fused_spur_module,fused spur module,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
power_distribution_low_voltage_power_24_v_dc_power_supply,24_v_dc_power_supply,24 V DC power supply,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
power_distribution_low_voltage_power_dc_distribution_terminal,dc_distribution_terminal,DC distribution terminal,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
power_distribution_low_voltage_power_ups_buffer_module,ups_buffer_module,UPS buffer module,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
power_distribution_low_voltage_power_control_cabinet_heater,control_cabinet_heater,control cabinet heater,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
safety_protection_leak_containment_leak_detection_rope,leak_detection_rope,leak detection rope,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
safety_protection_leak_containment_bunded_base_tray,bunded_base_tray,bunded base tray,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
safety_protection_leak_containment_overflow_standpipe,overflow_standpipe,overflow standpipe,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
safety_protection_leak_containment_floor_drain_adapter,floor_drain_adapter,floor drain adapter,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
safety_protection_operator_interlocks_door_interlock_switch,door_interlock_switch,door interlock switch,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
safety_protection_operator_interlocks_lighting_inhibit_relay,lighting_inhibit_relay,lighting inhibit relay,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
safety_protection_operator_interlocks_chemical_storage_latch,chemical_storage_latch,chemical storage latch,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
safety_protection_operator_interlocks_emergency_stop_button,emergency_stop_button,emergency stop button,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
safety_protection_food_contact_controls_food_grade_tubing_set,food_grade_tubing_set,food-grade tubing set,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
safety_protection_food_contact_controls_cleaning_validation_swab_kit,cleaning_validation_swab_kit,cleaning validation swab kit,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
safety_protection_food_contact_controls_material_traceability_label,material_traceability_label,material traceability label,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
safety_protection_food_contact_controls_washdown_sop_placard,washdown_sop_placard,washdown SOP placard,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
maintenance_serviceability_harvest_access_slide_out_tray_handle,slide_out_tray_handle,slide-out tray handle,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
maintenance_serviceability_harvest_access_shelf_stop_latch,shelf_stop_latch,shelf stop latch,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
maintenance_serviceability_harvest_access_harvest_work_ledge,harvest_work_ledge,harvest work ledge,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
maintenance_serviceability_harvest_access_removable_seedling_cassette,removable_seedling_cassette,removable seedling cassette,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
maintenance_serviceability_cleaning_access_quick_release_manifold_union,quick_release_manifold_union,quick-release manifold union,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
maintenance_serviceability_cleaning_access_removable_sump_screen,removable_sump_screen,removable sump screen,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
maintenance_serviceability_cleaning_access_washdown_hose_connection,washdown_hose_connection,washdown hose connection,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
maintenance_serviceability_cleaning_access_drying_fan_mode_switch,drying_fan_mode_switch,drying fan mode switch,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
maintenance_serviceability_consumable_service_filter_service_hatch,filter_service_hatch,filter service hatch,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
maintenance_serviceability_consumable_service_probe_calibration_cup,probe_calibration_cup,probe calibration cup,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
maintenance_serviceability_consumable_service_dosing_bottle_tray,dosing_bottle_tray,dosing bottle tray,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
maintenance_serviceability_consumable_service_spare_gasket_kit,spare_gasket_kit,spare gasket kit,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
hmi_ergonomics_local_hmi_touchscreen_hmi,touchscreen_hmi,touchscreen HMI,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
hmi_ergonomics_local_hmi_recipe_selector_control,recipe_selector_control,recipe selector control,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
hmi_ergonomics_local_hmi_alarm_buzzer_beacon,alarm_buzzer_beacon,alarm buzzer beacon,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
hmi_ergonomics_local_hmi_usb_data_export_port,usb_data_export_port,USB data export port,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
hmi_ergonomics_labelling_workflows_crop_lot_label_holder,crop_lot_label_holder,crop lot label holder,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
hmi_ergonomics_labelling_workflows_chemical_hazard_label_set,chemical_hazard_label_set,chemical hazard label set,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
hmi_ergonomics_labelling_workflows_cleaning_checklist_card,cleaning_checklist_card,cleaning checklist card,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
hmi_ergonomics_labelling_workflows_electrical_isolation_placard,electrical_isolation_placard,electrical isolation placard,1,,unique_allocation,candidate,candidate_unpriced,1,candidate,,,,,,,assumption,,,,,Source after critical lines or when detailed procurement planning starts.
