id,kind,priority,status,scope,issue,requiredEvidence,closurePath,blocks,linkedIds,source
assumption:sanity:auv_pressure_power_recovery_safety,assumption_review,major,needs_review,Pressure/Power/Recovery Safety,"Pressure/Power/Recovery Safety currently evaluates as pass against pressure boundary, leak alarm, alarm bus, DC power, service access and recovery beacon present.","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.",engineering_review,publishable,endurance_hours; depth_rating_m,engineering_assumption_ledger
assumption:compliance:PRESSURE-BOUNDARY-REVIEW,assumption_review,major,needs_review,PRESSURE-BOUNDARY-REVIEW,Depth-rated pressure boundary review is relevant to this product class in Project engineering gate.,"Depth rating calculation, hull material allowables, endcap seal design and proof-pressure plan.",engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:SUBSEA-LEAK-ABORT-REVIEW,assumption_review,major,needs_review,SUBSEA-LEAK-ABORT-REVIEW,Leak detection and abort-state review is relevant to this product class in Project engineering gate.,"Leak sensor placement, abort state machine, battery isolation and recovery procedure.",engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:EMC-MARINE-COMMS-REVIEW,assumption_review,major,needs_review,EMC-MARINE-COMMS-REVIEW,Marine communications and EMC review is relevant to this product class in Project engineering gate.,"Acoustic modem integration, antenna/transducer mounting, cable shielding and data-loss behaviour.",engineering_review,publishable,,engineering_assumption_ledger
sourcing:pressure_hull,sourcing_evidence,blocker,ready_for_intake,Pressure hull,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,pressure_hull,sourcing_worklist
sourcing:battery_pack,sourcing_evidence,blocker,ready_for_intake,Battery pack,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,battery_pack,sourcing_worklist
sourcing:wet_mate_connector_set,sourcing_evidence,blocker,ready_for_intake,Wet-mate connector set,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,wet_mate_connector_set,sourcing_worklist
sourcing:thruster_set,sourcing_evidence,blocker,ready_for_intake,Thruster set,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,thruster_set,sourcing_worklist
sourcing:mission_computer,sourcing_evidence,blocker,ready_for_intake,Mission computer,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,mission_computer,sourcing_worklist
sourcing:acoustic_modem,sourcing_evidence,blocker,ready_for_intake,Acoustic modem,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,acoustic_modem,sourcing_worklist
sourcing:dvl,sourcing_evidence,blocker,ready_for_intake,DVL,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,dvl,sourcing_worklist
sourcing:inertial_navigation_unit,sourcing_evidence,blocker,ready_for_intake,Inertial navigation unit,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,inertial_navigation_unit,sourcing_worklist
sourcing:depth_and_pressure_sensor,sourcing_evidence,blocker,ready_for_intake,Depth and pressure sensor,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,depth_and_pressure_sensor,sourcing_worklist
sourcing:forward_sonar_payload,sourcing_evidence,blocker,ready_for_intake,Forward sonar payload,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,forward_sonar_payload,sourcing_worklist
sourcing:leak_detection_sensor,sourcing_evidence,blocker,ready_for_intake,Leak detection sensor,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,leak_detection_sensor,sourcing_worklist
sourcing:recovery_beacon,sourcing_evidence,blocker,ready_for_intake,Recovery beacon,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,recovery_beacon,sourcing_worklist
verification:design_review:structure_containment,verification_evidence,major,ready_for_intake,Pressure Structure Containment,Review Pressure Structure Containment architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:structure_containment,verification_evidence_ledger
verification:calculation:structure_containment,verification_evidence,major,ready_for_intake,Pressure Structure Containment,Verify Pressure Structure Containment requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:structure_containment,verification_evidence_ledger
verification:design_review:energy_storage_source,verification_evidence,major,ready_for_intake,Subsea Energy Storage,Review Subsea Energy Storage architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:energy_storage_source,verification_evidence_ledger
verification:calculation:energy_storage_source,verification_evidence,major,ready_for_intake,Subsea Energy Storage,Verify Subsea Energy Storage requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:energy_storage_source,verification_evidence_ledger
verification:design_review:power_distribution,verification_evidence,major,ready_for_intake,Subsea Power Distribution,Review Subsea Power Distribution architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:power_distribution,verification_evidence_ledger
verification:calculation:power_distribution,verification_evidence,major,ready_for_intake,Subsea Power Distribution,Verify Subsea Power Distribution requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:power_distribution,verification_evidence_ledger
verification:design_review:actuation_kinematics,verification_evidence,major,ready_for_intake,Thruster Actuation Kinematics,Review Thruster Actuation Kinematics architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:actuation_kinematics,verification_evidence_ledger
verification:calculation:actuation_kinematics,verification_evidence,major,ready_for_intake,Thruster Actuation Kinematics,Verify Thruster Actuation Kinematics requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:actuation_kinematics,verification_evidence_ledger
verification:design_review:control_compute_communication,verification_evidence,major,ready_for_intake,Autonomy Compute Communication,Review Autonomy Compute Communication architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:control_compute_communication,verification_evidence_ledger
verification:calculation:control_compute_communication,verification_evidence,major,ready_for_intake,Autonomy Compute Communication,Verify Autonomy Compute Communication requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:control_compute_communication,verification_evidence_ledger
verification:design_review:sensing_instrumentation,verification_evidence,major,ready_for_intake,Navigation And Payload Sensing,Review Navigation And Payload Sensing architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:sensing_instrumentation,verification_evidence_ledger
verification:design_review:environmental_interface,verification_evidence,major,ready_for_intake,Pressure Thermal Buoyancy Interface,Review Pressure Thermal Buoyancy Interface architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:environmental_interface,verification_evidence_ledger
verification:calculation:environmental_interface,verification_evidence,major,ready_for_intake,Pressure Thermal Buoyancy Interface,Verify Pressure Thermal Buoyancy Interface requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:environmental_interface,verification_evidence_ledger
verification:design_review:safety_protection,verification_evidence,major,ready_for_intake,Leak Abort And Recovery Safety,Review Leak Abort And Recovery Safety architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:safety_protection,verification_evidence_ledger
verification:calculation:safety_protection,verification_evidence,major,ready_for_intake,Leak Abort And Recovery Safety,Verify Leak Abort And Recovery Safety requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:safety_protection,verification_evidence_ledger
verification:design_review:maintenance_serviceability,verification_evidence,major,ready_for_intake,Deck Recovery And Service,Review Deck Recovery And Service architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:maintenance_serviceability,verification_evidence_ledger
verification:interface_review:energy_storage_source:power_distribution:dc_power_bus,verification_evidence,major,ready_for_intake,Subsea Energy Storage -> Subsea Power Distribution,Verify dc_power_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:energy_storage_source:power_distribution:dc_power_bus,verification_evidence_ledger
verification:interface_review:power_distribution:actuation_kinematics:thruster_power_bus,verification_evidence,major,ready_for_intake,Subsea Power Distribution -> Thruster Actuation Kinematics,Verify thruster_power_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:power_distribution:actuation_kinematics:thruster_power_bus,verification_evidence_ledger
verification:interface_review:control_compute_communication:actuation_kinematics:thrust_command_bus,verification_evidence,major,ready_for_intake,Autonomy Compute Communication -> Thruster Actuation Kinematics,Verify thrust_command_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:control_compute_communication:actuation_kinematics:thrust_command_bus,verification_evidence_ledger
verification:interface_review:sensing_instrumentation:control_compute_communication:navigation_sensor_bus,verification_evidence,major,ready_for_intake,Navigation And Payload Sensing -> Autonomy Compute Communication,Verify navigation_sensor_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:sensing_instrumentation:control_compute_communication:navigation_sensor_bus,verification_evidence_ledger
verification:interface_review:sensing_instrumentation:control_compute_communication:payload_data_bus,verification_evidence,major,ready_for_intake,Navigation And Payload Sensing -> Autonomy Compute Communication,Verify payload_data_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:sensing_instrumentation:control_compute_communication:payload_data_bus,verification_evidence_ledger
verification:interface_review:environmental_interface:structure_containment:pressure_boundary,verification_evidence,major,ready_for_intake,Pressure Thermal Buoyancy Interface -> Pressure Structure Containment,Verify pressure_boundary interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:environmental_interface:structure_containment:pressure_boundary,verification_evidence_ledger
verification:interface_review:safety_protection:control_compute_communication:alarm_bus,verification_evidence,major,ready_for_intake,Leak Abort And Recovery Safety -> Autonomy Compute Communication,Verify alarm_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:safety_protection:control_compute_communication:alarm_bus,verification_evidence_ledger
verification:interface_review:safety_protection:structure_containment:pressure_boundary,verification_evidence,major,ready_for_intake,Leak Abort And Recovery Safety -> Pressure Structure Containment,Verify pressure_boundary interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:safety_protection:structure_containment:pressure_boundary,verification_evidence_ledger
verification:compliance_review:PRESSURE-BOUNDARY-REVIEW,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for PRESSURE-BOUNDARY-REVIEW,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:PRESSURE-BOUNDARY-REVIEW,verification_evidence_ledger
verification:compliance_review:SUBSEA-LEAK-ABORT-REVIEW,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for SUBSEA-LEAK-ABORT-REVIEW,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:SUBSEA-LEAK-ABORT-REVIEW,verification_evidence_ledger
verification:compliance_review:EMC-MARINE-COMMS-REVIEW,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for EMC-MARINE-COMMS-REVIEW,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:EMC-MARINE-COMMS-REVIEW,verification_evidence_ledger
verification:risk_review:1,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Pressure hull or seal failure at depth,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:1,verification_evidence_ledger
verification:risk_review:2,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Loss of navigation or communications underwater,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:2,verification_evidence_ledger
verification:risk_review:3,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Unable to recover vehicle after abort,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:3,verification_evidence_ledger
