id,moduleId,moduleName,subModuleId,subModuleName,verdict,purposePresent,componentWordCount,interfaceCount,linkedRequirementCount,criticalComponentCount,duplicateComponentCount,carrierContractCount,missingCarrierContractCount,localOnlyInterfaceCount,reviewQuestions,acceptedReviewQuestions,blockedReviewQuestions,verificationActivities,acceptedVerificationActivities,blockedVerificationActivities,criticalUnpricedLines,passRatio,blockers,requiredAction
control_compute_communication:radio_navigation_link,control_compute_communication,Flight Control Compute And Communications,radio_navigation_link,Radio and navigation link,review,yes,5,2,0,1,0,1,0,1,3,0,0,3,0,0,1,0.6667,,Review 1 local-only interface declaration(s): radio_link. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence.
control_compute_communication:video_downlink,control_compute_communication,Flight Control Compute And Communications,video_downlink,Video downlink,review,yes,4,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): video_link, power_bus. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
sensing_instrumentation:camera_payload,sensing_instrumentation,Navigation And Cinematography Sensing,camera_payload,Camera payload,review,yes,5,2,0,1,0,0,0,2,2,0,0,2,0,0,1,0.6667,,"Review 2 local-only interface declaration(s): video_link, payload_mount. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence. 1 critical component line(s) still need source-backed cost/manufacturer/MPN evidence."
sensing_instrumentation:navigation_sensors,sensing_instrumentation,Navigation And Cinematography Sensing,navigation_sensors,Navigation sensors,review,yes,4,1,0,0,0,1,0,0,3,0,0,2,0,0,0,0.6667,,3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence.
sensing_instrumentation:health_sensing,sensing_instrumentation,Navigation And Cinematography Sensing,health_sensing,Health sensing,review,yes,4,2,0,0,0,1,0,1,3,0,0,2,0,0,0,0.6667,,Review 1 local-only interface declaration(s): payload_mount. 3 engineering review question(s) await acceptance. 2 verification activity row(s) await accepted evidence.
power_distribution:main_power_bus,power_distribution,Aircraft Power Distribution,main_power_bus,Main power bus,review,yes,4,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): power_bus, motor_drive. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
power_distribution:voltage_regulation,power_distribution,Aircraft Power Distribution,voltage_regulation,Voltage regulation,review,yes,4,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): power_bus, video_link. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
power_distribution:wiring_harness,power_distribution,Aircraft Power Distribution,wiring_harness,Wiring harness,review,yes,4,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0.6667,,"Review 3 local-only interface declaration(s): power_bus, sensor_bus, video_link. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
safety_protection:arming_interlocks,safety_protection,Flight Safety And Containment,arming_interlocks,Arming interlocks,review,yes,4,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): power_bus, alarm_bus. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
safety_protection:lost_link_response,safety_protection,Flight Safety And Containment,lost_link_response,Lost-link response,review,yes,4,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): radio_link, sensor_bus. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
safety_protection:battery_safety,safety_protection,Flight Safety And Containment,battery_safety,Battery safety,review,yes,4,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): power_bus, service_access. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
maintenance_serviceability:field_repair_access,maintenance_serviceability,Field Maintenance And Serviceability,field_repair_access,Field repair access,review,yes,4,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): service_access, motor_mounts. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
maintenance_serviceability:inspection_points,maintenance_serviceability,Field Maintenance And Serviceability,inspection_points,Inspection points,review,yes,4,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0.6667,,Review 1 local-only interface declaration(s): service_access. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence.
maintenance_serviceability:transport_storage,maintenance_serviceability,Field Maintenance And Serviceability,transport_storage,Transport and storage,review,yes,4,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): service_access, payload_mount. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
hmi_ergonomics:ground_controller,hmi_ergonomics,Ground Operator Interface,ground_controller,Ground controller,review,yes,4,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0.6667,,"Review 2 local-only interface declaration(s): radio_link, video_link. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence."
hmi_ergonomics:mission_labelling,hmi_ergonomics,Ground Operator Interface,mission_labelling,Mission labelling,review,yes,4,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0.6667,,Review 1 local-only interface declaration(s): service_access. 2 engineering review question(s) await acceptance. 1 verification activity row(s) await accepted evidence.
