activityId,activity,status,evidenceKind,moduleId,moduleName,requirementIds,sanityCheckIds,interfaceIds,componentWordIds,acceptanceCriteria,blockers
calculation:actuation_kinematics,Verify Thruster Actuation Kinematics requirement calculations,ready_for_review,calculation,actuation_kinematics,Thruster Actuation Kinematics,endurance_hours,auv_endurance_target; auv_navigation_control_closure; auv_pressure_power_recovery_safety,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
source_evidence:actuation_kinematics,Collect source-backed evidence for Thruster Actuation Kinematics critical components,blocked,source_evidence,actuation_kinematics,Thruster Actuation Kinematics,endurance_hours,,,thruster_set,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",thruster_set
design_review:control_compute_communication,Review Autonomy Compute Communication architecture allocation,ready_for_review,design_review,control_compute_communication,Autonomy Compute Communication,endurance_hours,auv_endurance_target; auv_navigation_control_closure; auv_pressure_power_recovery_safety,navigation_sensor_bus; payload_data_bus; thrust_command_bus; acoustic_link; alarm_bus; service_access; battery_monitor_bus,mission_computer; real_time_control_board; watchdog_supervisor_module; mission_data_recorder; acoustic_modem; acoustic_transducer_mount; acoustic_isolation_pad; surface_command_protocol_adapter; failsafe_state_machine; time_sync_module; configuration_backup_storage; debug_service_port,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:control_compute_communication,Verify Autonomy Compute Communication requirement calculations,ready_for_review,calculation,control_compute_communication,Autonomy Compute Communication,endurance_hours,auv_endurance_target; auv_navigation_control_closure; auv_pressure_power_recovery_safety,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
source_evidence:control_compute_communication,Collect source-backed evidence for Autonomy Compute Communication critical components,blocked,source_evidence,control_compute_communication,Autonomy Compute Communication,endurance_hours,,,mission_computer; acoustic_modem,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",mission_computer acoustic_modem
design_review:sensing_instrumentation,Review Navigation And Payload Sensing architecture allocation,ready_for_review,design_review,sensing_instrumentation,Navigation And Payload Sensing,,,navigation_sensor_bus; payload_data_bus; pressure_boundary; acoustic_link; service_access; alarm_bus,dvl; inertial_navigation_unit; magnetic_compass_module; gnss_surface_receiver; depth_and_pressure_sensor; water_temperature_probe; conductivity_sensor; internal_humidity_sensor; forward_sonar_payload; camera_viewport_window; payload_sync_trigger; payload_data_link_module,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
source_evidence:sensing_instrumentation,Collect source-backed evidence for Navigation And Payload Sensing critical components,blocked,source_evidence,sensing_instrumentation,Navigation And Payload Sensing,,,,dvl; inertial_navigation_unit; depth_and_pressure_sensor; forward_sonar_payload,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",dvl inertial_navigation_unit depth_and_pressure_sensor forward_sonar_payload
design_review:environmental_interface,Review Pressure Thermal Buoyancy Interface architecture allocation,ready_for_review,design_review,environmental_interface,Pressure Thermal Buoyancy Interface,depth_rating_m,auv_depth_rating; auv_pressure_power_recovery_safety,pressure_boundary; thermal_path; buoyancy_trim; service_access; hydrodynamic_shell; mechanical_mounts,cable_penetrator_seal; pressure_compensation_bladder; oil_fill_service_port; pressure_equalisation_valve; electronics_thermal_bridge; hull_heat_spreader_plate; battery_thermal_pad; thruster_heat_sink_collar; syntactic_foam_block_set; ballast_rail; buoyancy_calibration_tag; field_trim_worksheet,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:environmental_interface,Verify Pressure Thermal Buoyancy Interface requirement calculations,ready_for_review,calculation,environmental_interface,Pressure Thermal Buoyancy Interface,depth_rating_m,auv_depth_rating; auv_pressure_power_recovery_safety,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
design_review:safety_protection,Review Leak Abort And Recovery Safety architecture allocation,ready_for_review,design_review,safety_protection,Leak Abort And Recovery Safety,depth_rating_m,auv_depth_rating; auv_pressure_power_recovery_safety,leak_alarm_bus; alarm_bus; pressure_boundary; dc_power_bus; service_access; acoustic_link,leak_detection_sensor; bilge_moisture_strip; leak_alarm_relay; absorbent_witness_pad; recovery_beacon; drop_weight_release; emergency_strobe; surface_flag_float; over_depth_abort_switch; watchdog_kill_relay; battery_isolation_contactor; pressure_relief_service_plug,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
calculation:safety_protection,Verify Leak Abort And Recovery Safety requirement calculations,ready_for_review,calculation,safety_protection,Leak Abort And Recovery Safety,depth_rating_m,auv_depth_rating; auv_pressure_power_recovery_safety,,,"Each linked requirement has a calculation, sanity check or clearly stated deferred validation path. No linked sanity check is failing. Warnings have named follow-up calculations or test evidence.",
source_evidence:safety_protection,Collect source-backed evidence for Leak Abort And Recovery Safety critical components,blocked,source_evidence,safety_protection,Leak Abort And Recovery Safety,depth_rating_m,,,leak_detection_sensor; recovery_beacon,"Supplier name, manufacturer or equivalent, MPN where applicable, unit cost and source URL/reference are present. Evidence is explicitly retrieved and admissible under the sourcing admission protocol. Claimed quantity and component identity match the architecture candidate line.",leak_detection_sensor recovery_beacon
design_review:maintenance_serviceability,Review Deck Recovery And Service architecture allocation,ready_for_review,design_review,maintenance_serviceability,Deck Recovery And Service,,,service_access; mechanical_mounts; pressure_boundary; dc_power_bus; hydrodynamic_shell,lifting_bridle; deck_recovery_handle; launch_cradle_interface; tow_point_fitting; o_ring_grease_kit; vacuum_leak_test_port; diagnostic_connector; service_checklist_card; transport_cradle; protective_nose_cover; desiccant_cartridge; maintenance_log_tag,Every submodule has a stated purpose and at least one component candidate. Interfaces named on the module are carried by the responsible submodule where the design depends on that interface. No blocker or major architecture issue is attached to the module.,
interface_review:energy_storage_source:power_distribution:dc_power_bus,Verify dc_power_bus interface contract,ready_for_review,interface_review,energy_storage_source:power_distribution,Subsea Energy Storage -> Subsea Power Distribution,,,dc_power_bus,battery_pack; battery_management_board; pack_isolation_fuse; pressure_rated_battery_enclosure; charge_interlock_plug; shore_charger_adapter; state_of_charge_display_puck; battery_vent_inspection_plug; fused_dc_distribution_board; wet_mate_connector_set; main_power_enable_relay; bus_voltage_monitor; ground_fault_monitor; chassis_bonding_strap; service_isolation_key; fault_annunciator_module,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:power_distribution:actuation_kinematics:thruster_power_bus,Verify thruster_power_bus interface contract,ready_for_review,interface_review,power_distribution:actuation_kinematics,Subsea Power Distribution -> Thruster Actuation Kinematics,,,thruster_power_bus,fused_dc_distribution_board; wet_mate_connector_set; main_power_enable_relay; bus_voltage_monitor; thruster_set; thruster_nozzle_guard; thruster_mounting_bracket; motor_phase_harness; thruster_motor_controller_stack; current_sensor_channel_set; controller_heat_spreader; thrust_calibration_table,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:control_compute_communication:actuation_kinematics:thrust_command_bus,Verify thrust_command_bus interface contract,ready_for_review,interface_review,control_compute_communication:actuation_kinematics,Autonomy Compute Communication -> Thruster Actuation Kinematics,,,thrust_command_bus,mission_computer; real_time_control_board; watchdog_supervisor_module; mission_data_recorder; thruster_set; thruster_nozzle_guard; thruster_mounting_bracket; motor_phase_harness; thruster_motor_controller_stack; current_sensor_channel_set; controller_heat_spreader; thrust_calibration_table,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:sensing_instrumentation:control_compute_communication:navigation_sensor_bus,Verify navigation_sensor_bus interface contract,ready_for_review,interface_review,sensing_instrumentation:control_compute_communication,Navigation And Payload Sensing -> Autonomy Compute Communication,,,navigation_sensor_bus,dvl; inertial_navigation_unit; magnetic_compass_module; gnss_surface_receiver; depth_and_pressure_sensor; water_temperature_probe; conductivity_sensor; internal_humidity_sensor; forward_sonar_payload; camera_viewport_window; payload_sync_trigger; payload_data_link_module; mission_computer; real_time_control_board; watchdog_supervisor_module; mission_data_recorder,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:sensing_instrumentation:control_compute_communication:payload_data_bus,Verify payload_data_bus interface contract,ready_for_review,interface_review,sensing_instrumentation:control_compute_communication,Navigation And Payload Sensing -> Autonomy Compute Communication,,,payload_data_bus,forward_sonar_payload; camera_viewport_window; payload_sync_trigger; payload_data_link_module; mission_computer; real_time_control_board; watchdog_supervisor_module; mission_data_recorder,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:environmental_interface:structure_containment:pressure_boundary,Verify pressure_boundary interface contract,ready_for_review,interface_review,environmental_interface:structure_containment,Pressure Thermal Buoyancy Interface -> Pressure Structure Containment,,,pressure_boundary,cable_penetrator_seal; pressure_compensation_bladder; oil_fill_service_port; pressure_equalisation_valve; electronics_thermal_bridge; hull_heat_spreader_plate; battery_thermal_pad; thruster_heat_sink_collar; pressure_hull; endcap_clamp_ring; double_o_ring_gland_set; hull_proof_test_port,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:safety_protection:control_compute_communication:alarm_bus,Verify alarm_bus interface contract,ready_for_review,interface_review,safety_protection:control_compute_communication,Leak Abort And Recovery Safety -> Autonomy Compute Communication,,,alarm_bus,leak_detection_sensor; bilge_moisture_strip; leak_alarm_relay; absorbent_witness_pad; recovery_beacon; drop_weight_release; emergency_strobe; surface_flag_float; over_depth_abort_switch; watchdog_kill_relay; battery_isolation_contactor; pressure_relief_service_plug; mission_computer; real_time_control_board; watchdog_supervisor_module; mission_data_recorder; acoustic_modem; acoustic_transducer_mount; acoustic_isolation_pad; surface_command_protocol_adapter; failsafe_state_machine; time_sync_module; configuration_backup_storage; debug_service_port,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
interface_review:safety_protection:structure_containment:pressure_boundary,Verify pressure_boundary interface contract,ready_for_review,interface_review,safety_protection:structure_containment,Leak Abort And Recovery Safety -> Pressure Structure Containment,,,pressure_boundary,leak_detection_sensor; bilge_moisture_strip; leak_alarm_relay; absorbent_witness_pad; over_depth_abort_switch; watchdog_kill_relay; battery_isolation_contactor; pressure_relief_service_plug; pressure_hull; endcap_clamp_ring; double_o_ring_gland_set; hull_proof_test_port,"Both endpoint modules declare the interface. At least one submodule carrier is named on each endpoint. Electrical, thermal, fluid, mechanical or data capacity is validated by the next detailed design pass.",
compliance_review:PRESSURE-BOUNDARY-REVIEW,Plan evidence for PRESSURE-BOUNDARY-REVIEW,open,compliance_review,system_compliance,System Compliance,,,,,"Depth rating calculation, hull material allowables, endcap seal design and proof-pressure plan.",Compliance evidence not yet collected in scratch prototype.
compliance_review:SUBSEA-LEAK-ABORT-REVIEW,Plan evidence for SUBSEA-LEAK-ABORT-REVIEW,open,compliance_review,system_compliance,System Compliance,,,,,"Leak sensor placement, abort state machine, battery isolation and recovery procedure.",Compliance evidence not yet collected in scratch prototype.
compliance_review:EMC-MARINE-COMMS-REVIEW,Plan evidence for EMC-MARINE-COMMS-REVIEW,open,compliance_review,system_compliance,System Compliance,,,,,"Acoustic modem integration, antenna/transducer mounting, cable shielding and data-loss behaviour.",Compliance evidence not yet collected in scratch prototype.
risk_review:1,Review risk control for Pressure hull or seal failure at depth,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:2,Review risk control for Loss of navigation or communications underwater,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
risk_review:3,Review risk control for Unable to recover vehicle after abort,open,compliance_review,system_risk,System Risk Register,,,,,"Severity, occurrence and detection ratings have been reviewed by a domain owner. Mitigation is accepted, corrected or converted into a design action. Any residual high-risk item has an owner before publication.",Risk evidence not yet reviewed in scratch prototype.
