rowType,id,moduleId,moduleName,subModuleId,subModuleName,componentWordId,label,status,interfaces,componentWordIds,criticalComponentWordIds,duplicateComponentWordIds,blockers,requiredAction
submodule,safety_protection:refrigerant_safety,safety_protection,Safety Protection,refrigerant_safety,Refrigerant safety,,,ready,refrigerant_loop; sensor_bus; alarm_bus,high_pressure_cut_out_switch; low_pressure_cut_out_switch; refrigerant_leak_alarm_output; refrigerant_warning_label,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:hydronic_freeze_protection,safety_protection,Safety Protection,hydronic_freeze_protection,Hydronic freeze protection,,,ready,hydronic_loop; sensor_bus; control_bus,anti_freeze_thermostat; backup_immersion_heater_relay; drain_down_instruction_label; glycol_compatibility_tag,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:electrical_safety,safety_protection,Safety Protection,electrical_safety,Electrical safety,,,ready,protective_earth; mains_supply; alarm_bus,earth_continuity_test_point; touch_safe_terminal_cover; over_temperature_cut_out; safety_compliance_label,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:commissioning_ports,maintenance_serviceability,Maintenance And Commissioning,commissioning_ports,Commissioning ports,,,ready,service_access; refrigerant_loop; hydronic_loop,refrigerant_service_port_cap_set; hydronic_drain_cock; pressure_gauge_pocket; commissioning_checklist_card,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:filter_service,maintenance_serviceability,Maintenance And Commissioning,filter_service,Filter service,,,ready,service_access; hydronic_loop; airflow_path,cleanable_y_strainer_basket; coil_cleaning_access_cover; service_interval_label; spare_gasket_kit,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:diagnostic_access,maintenance_serviceability,Maintenance And Commissioning,diagnostic_access,Diagnostic access,,,ready,service_port; sensor_bus; control_bus,diagnostic_test_header; fault_code_label; data_log_export_button; installer_handover_record,,,,Submodule has component candidates and no allocation blocker.
submodule,hmi_ergonomics:local_display,hmi_ergonomics,User And Installer Interface,local_display,Local display,,,ready,control_bus; service_port,lcd_status_display; menu_button_membrane; weatherproof_display_window; mode_indicator_led_set,,,,Submodule has component candidates and no allocation blocker.
submodule,hmi_ergonomics:remote_thermostat_interface,hmi_ergonomics,User And Installer Interface,remote_thermostat_interface,Remote thermostat interface,,,ready,control_bus; service_port,thermostat_input_terminal; modbus_room_controller_link; demand_signal_opto_isolator; installer_wiring_label,,,,Submodule has component candidates and no allocation blocker.
submodule,hmi_ergonomics:alarm_and_user_guidance,hmi_ergonomics,User And Installer Interface,alarm_and_user_guidance,Alarm and user guidance,,,ready,alarm_bus; service_access,alarm_relay_output; user_quick_start_label; fault_reset_button; qr_service_documentation_label,,,,Submodule has component candidates and no allocation blocker.
critical_part,inverter_scroll_compressor,energy_conversion_transduction,,compressor_inverter_stage,,inverter_scroll_compressor,Inverter scroll compressor,allocated,,,inverter_scroll_compressor,,,Critical part is allocated to at least one architecture submodule.
critical_part,outdoor_finned_evaporator_coil,environmental_interface,,outdoor_evaporator,,outdoor_finned_evaporator_coil,Outdoor finned evaporator coil,allocated,,,outdoor_finned_evaporator_coil,,,Critical part is allocated to at least one architecture submodule.
critical_part,brazed_plate_heat_exchanger,mass_fluid_transport_process,,condenser_heat_exchanger,,brazed_plate_heat_exchanger,Brazed plate heat exchanger,allocated,,,brazed_plate_heat_exchanger,,,Critical part is allocated to at least one architecture submodule.
critical_part,electronic_expansion_valve,energy_conversion_transduction,,expansion_metering_stage,,electronic_expansion_valve,Electronic expansion valve,allocated,,,electronic_expansion_valve,,,Critical part is allocated to at least one architecture submodule.
critical_part,variable_speed_fan_assembly,environmental_interface,,fan_air_path,,variable_speed_fan_assembly,Variable-speed fan assembly,allocated,,,variable_speed_fan_assembly,,,Critical part is allocated to at least one architecture submodule.
critical_part,hydronic_circulation_pump,mass_fluid_transport_process,,circulation_pump_group,,hydronic_circulation_pump,Hydronic circulation pump,allocated,,,hydronic_circulation_pump,,,Critical part is allocated to at least one architecture submodule.
critical_part,refrigerant_sensor_and_pressure_transducers,sensing_instrumentation,,refrigerant_sensing,,refrigerant_sensor_and_pressure_transducers,Refrigerant sensor and pressure transducers,allocated,,,refrigerant_sensor_and_pressure_transducers,,,Critical part is allocated to at least one architecture submodule.
critical_part,heat_pump_controller_pcb,control_compute_communication,,main_controller,,heat_pump_controller_pcb,Heat pump controller PCB,allocated,,,heat_pump_controller_pcb,,,Critical part is allocated to at least one architecture submodule.
critical_part,hydronic_safety_valve_kit,mass_fluid_transport_process,,hydronic_safety_group,,hydronic_safety_valve_kit,Hydronic safety valve kit,allocated,,,hydronic_safety_valve_kit,,,Critical part is allocated to at least one architecture submodule.
