rowType,id,moduleId,moduleName,subModuleId,subModuleName,componentWordId,label,status,interfaces,componentWordIds,criticalComponentWordIds,duplicateComponentWordIds,blockers,requiredAction
submodule,control_compute_communication:mcu_firmware,control_compute_communication,Control Compute Communication,mcu_firmware,MCU firmware,,,ready,sensor_signal_bus; calibration_data_bus; low_power_rail; temperature_compensation_bus,low_power_microcontroller; firmware_image; secure_boot_key_store; real_time_clock,low_power_microcontroller,,,Submodule has component candidates and no allocation blocker.
submodule,control_compute_communication:ble_telemetry,control_compute_communication,Control Compute Communication,ble_telemetry,BLE telemetry,,,ready,ble_link; low_power_rail; alarm_state_bus,ble_radio_module; printed_antenna; pairing_button_pad; encrypted_session_counter,ble_radio_module,,,Submodule has component candidates and no allocation blocker.
submodule,control_compute_communication:data_buffering,control_compute_communication,Control Compute Communication,data_buffering,Data buffering,,,ready,sensor_signal_bus; calibration_data_bus; alarm_state_bus,glucose_trend_buffer_flash; event_log_memory; calibration_data_bus_bridge; clock_drift_compensator,,,,Submodule has component candidates and no allocation blocker.
submodule,environmental_interface:temperature_compensation,environmental_interface,Wear Environment Compensation,temperature_compensation,Temperature compensation,,,ready,temperature_compensation_bus; sensor_signal_bus,temperature_sensor; thermal_model_table; skin_temperature_flex_tail; cold_start_delay_flag,temperature_sensor,,,Submodule has component candidates and no allocation blocker.
submodule,environmental_interface:sweat_water_boundary,environmental_interface,Wear Environment Compensation,sweat_water_boundary,Sweat and water boundary,,,ready,ingress_boundary; adhesive_skin_boundary,sweat_barrier_film; condensation_drain_groove; humidity_indicator_dot; ingress_exposure_witness,,,,Submodule has component candidates and no allocation blocker.
submodule,environmental_interface:motion_pressure,environmental_interface,Wear Environment Compensation,motion_pressure,Motion and pressure artefact control,,,ready,adhesive_skin_boundary; sensor_signal_bus,motion_artefact_filter_table; patch_pressure_relief_slot; compression_warning_marker; activity_context_accelerometer,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:patient_alarm_logic,safety_protection,Patient Safety Protection,patient_alarm_logic,Patient alarm logic,,,ready,alarm_state_bus; sensor_signal_bus,hypoglycaemia_alarm_state; hyperglycaemia_alarm_state; sensor_fault_classifier; stale_data_lockout,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:biocompatibility_controls,safety_protection,Patient Safety Protection,biocompatibility_controls,Biocompatibility controls,,,ready,adhesive_skin_boundary; service_access,biocompatibility_material_record; adhesive_irritation_limit_tag; latex_free_label; skin_contact_change_log,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:sterile_sharps_safety,safety_protection,Patient Safety Protection,sterile_sharps_safety,Sterile and sharps safety,,,ready,sterile_boundary; hardwired_trip; service_access,sterile_boundary_indicator; sharps_injury_warning_label; applicator_disposal_instruction; tamper_evident_seal,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:sterile_packaging,maintenance_serviceability,Packaging Traceability Serviceability,sterile_packaging,Sterile packaging,,,ready,sterile_boundary; lot_traceability,sterile_barrier_pouch; desiccant_sachet; pouch_seal_indicator; expiry_date_label,sterile_barrier_pouch,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:lot_traceability,maintenance_serviceability,Packaging Traceability Serviceability,lot_traceability,Lot traceability,,,ready,lot_traceability; service_access,udi_label_set; ifu_leaflet; lot_traceability_barcode; release_inspection_stamp,udi_label_set,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:user_setup,maintenance_serviceability,Packaging Traceability Serviceability,user_setup,User setup,,,ready,service_access; ble_link,phone_pairing_qr_card; applicator_instruction_card; sensor_warm_up_timer_label; adhesive_removal_wipe,,,,Submodule has component candidates and no allocation blocker.
critical_part,glucose_sensing_filament,sensing_instrumentation,,glucose_filament_stack,,glucose_sensing_filament,Glucose sensing filament,allocated,,,glucose_sensing_filament,,,Critical part is allocated to at least one architecture submodule.
critical_part,enzyme_reagent_membrane,sensing_instrumentation,,glucose_filament_stack,,enzyme_reagent_membrane,Enzyme reagent membrane,allocated,,,enzyme_reagent_membrane,,,Critical part is allocated to at least one architecture submodule.
critical_part,reference_electrode,sensing_instrumentation,,glucose_filament_stack,,reference_electrode,Reference electrode,allocated,,,reference_electrode,,,Critical part is allocated to at least one architecture submodule.
critical_part,adhesive_skin_patch,skin_patient_interface,,adhesive_patch_stack,,adhesive_skin_patch,Adhesive skin patch,allocated,,,adhesive_skin_patch,,,Critical part is allocated to at least one architecture submodule.
critical_part,protective_transmitter_housing,structure_containment,,transmitter_housing,,protective_transmitter_housing,Protective transmitter housing,allocated,,,protective_transmitter_housing,,,Critical part is allocated to at least one architecture submodule.
critical_part,disposable_applicator,actuation_kinematics,,disposable_applicator,,disposable_applicator,Disposable applicator,allocated,,,disposable_applicator,,,Critical part is allocated to at least one architecture submodule.
critical_part,low_power_microcontroller,control_compute_communication,,mcu_firmware,,low_power_microcontroller,Low-power microcontroller,allocated,,,low_power_microcontroller,,,Critical part is allocated to at least one architecture submodule.
critical_part,ble_radio_module,control_compute_communication,,ble_telemetry,,ble_radio_module,BLE radio module,allocated,,,ble_radio_module,,,Critical part is allocated to at least one architecture submodule.
critical_part,thin_film_battery,energy_storage_source,,battery_cell,,thin_film_battery,Thin-film battery,allocated,,,thin_film_battery,,,Critical part is allocated to at least one architecture submodule.
critical_part,temperature_sensor,environmental_interface,,temperature_compensation,,temperature_sensor,Temperature sensor,allocated,,,temperature_sensor,,,Critical part is allocated to at least one architecture submodule.
critical_part,sterile_barrier_pouch,maintenance_serviceability,,sterile_packaging,,sterile_barrier_pouch,Sterile barrier pouch,allocated,,,sterile_barrier_pouch,,,Critical part is allocated to at least one architecture submodule.
critical_part,udi_label_set,maintenance_serviceability,,lot_traceability,,udi_label_set,UDI label set,allocated,,,udi_label_set,,,Critical part is allocated to at least one architecture submodule.
