id,sequence,action,status,priority,lineId,componentWordId,description,traceStatus,requiredEvidence,intakeArtifacts,acceptanceCriteria,rejectionCriteria,blocksCandidateDisplay,blocksPricedReview,blocksProcurement,requiredAction
bom-close:actuation_kinematics_propeller_sets_spare_propeller_pouch,18,defer_candidate_sourcing,deferred,minor,actuation_kinematics_propeller_sets_spare_propeller_pouch,spare_propeller_pouch,spare propeller pouch,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_flight_controller_stack_barometer_foam_cover,19,defer_candidate_sourcing,deferred,minor,control_compute_communication_flight_controller_stack_barometer_foam_cover,barometer_foam_cover,barometer foam cover,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_flight_controller_stack_failsafe_firmware_profile,20,defer_candidate_sourcing,deferred,minor,control_compute_communication_flight_controller_stack_failsafe_firmware_profile,failsafe_firmware_profile,failsafe firmware profile,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_flight_controller_stack_imu_vibration_isolation_mount,21,defer_candidate_sourcing,deferred,minor,control_compute_communication_flight_controller_stack_imu_vibration_isolation_mount,imu_vibration_isolation_mount,IMU vibration isolation mount,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_flight_controller_stack_sd_card_flight_logger,22,defer_candidate_sourcing,deferred,minor,control_compute_communication_flight_controller_stack_sd_card_flight_logger,sd_card_flight_logger,SD card flight logger,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_radio_navigation_link_antenna_diversity_mount,23,defer_candidate_sourcing,deferred,minor,control_compute_communication_radio_navigation_link_antenna_diversity_mount,antenna_diversity_mount,antenna diversity mount,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_radio_navigation_link_gnss_antenna_mast,24,defer_candidate_sourcing,deferred,minor,control_compute_communication_radio_navigation_link_gnss_antenna_mast,gnss_antenna_mast,GNSS antenna mast,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_radio_navigation_link_rc_receiver,25,defer_candidate_sourcing,deferred,minor,control_compute_communication_radio_navigation_link_rc_receiver,rc_receiver,RC receiver,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_radio_navigation_link_telemetry_radio_module,26,defer_candidate_sourcing,deferred,minor,control_compute_communication_radio_navigation_link_telemetry_radio_module,telemetry_radio_module,telemetry radio module,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_video_downlink_hdmi_micro_cable,27,defer_candidate_sourcing,deferred,minor,control_compute_communication_video_downlink_hdmi_micro_cable,hdmi_micro_cable,HDMI micro cable,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_video_downlink_low_latency_video_transmitter,28,defer_candidate_sourcing,deferred,minor,control_compute_communication_video_downlink_low_latency_video_transmitter,low_latency_video_transmitter,low-latency video transmitter,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_video_downlink_video_antenna_pair,29,defer_candidate_sourcing,deferred,minor,control_compute_communication_video_downlink_video_antenna_pair,video_antenna_pair,video antenna pair,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:control_compute_communication_video_downlink_video_power_filter,30,defer_candidate_sourcing,deferred,minor,control_compute_communication_video_downlink_video_power_filter,video_power_filter,video power filter,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_storage_source_charging_interface_balance_charge_harness,31,defer_candidate_sourcing,deferred,minor,energy_storage_source_charging_interface_balance_charge_harness,balance_charge_harness,balance charge harness,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_storage_source_charging_interface_charging_cradle,32,defer_candidate_sourcing,deferred,minor,energy_storage_source_charging_interface_charging_cradle,charging_cradle,charging cradle,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_storage_source_charging_interface_pack_id_label,33,defer_candidate_sourcing,deferred,minor,energy_storage_source_charging_interface_pack_id_label,pack_id_label,pack ID label,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_storage_source_charging_interface_transport_storage_case_insert,34,defer_candidate_sourcing,deferred,minor,energy_storage_source_charging_interface_transport_storage_case_insert,transport_storage_case_insert,transport storage case insert,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_storage_source_flight_battery_pack_battery_management_pcb,35,defer_candidate_sourcing,deferred,minor,energy_storage_source_flight_battery_pack_battery_management_pcb,battery_management_pcb,battery management PCB,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_storage_source_flight_battery_pack_high_discharge_cell_group,36,defer_candidate_sourcing,deferred,minor,energy_storage_source_flight_battery_pack_high_discharge_cell_group,high_discharge_cell_group,high-discharge cell group,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_storage_source_flight_battery_pack_pack_temperature_sensor,37,defer_candidate_sourcing,deferred,minor,energy_storage_source_flight_battery_pack_pack_temperature_sensor,pack_temperature_sensor,pack temperature sensor,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_storage_source_flight_battery_pack_xt90_anti_spark_connector,38,defer_candidate_sourcing,deferred,minor,energy_storage_source_flight_battery_pack_xt90_anti_spark_connector,xt90_anti_spark_connector,XT90 anti-spark connector,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_storage_source_power_monitoring_battery_telemetry_connector,39,defer_candidate_sourcing,deferred,minor,energy_storage_source_power_monitoring_battery_telemetry_connector,battery_telemetry_connector,battery telemetry connector,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_storage_source_power_monitoring_low_voltage_alarm_output,40,defer_candidate_sourcing,deferred,minor,energy_storage_source_power_monitoring_low_voltage_alarm_output,low_voltage_alarm_output,low-voltage alarm output,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_storage_source_power_monitoring_power_module_shunt,41,defer_candidate_sourcing,deferred,minor,energy_storage_source_power_monitoring_power_module_shunt,power_module_shunt,power module shunt,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:energy_storage_source_power_monitoring_voltage_divider_board,42,defer_candidate_sourcing,deferred,minor,energy_storage_source_power_monitoring_voltage_divider_board,voltage_divider_board,voltage divider board,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:hmi_ergonomics_ground_controller_controller_neck_strap,43,defer_candidate_sourcing,deferred,minor,hmi_ergonomics_ground_controller_controller_neck_strap,controller_neck_strap,controller neck strap,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:hmi_ergonomics_ground_controller_ground_station_tablet,44,defer_candidate_sourcing,deferred,minor,hmi_ergonomics_ground_controller_ground_station_tablet,ground_station_tablet,ground-station tablet,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:hmi_ergonomics_ground_controller_handheld_transmitter,45,defer_candidate_sourcing,deferred,minor,hmi_ergonomics_ground_controller_handheld_transmitter,handheld_transmitter,handheld transmitter,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:hmi_ergonomics_ground_controller_sun_hood,46,defer_candidate_sourcing,deferred,minor,hmi_ergonomics_ground_controller_sun_hood,sun_hood,sun hood,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:hmi_ergonomics_mission_labelling_aircraft_id_label,47,defer_candidate_sourcing,deferred,minor,hmi_ergonomics_mission_labelling_aircraft_id_label,aircraft_id_label,aircraft ID label,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:hmi_ergonomics_mission_labelling_payload_mass_placard,48,defer_candidate_sourcing,deferred,minor,hmi_ergonomics_mission_labelling_payload_mass_placard,payload_mass_placard,payload mass placard,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:hmi_ergonomics_mission_labelling_preflight_checklist_card,49,defer_candidate_sourcing,deferred,minor,hmi_ergonomics_mission_labelling_preflight_checklist_card,preflight_checklist_card,preflight checklist card,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-close:hmi_ergonomics_mission_labelling_propeller_rotation_label,50,defer_candidate_sourcing,deferred,minor,hmi_ergonomics_mission_labelling_propeller_rotation_label,propeller_rotation_label,propeller rotation label,candidate_only,no immediate evidence required unless this candidate is promoted to procurement scope,*.sourcing-pack.csv; *.bom-evidence-trace.csv,"Candidate remains candidate-only, or is promoted to sourcing intake with explicit procurement scope.",Candidate is used in procurement totals without source-backed evidence.,no,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
