rowType,id,moduleId,moduleName,subModuleId,subModuleName,componentWordId,label,status,interfaces,componentWordIds,criticalComponentWordIds,duplicateComponentWordIds,blockers,requiredAction
submodule,control_compute_communication:backend_gateway,control_compute_communication,Control Compute Communication,backend_gateway,Backend gateway,,,ready,ocpp_network; service_port,ocpp_communications_gateway; lte_router_module; ethernet_surge_protector; secure_element_module,ocpp_communications_gateway,,,Submodule has component candidates and no allocation blocker.
submodule,control_compute_communication:protocol_stack,control_compute_communication,Control Compute Communication,protocol_stack,Vehicle protocol stack,,,review,iso15118_plc; control_bus; metering_bus,iso_15118_plc_modem; plug_and_charge_certificate_store; charging_session_firmware_image; protocol_debug_header,iso_15118_plc_modem,iso_15118_plc_modem,,Resolve duplicate component identity before sourcing: iso_15118_plc_modem.
submodule,sensing_instrumentation:energy_metering,sensing_instrumentation,Metering And Electrical Sensing,energy_metering,Energy metering,,,review,metering_bus; dc_output_bus,mid_energy_meter; dc_voltage_transducer; dc_current_shunt; meter_pulse_output_isolator,mid_energy_meter,mid_energy_meter,,Resolve duplicate component identity before sourcing: mid_energy_meter.
submodule,sensing_instrumentation:insulation_fault_detection,sensing_instrumentation,Metering And Electrical Sensing,insulation_fault_detection,Insulation fault detection,,,review,insulation_monitoring; dc_output_bus; alarm_bus,insulation_monitoring_device; imd_coupling_network; fault_status_relay; test_resistor_plug,insulation_monitoring_device,insulation_monitoring_device,,Resolve duplicate component identity before sourcing: insulation_monitoring_device.
submodule,sensing_instrumentation:connector_sensing,sensing_instrumentation,Metering And Electrical Sensing,connector_sensing,Connector sensing,,,ready,sensor_bus; ccs2_vehicle_interface; control_pilot,connector_latch_microswitch; handle_temperature_sensor; cable_identification_resistor_reader; holster_presence_switch,,,,Submodule has component candidates and no allocation blocker.
submodule,environmental_interface:liquid_cooling_loop,environmental_interface,Thermal And Environmental Interface,liquid_cooling_loop,Liquid cooling loop,,,ready,coolant_loop; sensor_bus; service_access,cooling_loop_assembly; coolant_pump; plate_radiator; coolant_reservoir,cooling_loop_assembly,,,Submodule has component candidates and no allocation blocker.
submodule,environmental_interface:thermal_air_path,environmental_interface,Thermal And Environmental Interface,thermal_air_path,Thermal air path,,,ready,airflow_path; coolant_loop; protective_earth,cabinet_fan_tray; inlet_filter_mat; exhaust_louvre_assembly; airflow_proving_switch,,,,Submodule has component candidates and no allocation blocker.
submodule,environmental_interface:weatherproofing,environmental_interface,Thermal And Environmental Interface,weatherproofing,Weatherproofing,,,ready,condensate_drain; service_access,cabinet_drain_grommet; door_gasket_set; anti_condensation_heater; uv_rated_cable_cover,,,,Submodule has component candidates and no allocation blocker.
submodule,structure_containment:outdoor_cabinet,structure_containment,Cabinet Structure And Containment,outdoor_cabinet,Outdoor cabinet,,,ready,mechanical_mounts; service_access; protective_earth,powder_coated_steel_cabinet; front_service_door; anti_vandal_hinge_set; plinth_mounting_kit,,,,Submodule has component candidates and no allocation blocker.
submodule,structure_containment:cable_holster_boom,structure_containment,Cabinet Structure And Containment,cable_holster_boom,Cable holster and boom,,,ready,ccs2_vehicle_interface; mechanical_mounts,connector_holster; cable_retractor_arm; cable_bend_limiter; parking_status_flag,,,,Submodule has component candidates and no allocation blocker.
submodule,structure_containment:internal_compartmentation,structure_containment,Cabinet Structure And Containment,internal_compartmentation,Internal compartmentation,,,ready,service_access; protective_earth,segregated_ac_dc_barrier; control_compartment_shield; service_warning_placard; earthing_braid_set,,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:emergency_stop_chain,safety_protection,Safety Protection,emergency_stop_chain,Emergency stop chain,,,ready,emergency_stop; alarm_bus; control_bus,emergency_stop_and_safety_interlock_set; e_stop_mushroom_button; door_interlock_switch; safety_relay_module,emergency_stop_and_safety_interlock_set,,,Submodule has component candidates and no allocation blocker.
submodule,safety_protection:dc_fault_protection,safety_protection,Safety Protection,dc_fault_protection,DC fault protection,,,review,dc_output_bus; insulation_monitoring; alarm_bus,insulation_monitoring_device; dc_arc_detection_board; output_contactor_weld_check_circuit; fault_discharge_resistor,insulation_monitoring_device,insulation_monitoring_device,,Resolve duplicate component identity before sourcing: insulation_monitoring_device.
submodule,safety_protection:user_access_protection,safety_protection,Safety Protection,user_access_protection,User access protection,,,ready,protective_earth; ccs2_vehicle_interface,touch_safe_connector_shutter; protective_earth_continuity_strap; charging_status_beacon; safety_instruction_label,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:commissioning_access,maintenance_serviceability,Maintenance And Commissioning,commissioning_access,Commissioning access,,,ready,service_access; service_port; metering_bus,commissioning_terminal_block; meter_test_port; output_test_socket_cover; commissioning_checklist_card,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:replaceable_modules,maintenance_serviceability,Maintenance And Commissioning,replaceable_modules,Replaceable modules,,,ready,service_access; control_bus; coolant_loop,slide_out_power_module_rail; quick_disconnect_coolant_fitting; gateway_din_rail_carrier; spare_fuse_and_link_kit,,,,Submodule has component candidates and no allocation blocker.
submodule,maintenance_serviceability:remote_diagnostics,maintenance_serviceability,Maintenance And Commissioning,remote_diagnostics,Remote diagnostics,,,ready,ocpp_network; service_port; control_bus,diagnostic_log_exporter; remote_firmware_update_agent; health_telemetry_packet_schema; service_vpn_profile,,,,Submodule has component candidates and no allocation blocker.
submodule,hmi_ergonomics:user_display_panel,hmi_ergonomics,User Payment And HMI,user_display_panel,User display panel,,,ready,control_bus; ocpp_network,touchscreen_hmi_panel; status_led_light_bar; audio_buzzer; sunlight_readable_display_cover,,,,Submodule has component candidates and no allocation blocker.
submodule,hmi_ergonomics:payment_identity,hmi_ergonomics,User Payment And HMI,payment_identity,Payment and identity,,,ready,ocpp_network; control_bus,rfid_reader_module; contactless_payment_terminal; receipt_qr_code_generator; privacy_label,,,,Submodule has component candidates and no allocation blocker.
submodule,hmi_ergonomics:user_cable_guidance,hmi_ergonomics,User Payment And HMI,user_cable_guidance,User cable guidance,,,ready,ccs2_vehicle_interface; service_access,connector_instruction_graphic; cable_park_indicator; accessibility_reach_label; session_stop_button,,,,Submodule has component candidates and no allocation blocker.
critical_part,power_module_stack,energy_conversion_transduction,,rectifier_power_modules,,power_module_stack,Power module stack,allocated,,,power_module_stack,,,Critical part is allocated to at least one architecture submodule.
critical_part,ccs2_liquid_cooled_cable_and_connector,charging_connector_interface,,ccs2_cable_connector,,ccs2_liquid_cooled_cable_and_connector,CCS2 liquid-cooled cable and connector,allocated,,,ccs2_liquid_cooled_cable_and_connector,,,Critical part is allocated to at least one architecture submodule.
critical_part,dc_output_contactor_set,power_distribution,,dc_output_switchgear,,dc_output_contactor_set,DC output contactor set,allocated,,,dc_output_contactor_set,,,Critical part is allocated to at least one architecture submodule.
critical_part,insulation_monitoring_device,safety_protection; sensing_instrumentation,,dc_fault_protection; insulation_fault_detection,,insulation_monitoring_device,Insulation monitoring device,allocated,,,insulation_monitoring_device,,,Critical part is allocated to at least one architecture submodule.
critical_part,mid_energy_meter,power_distribution; sensing_instrumentation,,billing_metering_branch; energy_metering,,mid_energy_meter,MID energy meter,allocated,,,mid_energy_meter,,,Critical part is allocated to at least one architecture submodule.
critical_part,ocpp_communications_gateway,control_compute_communication,,backend_gateway,,ocpp_communications_gateway,OCPP communications gateway,allocated,,,ocpp_communications_gateway,,,Critical part is allocated to at least one architecture submodule.
critical_part,iso_15118_plc_modem,charging_connector_interface; control_compute_communication,,protocol_stack; vehicle_communication_frontend,,iso_15118_plc_modem,ISO 15118 PLC modem,allocated,,,iso_15118_plc_modem,,,Critical part is allocated to at least one architecture submodule.
critical_part,ac_input_breaker_and_spd,power_distribution,,ac_input_switchgear,,ac_input_breaker_and_spd,AC input breaker and SPD,allocated,,,ac_input_breaker_and_spd,,,Critical part is allocated to at least one architecture submodule.
critical_part,cooling_loop_assembly,environmental_interface,,liquid_cooling_loop,,cooling_loop_assembly,Cooling loop assembly,allocated,,,cooling_loop_assembly,,,Critical part is allocated to at least one architecture submodule.
critical_part,emergency_stop_and_safety_interlock_set,safety_protection,,emergency_stop_chain,,emergency_stop_and_safety_interlock_set,Emergency stop and safety interlock set,allocated,,,emergency_stop_and_safety_interlock_set,,,Critical part is allocated to at least one architecture submodule.
