id,kind,priority,status,scope,issue,requiredEvidence,closurePath,blocks,linkedIds,source
assumption:sanity:evcharger_power_safety_chain,assumption_review,major,needs_review,Power And Safety Chain,"Power And Safety Chain currently evaluates as pass against AC input, DC output, cooling, insulation monitoring, emergency stop and protective earth present.","Supply an engineering calculation, reviewer note, test plan or datasheet-backed rationale for this envelope.",engineering_review,publishable,dc_power_kw,engineering_assumption_ledger
assumption:compliance:IEC-61851,assumption_review,major,needs_review,IEC-61851,Conductive charging system requirements is relevant to this product class in UK/EU.,"Charging modes, control pilot and safety-function evidence.",engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:IEC-62196-3,assumption_review,major,needs_review,IEC-62196-3,DC vehicle connector requirements is relevant to this product class in UK/EU.,"CCS2 connector rating, cable assembly and temperature evidence.",engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:ISO-15118,assumption_review,major,needs_review,ISO-15118,Vehicle-to-grid communication interface is relevant to this product class in Global / EU.,"PLC communication, Plug and Charge and session-state evidence where applicable.",engineering_review,publishable,,engineering_assumption_ledger
assumption:compliance:OCPP-1.6J/2.0.1,assumption_review,major,needs_review,OCPP-1.6J/2.0.1,Charge point backend protocol is relevant to this product class in Operator requirement.,"Backend session, metering, fault and firmware-management evidence.",engineering_review,publishable,,engineering_assumption_ledger
sourcing:ac_input_breaker_and_spd,sourcing_evidence,blocker,ready_for_intake,AC input breaker and SPD,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,ac_input_breaker_and_spd,sourcing_worklist
sourcing:dc_output_contactor_set,sourcing_evidence,blocker,ready_for_intake,DC output contactor set,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,dc_output_contactor_set,sourcing_worklist
sourcing:mid_energy_meter,sourcing_evidence,blocker,ready_for_intake,MID energy meter,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,mid_energy_meter,sourcing_worklist
sourcing:power_module_stack,sourcing_evidence,blocker,ready_for_intake,Power module stack,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,power_module_stack,sourcing_worklist
sourcing:ccs2_liquid_cooled_cable_and_connector,sourcing_evidence,blocker,ready_for_intake,CCS2 liquid-cooled cable and connector,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,ccs2_liquid_cooled_cable_and_connector,sourcing_worklist
sourcing:iso_15118_plc_modem,sourcing_evidence,blocker,ready_for_intake,ISO 15118 PLC modem,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,iso_15118_plc_modem,sourcing_worklist
sourcing:ocpp_communications_gateway,sourcing_evidence,blocker,ready_for_intake,OCPP communications gateway,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,ocpp_communications_gateway,sourcing_worklist
sourcing:insulation_monitoring_device,sourcing_evidence,blocker,ready_for_intake,Insulation monitoring device,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,insulation_monitoring_device,sourcing_worklist
sourcing:cooling_loop_assembly,sourcing_evidence,blocker,ready_for_intake,Cooling loop assembly,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,cooling_loop_assembly,sourcing_worklist
sourcing:emergency_stop_and_safety_interlock_set,sourcing_evidence,blocker,ready_for_intake,Emergency stop and safety interlock set,Required class-critical line must be sourced before BoM can pass.,"Supplier name, manufacturer, MPN where applicable, unit cost, lead time and source quote/reference through sourcing intake.",sourcing_intake,bom; publishable,emergency_stop_and_safety_interlock_set,sourcing_worklist
verification:design_review:power_distribution,verification_evidence,major,ready_for_intake,AC Input And DC Output Distribution,Review AC Input And DC Output Distribution architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:power_distribution,verification_evidence_ledger
verification:calculation:power_distribution,verification_evidence,major,ready_for_intake,AC Input And DC Output Distribution,Verify AC Input And DC Output Distribution requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:power_distribution,verification_evidence_ledger
verification:design_review:energy_conversion_transduction,verification_evidence,major,ready_for_intake,Power Conversion Stack,Review Power Conversion Stack architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:energy_conversion_transduction,verification_evidence_ledger
verification:calculation:energy_conversion_transduction,verification_evidence,major,ready_for_intake,Power Conversion Stack,Verify Power Conversion Stack requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:energy_conversion_transduction,verification_evidence_ledger
verification:design_review:charging_connector_interface,verification_evidence,major,ready_for_intake,Vehicle Charging Interface,Review Vehicle Charging Interface architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:charging_connector_interface,verification_evidence_ledger
verification:calculation:charging_connector_interface,verification_evidence,major,ready_for_intake,Vehicle Charging Interface,Verify Vehicle Charging Interface requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:charging_connector_interface,verification_evidence_ledger
verification:design_review:control_compute_communication,verification_evidence,major,ready_for_intake,Control Compute Communication,Review Control Compute Communication architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:control_compute_communication,verification_evidence_ledger
verification:design_review:sensing_instrumentation,verification_evidence,major,ready_for_intake,Metering And Electrical Sensing,Review Metering And Electrical Sensing architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:sensing_instrumentation,verification_evidence_ledger
verification:design_review:environmental_interface,verification_evidence,major,ready_for_intake,Thermal And Environmental Interface,Review Thermal And Environmental Interface architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:environmental_interface,verification_evidence_ledger
verification:calculation:environmental_interface,verification_evidence,major,ready_for_intake,Thermal And Environmental Interface,Verify Thermal And Environmental Interface requirement calculations,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,calculation:environmental_interface,verification_evidence_ledger
verification:design_review:structure_containment,verification_evidence,major,ready_for_intake,Cabinet Structure And Containment,Review Cabinet Structure And Containment architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:structure_containment,verification_evidence_ledger
verification:design_review:safety_protection,verification_evidence,major,ready_for_intake,Safety Protection,Review Safety Protection architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:safety_protection,verification_evidence_ledger
verification:design_review:maintenance_serviceability,verification_evidence,major,ready_for_intake,Maintenance And Commissioning,Review Maintenance And Commissioning architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:maintenance_serviceability,verification_evidence_ledger
verification:design_review:hmi_ergonomics,verification_evidence,major,ready_for_intake,User Payment And HMI,Review User Payment And HMI architecture allocation,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,design_review:hmi_ergonomics,verification_evidence_ledger
verification:interface_review:power_distribution:energy_conversion_transduction:ac_input_bus,verification_evidence,major,ready_for_intake,AC Input And DC Output Distribution -> Power Conversion Stack,Verify ac_input_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:power_distribution:energy_conversion_transduction:ac_input_bus,verification_evidence_ledger
verification:interface_review:energy_conversion_transduction:charging_connector_interface:dc_output_bus,verification_evidence,major,ready_for_intake,Power Conversion Stack -> Vehicle Charging Interface,Verify dc_output_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:energy_conversion_transduction:charging_connector_interface:dc_output_bus,verification_evidence_ledger
verification:interface_review:control_compute_communication:charging_connector_interface:iso15118_plc,verification_evidence,major,ready_for_intake,Control Compute Communication -> Vehicle Charging Interface,Verify iso15118_plc interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:control_compute_communication:charging_connector_interface:iso15118_plc,verification_evidence_ledger
verification:interface_review:control_compute_communication:energy_conversion_transduction:control_bus,verification_evidence,major,ready_for_intake,Control Compute Communication -> Power Conversion Stack,Verify control_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:control_compute_communication:energy_conversion_transduction:control_bus,verification_evidence_ledger
verification:interface_review:sensing_instrumentation:control_compute_communication:metering_bus,verification_evidence,major,ready_for_intake,Metering And Electrical Sensing -> Control Compute Communication,Verify metering_bus interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:sensing_instrumentation:control_compute_communication:metering_bus,verification_evidence_ledger
verification:interface_review:environmental_interface:energy_conversion_transduction:coolant_loop,verification_evidence,major,ready_for_intake,Thermal And Environmental Interface -> Power Conversion Stack,Verify coolant_loop interface contract,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,interface_review:environmental_interface:energy_conversion_transduction:coolant_loop,verification_evidence_ledger
verification:compliance_review:IEC-61851,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for IEC-61851,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:IEC-61851,verification_evidence_ledger
verification:compliance_review:IEC-62196-3,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for IEC-62196-3,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:IEC-62196-3,verification_evidence_ledger
verification:compliance_review:ISO-15118,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for ISO-15118,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:ISO-15118,verification_evidence_ledger
verification:compliance_review:OCPP-1.6J/2.0.1,verification_evidence,major,ready_for_intake,System Compliance,Plan evidence for OCPP-1.6J/2.0.1,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,compliance_review:OCPP-1.6J/2.0.1,verification_evidence_ledger
verification:risk_review:1,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for DC output fault or insulation failure,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:1,verification_evidence_ledger
verification:risk_review:2,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Connector overheating at high current,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:2,verification_evidence_ledger
verification:risk_review:3,verification_evidence,major,ready_for_intake,System Risk Register,Review risk control for Backend or payment outage stops sessions,Collect reviewer evidence through the verification intake template.,verification_intake,publishable,risk_review:3,verification_evidence_ledger
