id,lineId,componentWordId,description,priority,quantity,unit,traceStatus,ledgerStatus,duplicateResolution,supplier,manufacturer,mpn,unitCostGbp,totalCostGbp,sourceRef,sourceReferenceClass,sourceReferenceStatus,sourceQualityIssues,supplierClaim,manufacturerClaim,mpnClaim,unitCostClaim,sourceBackedRequiredClaims,missingRequiredClaims,provenanceViolations,canDisplayCandidate,canDisplayPricedReview,canUseForProcurement,requiredAction
bom-trace:energy_storage_source_rack_thermal_interface_thermally_conductive_gap_pad,energy_storage_source_rack_thermal_interface_thermally_conductive_gap_pad,thermally_conductive_gap_pad,thermally conductive gap pad,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_rack_thermal_interface_coolant_quick_connector_pair,energy_storage_source_rack_thermal_interface_coolant_quick_connector_pair,coolant_quick_connector_pair,coolant quick connector pair,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_rack_thermal_interface_rack_drip_tray,energy_storage_source_rack_thermal_interface_rack_drip_tray,rack_drip_tray,rack drip tray,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_storage_source_rack_thermal_interface_leak_detection_rope,energy_storage_source_rack_thermal_interface_leak_detection_rope,leak_detection_rope,leak detection rope,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_pcs_inverter_pcs_inverter,energy_conversion_transduction_pcs_inverter_pcs_inverter,pcs_inverter,PCS inverter,critical,1,candidate,critical_unsourced,critical_unpriced,unique_allocation,,,,,,,,,,missing_source,missing_source,missing_source,missing_source,0,4,0,yes,no,no,Collect admissible source evidence for this critical line before BoM can pass.
bom-trace:energy_conversion_transduction_pcs_inverter_igbt_power_module,energy_conversion_transduction_pcs_inverter_igbt_power_module,igbt_power_module,IGBT power module,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_pcs_inverter_dc_link_capacitor_bank,energy_conversion_transduction_pcs_inverter_dc_link_capacitor_bank,dc_link_capacitor_bank,DC link capacitor bank,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_pcs_inverter_gate_driver_board,energy_conversion_transduction_pcs_inverter_gate_driver_board,gate_driver_board,gate driver board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_pcs_inverter_inverter_control_board,energy_conversion_transduction_pcs_inverter_inverter_control_board,inverter_control_board,inverter control board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_pcs_inverter_liquid_cooled_heatsink,energy_conversion_transduction_pcs_inverter_liquid_cooled_heatsink,liquid_cooled_heatsink,liquid-cooled heatsink,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_transformer_stage_cast_resin_transformer,energy_conversion_transduction_transformer_stage_cast_resin_transformer,cast_resin_transformer,cast resin transformer,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_transformer_stage_hv_winding,energy_conversion_transduction_transformer_stage_hv_winding,hv_winding,HV winding,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_transformer_stage_lv_winding,energy_conversion_transduction_transformer_stage_lv_winding,lv_winding,LV winding,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_transformer_stage_temperature_probe,energy_conversion_transduction_transformer_stage_temperature_probe,temperature_probe,temperature probe,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_transformer_stage_anti_vibration_mount,energy_conversion_transduction_transformer_stage_anti_vibration_mount,anti_vibration_mount,anti-vibration mount,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_grid_filter_grid_filter_choke,energy_conversion_transduction_grid_filter_grid_filter_choke,grid_filter_choke,grid filter choke,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_grid_filter_ac_filter_capacitor,energy_conversion_transduction_grid_filter_ac_filter_capacitor,ac_filter_capacitor,AC filter capacitor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_grid_filter_emi_filter_assembly,energy_conversion_transduction_grid_filter_emi_filter_assembly,emi_filter_assembly,EMI filter assembly,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_grid_filter_protective_earth_bar,energy_conversion_transduction_grid_filter_protective_earth_bar,protective_earth_bar,protective earth bar,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_grid_protection_relay_grid_protection_relay,energy_conversion_transduction_grid_protection_relay_grid_protection_relay,grid_protection_relay,grid protection relay,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_grid_protection_relay_voltage_sensing_fuse_set,energy_conversion_transduction_grid_protection_relay_voltage_sensing_fuse_set,voltage_sensing_fuse_set,voltage sensing fuse set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_grid_protection_relay_relay_test_block,energy_conversion_transduction_grid_protection_relay_relay_test_block,relay_test_block,relay test block,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_grid_protection_relay_trip_circuit_monitor,energy_conversion_transduction_grid_protection_relay_trip_circuit_monitor,trip_circuit_monitor,trip circuit monitor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:energy_conversion_transduction_grid_protection_relay_g99_settings_label,energy_conversion_transduction_grid_protection_relay_g99_settings_label,g99_settings_label,G99 settings label,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_container_shell_corten_steel_side_panel,structure_containment_container_shell_corten_steel_side_panel,corten_steel_side_panel,corten steel side panel,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_container_shell_corner_casting,structure_containment_container_shell_corner_casting,corner_casting,corner casting,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_container_shell_marine_plywood_floor,structure_containment_container_shell_marine_plywood_floor,marine_plywood_floor,marine plywood floor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_container_shell_roof_panel,structure_containment_container_shell_roof_panel,roof_panel,roof panel,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_internal_partitions_steel_stud_frame,structure_containment_internal_partitions_steel_stud_frame,steel_stud_frame,steel stud frame,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_internal_partitions_fire_rated_board,structure_containment_internal_partitions_fire_rated_board,fire_rated_board,fire-rated board,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_internal_partitions_mineral_wool_insulation,structure_containment_internal_partitions_mineral_wool_insulation,mineral_wool_insulation,mineral wool insulation,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_internal_partitions_intumescent_sealant,structure_containment_internal_partitions_intumescent_sealant,intumescent_sealant,intumescent sealant,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_rack_mounting_floor_reinforcement_plate,structure_containment_rack_mounting_floor_reinforcement_plate,floor_reinforcement_plate,floor reinforcement plate,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_rack_mounting_rack_mounting_rail,structure_containment_rack_mounting_rack_mounting_rail,rack_mounting_rail,rack mounting rail,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_rack_mounting_vibration_isolator,structure_containment_rack_mounting_vibration_isolator,vibration_isolator,vibration isolator,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_rack_mounting_anchor_bolt_set,structure_containment_rack_mounting_anchor_bolt_set,anchor_bolt_set,anchor bolt set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_cable_penetration_sealing_gland_plate_assembly,structure_containment_cable_penetration_sealing_gland_plate_assembly,gland_plate_assembly,gland plate assembly,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_cable_penetration_sealing_firestop_collar_set,structure_containment_cable_penetration_sealing_firestop_collar_set,firestop_collar_set,firestop collar set,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_cable_penetration_sealing_emc_cable_gland,structure_containment_cable_penetration_sealing_emc_cable_gland,emc_cable_gland,EMC cable gland,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_cable_penetration_sealing_rain_drip_shield,structure_containment_cable_penetration_sealing_rain_drip_shield,rain_drip_shield,rain drip shield,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:structure_containment_cable_penetration_sealing_penetration_schedule_label,structure_containment_cable_penetration_sealing_penetration_schedule_label,penetration_schedule_label,penetration schedule label,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_electrical_measurement_dc_voltage_transducer,sensing_instrumentation_electrical_measurement_dc_voltage_transducer,dc_voltage_transducer,DC voltage transducer,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_electrical_measurement_hall_current_sensor,sensing_instrumentation_electrical_measurement_hall_current_sensor,hall_current_sensor,Hall current sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_electrical_measurement_insulation_monitoring_device,sensing_instrumentation_electrical_measurement_insulation_monitoring_device,insulation_monitoring_device,insulation monitoring device,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_electrical_measurement_auxiliary_metering_transducer,sensing_instrumentation_electrical_measurement_auxiliary_metering_transducer,auxiliary_metering_transducer,auxiliary metering transducer,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_environmental_sensors_temperature_humidity_sensor,sensing_instrumentation_environmental_sensors_temperature_humidity_sensor,temperature_humidity_sensor,temperature humidity sensor,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_environmental_sensors_hydrogen_detector,sensing_instrumentation_environmental_sensors_hydrogen_detector,hydrogen_detector,hydrogen detector,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_environmental_sensors_smoke_aspirating_detector,sensing_instrumentation_environmental_sensors_smoke_aspirating_detector,smoke_aspirating_detector,smoke aspirating detector,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
bom-trace:sensing_instrumentation_environmental_sensors_door_position_switch,sensing_instrumentation_environmental_sensors_door_position_switch,door_position_switch,door position switch,candidate,1,candidate,candidate_only,candidate_unpriced,unique_allocation,,,,,,,,,,not_claimed,not_claimed,not_claimed,not_claimed,0,0,0,yes,no,no,Keep as candidate-only until critical sourcing is complete or procurement planning starts.
