lineId,componentWordId,description,critical,field,value,status,sourceRef,sourceQuote,retrievedAt,nextAction
energy_storage_source_cell_string_cell_terminal_hardware_set,cell_terminal_hardware_set,cell terminal hardware set,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/cell_terminal_hardware_set,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_cell_terminal_hardware_set,cell_terminal_hardware_set,cell terminal hardware set,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/cell_terminal_hardware_set,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_cell_terminal_hardware_set,cell_terminal_hardware_set,cell terminal hardware set,false,mpn,PROTOCOL-3-cell_terminal_hardware_set,source_backed,test-fixture://review-evidence-closure/source/cell_terminal_hardware_set,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_cell_terminal_hardware_set,cell_terminal_hardware_set,cell terminal hardware set,false,unit_cost_gbp,102,source_backed,test-fixture://review-evidence-closure/source/cell_terminal_hardware_set,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_cell_terminal_hardware_set,cell_terminal_hardware_set,cell terminal hardware set,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/cell_terminal_hardware_set,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_cell_insulation_pad,cell_insulation_pad,cell insulation pad,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/cell_insulation_pad,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_cell_insulation_pad,cell_insulation_pad,cell insulation pad,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/cell_insulation_pad,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_cell_insulation_pad,cell_insulation_pad,cell insulation pad,false,mpn,PROTOCOL-4-cell_insulation_pad,source_backed,test-fixture://review-evidence-closure/source/cell_insulation_pad,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_cell_insulation_pad,cell_insulation_pad,cell insulation pad,false,unit_cost_gbp,103,source_backed,test-fixture://review-evidence-closure/source/cell_insulation_pad,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_cell_insulation_pad,cell_insulation_pad,cell insulation pad,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/cell_insulation_pad,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_module_fuse,module_fuse,module fuse,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/module_fuse,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_module_fuse,module_fuse,module fuse,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/module_fuse,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_module_fuse,module_fuse,module fuse,false,mpn,PROTOCOL-5-module_fuse,source_backed,test-fixture://review-evidence-closure/source/module_fuse,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_module_fuse,module_fuse,module fuse,false,unit_cost_gbp,104,source_backed,test-fixture://review-evidence-closure/source/module_fuse,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_cell_string_module_fuse,module_fuse,module fuse,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/module_fuse,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_module_steel_frame,module_steel_frame,module steel frame,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/module_steel_frame,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_module_steel_frame,module_steel_frame,module steel frame,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/module_steel_frame,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_module_steel_frame,module_steel_frame,module steel frame,false,mpn,PROTOCOL-6-module_steel_frame,source_backed,test-fixture://review-evidence-closure/source/module_steel_frame,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_module_steel_frame,module_steel_frame,module steel frame,false,unit_cost_gbp,105,source_backed,test-fixture://review-evidence-closure/source/module_steel_frame,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_module_steel_frame,module_steel_frame,module steel frame,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/module_steel_frame,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_compression_plate,compression_plate,compression plate,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/compression_plate,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_compression_plate,compression_plate,compression plate,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/compression_plate,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_compression_plate,compression_plate,compression plate,false,mpn,PROTOCOL-7-compression_plate,source_backed,test-fixture://review-evidence-closure/source/compression_plate,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_compression_plate,compression_plate,compression plate,false,unit_cost_gbp,106,source_backed,test-fixture://review-evidence-closure/source/compression_plate,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_compression_plate,compression_plate,compression plate,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/compression_plate,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_compression_tie_rod_set,compression_tie_rod_set,compression tie rod set,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/compression_tie_rod_set,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_compression_tie_rod_set,compression_tie_rod_set,compression tie rod set,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/compression_tie_rod_set,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_compression_tie_rod_set,compression_tie_rod_set,compression tie rod set,false,mpn,PROTOCOL-8-compression_tie_rod_set,source_backed,test-fixture://review-evidence-closure/source/compression_tie_rod_set,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_compression_tie_rod_set,compression_tie_rod_set,compression tie rod set,false,unit_cost_gbp,107,source_backed,test-fixture://review-evidence-closure/source/compression_tie_rod_set,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_compression_tie_rod_set,compression_tie_rod_set,compression tie rod set,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/compression_tie_rod_set,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_module_top_cover,module_top_cover,module top cover,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/module_top_cover,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_module_top_cover,module_top_cover,module top cover,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/module_top_cover,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_module_top_cover,module_top_cover,module top cover,false,mpn,PROTOCOL-9-module_top_cover,source_backed,test-fixture://review-evidence-closure/source/module_top_cover,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_module_top_cover,module_top_cover,module top cover,false,unit_cost_gbp,108,source_backed,test-fixture://review-evidence-closure/source/module_top_cover,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_module_top_cover,module_top_cover,module top cover,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/module_top_cover,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_rack_label_plate,rack_label_plate,rack label plate,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/rack_label_plate,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_rack_label_plate,rack_label_plate,rack label plate,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/rack_label_plate,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_rack_label_plate,rack_label_plate,rack label plate,false,mpn,PROTOCOL-10-rack_label_plate,source_backed,test-fixture://review-evidence-closure/source/rack_label_plate,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_rack_label_plate,rack_label_plate,rack label plate,false,unit_cost_gbp,109,source_backed,test-fixture://review-evidence-closure/source/rack_label_plate,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_rack_structure_rack_label_plate,rack_label_plate,rack label plate,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/rack_label_plate,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_bms_slave_pcb,bms_slave_pcb,BMS slave PCB,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/bms_slave_pcb,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_bms_slave_pcb,bms_slave_pcb,BMS slave PCB,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/bms_slave_pcb,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_bms_slave_pcb,bms_slave_pcb,BMS slave PCB,false,mpn,PROTOCOL-11-bms_slave_pcb,source_backed,test-fixture://review-evidence-closure/source/bms_slave_pcb,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_bms_slave_pcb,bms_slave_pcb,BMS slave PCB,false,unit_cost_gbp,110,source_backed,test-fixture://review-evidence-closure/source/bms_slave_pcb,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_bms_slave_pcb,bms_slave_pcb,BMS slave PCB,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/bms_slave_pcb,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_afe_monitor_ic,afe_monitor_ic,AFE monitor IC,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/afe_monitor_ic,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_afe_monitor_ic,afe_monitor_ic,AFE monitor IC,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/afe_monitor_ic,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_afe_monitor_ic,afe_monitor_ic,AFE monitor IC,false,mpn,PROTOCOL-12-afe_monitor_ic,source_backed,test-fixture://review-evidence-closure/source/afe_monitor_ic,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_afe_monitor_ic,afe_monitor_ic,AFE monitor IC,false,unit_cost_gbp,111,source_backed,test-fixture://review-evidence-closure/source/afe_monitor_ic,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_afe_monitor_ic,afe_monitor_ic,AFE monitor IC,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/afe_monitor_ic,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_ntc_thermistor_harness,ntc_thermistor_harness,NTC thermistor harness,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/ntc_thermistor_harness,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_ntc_thermistor_harness,ntc_thermistor_harness,NTC thermistor harness,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/ntc_thermistor_harness,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_ntc_thermistor_harness,ntc_thermistor_harness,NTC thermistor harness,false,mpn,PROTOCOL-13-ntc_thermistor_harness,source_backed,test-fixture://review-evidence-closure/source/ntc_thermistor_harness,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_ntc_thermistor_harness,ntc_thermistor_harness,NTC thermistor harness,false,unit_cost_gbp,112,source_backed,test-fixture://review-evidence-closure/source/ntc_thermistor_harness,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_ntc_thermistor_harness,ntc_thermistor_harness,NTC thermistor harness,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/ntc_thermistor_harness,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_isolated_can_transceiver,isolated_can_transceiver,isolated CAN transceiver,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/isolated_can_transceiver,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_isolated_can_transceiver,isolated_can_transceiver,isolated CAN transceiver,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/isolated_can_transceiver,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_isolated_can_transceiver,isolated_can_transceiver,isolated CAN transceiver,false,mpn,PROTOCOL-14-isolated_can_transceiver,source_backed,test-fixture://review-evidence-closure/source/isolated_can_transceiver,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_isolated_can_transceiver,isolated_can_transceiver,isolated CAN transceiver,false,unit_cost_gbp,113,source_backed,test-fixture://review-evidence-closure/source/isolated_can_transceiver,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_isolated_can_transceiver,isolated_can_transceiver,isolated CAN transceiver,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/isolated_can_transceiver,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_conformal_coating,conformal_coating,conformal coating,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/conformal_coating,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_conformal_coating,conformal_coating,conformal coating,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/conformal_coating,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_conformal_coating,conformal_coating,conformal coating,false,mpn,PROTOCOL-15-conformal_coating,source_backed,test-fixture://review-evidence-closure/source/conformal_coating,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_conformal_coating,conformal_coating,conformal coating,false,unit_cost_gbp,114,source_backed,test-fixture://review-evidence-closure/source/conformal_coating,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_bms_slave_conformal_coating,conformal_coating,conformal coating,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/conformal_coating,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_dc_string_output_dc_contactor_or_breaker,dc_contactor_or_breaker,DC contactor or breaker,true,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/dc_contactor_or_breaker,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_dc_string_output_dc_contactor_or_breaker,dc_contactor_or_breaker,DC contactor or breaker,true,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/dc_contactor_or_breaker,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_dc_string_output_dc_contactor_or_breaker,dc_contactor_or_breaker,DC contactor or breaker,true,mpn,PROTOCOL-16-dc_contactor_or_breaker,source_backed,test-fixture://review-evidence-closure/source/dc_contactor_or_breaker,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_dc_string_output_dc_contactor_or_breaker,dc_contactor_or_breaker,DC contactor or breaker,true,unit_cost_gbp,115,source_backed,test-fixture://review-evidence-closure/source/dc_contactor_or_breaker,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_dc_string_output_dc_contactor_or_breaker,dc_contactor_or_breaker,DC contactor or breaker,true,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/dc_contactor_or_breaker,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_dc_string_output_precharge_resistor,precharge_resistor,precharge resistor,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/precharge_resistor,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_dc_string_output_precharge_resistor,precharge_resistor,precharge resistor,false,manufacturer,Protocol Evidence Manufacturer,source_backed,test-fixture://review-evidence-closure/source/precharge_resistor,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_dc_string_output_precharge_resistor,precharge_resistor,precharge resistor,false,mpn,PROTOCOL-17-precharge_resistor,source_backed,test-fixture://review-evidence-closure/source/precharge_resistor,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_dc_string_output_precharge_resistor,precharge_resistor,precharge resistor,false,unit_cost_gbp,116,source_backed,test-fixture://review-evidence-closure/source/precharge_resistor,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_dc_string_output_precharge_resistor,precharge_resistor,precharge resistor,false,lead_time_weeks,8,source_backed,test-fixture://review-evidence-closure/source/precharge_resistor,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
energy_storage_source_dc_string_output_hv_fuse_holder,hv_fuse_holder,HV fuse holder,false,supplier,Protocol Evidence Supplier,source_backed,test-fixture://review-evidence-closure/source/hv_fuse_holder,Protocol-only fixture proving source-backed closure. Not a real supplier quote.,2026-05-17T11:40:00.000+01:00,Keep source record attached; refresh evidence before procurement use.
