bom_source_field:control_compute_communication_bms_master_isolation_interface:lead_time_weeks,bom_source_field,source_backed,source_evidence,isolation interface / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/isolation_interface,,,control_compute_communication,isolation_interface,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_bms_master_isolation_interface:manufacturer,bom_source_field,source_backed,source_evidence,isolation interface / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/isolation_interface,,,control_compute_communication,isolation_interface,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_bms_master_isolation_interface:mpn,bom_source_field,source_backed,source_evidence,isolation interface / mpn,mpn = PROTOCOL-85-isolation_interface.,,test-fixture://review-evidence-closure/source/isolation_interface,,,control_compute_communication,isolation_interface,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_bms_master_isolation_interface:supplier,bom_source_field,source_backed,source_evidence,isolation interface / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/isolation_interface,,,control_compute_communication,isolation_interface,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_bms_master_isolation_interface:unit_cost_gbp,bom_source_field,source_backed,source_evidence,isolation interface / unit_cost_gbp,unit_cost_gbp = 184.,,test-fixture://review-evidence-closure/source/isolation_interface,,,control_compute_communication,isolation_interface,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_bms_master_soc_estimation_firmware:lead_time_weeks,bom_source_field,source_backed,source_evidence,SOC estimation firmware / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/soc_estimation_firmware,,,control_compute_communication,soc_estimation_firmware,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_bms_master_soc_estimation_firmware:manufacturer,bom_source_field,source_backed,source_evidence,SOC estimation firmware / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/soc_estimation_firmware,,,control_compute_communication,soc_estimation_firmware,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_bms_master_soc_estimation_firmware:mpn,bom_source_field,source_backed,source_evidence,SOC estimation firmware / mpn,mpn = PROTOCOL-87-soc_estimation_firmware.,,test-fixture://review-evidence-closure/source/soc_estimation_firmware,,,control_compute_communication,soc_estimation_firmware,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_bms_master_soc_estimation_firmware:supplier,bom_source_field,source_backed,source_evidence,SOC estimation firmware / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/soc_estimation_firmware,,,control_compute_communication,soc_estimation_firmware,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_bms_master_soc_estimation_firmware:unit_cost_gbp,bom_source_field,source_backed,source_evidence,SOC estimation firmware / unit_cost_gbp,unit_cost_gbp = 186.,,test-fixture://review-evidence-closure/source/soc_estimation_firmware,,,control_compute_communication,soc_estimation_firmware,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_cybersecurity_firewall:lead_time_weeks,bom_source_field,source_backed,source_evidence,cybersecurity firewall / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/cybersecurity_firewall,,,control_compute_communication,cybersecurity_firewall,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_cybersecurity_firewall:manufacturer,bom_source_field,source_backed,source_evidence,cybersecurity firewall / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/cybersecurity_firewall,,,control_compute_communication,cybersecurity_firewall,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_cybersecurity_firewall:mpn,bom_source_field,source_backed,source_evidence,cybersecurity firewall / mpn,mpn = PROTOCOL-95-cybersecurity_firewall.,,test-fixture://review-evidence-closure/source/cybersecurity_firewall,,,control_compute_communication,cybersecurity_firewall,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_cybersecurity_firewall:supplier,bom_source_field,source_backed,source_evidence,cybersecurity firewall / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/cybersecurity_firewall,,,control_compute_communication,cybersecurity_firewall,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_cybersecurity_firewall:unit_cost_gbp,bom_source_field,source_backed,source_evidence,cybersecurity firewall / unit_cost_gbp,unit_cost_gbp = 194.,,test-fixture://review-evidence-closure/source/cybersecurity_firewall,,,control_compute_communication,cybersecurity_firewall,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_modbus_tcp_gateway:lead_time_weeks,bom_source_field,source_backed,source_evidence,Modbus TCP gateway / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/modbus_tcp_gateway,,,control_compute_communication,modbus_tcp_gateway,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_modbus_tcp_gateway:manufacturer,bom_source_field,source_backed,source_evidence,Modbus TCP gateway / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/modbus_tcp_gateway,,,control_compute_communication,modbus_tcp_gateway,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_modbus_tcp_gateway:mpn,bom_source_field,source_backed,source_evidence,Modbus TCP gateway / mpn,mpn = PROTOCOL-92-modbus_tcp_gateway.,,test-fixture://review-evidence-closure/source/modbus_tcp_gateway,,,control_compute_communication,modbus_tcp_gateway,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_modbus_tcp_gateway:supplier,bom_source_field,source_backed,source_evidence,Modbus TCP gateway / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/modbus_tcp_gateway,,,control_compute_communication,modbus_tcp_gateway,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_modbus_tcp_gateway:unit_cost_gbp,bom_source_field,source_backed,source_evidence,Modbus TCP gateway / unit_cost_gbp,unit_cost_gbp = 191.,,test-fixture://review-evidence-closure/source/modbus_tcp_gateway,,,control_compute_communication,modbus_tcp_gateway,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_scada_protocol_adapter:lead_time_weeks,bom_source_field,source_backed,source_evidence,SCADA protocol adapter / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/scada_protocol_adapter,,,control_compute_communication,scada_protocol_adapter,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_scada_protocol_adapter:manufacturer,bom_source_field,source_backed,source_evidence,SCADA protocol adapter / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/scada_protocol_adapter,,,control_compute_communication,scada_protocol_adapter,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_scada_protocol_adapter:mpn,bom_source_field,source_backed,source_evidence,SCADA protocol adapter / mpn,mpn = PROTOCOL-93-scada_protocol_adapter.,,test-fixture://review-evidence-closure/source/scada_protocol_adapter,,,control_compute_communication,scada_protocol_adapter,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_scada_protocol_adapter:supplier,bom_source_field,source_backed,source_evidence,SCADA protocol adapter / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/scada_protocol_adapter,,,control_compute_communication,scada_protocol_adapter,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_scada_protocol_adapter:unit_cost_gbp,bom_source_field,source_backed,source_evidence,SCADA protocol adapter / unit_cost_gbp,unit_cost_gbp = 192.,,test-fixture://review-evidence-closure/source/scada_protocol_adapter,,,control_compute_communication,scada_protocol_adapter,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_time_synchronisation_module:lead_time_weeks,bom_source_field,source_backed,source_evidence,time synchronisation module / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/time_synchronisation_module,,,control_compute_communication,time_synchronisation_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_time_synchronisation_module:manufacturer,bom_source_field,source_backed,source_evidence,time synchronisation module / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/time_synchronisation_module,,,control_compute_communication,time_synchronisation_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_time_synchronisation_module:mpn,bom_source_field,source_backed,source_evidence,time synchronisation module / mpn,mpn = PROTOCOL-94-time_synchronisation_module.,,test-fixture://review-evidence-closure/source/time_synchronisation_module,,,control_compute_communication,time_synchronisation_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_time_synchronisation_module:supplier,bom_source_field,source_backed,source_evidence,time synchronisation module / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/time_synchronisation_module,,,control_compute_communication,time_synchronisation_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_communications_gateway_time_synchronisation_module:unit_cost_gbp,bom_source_field,source_backed,source_evidence,time synchronisation module / unit_cost_gbp,unit_cost_gbp = 193.,,test-fixture://review-evidence-closure/source/time_synchronisation_module,,,control_compute_communication,time_synchronisation_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_account_key_switch:lead_time_weeks,bom_source_field,source_backed,source_evidence,account key switch / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/account_key_switch,,,control_compute_communication,account_key_switch,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_account_key_switch:manufacturer,bom_source_field,source_backed,source_evidence,account key switch / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/account_key_switch,,,control_compute_communication,account_key_switch,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_account_key_switch:mpn,bom_source_field,source_backed,source_evidence,account key switch / mpn,mpn = PROTOCOL-98-account_key_switch.,,test-fixture://review-evidence-closure/source/account_key_switch,,,control_compute_communication,account_key_switch,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_account_key_switch:supplier,bom_source_field,source_backed,source_evidence,account key switch / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/account_key_switch,,,control_compute_communication,account_key_switch,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_account_key_switch:unit_cost_gbp,bom_source_field,source_backed,source_evidence,account key switch / unit_cost_gbp,unit_cost_gbp = 197.,,test-fixture://review-evidence-closure/source/account_key_switch,,,control_compute_communication,account_key_switch,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_configuration_backup_module:lead_time_weeks,bom_source_field,source_backed,source_evidence,configuration backup module / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/configuration_backup_module,,,control_compute_communication,configuration_backup_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_configuration_backup_module:manufacturer,bom_source_field,source_backed,source_evidence,configuration backup module / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/configuration_backup_module,,,control_compute_communication,configuration_backup_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_configuration_backup_module:mpn,bom_source_field,source_backed,source_evidence,configuration backup module / mpn,mpn = PROTOCOL-100-configuration_backup_module.,,test-fixture://review-evidence-closure/source/configuration_backup_module,,,control_compute_communication,configuration_backup_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_configuration_backup_module:supplier,bom_source_field,source_backed,source_evidence,configuration backup module / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/configuration_backup_module,,,control_compute_communication,configuration_backup_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_configuration_backup_module:unit_cost_gbp,bom_source_field,source_backed,source_evidence,configuration backup module / unit_cost_gbp,unit_cost_gbp = 199.,,test-fixture://review-evidence-closure/source/configuration_backup_module,,,control_compute_communication,configuration_backup_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_firmware_escrow_tag:lead_time_weeks,bom_source_field,source_backed,source_evidence,firmware escrow tag / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/firmware_escrow_tag,,,control_compute_communication,firmware_escrow_tag,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_firmware_escrow_tag:manufacturer,bom_source_field,source_backed,source_evidence,firmware escrow tag / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/firmware_escrow_tag,,,control_compute_communication,firmware_escrow_tag,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_firmware_escrow_tag:mpn,bom_source_field,source_backed,source_evidence,firmware escrow tag / mpn,mpn = PROTOCOL-99-firmware_escrow_tag.,,test-fixture://review-evidence-closure/source/firmware_escrow_tag,,,control_compute_communication,firmware_escrow_tag,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_firmware_escrow_tag:supplier,bom_source_field,source_backed,source_evidence,firmware escrow tag / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/firmware_escrow_tag,,,control_compute_communication,firmware_escrow_tag,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_firmware_escrow_tag:unit_cost_gbp,bom_source_field,source_backed,source_evidence,firmware escrow tag / unit_cost_gbp,unit_cost_gbp = 198.,,test-fixture://review-evidence-closure/source/firmware_escrow_tag,,,control_compute_communication,firmware_escrow_tag,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_syslog_collector:lead_time_weeks,bom_source_field,source_backed,source_evidence,syslog collector / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/syslog_collector,,,control_compute_communication,syslog_collector,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_syslog_collector:manufacturer,bom_source_field,source_backed,source_evidence,syslog collector / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/syslog_collector,,,control_compute_communication,syslog_collector,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_syslog_collector:mpn,bom_source_field,source_backed,source_evidence,syslog collector / mpn,mpn = PROTOCOL-97-syslog_collector.,,test-fixture://review-evidence-closure/source/syslog_collector,,,control_compute_communication,syslog_collector,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_syslog_collector:supplier,bom_source_field,source_backed,source_evidence,syslog collector / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/syslog_collector,,,control_compute_communication,syslog_collector,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_syslog_collector:unit_cost_gbp,bom_source_field,source_backed,source_evidence,syslog collector / unit_cost_gbp,unit_cost_gbp = 196.,,test-fixture://review-evidence-closure/source/syslog_collector,,,control_compute_communication,syslog_collector,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_vpn_access_appliance:lead_time_weeks,bom_source_field,source_backed,source_evidence,VPN access appliance / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/vpn_access_appliance,,,control_compute_communication,vpn_access_appliance,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_vpn_access_appliance:manufacturer,bom_source_field,source_backed,source_evidence,VPN access appliance / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/vpn_access_appliance,,,control_compute_communication,vpn_access_appliance,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_vpn_access_appliance:mpn,bom_source_field,source_backed,source_evidence,VPN access appliance / mpn,mpn = PROTOCOL-96-vpn_access_appliance.,,test-fixture://review-evidence-closure/source/vpn_access_appliance,,,control_compute_communication,vpn_access_appliance,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_vpn_access_appliance:supplier,bom_source_field,source_backed,source_evidence,VPN access appliance / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/vpn_access_appliance,,,control_compute_communication,vpn_access_appliance,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_cybersecurity_monitoring_vpn_access_appliance:unit_cost_gbp,bom_source_field,source_backed,source_evidence,VPN access appliance / unit_cost_gbp,unit_cost_gbp = 195.,,test-fixture://review-evidence-closure/source/vpn_access_appliance,,,control_compute_communication,vpn_access_appliance,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_cellular_router:lead_time_weeks,bom_source_field,source_backed,source_evidence,cellular router / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/cellular_router,,,control_compute_communication,cellular_router,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_cellular_router:manufacturer,bom_source_field,source_backed,source_evidence,cellular router / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/cellular_router,,,control_compute_communication,cellular_router,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_cellular_router:mpn,bom_source_field,source_backed,source_evidence,cellular router / mpn,mpn = PROTOCOL-91-cellular_router.,,test-fixture://review-evidence-closure/source/cellular_router,,,control_compute_communication,cellular_router,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_cellular_router:supplier,bom_source_field,source_backed,source_evidence,cellular router / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/cellular_router,,,control_compute_communication,cellular_router,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_cellular_router:unit_cost_gbp,bom_source_field,source_backed,source_evidence,cellular router / unit_cost_gbp,unit_cost_gbp = 190.,,test-fixture://review-evidence-closure/source/cellular_router,,,control_compute_communication,cellular_router,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_i_o_expansion_module:lead_time_weeks,bom_source_field,source_backed,source_evidence,I/O expansion module / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/i_o_expansion_module,,,control_compute_communication,i_o_expansion_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_i_o_expansion_module:manufacturer,bom_source_field,source_backed,source_evidence,I/O expansion module / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/i_o_expansion_module,,,control_compute_communication,i_o_expansion_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_i_o_expansion_module:mpn,bom_source_field,source_backed,source_evidence,I/O expansion module / mpn,mpn = PROTOCOL-89-i_o_expansion_module.,,test-fixture://review-evidence-closure/source/i_o_expansion_module,,,control_compute_communication,i_o_expansion_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_i_o_expansion_module:supplier,bom_source_field,source_backed,source_evidence,I/O expansion module / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/i_o_expansion_module,,,control_compute_communication,i_o_expansion_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_i_o_expansion_module:unit_cost_gbp,bom_source_field,source_backed,source_evidence,I/O expansion module / unit_cost_gbp,unit_cost_gbp = 188.,,test-fixture://review-evidence-closure/source/i_o_expansion_module,,,control_compute_communication,i_o_expansion_module,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_industrial_controller:lead_time_weeks,bom_source_field,source_backed,source_evidence,industrial controller / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/industrial_controller,,,control_compute_communication,industrial_controller,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_industrial_controller:manufacturer,bom_source_field,source_backed,source_evidence,industrial controller / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/industrial_controller,,,control_compute_communication,industrial_controller,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_industrial_controller:mpn,bom_source_field,source_backed,source_evidence,industrial controller / mpn,mpn = PROTOCOL-88-industrial_controller.,,test-fixture://review-evidence-closure/source/industrial_controller,,,control_compute_communication,industrial_controller,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_industrial_controller:supplier,bom_source_field,source_backed,source_evidence,industrial controller / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/industrial_controller,,,control_compute_communication,industrial_controller,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_industrial_controller:unit_cost_gbp,bom_source_field,source_backed,source_evidence,industrial controller / unit_cost_gbp,unit_cost_gbp = 187.,,test-fixture://review-evidence-closure/source/industrial_controller,,,control_compute_communication,industrial_controller,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_network_switch:lead_time_weeks,bom_source_field,source_backed,source_evidence,network switch / lead_time_weeks,lead_time_weeks = 8.,,test-fixture://review-evidence-closure/source/network_switch,,,control_compute_communication,network_switch,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_network_switch:manufacturer,bom_source_field,source_backed,source_evidence,network switch / manufacturer,manufacturer = Protocol Evidence Manufacturer.,,test-fixture://review-evidence-closure/source/network_switch,,,control_compute_communication,network_switch,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_network_switch:mpn,bom_source_field,source_backed,source_evidence,network switch / mpn,mpn = PROTOCOL-90-network_switch.,,test-fixture://review-evidence-closure/source/network_switch,,,control_compute_communication,network_switch,false,false,Keep source record attached; refresh evidence before procurement use.
bom_source_field:control_compute_communication_ems_controller_network_switch:supplier,bom_source_field,source_backed,source_evidence,network switch / supplier,supplier = Protocol Evidence Supplier.,,test-fixture://review-evidence-closure/source/network_switch,,,control_compute_communication,network_switch,false,false,Keep source record attached; refresh evidence before procurement use.
