id,kind,status,basis,scope,claim,provenanceRefs,sourceRefs,reviewerEvidenceRefs,linkedRequirementIds,linkedModuleIds,linkedComponentWordIds,blocksBom,blocksPublish,nextAction
component_candidate:safety_protection_fire_suppression_fire_detection_suppression,component_candidate,source_required,generated_model,Fire detection/suppression,Fire detection/suppression is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,safety_protection,fire_detection_suppression,true,true,"Admit source-backed supplier, manufacturer, MPN, unit cost and lead-time evidence through sourcing intake."
headline_metric:capex_gbp,headline_metric,source_required,assumption,Estimated CAPEX,Estimated CAPEX = 0 GBP.,formula:capex=sum(bom.totalCostGbp); class_pack:energy_storage.class_pack,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
headline_metric:opex_annual_gbp,headline_metric,source_required,assumption,Estimated annual OPEX,Estimated annual OPEX = 0 GBP/year.,formula:opex=capex*0.04,,,,,,true,true,Admit source-backed BoM costs before treating this cost metric as a claim.
component_candidate:control_compute_communication_bms_master_contactor_driver_output,component_candidate,generated_needs_review,generated_model,contactor driver output,contactor driver output is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,contactor_driver_output,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_bms_master_isolation_interface,component_candidate,generated_needs_review,generated_model,isolation interface,isolation interface is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,isolation_interface,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_bms_master_soc_estimation_firmware,component_candidate,generated_needs_review,generated_model,SOC estimation firmware,SOC estimation firmware is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,soc_estimation_firmware,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_communications_gateway_cybersecurity_firewall,component_candidate,generated_needs_review,generated_model,cybersecurity firewall,cybersecurity firewall is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,cybersecurity_firewall,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_communications_gateway_modbus_tcp_gateway,component_candidate,generated_needs_review,generated_model,Modbus TCP gateway,Modbus TCP gateway is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,modbus_tcp_gateway,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_communications_gateway_scada_protocol_adapter,component_candidate,generated_needs_review,generated_model,SCADA protocol adapter,SCADA protocol adapter is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,scada_protocol_adapter,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_communications_gateway_time_synchronisation_module,component_candidate,generated_needs_review,generated_model,time synchronisation module,time synchronisation module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,time_synchronisation_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_cybersecurity_monitoring_account_key_switch,component_candidate,generated_needs_review,generated_model,account key switch,account key switch is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,account_key_switch,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_cybersecurity_monitoring_configuration_backup_module,component_candidate,generated_needs_review,generated_model,configuration backup module,configuration backup module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,configuration_backup_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_cybersecurity_monitoring_firmware_escrow_tag,component_candidate,generated_needs_review,generated_model,firmware escrow tag,firmware escrow tag is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,firmware_escrow_tag,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_cybersecurity_monitoring_syslog_collector,component_candidate,generated_needs_review,generated_model,syslog collector,syslog collector is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,syslog_collector,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_cybersecurity_monitoring_vpn_access_appliance,component_candidate,generated_needs_review,generated_model,VPN access appliance,VPN access appliance is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,vpn_access_appliance,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_ems_controller_cellular_router,component_candidate,generated_needs_review,generated_model,cellular router,cellular router is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,cellular_router,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_ems_controller_i_o_expansion_module,component_candidate,generated_needs_review,generated_model,I/O expansion module,I/O expansion module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,i_o_expansion_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_ems_controller_industrial_controller,component_candidate,generated_needs_review,generated_model,industrial controller,industrial controller is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,industrial_controller,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:control_compute_communication_ems_controller_network_switch,component_candidate,generated_needs_review,generated_model,network switch,network switch is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,control_compute_communication,network_switch,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_grid_filter_ac_filter_capacitor,component_candidate,generated_needs_review,generated_model,AC filter capacitor,AC filter capacitor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,ac_filter_capacitor,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_grid_filter_emi_filter_assembly,component_candidate,generated_needs_review,generated_model,EMI filter assembly,EMI filter assembly is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,emi_filter_assembly,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_grid_filter_grid_filter_choke,component_candidate,generated_needs_review,generated_model,grid filter choke,grid filter choke is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,grid_filter_choke,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_grid_filter_protective_earth_bar,component_candidate,generated_needs_review,generated_model,protective earth bar,protective earth bar is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,protective_earth_bar,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_grid_protection_relay_g99_settings_label,component_candidate,generated_needs_review,generated_model,G99 settings label,G99 settings label is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,g99_settings_label,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_grid_protection_relay_grid_protection_relay,component_candidate,generated_needs_review,generated_model,grid protection relay,grid protection relay is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,grid_protection_relay,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_grid_protection_relay_relay_test_block,component_candidate,generated_needs_review,generated_model,relay test block,relay test block is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,relay_test_block,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_grid_protection_relay_trip_circuit_monitor,component_candidate,generated_needs_review,generated_model,trip circuit monitor,trip circuit monitor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,trip_circuit_monitor,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_grid_protection_relay_voltage_sensing_fuse_set,component_candidate,generated_needs_review,generated_model,voltage sensing fuse set,voltage sensing fuse set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,voltage_sensing_fuse_set,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_pcs_inverter_dc_link_capacitor_bank,component_candidate,generated_needs_review,generated_model,DC link capacitor bank,DC link capacitor bank is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,dc_link_capacitor_bank,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_pcs_inverter_gate_driver_board,component_candidate,generated_needs_review,generated_model,gate driver board,gate driver board is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,gate_driver_board,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_pcs_inverter_igbt_power_module,component_candidate,generated_needs_review,generated_model,IGBT power module,IGBT power module is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,igbt_power_module,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_pcs_inverter_inverter_control_board,component_candidate,generated_needs_review,generated_model,inverter control board,inverter control board is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,inverter_control_board,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_pcs_inverter_liquid_cooled_heatsink,component_candidate,generated_needs_review,generated_model,liquid-cooled heatsink,liquid-cooled heatsink is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,liquid_cooled_heatsink,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_transformer_stage_anti_vibration_mount,component_candidate,generated_needs_review,generated_model,anti-vibration mount,anti-vibration mount is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,anti_vibration_mount,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_transformer_stage_cast_resin_transformer,component_candidate,generated_needs_review,generated_model,cast resin transformer,cast resin transformer is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,cast_resin_transformer,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_transformer_stage_hv_winding,component_candidate,generated_needs_review,generated_model,HV winding,HV winding is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,hv_winding,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_transformer_stage_lv_winding,component_candidate,generated_needs_review,generated_model,LV winding,LV winding is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,lv_winding,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_conversion_transduction_transformer_stage_temperature_probe,component_candidate,generated_needs_review,generated_model,temperature probe,temperature probe is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_conversion_transduction,temperature_probe,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_bms_slave_afe_monitor_ic,component_candidate,generated_needs_review,generated_model,AFE monitor IC,AFE monitor IC is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,afe_monitor_ic,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_bms_slave_bms_slave_pcb,component_candidate,generated_needs_review,generated_model,BMS slave PCB,BMS slave PCB is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,bms_slave_pcb,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_bms_slave_conformal_coating,component_candidate,generated_needs_review,generated_model,conformal coating,conformal coating is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,conformal_coating,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_bms_slave_isolated_can_transceiver,component_candidate,generated_needs_review,generated_model,isolated CAN transceiver,isolated CAN transceiver is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,isolated_can_transceiver,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_bms_slave_ntc_thermistor_harness,component_candidate,generated_needs_review,generated_model,NTC thermistor harness,NTC thermistor harness is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,ntc_thermistor_harness,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_cell_string_cell_insulation_pad,component_candidate,generated_needs_review,generated_model,cell insulation pad,cell insulation pad is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,cell_insulation_pad,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_cell_string_cell_terminal_hardware_set,component_candidate,generated_needs_review,generated_model,cell terminal hardware set,cell terminal hardware set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,cell_terminal_hardware_set,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_cell_string_cell_to_cell_busbar,component_candidate,generated_needs_review,generated_model,cell-to-cell busbar,cell-to-cell busbar is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,cell_to_cell_busbar,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_cell_string_module_fuse,component_candidate,generated_needs_review,generated_model,module fuse,module fuse is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,module_fuse,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_dc_string_output_hv_fuse_holder,component_candidate,generated_needs_review,generated_model,HV fuse holder,HV fuse holder is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,hv_fuse_holder,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_dc_string_output_pack_current_sensor,component_candidate,generated_needs_review,generated_model,pack current sensor,pack current sensor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,pack_current_sensor,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_dc_string_output_precharge_resistor,component_candidate,generated_needs_review,generated_model,precharge resistor,precharge resistor is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,precharge_resistor,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_dc_string_output_service_disconnect,component_candidate,generated_needs_review,generated_model,service disconnect,service disconnect is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,service_disconnect,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_module_interconnect_harness_cell_voltage_sense_loom,component_candidate,generated_needs_review,generated_model,cell voltage sense loom,cell voltage sense loom is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,cell_voltage_sense_loom,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_module_interconnect_harness_harness_strain_relief_rail,component_candidate,generated_needs_review,generated_model,harness strain relief rail,harness strain relief rail is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,harness_strain_relief_rail,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_module_interconnect_harness_low_smoke_cable_sleeve,component_candidate,generated_needs_review,generated_model,low-smoke cable sleeve,low-smoke cable sleeve is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,low_smoke_cable_sleeve,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_module_interconnect_harness_rack_can_drop_cable,component_candidate,generated_needs_review,generated_model,rack CAN drop cable,rack CAN drop cable is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,rack_can_drop_cable,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_rack_structure_compression_plate,component_candidate,generated_needs_review,generated_model,compression plate,compression plate is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,compression_plate,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_rack_structure_compression_tie_rod_set,component_candidate,generated_needs_review,generated_model,compression tie rod set,compression tie rod set is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,compression_tie_rod_set,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
component_candidate:energy_storage_source_rack_structure_module_steel_frame,component_candidate,generated_needs_review,generated_model,module steel frame,module steel frame is an architecture-derived component candidate with quantity 1 candidate.,model:scratch_universal_architecture.energy_storage,,,,energy_storage_source,module_steel_frame,false,true,"Review whether this is a unique physical item, shared component or separate installation instance."
